"Notes","Census Division","Census Division Code","Year","Year Code","Month","Month Code","Five-Year Age Groups","Five-Year Age Groups Code",Deaths,Population,Crude Rate
,"Division 2: Middle Atlantic","CENS-D2","2017","2017","May, 2017","2017/05","Not Stated","NS",Suppressed,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2017","2017","Jun., 2017","2017/06","< 1 year","1",0,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2017","2017","Jun., 2017","2017/06","1-4 years","1-4",0,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2017","2017","Jun., 2017","2017/06","5-9 years","5-9",0,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2017","2017","Jun., 2017","2017/06","10-14 years","10-14",Suppressed,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2017","2017","Jun., 2017","2017/06","15-19 years","15-19",14,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2017","2017","Jun., 2017","2017/06","20-24 years","20-24",60,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2017","2017","Jun., 2017","2017/06","25-29 years","25-29",151,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2017","2017","Jun., 2017","2017/06","30-34 years","30-34",157,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2017","2017","Jun., 2017","2017/06","35-39 years","35-39",118,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2017","2017","Jun., 2017","2017/06","40-44 years","40-44",104,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2017","2017","Jun., 2017","2017/06","45-49 years","45-49",114,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2017","2017","Jun., 2017","2017/06","50-54 years","50-54",122,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2017","2017","Jun., 2017","2017/06","55-59 years","55-59",105,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2017","2017","Jun., 2017","2017/06","60-64 years ","60-64",66,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2017","2017","Jun., 2017","2017/06","65-69 years","65-69",25,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2017","2017","Jun., 2017","2017/06","70-74 years","70-74",Suppressed,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2017","2017","Jun., 2017","2017/06","75-79 years","75-79",Suppressed,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2017","2017","Jun., 2017","2017/06","80-84 years","80-84",Suppressed,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2017","2017","Jun., 2017","2017/06","85-89 years","85-89",Suppressed,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2017","2017","Jun., 2017","2017/06","90-94 years","90-94",0,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2017","2017","Jun., 2017","2017/06","95-99 years","95-99",0,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2017","2017","Jun., 2017","2017/06","100+ years","100+",0,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2017","2017","Jun., 2017","2017/06","Not Stated","NS",Suppressed,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2017","2017","Jul., 2017","2017/07","< 1 year","1",0,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2017","2017","Jul., 2017","2017/07","1-4 years","1-4",0,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2017","2017","Jul., 2017","2017/07","5-9 years","5-9",0,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2017","2017","Jul., 2017","2017/07","10-14 years","10-14",0,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2017","2017","Jul., 2017","2017/07","15-19 years","15-19",13,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2017","2017","Jul., 2017","2017/07","20-24 years","20-24",65,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2017","2017","Jul., 2017","2017/07","25-29 years","25-29",132,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2017","2017","Jul., 2017","2017/07","30-34 years","30-34",144,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2017","2017","Jul., 2017","2017/07","35-39 years","35-39",153,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2017","2017","Jul., 2017","2017/07","40-44 years","40-44",90,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2017","2017","Jul., 2017","2017/07","45-49 years","45-49",112,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2017","2017","Jul., 2017","2017/07","50-54 years","50-54",121,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2017","2017","Jul., 2017","2017/07","55-59 years","55-59",108,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2017","2017","Jul., 2017","2017/07","60-64 years ","60-64",61,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2017","2017","Jul., 2017","2017/07","65-69 years","65-69",21,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2017","2017","Jul., 2017","2017/07","70-74 years","70-74",Suppressed,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2017","2017","Jul., 2017","2017/07","75-79 years","75-79",Suppressed,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2017","2017","Jul., 2017","2017/07","80-84 years","80-84",Suppressed,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2017","2017","Jul., 2017","2017/07","85-89 years","85-89",Suppressed,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2017","2017","Jul., 2017","2017/07","90-94 years","90-94",Suppressed,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2017","2017","Jul., 2017","2017/07","95-99 years","95-99",0,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2017","2017","Jul., 2017","2017/07","100+ years","100+",0,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2017","2017","Jul., 2017","2017/07","Not Stated","NS",0,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2017","2017","Aug., 2017","2017/08","< 1 year","1",0,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2017","2017","Aug., 2017","2017/08","1-4 years","1-4",Suppressed,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2017","2017","Aug., 2017","2017/08","5-9 years","5-9",0,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2017","2017","Aug., 2017","2017/08","10-14 years","10-14",0,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2017","2017","Aug., 2017","2017/08","15-19 years","15-19",Suppressed,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2017","2017","Aug., 2017","2017/08","20-24 years","20-24",70,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2017","2017","Aug., 2017","2017/08","25-29 years","25-29",133,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2017","2017","Aug., 2017","2017/08","30-34 years","30-34",160,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2017","2017","Aug., 2017","2017/08","35-39 years","35-39",152,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2017","2017","Aug., 2017","2017/08","40-44 years","40-44",110,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2017","2017","Aug., 2017","2017/08","45-49 years","45-49",122,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2017","2017","Aug., 2017","2017/08","50-54 years","50-54",125,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2017","2017","Aug., 2017","2017/08","55-59 years","55-59",90,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2017","2017","Aug., 2017","2017/08","60-64 years ","60-64",52,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2017","2017","Aug., 2017","2017/08","65-69 years","65-69",28,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2017","2017","Aug., 2017","2017/08","70-74 years","70-74",Suppressed,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2017","2017","Aug., 2017","2017/08","75-79 years","75-79",Suppressed,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2017","2017","Aug., 2017","2017/08","80-84 years","80-84",Suppressed,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2017","2017","Aug., 2017","2017/08","85-89 years","85-89",Suppressed,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2017","2017","Aug., 2017","2017/08","90-94 years","90-94",Suppressed,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2017","2017","Aug., 2017","2017/08","95-99 years","95-99",0,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2017","2017","Aug., 2017","2017/08","100+ years","100+",0,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2017","2017","Aug., 2017","2017/08","Not Stated","NS",0,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2017","2017","Sep., 2017","2017/09","< 1 year","1",Suppressed,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2017","2017","Sep., 2017","2017/09","1-4 years","1-4",Suppressed,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2017","2017","Sep., 2017","2017/09","5-9 years","5-9",0,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2017","2017","Sep., 2017","2017/09","10-14 years","10-14",0,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2017","2017","Sep., 2017","2017/09","15-19 years","15-19",Suppressed,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2017","2017","Sep., 2017","2017/09","20-24 years","20-24",79,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2017","2017","Sep., 2017","2017/09","25-29 years","25-29",164,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2017","2017","Sep., 2017","2017/09","30-34 years","30-34",131,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2017","2017","Sep., 2017","2017/09","35-39 years","35-39",111,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2017","2017","Sep., 2017","2017/09","40-44 years","40-44",98,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2017","2017","Sep., 2017","2017/09","45-49 years","45-49",96,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2017","2017","Sep., 2017","2017/09","50-54 years","50-54",129,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2017","2017","Sep., 2017","2017/09","55-59 years","55-59",99,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2017","2017","Sep., 2017","2017/09","60-64 years ","60-64",55,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2017","2017","Sep., 2017","2017/09","65-69 years","65-69",25,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2017","2017","Sep., 2017","2017/09","70-74 years","70-74",13,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2017","2017","Sep., 2017","2017/09","75-79 years","75-79",Suppressed,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2017","2017","Sep., 2017","2017/09","80-84 years","80-84",Suppressed,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2017","2017","Sep., 2017","2017/09","85-89 years","85-89",Suppressed,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2017","2017","Sep., 2017","2017/09","90-94 years","90-94",Suppressed,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2017","2017","Sep., 2017","2017/09","95-99 years","95-99",0,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2017","2017","Sep., 2017","2017/09","100+ years","100+",0,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2017","2017","Sep., 2017","2017/09","Not Stated","NS",0,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2017","2017","Oct., 2017","2017/10","< 1 year","1",0,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2017","2017","Oct., 2017","2017/10","1-4 years","1-4",0,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2017","2017","Oct., 2017","2017/10","5-9 years","5-9",0,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2017","2017","Oct., 2017","2017/10","10-14 years","10-14",Suppressed,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2017","2017","Oct., 2017","2017/10","15-19 years","15-19",Suppressed,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2017","2017","Oct., 2017","2017/10","20-24 years","20-24",67,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2017","2017","Oct., 2017","2017/10","25-29 years","25-29",116,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2017","2017","Oct., 2017","2017/10","30-34 years","30-34",98,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2017","2017","Oct., 2017","2017/10","35-39 years","35-39",106,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2017","2017","Oct., 2017","2017/10","40-44 years","40-44",98,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2017","2017","Oct., 2017","2017/10","45-49 years","45-49",72,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2017","2017","Oct., 2017","2017/10","50-54 years","50-54",119,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2017","2017","Oct., 2017","2017/10","55-59 years","55-59",91,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2017","2017","Oct., 2017","2017/10","60-64 years ","60-64",41,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2017","2017","Oct., 2017","2017/10","65-69 years","65-69",26,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2017","2017","Oct., 2017","2017/10","70-74 years","70-74",Suppressed,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2017","2017","Oct., 2017","2017/10","75-79 years","75-79",Suppressed,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2017","2017","Oct., 2017","2017/10","80-84 years","80-84",0,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2017","2017","Oct., 2017","2017/10","85-89 years","85-89",Suppressed,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2017","2017","Oct., 2017","2017/10","90-94 years","90-94",Suppressed,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2017","2017","Oct., 2017","2017/10","95-99 years","95-99",Suppressed,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2017","2017","Oct., 2017","2017/10","100+ years","100+",0,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2017","2017","Oct., 2017","2017/10","Not Stated","NS",Suppressed,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2017","2017","Nov., 2017","2017/11","< 1 year","1",Suppressed,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2017","2017","Nov., 2017","2017/11","1-4 years","1-4",0,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2017","2017","Nov., 2017","2017/11","5-9 years","5-9",0,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2017","2017","Nov., 2017","2017/11","10-14 years","10-14",0,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2017","2017","Nov., 2017","2017/11","15-19 years","15-19",10,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2017","2017","Nov., 2017","2017/11","20-24 years","20-24",64,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2017","2017","Nov., 2017","2017/11","25-29 years","25-29",124,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2017","2017","Nov., 2017","2017/11","30-34 years","30-34",134,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2017","2017","Nov., 2017","2017/11","35-39 years","35-39",113,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2017","2017","Nov., 2017","2017/11","40-44 years","40-44",89,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2017","2017","Nov., 2017","2017/11","45-49 years","45-49",80,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2017","2017","Nov., 2017","2017/11","50-54 years","50-54",100,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2017","2017","Nov., 2017","2017/11","55-59 years","55-59",84,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2017","2017","Nov., 2017","2017/11","60-64 years ","60-64",51,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2017","2017","Nov., 2017","2017/11","65-69 years","65-69",19,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2017","2017","Nov., 2017","2017/11","70-74 years","70-74",12,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2017","2017","Nov., 2017","2017/11","75-79 years","75-79",Suppressed,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2017","2017","Nov., 2017","2017/11","80-84 years","80-84",Suppressed,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2017","2017","Nov., 2017","2017/11","85-89 years","85-89",Suppressed,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2017","2017","Nov., 2017","2017/11","90-94 years","90-94",Suppressed,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2017","2017","Nov., 2017","2017/11","95-99 years","95-99",Suppressed,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2017","2017","Nov., 2017","2017/11","100+ years","100+",0,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2017","2017","Nov., 2017","2017/11","Not Stated","NS",Suppressed,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2017","2017","Dec., 2017","2017/12","< 1 year","1",0,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2017","2017","Dec., 2017","2017/12","1-4 years","1-4",0,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2017","2017","Dec., 2017","2017/12","5-9 years","5-9",0,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2017","2017","Dec., 2017","2017/12","10-14 years","10-14",Suppressed,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2017","2017","Dec., 2017","2017/12","15-19 years","15-19",Suppressed,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2017","2017","Dec., 2017","2017/12","20-24 years","20-24",66,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2017","2017","Dec., 2017","2017/12","25-29 years","25-29",118,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2017","2017","Dec., 2017","2017/12","30-34 years","30-34",138,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2017","2017","Dec., 2017","2017/12","35-39 years","35-39",137,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2017","2017","Dec., 2017","2017/12","40-44 years","40-44",93,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2017","2017","Dec., 2017","2017/12","45-49 years","45-49",99,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2017","2017","Dec., 2017","2017/12","50-54 years","50-54",111,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2017","2017","Dec., 2017","2017/12","55-59 years","55-59",105,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2017","2017","Dec., 2017","2017/12","60-64 years ","60-64",66,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2017","2017","Dec., 2017","2017/12","65-69 years","65-69",24,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2017","2017","Dec., 2017","2017/12","70-74 years","70-74",Suppressed,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2017","2017","Dec., 2017","2017/12","75-79 years","75-79",Suppressed,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2017","2017","Dec., 2017","2017/12","80-84 years","80-84",0,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2017","2017","Dec., 2017","2017/12","85-89 years","85-89",Suppressed,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2017","2017","Dec., 2017","2017/12","90-94 years","90-94",0,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2017","2017","Dec., 2017","2017/12","95-99 years","95-99",Suppressed,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2017","2017","Dec., 2017","2017/12","100+ years","100+",0,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2017","2017","Dec., 2017","2017/12","Not Stated","NS",Suppressed,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2018","2018","Jan., 2018","2018/01","< 1 year","1",Suppressed,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2018","2018","Jan., 2018","2018/01","1-4 years","1-4",0,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2018","2018","Jan., 2018","2018/01","5-9 years","5-9",0,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2018","2018","Jan., 2018","2018/01","10-14 years","10-14",Suppressed,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2018","2018","Jan., 2018","2018/01","15-19 years","15-19",10,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2018","2018","Jan., 2018","2018/01","20-24 years","20-24",72,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2018","2018","Jan., 2018","2018/01","25-29 years","25-29",120,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2018","2018","Jan., 2018","2018/01","30-34 years","30-34",131,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2018","2018","Jan., 2018","2018/01","35-39 years","35-39",115,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2018","2018","Jan., 2018","2018/01","40-44 years","40-44",72,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2018","2018","Jan., 2018","2018/01","45-49 years","45-49",110,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2018","2018","Jan., 2018","2018/01","50-54 years","50-54",129,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2018","2018","Jan., 2018","2018/01","55-59 years","55-59",110,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2018","2018","Jan., 2018","2018/01","60-64 years ","60-64",62,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2018","2018","Jan., 2018","2018/01","65-69 years","65-69",26,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2018","2018","Jan., 2018","2018/01","70-74 years","70-74",12,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2018","2018","Jan., 2018","2018/01","75-79 years","75-79",Suppressed,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2018","2018","Jan., 2018","2018/01","80-84 years","80-84",Suppressed,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2018","2018","Jan., 2018","2018/01","85-89 years","85-89",Suppressed,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2018","2018","Jan., 2018","2018/01","90-94 years","90-94",Suppressed,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2018","2018","Jan., 2018","2018/01","95-99 years","95-99",0,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2018","2018","Jan., 2018","2018/01","100+ years","100+",0,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2018","2018","Jan., 2018","2018/01","Not Stated","NS",Suppressed,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2018","2018","Feb., 2018","2018/02","< 1 year","1",Suppressed,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2018","2018","Feb., 2018","2018/02","1-4 years","1-4",0,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2018","2018","Feb., 2018","2018/02","5-9 years","5-9",0,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2018","2018","Feb., 2018","2018/02","10-14 years","10-14",0,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2018","2018","Feb., 2018","2018/02","15-19 years","15-19",14,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2018","2018","Feb., 2018","2018/02","20-24 years","20-24",44,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2018","2018","Feb., 2018","2018/02","25-29 years","25-29",111,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2018","2018","Feb., 2018","2018/02","30-34 years","30-34",113,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2018","2018","Feb., 2018","2018/02","35-39 years","35-39",85,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2018","2018","Feb., 2018","2018/02","40-44 years","40-44",98,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2018","2018","Feb., 2018","2018/02","45-49 years","45-49",71,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2018","2018","Feb., 2018","2018/02","50-54 years","50-54",89,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2018","2018","Feb., 2018","2018/02","55-59 years","55-59",79,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2018","2018","Feb., 2018","2018/02","60-64 years ","60-64",44,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2018","2018","Feb., 2018","2018/02","65-69 years","65-69",27,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2018","2018","Feb., 2018","2018/02","70-74 years","70-74",Suppressed,Not Applicable,Not Applicable
