"Notes","Census Division","Census Division Code","Year","Year Code","Month","Month Code","Sex","Sex Code",Deaths,Population,Crude Rate
,"Division 4: West North Central","CENS-D4","2015","2015","Feb., 2015","2015/02","Female","F",103,Not Applicable,Not Applicable
,"Division 4: West North Central","CENS-D4","2015","2015","Feb., 2015","2015/02","Male","M",120,Not Applicable,Not Applicable
,"Division 4: West North Central","CENS-D4","2015","2015","Mar., 2015","2015/03","Female","F",107,Not Applicable,Not Applicable
,"Division 4: West North Central","CENS-D4","2015","2015","Mar., 2015","2015/03","Male","M",139,Not Applicable,Not Applicable
,"Division 4: West North Central","CENS-D4","2015","2015","Apr., 2015","2015/04","Female","F",97,Not Applicable,Not Applicable
,"Division 4: West North Central","CENS-D4","2015","2015","Apr., 2015","2015/04","Male","M",135,Not Applicable,Not Applicable
,"Division 4: West North Central","CENS-D4","2015","2015","May, 2015","2015/05","Female","F",112,Not Applicable,Not Applicable
,"Division 4: West North Central","CENS-D4","2015","2015","May, 2015","2015/05","Male","M",161,Not Applicable,Not Applicable
,"Division 4: West North Central","CENS-D4","2015","2015","Jun., 2015","2015/06","Female","F",94,Not Applicable,Not Applicable
,"Division 4: West North Central","CENS-D4","2015","2015","Jun., 2015","2015/06","Male","M",146,Not Applicable,Not Applicable
,"Division 4: West North Central","CENS-D4","2015","2015","Jul., 2015","2015/07","Female","F",97,Not Applicable,Not Applicable
,"Division 4: West North Central","CENS-D4","2015","2015","Jul., 2015","2015/07","Male","M",148,Not Applicable,Not Applicable
,"Division 4: West North Central","CENS-D4","2015","2015","Aug., 2015","2015/08","Female","F",83,Not Applicable,Not Applicable
,"Division 4: West North Central","CENS-D4","2015","2015","Aug., 2015","2015/08","Male","M",135,Not Applicable,Not Applicable
,"Division 4: West North Central","CENS-D4","2015","2015","Sep., 2015","2015/09","Female","F",95,Not Applicable,Not Applicable
,"Division 4: West North Central","CENS-D4","2015","2015","Sep., 2015","2015/09","Male","M",148,Not Applicable,Not Applicable
,"Division 4: West North Central","CENS-D4","2015","2015","Oct., 2015","2015/10","Female","F",93,Not Applicable,Not Applicable
,"Division 4: West North Central","CENS-D4","2015","2015","Oct., 2015","2015/10","Male","M",135,Not Applicable,Not Applicable
,"Division 4: West North Central","CENS-D4","2015","2015","Nov., 2015","2015/11","Female","F",81,Not Applicable,Not Applicable
,"Division 4: West North Central","CENS-D4","2015","2015","Nov., 2015","2015/11","Male","M",126,Not Applicable,Not Applicable
,"Division 4: West North Central","CENS-D4","2015","2015","Dec., 2015","2015/12","Female","F",81,Not Applicable,Not Applicable
,"Division 4: West North Central","CENS-D4","2015","2015","Dec., 2015","2015/12","Male","M",140,Not Applicable,Not Applicable
,"Division 4: West North Central","CENS-D4","2016","2016","Jan., 2016","2016/01","Female","F",99,Not Applicable,Not Applicable
,"Division 4: West North Central","CENS-D4","2016","2016","Jan., 2016","2016/01","Male","M",167,Not Applicable,Not Applicable
,"Division 4: West North Central","CENS-D4","2016","2016","Feb., 2016","2016/02","Female","F",100,Not Applicable,Not Applicable
,"Division 4: West North Central","CENS-D4","2016","2016","Feb., 2016","2016/02","Male","M",192,Not Applicable,Not Applicable
,"Division 4: West North Central","CENS-D4","2016","2016","Mar., 2016","2016/03","Female","F",77,Not Applicable,Not Applicable
,"Division 4: West North Central","CENS-D4","2016","2016","Mar., 2016","2016/03","Male","M",176,Not Applicable,Not Applicable
,"Division 4: West North Central","CENS-D4","2016","2016","Apr., 2016","2016/04","Female","F",104,Not Applicable,Not Applicable
,"Division 4: West North Central","CENS-D4","2016","2016","Apr., 2016","2016/04","Male","M",166,Not Applicable,Not Applicable
,"Division 4: West North Central","CENS-D4","2016","2016","May, 2016","2016/05","Female","F",102,Not Applicable,Not Applicable
,"Division 4: West North Central","CENS-D4","2016","2016","May, 2016","2016/05","Male","M",159,Not Applicable,Not Applicable
,"Division 4: West North Central","CENS-D4","2016","2016","Jun., 2016","2016/06","Female","F",112,Not Applicable,Not Applicable
,"Division 4: West North Central","CENS-D4","2016","2016","Jun., 2016","2016/06","Male","M",164,Not Applicable,Not Applicable
,"Division 4: West North Central","CENS-D4","2016","2016","Jul., 2016","2016/07","Female","F",98,Not Applicable,Not Applicable
,"Division 4: West North Central","CENS-D4","2016","2016","Jul., 2016","2016/07","Male","M",167,Not Applicable,Not Applicable
,"Division 4: West North Central","CENS-D4","2016","2016","Aug., 2016","2016/08","Female","F",108,Not Applicable,Not Applicable
,"Division 4: West North Central","CENS-D4","2016","2016","Aug., 2016","2016/08","Male","M",169,Not Applicable,Not Applicable
,"Division 4: West North Central","CENS-D4","2016","2016","Sep., 2016","2016/09","Female","F",99,Not Applicable,Not Applicable
,"Division 4: West North Central","CENS-D4","2016","2016","Sep., 2016","2016/09","Male","M",164,Not Applicable,Not Applicable
,"Division 4: West North Central","CENS-D4","2016","2016","Oct., 2016","2016/10","Female","F",100,Not Applicable,Not Applicable
,"Division 4: West North Central","CENS-D4","2016","2016","Oct., 2016","2016/10","Male","M",157,Not Applicable,Not Applicable
,"Division 4: West North Central","CENS-D4","2016","2016","Nov., 2016","2016/11","Female","F",90,Not Applicable,Not Applicable
,"Division 4: West North Central","CENS-D4","2016","2016","Nov., 2016","2016/11","Male","M",202,Not Applicable,Not Applicable
,"Division 4: West North Central","CENS-D4","2016","2016","Dec., 2016","2016/12","Female","F",109,Not Applicable,Not Applicable
,"Division 4: West North Central","CENS-D4","2016","2016","Dec., 2016","2016/12","Male","M",184,Not Applicable,Not Applicable
,"Division 4: West North Central","CENS-D4","2017","2017","Jan., 2017","2017/01","Female","F",116,Not Applicable,Not Applicable
,"Division 4: West North Central","CENS-D4","2017","2017","Jan., 2017","2017/01","Male","M",198,Not Applicable,Not Applicable
,"Division 4: West North Central","CENS-D4","2017","2017","Feb., 2017","2017/02","Female","F",105,Not Applicable,Not Applicable
,"Division 4: West North Central","CENS-D4","2017","2017","Feb., 2017","2017/02","Male","M",184,Not Applicable,Not Applicable
,"Division 4: West North Central","CENS-D4","2017","2017","Mar., 2017","2017/03","Female","F",110,Not Applicable,Not Applicable
,"Division 4: West North Central","CENS-D4","2017","2017","Mar., 2017","2017/03","Male","M",181,Not Applicable,Not Applicable
,"Division 4: West North Central","CENS-D4","2017","2017","Apr., 2017","2017/04","Female","F",101,Not Applicable,Not Applicable
,"Division 4: West North Central","CENS-D4","2017","2017","Apr., 2017","2017/04","Male","M",155,Not Applicable,Not Applicable
,"Division 4: West North Central","CENS-D4","2017","2017","May, 2017","2017/05","Female","F",102,Not Applicable,Not Applicable
,"Division 4: West North Central","CENS-D4","2017","2017","May, 2017","2017/05","Male","M",184,Not Applicable,Not Applicable
,"Division 4: West North Central","CENS-D4","2017","2017","Jun., 2017","2017/06","Female","F",101,Not Applicable,Not Applicable
,"Division 4: West North Central","CENS-D4","2017","2017","Jun., 2017","2017/06","Male","M",180,Not Applicable,Not Applicable
,"Division 4: West North Central","CENS-D4","2017","2017","Jul., 2017","2017/07","Female","F",91,Not Applicable,Not Applicable
,"Division 4: West North Central","CENS-D4","2017","2017","Jul., 2017","2017/07","Male","M",178,Not Applicable,Not Applicable
,"Division 4: West North Central","CENS-D4","2017","2017","Aug., 2017","2017/08","Female","F",105,Not Applicable,Not Applicable
,"Division 4: West North Central","CENS-D4","2017","2017","Aug., 2017","2017/08","Male","M",183,Not Applicable,Not Applicable
,"Division 4: West North Central","CENS-D4","2017","2017","Sep., 2017","2017/09","Female","F",117,Not Applicable,Not Applicable
,"Division 4: West North Central","CENS-D4","2017","2017","Sep., 2017","2017/09","Male","M",188,Not Applicable,Not Applicable
,"Division 4: West North Central","CENS-D4","2017","2017","Oct., 2017","2017/10","Female","F",118,Not Applicable,Not Applicable
,"Division 4: West North Central","CENS-D4","2017","2017","Oct., 2017","2017/10","Male","M",182,Not Applicable,Not Applicable
,"Division 4: West North Central","CENS-D4","2017","2017","Nov., 2017","2017/11","Female","F",97,Not Applicable,Not Applicable
,"Division 4: West North Central","CENS-D4","2017","2017","Nov., 2017","2017/11","Male","M",185,Not Applicable,Not Applicable
,"Division 4: West North Central","CENS-D4","2017","2017","Dec., 2017","2017/12","Female","F",114,Not Applicable,Not Applicable
,"Division 4: West North Central","CENS-D4","2017","2017","Dec., 2017","2017/12","Male","M",172,Not Applicable,Not Applicable
,"Division 4: West North Central","CENS-D4","2018","2018","Jan., 2018","2018/01","Female","F",118,Not Applicable,Not Applicable
,"Division 4: West North Central","CENS-D4","2018","2018","Jan., 2018","2018/01","Male","M",177,Not Applicable,Not Applicable
,"Division 4: West North Central","CENS-D4","2018","2018","Feb., 2018","2018/02","Female","F",115,Not Applicable,Not Applicable
,"Division 4: West North Central","CENS-D4","2018","2018","Feb., 2018","2018/02","Male","M",166,Not Applicable,Not Applicable
,"Division 4: West North Central","CENS-D4","2018","2018","Mar., 2018","2018/03","Female","F",97,Not Applicable,Not Applicable
,"Division 4: West North Central","CENS-D4","2018","2018","Mar., 2018","2018/03","Male","M",188,Not Applicable,Not Applicable
,"Division 4: West North Central","CENS-D4","2018","2018","Apr., 2018","2018/04","Female","F",103,Not Applicable,Not Applicable
,"Division 4: West North Central","CENS-D4","2018","2018","Apr., 2018","2018/04","Male","M",170,Not Applicable,Not Applicable
,"Division 4: West North Central","CENS-D4","2018","2018","May, 2018","2018/05","Female","F",107,Not Applicable,Not Applicable
,"Division 4: West North Central","CENS-D4","2018","2018","May, 2018","2018/05","Male","M",186,Not Applicable,Not Applicable
,"Division 4: West North Central","CENS-D4","2018","2018","Jun., 2018","2018/06","Female","F",92,Not Applicable,Not Applicable
,"Division 4: West North Central","CENS-D4","2018","2018","Jun., 2018","2018/06","Male","M",224,Not Applicable,Not Applicable
,"Division 4: West North Central","CENS-D4","2018","2018","Jul., 2018","2018/07","Female","F",114,Not Applicable,Not Applicable
,"Division 4: West North Central","CENS-D4","2018","2018","Jul., 2018","2018/07","Male","M",201,Not Applicable,Not Applicable
,"Division 4: West North Central","CENS-D4","2018","2018","Aug., 2018","2018/08","Female","F",110,Not Applicable,Not Applicable
,"Division 4: West North Central","CENS-D4","2018","2018","Aug., 2018","2018/08","Male","M",194,Not Applicable,Not Applicable
,"Division 4: West North Central","CENS-D4","2018","2018","Sep., 2018","2018/09","Female","F",109,Not Applicable,Not Applicable
,"Division 4: West North Central","CENS-D4","2018","2018","Sep., 2018","2018/09","Male","M",186,Not Applicable,Not Applicable
,"Division 4: West North Central","CENS-D4","2018","2018","Oct., 2018","2018/10","Female","F",108,Not Applicable,Not Applicable
,"Division 4: West North Central","CENS-D4","2018","2018","Oct., 2018","2018/10","Male","M",210,Not Applicable,Not Applicable
,"Division 4: West North Central","CENS-D4","2018","2018","Nov., 2018","2018/11","Female","F",110,Not Applicable,Not Applicable
,"Division 4: West North Central","CENS-D4","2018","2018","Nov., 2018","2018/11","Male","M",171,Not Applicable,Not Applicable
,"Division 4: West North Central","CENS-D4","2018","2018","Dec., 2018","2018/12","Female","F",103,Not Applicable,Not Applicable
,"Division 4: West North Central","CENS-D4","2018","2018","Dec., 2018","2018/12","Male","M",193,Not Applicable,Not Applicable
,"Division 4: West North Central","CENS-D4","2019","2019","Jan., 2019","2019/01","Female","F",113,Not Applicable,Not Applicable
,"Division 4: West North Central","CENS-D4","2019","2019","Jan., 2019","2019/01","Male","M",235,Not Applicable,Not Applicable
,"Division 4: West North Central","CENS-D4","2019","2019","Feb., 2019","2019/02","Female","F",114,Not Applicable,Not Applicable
,"Division 4: West North Central","CENS-D4","2019","2019","Feb., 2019","2019/02","Male","M",188,Not Applicable,Not Applicable
,"Division 4: West North Central","CENS-D4","2019","2019","Mar., 2019","2019/03","Female","F",125,Not Applicable,Not Applicable
,"Division 4: West North Central","CENS-D4","2019","2019","Mar., 2019","2019/03","Male","M",205,Not Applicable,Not Applicable
,"Division 4: West North Central","CENS-D4","2019","2019","Apr., 2019","2019/04","Female","F",103,Not Applicable,Not Applicable
,"Division 4: West North Central","CENS-D4","2019","2019","Apr., 2019","2019/04","Male","M",165,Not Applicable,Not Applicable
,"Division 4: West North Central","CENS-D4","2019","2019","May, 2019","2019/05","Female","F",98,Not Applicable,Not Applicable
,"Division 4: West North Central","CENS-D4","2019","2019","May, 2019","2019/05","Male","M",204,Not Applicable,Not Applicable
,"Division 4: West North Central","CENS-D4","2019","2019","Jun., 2019","2019/06","Female","F",83,Not Applicable,Not Applicable
,"Division 4: West North Central","CENS-D4","2019","2019","Jun., 2019","2019/06","Male","M",217,Not Applicable,Not Applicable
,"Division 4: West North Central","CENS-D4","2019","2019","Jul., 2019","2019/07","Female","F",123,Not Applicable,Not Applicable
,"Division 4: West North Central","CENS-D4","2019","2019","Jul., 2019","2019/07","Male","M",242,Not Applicable,Not Applicable
,"Division 4: West North Central","CENS-D4","2019","2019","Aug., 2019","2019/08","Female","F",143,Not Applicable,Not Applicable
,"Division 4: West North Central","CENS-D4","2019","2019","Aug., 2019","2019/08","Male","M",211,Not Applicable,Not Applicable
,"Division 4: West North Central","CENS-D4","2019","2019","Sep., 2019","2019/09","Female","F",131,Not Applicable,Not Applicable
,"Division 4: West North Central","CENS-D4","2019","2019","Sep., 2019","2019/09","Male","M",209,Not Applicable,Not Applicable
,"Division 4: West North Central","CENS-D4","2019","2019","Oct., 2019","2019/10","Female","F",88,Not Applicable,Not Applicable
,"Division 4: West North Central","CENS-D4","2019","2019","Oct., 2019","2019/10","Male","M",222,Not Applicable,Not Applicable
,"Division 4: West North Central","CENS-D4","2019","2019","Nov., 2019","2019/11","Female","F",110,Not Applicable,Not Applicable
,"Division 4: West North Central","CENS-D4","2019","2019","Nov., 2019","2019/11","Male","M",229,Not Applicable,Not Applicable
,"Division 4: West North Central","CENS-D4","2019","2019","Dec., 2019","2019/12","Female","F",121,Not Applicable,Not Applicable
,"Division 4: West North Central","CENS-D4","2019","2019","Dec., 2019","2019/12","Male","M",243,Not Applicable,Not Applicable
,"Division 4: West North Central","CENS-D4","2020","2020","Jan., 2020","2020/01","Female","F",131,Not Applicable,Not Applicable
,"Division 4: West North Central","CENS-D4","2020","2020","Jan., 2020","2020/01","Male","M",216,Not Applicable,Not Applicable
,"Division 4: West North Central","CENS-D4","2020","2020","Feb., 2020","2020/02","Female","F",123,Not Applicable,Not Applicable
,"Division 4: West North Central","CENS-D4","2020","2020","Feb., 2020","2020/02","Male","M",243,Not Applicable,Not Applicable
,"Division 4: West North Central","CENS-D4","2020","2020","Mar., 2020","2020/03","Female","F",146,Not Applicable,Not Applicable
,"Division 4: West North Central","CENS-D4","2020","2020","Mar., 2020","2020/03","Male","M",262,Not Applicable,Not Applicable
,"Division 4: West North Central","CENS-D4","2020","2020","Apr., 2020","2020/04","Female","F",144,Not Applicable,Not Applicable
,"Division 4: West North Central","CENS-D4","2020","2020","Apr., 2020","2020/04","Male","M",309,Not Applicable,Not Applicable
,"Division 4: West North Central","CENS-D4","2020","2020","May, 2020","2020/05","Female","F",142,Not Applicable,Not Applicable
,"Division 4: West North Central","CENS-D4","2020","2020","May, 2020","2020/05","Male","M",311,Not Applicable,Not Applicable
,"Division 4: West North Central","CENS-D4","2020","2020","Jun., 2020","2020/06","Female","F",136,Not Applicable,Not Applicable
,"Division 4: West North Central","CENS-D4","2020","2020","Jun., 2020","2020/06","Male","M",262,Not Applicable,Not Applicable
,"Division 4: West North Central","CENS-D4","2020","2020","Jul., 2020","2020/07","Female","F",123,Not Applicable,Not Applicable
,"Division 4: West North Central","CENS-D4","2020","2020","Jul., 2020","2020/07","Male","M",272,Not Applicable,Not Applicable
,"Division 4: West North Central","CENS-D4","2020","2020","Aug., 2020","2020/08","Female","F",135,Not Applicable,Not Applicable
,"Division 4: West North Central","CENS-D4","2020","2020","Aug., 2020","2020/08","Male","M",283,Not Applicable,Not Applicable
,"Division 4: West North Central","CENS-D4","2020","2020","Sep., 2020","2020/09","Female","F",148,Not Applicable,Not Applicable
,"Division 4: West North Central","CENS-D4","2020","2020","Sep., 2020","2020/09","Male","M",231,Not Applicable,Not Applicable
,"Division 4: West North Central","CENS-D4","2020","2020","Oct., 2020","2020/10","Female","F",122,Not Applicable,Not Applicable
,"Division 4: West North Central","CENS-D4","2020","2020","Oct., 2020","2020/10","Male","M",271,Not Applicable,Not Applicable
,"Division 4: West North Central","CENS-D4","2020","2020","Nov., 2020","2020/11","Female","F",129,Not Applicable,Not Applicable
,"Division 4: West North Central","CENS-D4","2020","2020","Nov., 2020","2020/11","Male","M",227,Not Applicable,Not Applicable
,"Division 4: West North Central","CENS-D4","2020","2020","Dec., 2020","2020/12","Female","F",130,Not Applicable,Not Applicable
,"Division 4: West North Central","CENS-D4","2020","2020","Dec., 2020","2020/12","Male","M",275,Not Applicable,Not Applicable
,"Division 5: South Atlantic","CENS-D5","1999","1999","Jan., 1999","1999/01","Female","F",96,Not Applicable,Not Applicable
,"Division 5: South Atlantic","CENS-D5","1999","1999","Jan., 1999","1999/01","Male","M",155,Not Applicable,Not Applicable
,"Division 5: South Atlantic","CENS-D5","1999","1999","Feb., 1999","1999/02","Female","F",79,Not Applicable,Not Applicable
,"Division 5: South Atlantic","CENS-D5","1999","1999","Feb., 1999","1999/02","Male","M",180,Not Applicable,Not Applicable
,"Division 5: South Atlantic","CENS-D5","1999","1999","Mar., 1999","1999/03","Female","F",94,Not Applicable,Not Applicable
,"Division 5: South Atlantic","CENS-D5","1999","1999","Mar., 1999","1999/03","Male","M",159,Not Applicable,Not Applicable
,"Division 5: South Atlantic","CENS-D5","1999","1999","Apr., 1999","1999/04","Female","F",95,Not Applicable,Not Applicable
,"Division 5: South Atlantic","CENS-D5","1999","1999","Apr., 1999","1999/04","Male","M",185,Not Applicable,Not Applicable
,"Division 5: South Atlantic","CENS-D5","1999","1999","May, 1999","1999/05","Female","F",98,Not Applicable,Not Applicable
,"Division 5: South Atlantic","CENS-D5","1999","1999","May, 1999","1999/05","Male","M",179,Not Applicable,Not Applicable
,"Division 5: South Atlantic","CENS-D5","1999","1999","Jun., 1999","1999/06","Female","F",82,Not Applicable,Not Applicable
,"Division 5: South Atlantic","CENS-D5","1999","1999","Jun., 1999","1999/06","Male","M",164,Not Applicable,Not Applicable
,"Division 5: South Atlantic","CENS-D5","1999","1999","Jul., 1999","1999/07","Female","F",105,Not Applicable,Not Applicable
,"Division 5: South Atlantic","CENS-D5","1999","1999","Jul., 1999","1999/07","Male","M",188,Not Applicable,Not Applicable
,"Division 5: South Atlantic","CENS-D5","1999","1999","Aug., 1999","1999/08","Female","F",79,Not Applicable,Not Applicable
,"Division 5: South Atlantic","CENS-D5","1999","1999","Aug., 1999","1999/08","Male","M",200,Not Applicable,Not Applicable
,"Division 5: South Atlantic","CENS-D5","1999","1999","Sep., 1999","1999/09","Female","F",93,Not Applicable,Not Applicable
,"Division 5: South Atlantic","CENS-D5","1999","1999","Sep., 1999","1999/09","Male","M",180,Not Applicable,Not Applicable
,"Division 5: South Atlantic","CENS-D5","1999","1999","Oct., 1999","1999/10","Female","F",99,Not Applicable,Not Applicable
,"Division 5: South Atlantic","CENS-D5","1999","1999","Oct., 1999","1999/10","Male","M",185,Not Applicable,Not Applicable
,"Division 5: South Atlantic","CENS-D5","1999","1999","Nov., 1999","1999/11","Female","F",103,Not Applicable,Not Applicable
,"Division 5: South Atlantic","CENS-D5","1999","1999","Nov., 1999","1999/11","Male","M",181,Not Applicable,Not Applicable
,"Division 5: South Atlantic","CENS-D5","1999","1999","Dec., 1999","1999/12","Female","F",100,Not Applicable,Not Applicable
,"Division 5: South Atlantic","CENS-D5","1999","1999","Dec., 1999","1999/12","Male","M",168,Not Applicable,Not Applicable
,"Division 5: South Atlantic","CENS-D5","2000","2000","Jan., 2000","2000/01","Female","F",111,Not Applicable,Not Applicable
,"Division 5: South Atlantic","CENS-D5","2000","2000","Jan., 2000","2000/01","Male","M",201,Not Applicable,Not Applicable
,"Division 5: South Atlantic","CENS-D5","2000","2000","Feb., 2000","2000/02","Female","F",118,Not Applicable,Not Applicable
,"Division 5: South Atlantic","CENS-D5","2000","2000","Feb., 2000","2000/02","Male","M",202,Not Applicable,Not Applicable
,"Division 5: South Atlantic","CENS-D5","2000","2000","Mar., 2000","2000/03","Female","F",114,Not Applicable,Not Applicable
,"Division 5: South Atlantic","CENS-D5","2000","2000","Mar., 2000","2000/03","Male","M",214,Not Applicable,Not Applicable
,"Division 5: South Atlantic","CENS-D5","2000","2000","Apr., 2000","2000/04","Female","F",126,Not Applicable,Not Applicable
,"Division 5: South Atlantic","CENS-D5","2000","2000","Apr., 2000","2000/04","Male","M",220,Not Applicable,Not Applicable
,"Division 5: South Atlantic","CENS-D5","2000","2000","May, 2000","2000/05","Female","F",133,Not Applicable,Not Applicable
,"Division 5: South Atlantic","CENS-D5","2000","2000","May, 2000","2000/05","Male","M",226,Not Applicable,Not Applicable
,"Division 5: South Atlantic","CENS-D5","2000","2000","Jun., 2000","2000/06","Female","F",122,Not Applicable,Not Applicable
,"Division 5: South Atlantic","CENS-D5","2000","2000","Jun., 2000","2000/06","Male","M",215,Not Applicable,Not Applicable
,"Division 5: South Atlantic","CENS-D5","2000","2000","Jul., 2000","2000/07","Female","F",89,Not Applicable,Not Applicable
,"Division 5: South Atlantic","CENS-D5","2000","2000","Jul., 2000","2000/07","Male","M",176,Not Applicable,Not Applicable
,"Division 5: South Atlantic","CENS-D5","2000","2000","Aug., 2000","2000/08","Female","F",118,Not Applicable,Not Applicable
,"Division 5: South Atlantic","CENS-D5","2000","2000","Aug., 2000","2000/08","Male","M",203,Not Applicable,Not Applicable
,"Division 5: South Atlantic","CENS-D5","2000","2000","Sep., 2000","2000/09","Female","F",113,Not Applicable,Not Applicable
,"Division 5: South Atlantic","CENS-D5","2000","2000","Sep., 2000","2000/09","Male","M",221,Not Applicable,Not Applicable
,"Division 5: South Atlantic","CENS-D5","2000","2000","Oct., 2000","2000/10","Female","F",111,Not Applicable,Not Applicable
,"Division 5: South Atlantic","CENS-D5","2000","2000","Oct., 2000","2000/10","Male","M",167,Not Applicable,Not Applicable
,"Division 5: South Atlantic","CENS-D5","2000","2000","Nov., 2000","2000/11","Female","F",119,Not Applicable,Not Applicable
,"Division 5: South Atlantic","CENS-D5","2000","2000","Nov., 2000","2000/11","Male","M",212,Not Applicable,Not Applicable
,"Division 5: South Atlantic","CENS-D5","2000","2000","Dec., 2000","2000/12","Female","F",127,Not Applicable,Not Applicable
,"Division 5: South Atlantic","CENS-D5","2000","2000","Dec., 2000","2000/12","Male","M",282,Not Applicable,Not Applicable
,"Division 5: South Atlantic","CENS-D5","2001","2001","Jan., 2001","2001/01","Female","F",146,Not Applicable,Not Applicable
,"Division 5: South Atlantic","CENS-D5","2001","2001","Jan., 2001","2001/01","Male","M",268,Not Applicable,Not Applicable
,"Division 5: South Atlantic","CENS-D5","2001","2001","Feb., 2001","2001/02","Female","F",146,Not Applicable,Not Applicable
,"Division 5: South Atlantic","CENS-D5","2001","2001","Feb., 2001","2001/02","Male","M",241,Not Applicable,Not Applicable
,"Division 5: South Atlantic","CENS-D5","2001","2001","Mar., 2001","2001/03","Female","F",140,Not Applicable,Not Applicable
,"Division 5: South Atlantic","CENS-D5","2001","2001","Mar., 2001","2001/03","Male","M",263,Not Applicable,Not Applicable
,"Division 5: South Atlantic","CENS-D5","2001","2001","Apr., 2001","2001/04","Female","F",137,Not Applicable,Not Applicable
,"Division 5: South Atlantic","CENS-D5","2001","2001","Apr., 2001","2001/04","Male","M",285,Not Applicable,Not Applicable
,"Division 5: South Atlantic","CENS-D5","2001","2001","May, 2001","2001/05","Female","F",152,Not Applicable,Not Applicable
,"Division 5: South Atlantic","CENS-D5","2001","2001","May, 2001","2001/05","Male","M",269,Not Applicable,Not Applicable
,"Division 5: South Atlantic","CENS-D5","2001","2001","Jun., 2001","2001/06","Female","F",129,Not Applicable,Not Applicable
,"Division 5: South Atlantic","CENS-D5","2001","2001","Jun., 2001","2001/06","Male","M",272,Not Applicable,Not Applicable
,"Division 5: South Atlantic","CENS-D5","2001","2001","Jul., 2001","2001/07","Female","F",138,Not Applicable,Not Applicable
,"Division 5: South Atlantic","CENS-D5","2001","2001","Jul., 2001","2001/07","Male","M",305,Not Applicable,Not Applicable
,"Division 5: South Atlantic","CENS-D5","2001","2001","Aug., 2001","2001/08","Female","F",145,Not Applicable,Not Applicable
,"Division 5: South Atlantic","CENS-D5","2001","2001","Aug., 2001","2001/08","Male","M",285,Not Applicable,Not Applicable
,"Division 5: South Atlantic","CENS-D5","2001","2001","Sep., 2001","2001/09","Female","F",153,Not Applicable,Not Applicable
,"Division 5: South Atlantic","CENS-D5","2001","2001","Sep., 2001","2001/09","Male","M",272,Not Applicable,Not Applicable
,"Division 5: South Atlantic","CENS-D5","2001","2001","Oct., 2001","2001/10","Female","F",153,Not Applicable,Not Applicable
,"Division 5: South Atlantic","CENS-D5","2001","2001","Oct., 2001","2001/10","Male","M",251,Not Applicable,Not Applicable
,"Division 5: South Atlantic","CENS-D5","2001","2001","Nov., 2001","2001/11","Female","F",137,Not Applicable,Not Applicable
,"Division 5: South Atlantic","CENS-D5","2001","2001","Nov., 2001","2001/11","Male","M",258,Not Applicable,Not Applicable
,"Division 5: South Atlantic","CENS-D5","2001","2001","Dec., 2001","2001/12","Female","F",125,Not Applicable,Not Applicable
,"Division 5: South Atlantic","CENS-D5","2001","2001","Dec., 2001","2001/12","Male","M",260,Not Applicable,Not Applicable
,"Division 5: South Atlantic","CENS-D5","2002","2002","Jan., 2002","2002/01","Female","F",156,Not Applicable,Not Applicable
,"Division 5: South Atlantic","CENS-D5","2002","2002","Jan., 2002","2002/01","Male","M",279,Not Applicable,Not Applicable
,"Division 5: South Atlantic","CENS-D5","2002","2002","Feb., 2002","2002/02","Female","F",154,Not Applicable,Not Applicable
,"Division 5: South Atlantic","CENS-D5","2002","2002","Feb., 2002","2002/02","Male","M",275,Not Applicable,Not Applicable
,"Division 5: South Atlantic","CENS-D5","2002","2002","Mar., 2002","2002/03","Female","F",145,Not Applicable,Not Applicable
,"Division 5: South Atlantic","CENS-D5","2002","2002","Mar., 2002","2002/03","Male","M",311,Not Applicable,Not Applicable
,"Division 5: South Atlantic","CENS-D5","2002","2002","Apr., 2002","2002/04","Female","F",167,Not Applicable,Not Applicable
,"Division 5: South Atlantic","CENS-D5","2002","2002","Apr., 2002","2002/04","Male","M",274,Not Applicable,Not Applicable
,"Division 5: South Atlantic","CENS-D5","2002","2002","May, 2002","2002/05","Female","F",156,Not Applicable,Not Applicable
,"Division 5: South Atlantic","CENS-D5","2002","2002","May, 2002","2002/05","Male","M",336,Not Applicable,Not Applicable
,"Division 5: South Atlantic","CENS-D5","2002","2002","Jun., 2002","2002/06","Female","F",168,Not Applicable,Not Applicable
,"Division 5: South Atlantic","CENS-D5","2002","2002","Jun., 2002","2002/06","Male","M",286,Not Applicable,Not Applicable
,"Division 5: South Atlantic","CENS-D5","2002","2002","Jul., 2002","2002/07","Female","F",155,Not Applicable,Not Applicable
,"Division 5: South Atlantic","CENS-D5","2002","2002","Jul., 2002","2002/07","Male","M",327,Not Applicable,Not Applicable
,"Division 5: South Atlantic","CENS-D5","2002","2002","Aug., 2002","2002/08","Female","F",151,Not Applicable,Not Applicable
,"Division 5: South Atlantic","CENS-D5","2002","2002","Aug., 2002","2002/08","Male","M",298,Not Applicable,Not Applicable
,"Division 5: South Atlantic","CENS-D5","2002","2002","Sep., 2002","2002/09","Female","F",145,Not Applicable,Not Applicable
,"Division 5: South Atlantic","CENS-D5","2002","2002","Sep., 2002","2002/09","Male","M",274,Not Applicable,Not Applicable
,"Division 5: South Atlantic","CENS-D5","2002","2002","Oct., 2002","2002/10","Female","F",143,Not Applicable,Not Applicable
