"Notes","Census Division","Census Division Code","Year","Year Code","Month","Month Code",Deaths,Population,Crude Rate
,"Division 5: South Atlantic","CENS-D5","2020","2020","Feb., 2020","2020/02",1561,Not Applicable,Not Applicable
,"Division 5: South Atlantic","CENS-D5","2020","2020","Mar., 2020","2020/03",1754,Not Applicable,Not Applicable
,"Division 5: South Atlantic","CENS-D5","2020","2020","Apr., 2020","2020/04",1933,Not Applicable,Not Applicable
,"Division 5: South Atlantic","CENS-D5","2020","2020","May, 2020","2020/05",2309,Not Applicable,Not Applicable
,"Division 5: South Atlantic","CENS-D5","2020","2020","Jun., 2020","2020/06",1972,Not Applicable,Not Applicable
,"Division 5: South Atlantic","CENS-D5","2020","2020","Jul., 2020","2020/07",1997,Not Applicable,Not Applicable
,"Division 5: South Atlantic","CENS-D5","2020","2020","Aug., 2020","2020/08",1966,Not Applicable,Not Applicable
,"Division 5: South Atlantic","CENS-D5","2020","2020","Sep., 2020","2020/09",1852,Not Applicable,Not Applicable
,"Division 5: South Atlantic","CENS-D5","2020","2020","Oct., 2020","2020/10",1758,Not Applicable,Not Applicable
,"Division 5: South Atlantic","CENS-D5","2020","2020","Nov., 2020","2020/11",1754,Not Applicable,Not Applicable
,"Division 5: South Atlantic","CENS-D5","2020","2020","Dec., 2020","2020/12",1724,Not Applicable,Not Applicable
,"Division 6: East South Central","CENS-D6","1999","1999","Jan., 1999","1999/01",79,Not Applicable,Not Applicable
,"Division 6: East South Central","CENS-D6","1999","1999","Feb., 1999","1999/02",74,Not Applicable,Not Applicable
,"Division 6: East South Central","CENS-D6","1999","1999","Mar., 1999","1999/03",77,Not Applicable,Not Applicable
,"Division 6: East South Central","CENS-D6","1999","1999","Apr., 1999","1999/04",65,Not Applicable,Not Applicable
,"Division 6: East South Central","CENS-D6","1999","1999","May, 1999","1999/05",86,Not Applicable,Not Applicable
,"Division 6: East South Central","CENS-D6","1999","1999","Jun., 1999","1999/06",71,Not Applicable,Not Applicable
,"Division 6: East South Central","CENS-D6","1999","1999","Jul., 1999","1999/07",66,Not Applicable,Not Applicable
,"Division 6: East South Central","CENS-D6","1999","1999","Aug., 1999","1999/08",76,Not Applicable,Not Applicable
,"Division 6: East South Central","CENS-D6","1999","1999","Sep., 1999","1999/09",83,Not Applicable,Not Applicable
,"Division 6: East South Central","CENS-D6","1999","1999","Oct., 1999","1999/10",82,Not Applicable,Not Applicable
,"Division 6: East South Central","CENS-D6","1999","1999","Nov., 1999","1999/11",67,Not Applicable,Not Applicable
,"Division 6: East South Central","CENS-D6","1999","1999","Dec., 1999","1999/12",86,Not Applicable,Not Applicable
,"Division 6: East South Central","CENS-D6","2000","2000","Jan., 2000","2000/01",90,Not Applicable,Not Applicable
,"Division 6: East South Central","CENS-D6","2000","2000","Feb., 2000","2000/02",97,Not Applicable,Not Applicable
,"Division 6: East South Central","CENS-D6","2000","2000","Mar., 2000","2000/03",85,Not Applicable,Not Applicable
,"Division 6: East South Central","CENS-D6","2000","2000","Apr., 2000","2000/04",100,Not Applicable,Not Applicable
,"Division 6: East South Central","CENS-D6","2000","2000","May, 2000","2000/05",84,Not Applicable,Not Applicable
,"Division 6: East South Central","CENS-D6","2000","2000","Jun., 2000","2000/06",92,Not Applicable,Not Applicable
,"Division 6: East South Central","CENS-D6","2000","2000","Jul., 2000","2000/07",93,Not Applicable,Not Applicable
,"Division 6: East South Central","CENS-D6","2000","2000","Aug., 2000","2000/08",90,Not Applicable,Not Applicable
,"Division 6: East South Central","CENS-D6","2000","2000","Sep., 2000","2000/09",74,Not Applicable,Not Applicable
,"Division 6: East South Central","CENS-D6","2000","2000","Oct., 2000","2000/10",94,Not Applicable,Not Applicable
,"Division 6: East South Central","CENS-D6","2000","2000","Nov., 2000","2000/11",81,Not Applicable,Not Applicable
,"Division 6: East South Central","CENS-D6","2000","2000","Dec., 2000","2000/12",82,Not Applicable,Not Applicable
,"Division 6: East South Central","CENS-D6","2001","2001","Jan., 2001","2001/01",122,Not Applicable,Not Applicable
,"Division 6: East South Central","CENS-D6","2001","2001","Feb., 2001","2001/02",103,Not Applicable,Not Applicable
,"Division 6: East South Central","CENS-D6","2001","2001","Mar., 2001","2001/03",99,Not Applicable,Not Applicable
,"Division 6: East South Central","CENS-D6","2001","2001","Apr., 2001","2001/04",120,Not Applicable,Not Applicable
,"Division 6: East South Central","CENS-D6","2001","2001","May, 2001","2001/05",108,Not Applicable,Not Applicable
,"Division 6: East South Central","CENS-D6","2001","2001","Jun., 2001","2001/06",93,Not Applicable,Not Applicable
,"Division 6: East South Central","CENS-D6","2001","2001","Jul., 2001","2001/07",100,Not Applicable,Not Applicable
,"Division 6: East South Central","CENS-D6","2001","2001","Aug., 2001","2001/08",106,Not Applicable,Not Applicable
,"Division 6: East South Central","CENS-D6","2001","2001","Sep., 2001","2001/09",97,Not Applicable,Not Applicable
,"Division 6: East South Central","CENS-D6","2001","2001","Oct., 2001","2001/10",127,Not Applicable,Not Applicable
,"Division 6: East South Central","CENS-D6","2001","2001","Nov., 2001","2001/11",106,Not Applicable,Not Applicable
,"Division 6: East South Central","CENS-D6","2001","2001","Dec., 2001","2001/12",106,Not Applicable,Not Applicable
,"Division 6: East South Central","CENS-D6","2002","2002","Jan., 2002","2002/01",142,Not Applicable,Not Applicable
,"Division 6: East South Central","CENS-D6","2002","2002","Feb., 2002","2002/02",113,Not Applicable,Not Applicable
,"Division 6: East South Central","CENS-D6","2002","2002","Mar., 2002","2002/03",125,Not Applicable,Not Applicable
,"Division 6: East South Central","CENS-D6","2002","2002","Apr., 2002","2002/04",113,Not Applicable,Not Applicable
,"Division 6: East South Central","CENS-D6","2002","2002","May, 2002","2002/05",112,Not Applicable,Not Applicable
,"Division 6: East South Central","CENS-D6","2002","2002","Jun., 2002","2002/06",124,Not Applicable,Not Applicable
,"Division 6: East South Central","CENS-D6","2002","2002","Jul., 2002","2002/07",137,Not Applicable,Not Applicable
,"Division 6: East South Central","CENS-D6","2002","2002","Aug., 2002","2002/08",117,Not Applicable,Not Applicable
,"Division 6: East South Central","CENS-D6","2002","2002","Sep., 2002","2002/09",114,Not Applicable,Not Applicable
,"Division 6: East South Central","CENS-D6","2002","2002","Oct., 2002","2002/10",132,Not Applicable,Not Applicable
,"Division 6: East South Central","CENS-D6","2002","2002","Nov., 2002","2002/11",116,Not Applicable,Not Applicable
,"Division 6: East South Central","CENS-D6","2002","2002","Dec., 2002","2002/12",118,Not Applicable,Not Applicable
,"Division 6: East South Central","CENS-D6","2003","2003","Jan., 2003","2003/01",144,Not Applicable,Not Applicable
,"Division 6: East South Central","CENS-D6","2003","2003","Feb., 2003","2003/02",133,Not Applicable,Not Applicable
,"Division 6: East South Central","CENS-D6","2003","2003","Mar., 2003","2003/03",162,Not Applicable,Not Applicable
,"Division 6: East South Central","CENS-D6","2003","2003","Apr., 2003","2003/04",150,Not Applicable,Not Applicable
,"Division 6: East South Central","CENS-D6","2003","2003","May, 2003","2003/05",155,Not Applicable,Not Applicable
,"Division 6: East South Central","CENS-D6","2003","2003","Jun., 2003","2003/06",131,Not Applicable,Not Applicable
,"Division 6: East South Central","CENS-D6","2003","2003","Jul., 2003","2003/07",160,Not Applicable,Not Applicable
,"Division 6: East South Central","CENS-D6","2003","2003","Aug., 2003","2003/08",157,Not Applicable,Not Applicable
,"Division 6: East South Central","CENS-D6","2003","2003","Sep., 2003","2003/09",129,Not Applicable,Not Applicable
,"Division 6: East South Central","CENS-D6","2003","2003","Oct., 2003","2003/10",167,Not Applicable,Not Applicable
,"Division 6: East South Central","CENS-D6","2003","2003","Nov., 2003","2003/11",155,Not Applicable,Not Applicable
,"Division 6: East South Central","CENS-D6","2003","2003","Dec., 2003","2003/12",166,Not Applicable,Not Applicable
,"Division 6: East South Central","CENS-D6","2004","2004","Jan., 2004","2004/01",162,Not Applicable,Not Applicable
,"Division 6: East South Central","CENS-D6","2004","2004","Feb., 2004","2004/02",169,Not Applicable,Not Applicable
,"Division 6: East South Central","CENS-D6","2004","2004","Mar., 2004","2004/03",177,Not Applicable,Not Applicable
,"Division 6: East South Central","CENS-D6","2004","2004","Apr., 2004","2004/04",174,Not Applicable,Not Applicable
,"Division 6: East South Central","CENS-D6","2004","2004","May, 2004","2004/05",173,Not Applicable,Not Applicable
,"Division 6: East South Central","CENS-D6","2004","2004","Jun., 2004","2004/06",166,Not Applicable,Not Applicable
,"Division 6: East South Central","CENS-D6","2004","2004","Jul., 2004","2004/07",174,Not Applicable,Not Applicable
,"Division 6: East South Central","CENS-D6","2004","2004","Aug., 2004","2004/08",159,Not Applicable,Not Applicable
,"Division 6: East South Central","CENS-D6","2004","2004","Sep., 2004","2004/09",165,Not Applicable,Not Applicable
,"Division 6: East South Central","CENS-D6","2004","2004","Oct., 2004","2004/10",152,Not Applicable,Not Applicable
,"Division 6: East South Central","CENS-D6","2004","2004","Nov., 2004","2004/11",160,Not Applicable,Not Applicable
,"Division 6: East South Central","CENS-D6","2004","2004","Dec., 2004","2004/12",173,Not Applicable,Not Applicable
,"Division 6: East South Central","CENS-D6","2005","2005","Jan., 2005","2005/01",216,Not Applicable,Not Applicable
,"Division 6: East South Central","CENS-D6","2005","2005","Feb., 2005","2005/02",157,Not Applicable,Not Applicable
,"Division 6: East South Central","CENS-D6","2005","2005","Mar., 2005","2005/03",182,Not Applicable,Not Applicable
,"Division 6: East South Central","CENS-D6","2005","2005","Apr., 2005","2005/04",189,Not Applicable,Not Applicable
,"Division 6: East South Central","CENS-D6","2005","2005","May, 2005","2005/05",178,Not Applicable,Not Applicable
,"Division 6: East South Central","CENS-D6","2005","2005","Jun., 2005","2005/06",195,Not Applicable,Not Applicable
,"Division 6: East South Central","CENS-D6","2005","2005","Jul., 2005","2005/07",160,Not Applicable,Not Applicable
,"Division 6: East South Central","CENS-D6","2005","2005","Aug., 2005","2005/08",171,Not Applicable,Not Applicable
,"Division 6: East South Central","CENS-D6","2005","2005","Sep., 2005","2005/09",174,Not Applicable,Not Applicable
,"Division 6: East South Central","CENS-D6","2005","2005","Oct., 2005","2005/10",209,Not Applicable,Not Applicable
,"Division 6: East South Central","CENS-D6","2005","2005","Nov., 2005","2005/11",202,Not Applicable,Not Applicable
,"Division 6: East South Central","CENS-D6","2005","2005","Dec., 2005","2005/12",195,Not Applicable,Not Applicable
,"Division 6: East South Central","CENS-D6","2006","2006","Jan., 2006","2006/01",216,Not Applicable,Not Applicable
,"Division 6: East South Central","CENS-D6","2006","2006","Feb., 2006","2006/02",234,Not Applicable,Not Applicable
,"Division 6: East South Central","CENS-D6","2006","2006","Mar., 2006","2006/03",196,Not Applicable,Not Applicable
,"Division 6: East South Central","CENS-D6","2006","2006","Apr., 2006","2006/04",206,Not Applicable,Not Applicable
,"Division 6: East South Central","CENS-D6","2006","2006","May, 2006","2006/05",224,Not Applicable,Not Applicable
,"Division 6: East South Central","CENS-D6","2006","2006","Jun., 2006","2006/06",222,Not Applicable,Not Applicable
,"Division 6: East South Central","CENS-D6","2006","2006","Jul., 2006","2006/07",212,Not Applicable,Not Applicable
,"Division 6: East South Central","CENS-D6","2006","2006","Aug., 2006","2006/08",230,Not Applicable,Not Applicable
,"Division 6: East South Central","CENS-D6","2006","2006","Sep., 2006","2006/09",218,Not Applicable,Not Applicable
,"Division 6: East South Central","CENS-D6","2006","2006","Oct., 2006","2006/10",203,Not Applicable,Not Applicable
,"Division 6: East South Central","CENS-D6","2006","2006","Nov., 2006","2006/11",235,Not Applicable,Not Applicable
,"Division 6: East South Central","CENS-D6","2006","2006","Dec., 2006","2006/12",221,Not Applicable,Not Applicable
,"Division 6: East South Central","CENS-D6","2007","2007","Jan., 2007","2007/01",225,Not Applicable,Not Applicable
,"Division 6: East South Central","CENS-D6","2007","2007","Feb., 2007","2007/02",220,Not Applicable,Not Applicable
,"Division 6: East South Central","CENS-D6","2007","2007","Mar., 2007","2007/03",217,Not Applicable,Not Applicable
,"Division 6: East South Central","CENS-D6","2007","2007","Apr., 2007","2007/04",247,Not Applicable,Not Applicable
,"Division 6: East South Central","CENS-D6","2007","2007","May, 2007","2007/05",222,Not Applicable,Not Applicable
,"Division 6: East South Central","CENS-D6","2007","2007","Jun., 2007","2007/06",222,Not Applicable,Not Applicable
,"Division 6: East South Central","CENS-D6","2007","2007","Jul., 2007","2007/07",224,Not Applicable,Not Applicable
,"Division 6: East South Central","CENS-D6","2007","2007","Aug., 2007","2007/08",207,Not Applicable,Not Applicable
,"Division 6: East South Central","CENS-D6","2007","2007","Sep., 2007","2007/09",193,Not Applicable,Not Applicable
,"Division 6: East South Central","CENS-D6","2007","2007","Oct., 2007","2007/10",202,Not Applicable,Not Applicable
,"Division 6: East South Central","CENS-D6","2007","2007","Nov., 2007","2007/11",216,Not Applicable,Not Applicable
,"Division 6: East South Central","CENS-D6","2007","2007","Dec., 2007","2007/12",275,Not Applicable,Not Applicable
,"Division 6: East South Central","CENS-D6","2008","2008","Jan., 2008","2008/01",225,Not Applicable,Not Applicable
,"Division 6: East South Central","CENS-D6","2008","2008","Feb., 2008","2008/02",261,Not Applicable,Not Applicable
,"Division 6: East South Central","CENS-D6","2008","2008","Mar., 2008","2008/03",229,Not Applicable,Not Applicable
,"Division 6: East South Central","CENS-D6","2008","2008","Apr., 2008","2008/04",216,Not Applicable,Not Applicable
,"Division 6: East South Central","CENS-D6","2008","2008","May, 2008","2008/05",264,Not Applicable,Not Applicable
,"Division 6: East South Central","CENS-D6","2008","2008","Jun., 2008","2008/06",195,Not Applicable,Not Applicable
,"Division 6: East South Central","CENS-D6","2008","2008","Jul., 2008","2008/07",216,Not Applicable,Not Applicable
,"Division 6: East South Central","CENS-D6","2008","2008","Aug., 2008","2008/08",235,Not Applicable,Not Applicable
,"Division 6: East South Central","CENS-D6","2008","2008","Sep., 2008","2008/09",224,Not Applicable,Not Applicable
,"Division 6: East South Central","CENS-D6","2008","2008","Oct., 2008","2008/10",236,Not Applicable,Not Applicable
,"Division 6: East South Central","CENS-D6","2008","2008","Nov., 2008","2008/11",250,Not Applicable,Not Applicable
,"Division 6: East South Central","CENS-D6","2008","2008","Dec., 2008","2008/12",236,Not Applicable,Not Applicable
,"Division 6: East South Central","CENS-D6","2009","2009","Jan., 2009","2009/01",262,Not Applicable,Not Applicable
,"Division 6: East South Central","CENS-D6","2009","2009","Feb., 2009","2009/02",234,Not Applicable,Not Applicable
,"Division 6: East South Central","CENS-D6","2009","2009","Mar., 2009","2009/03",270,Not Applicable,Not Applicable
,"Division 6: East South Central","CENS-D6","2009","2009","Apr., 2009","2009/04",233,Not Applicable,Not Applicable
,"Division 6: East South Central","CENS-D6","2009","2009","May, 2009","2009/05",232,Not Applicable,Not Applicable
,"Division 6: East South Central","CENS-D6","2009","2009","Jun., 2009","2009/06",220,Not Applicable,Not Applicable
,"Division 6: East South Central","CENS-D6","2009","2009","Jul., 2009","2009/07",209,Not Applicable,Not Applicable
,"Division 6: East South Central","CENS-D6","2009","2009","Aug., 2009","2009/08",235,Not Applicable,Not Applicable
,"Division 6: East South Central","CENS-D6","2009","2009","Sep., 2009","2009/09",210,Not Applicable,Not Applicable
,"Division 6: East South Central","CENS-D6","2009","2009","Oct., 2009","2009/10",256,Not Applicable,Not Applicable
,"Division 6: East South Central","CENS-D6","2009","2009","Nov., 2009","2009/11",257,Not Applicable,Not Applicable
,"Division 6: East South Central","CENS-D6","2009","2009","Dec., 2009","2009/12",248,Not Applicable,Not Applicable
,"Division 6: East South Central","CENS-D6","2010","2010","Jan., 2010","2010/01",273,Not Applicable,Not Applicable
,"Division 6: East South Central","CENS-D6","2010","2010","Feb., 2010","2010/02",286,Not Applicable,Not Applicable
,"Division 6: East South Central","CENS-D6","2010","2010","Mar., 2010","2010/03",285,Not Applicable,Not Applicable
,"Division 6: East South Central","CENS-D6","2010","2010","Apr., 2010","2010/04",261,Not Applicable,Not Applicable
,"Division 6: East South Central","CENS-D6","2010","2010","May, 2010","2010/05",277,Not Applicable,Not Applicable
,"Division 6: East South Central","CENS-D6","2010","2010","Jun., 2010","2010/06",268,Not Applicable,Not Applicable
,"Division 6: East South Central","CENS-D6","2010","2010","Jul., 2010","2010/07",229,Not Applicable,Not Applicable
,"Division 6: East South Central","CENS-D6","2010","2010","Aug., 2010","2010/08",249,Not Applicable,Not Applicable
,"Division 6: East South Central","CENS-D6","2010","2010","Sep., 2010","2010/09",228,Not Applicable,Not Applicable
,"Division 6: East South Central","CENS-D6","2010","2010","Oct., 2010","2010/10",285,Not Applicable,Not Applicable
,"Division 6: East South Central","CENS-D6","2010","2010","Nov., 2010","2010/11",249,Not Applicable,Not Applicable
,"Division 6: East South Central","CENS-D6","2010","2010","Dec., 2010","2010/12",288,Not Applicable,Not Applicable
,"Division 6: East South Central","CENS-D6","2011","2011","Jan., 2011","2011/01",298,Not Applicable,Not Applicable
,"Division 6: East South Central","CENS-D6","2011","2011","Feb., 2011","2011/02",285,Not Applicable,Not Applicable
,"Division 6: East South Central","CENS-D6","2011","2011","Mar., 2011","2011/03",283,Not Applicable,Not Applicable
,"Division 6: East South Central","CENS-D6","2011","2011","Apr., 2011","2011/04",284,Not Applicable,Not Applicable
,"Division 6: East South Central","CENS-D6","2011","2011","May, 2011","2011/05",296,Not Applicable,Not Applicable
,"Division 6: East South Central","CENS-D6","2011","2011","Jun., 2011","2011/06",245,Not Applicable,Not Applicable
,"Division 6: East South Central","CENS-D6","2011","2011","Jul., 2011","2011/07",261,Not Applicable,Not Applicable
,"Division 6: East South Central","CENS-D6","2011","2011","Aug., 2011","2011/08",275,Not Applicable,Not Applicable
,"Division 6: East South Central","CENS-D6","2011","2011","Sep., 2011","2011/09",267,Not Applicable,Not Applicable
,"Division 6: East South Central","CENS-D6","2011","2011","Oct., 2011","2011/10",249,Not Applicable,Not Applicable
,"Division 6: East South Central","CENS-D6","2011","2011","Nov., 2011","2011/11",243,Not Applicable,Not Applicable
,"Division 6: East South Central","CENS-D6","2011","2011","Dec., 2011","2011/12",250,Not Applicable,Not Applicable
,"Division 6: East South Central","CENS-D6","2012","2012","Jan., 2012","2012/01",299,Not Applicable,Not Applicable
,"Division 6: East South Central","CENS-D6","2012","2012","Feb., 2012","2012/02",295,Not Applicable,Not Applicable
,"Division 6: East South Central","CENS-D6","2012","2012","Mar., 2012","2012/03",319,Not Applicable,Not Applicable
,"Division 6: East South Central","CENS-D6","2012","2012","Apr., 2012","2012/04",286,Not Applicable,Not Applicable
,"Division 6: East South Central","CENS-D6","2012","2012","May, 2012","2012/05",257,Not Applicable,Not Applicable
,"Division 6: East South Central","CENS-D6","2012","2012","Jun., 2012","2012/06",269,Not Applicable,Not Applicable
,"Division 6: East South Central","CENS-D6","2012","2012","Jul., 2012","2012/07",308,Not Applicable,Not Applicable
,"Division 6: East South Central","CENS-D6","2012","2012","Aug., 2012","2012/08",267,Not Applicable,Not Applicable
,"Division 6: East South Central","CENS-D6","2012","2012","Sep., 2012","2012/09",272,Not Applicable,Not Applicable
,"Division 6: East South Central","CENS-D6","2012","2012","Oct., 2012","2012/10",263,Not Applicable,Not Applicable
,"Division 6: East South Central","CENS-D6","2012","2012","Nov., 2012","2012/11",227,Not Applicable,Not Applicable
,"Division 6: East South Central","CENS-D6","2012","2012","Dec., 2012","2012/12",241,Not Applicable,Not Applicable
,"Division 6: East South Central","CENS-D6","2013","2013","Jan., 2013","2013/01",286,Not Applicable,Not Applicable
,"Division 6: East South Central","CENS-D6","2013","2013","Feb., 2013","2013/02",298,Not Applicable,Not Applicable
,"Division 6: East South Central","CENS-D6","2013","2013","Mar., 2013","2013/03",313,Not Applicable,Not Applicable
,"Division 6: East South Central","CENS-D6","2013","2013","Apr., 2013","2013/04",283,Not Applicable,Not Applicable
,"Division 6: East South Central","CENS-D6","2013","2013","May, 2013","2013/05",251,Not Applicable,Not Applicable
,"Division 6: East South Central","CENS-D6","2013","2013","Jun., 2013","2013/06",277,Not Applicable,Not Applicable
,"Division 6: East South Central","CENS-D6","2013","2013","Jul., 2013","2013/07",263,Not Applicable,Not Applicable
,"Division 6: East South Central","CENS-D6","2013","2013","Aug., 2013","2013/08",271,Not Applicable,Not Applicable
,"Division 6: East South Central","CENS-D6","2013","2013","Sep., 2013","2013/09",286,Not Applicable,Not Applicable
,"Division 6: East South Central","CENS-D6","2013","2013","Oct., 2013","2013/10",276,Not Applicable,Not Applicable
,"Division 6: East South Central","CENS-D6","2013","2013","Nov., 2013","2013/11",263,Not Applicable,Not Applicable
,"Division 6: East South Central","CENS-D6","2013","2013","Dec., 2013","2013/12",262,Not Applicable,Not Applicable
,"Division 6: East South Central","CENS-D6","2014","2014","Jan., 2014","2014/01",324,Not Applicable,Not Applicable
,"Division 6: East South Central","CENS-D6","2014","2014","Feb., 2014","2014/02",319,Not Applicable,Not Applicable
,"Division 6: East South Central","CENS-D6","2014","2014","Mar., 2014","2014/03",311,Not Applicable,Not Applicable
,"Division 6: East South Central","CENS-D6","2014","2014","Apr., 2014","2014/04",301,Not Applicable,Not Applicable
,"Division 6: East South Central","CENS-D6","2014","2014","May, 2014","2014/05",282,Not Applicable,Not Applicable
,"Division 6: East South Central","CENS-D6","2014","2014","Jun., 2014","2014/06",287,Not Applicable,Not Applicable
,"Division 6: East South Central","CENS-D6","2014","2014","Jul., 2014","2014/07",288,Not Applicable,Not Applicable
,"Division 6: East South Central","CENS-D6","2014","2014","Aug., 2014","2014/08",339,Not Applicable,Not Applicable
,"Division 6: East South Central","CENS-D6","2014","2014","Sep., 2014","2014/09",253,Not Applicable,Not Applicable
,"Division 6: East South Central","CENS-D6","2014","2014","Oct., 2014","2014/10",322,Not Applicable,Not Applicable
,"Division 6: East South Central","CENS-D6","2014","2014","Nov., 2014","2014/11",309,Not Applicable,Not Applicable
,"Division 6: East South Central","CENS-D6","2014","2014","Dec., 2014","2014/12",304,Not Applicable,Not Applicable
,"Division 6: East South Central","CENS-D6","2015","2015","Jan., 2015","2015/01",333,Not Applicable,Not Applicable
,"Division 6: East South Central","CENS-D6","2015","2015","Feb., 2015","2015/02",330,Not Applicable,Not Applicable
,"Division 6: East South Central","CENS-D6","2015","2015","Mar., 2015","2015/03",397,Not Applicable,Not Applicable
,"Division 6: East South Central","CENS-D6","2015","2015","Apr., 2015","2015/04",326,Not Applicable,Not Applicable
,"Division 6: East South Central","CENS-D6","2015","2015","May, 2015","2015/05",350,Not Applicable,Not Applicable
,"Division 6: East South Central","CENS-D6","2015","2015","Jun., 2015","2015/06",329,Not Applicable,Not Applicable
,"Division 6: East South Central","CENS-D6","2015","2015","Jul., 2015","2015/07",349,Not Applicable,Not Applicable
,"Division 6: East South Central","CENS-D6","2015","2015","Aug., 2015","2015/08",349,Not Applicable,Not Applicable
,"Division 6: East South Central","CENS-D6","2015","2015","Sep., 2015","2015/09",313,Not Applicable,Not Applicable
,"Division 6: East South Central","CENS-D6","2015","2015","Oct., 2015","2015/10",316,Not Applicable,Not Applicable
,"Division 6: East South Central","CENS-D6","2015","2015","Nov., 2015","2015/11",319,Not Applicable,Not Applicable
,"Division 6: East South Central","CENS-D6","2015","2015","Dec., 2015","2015/12",353,Not Applicable,Not Applicable
,"Division 6: East South Central","CENS-D6","2016","2016","Jan., 2016","2016/01",374,Not Applicable,Not Applicable
,"Division 6: East South Central","CENS-D6","2016","2016","Feb., 2016","2016/02",325,Not Applicable,Not Applicable
,"Division 6: East South Central","CENS-D6","2016","2016","Mar., 2016","2016/03",371,Not Applicable,Not Applicable
,"Division 6: East South Central","CENS-D6","2016","2016","Apr., 2016","2016/04",360,Not Applicable,Not Applicable
,"Division 6: East South Central","CENS-D6","2016","2016","May, 2016","2016/05",374,Not Applicable,Not Applicable
,"Division 6: East South Central","CENS-D6","2016","2016","Jun., 2016","2016/06",393,Not Applicable,Not Applicable
,"Division 6: East South Central","CENS-D6","2016","2016","Jul., 2016","2016/07",380,Not Applicable,Not Applicable
,"Division 6: East South Central","CENS-D6","2016","2016","Aug., 2016","2016/08",394,Not Applicable,Not Applicable
,"Division 6: East South Central","CENS-D6","2016","2016","Sep., 2016","2016/09",343,Not Applicable,Not Applicable
,"Division 6: East South Central","CENS-D6","2016","2016","Oct., 2016","2016/10",341,Not Applicable,Not Applicable
,"Division 6: East South Central","CENS-D6","2016","2016","Nov., 2016","2016/11",356,Not Applicable,Not Applicable
,"Division 6: East South Central","CENS-D6","2016","2016","Dec., 2016","2016/12",423,Not Applicable,Not Applicable
,"Division 6: East South Central","CENS-D6","2017","2017","Jan., 2017","2017/01",437,Not Applicable,Not Applicable
,"Division 6: East South Central","CENS-D6","2017","2017","Feb., 2017","2017/02",406,Not Applicable,Not Applicable
,"Division 6: East South Central","CENS-D6","2017","2017","Mar., 2017","2017/03",464,Not Applicable,Not Applicable
,"Division 6: East South Central","CENS-D6","2017","2017","Apr., 2017","2017/04",422,Not Applicable,Not Applicable
,"Division 6: East South Central","CENS-D6","2017","2017","May, 2017","2017/05",391,Not Applicable,Not Applicable
,"Division 6: East South Central","CENS-D6","2017","2017","Jun., 2017","2017/06",376,Not Applicable,Not Applicable
,"Division 6: East South Central","CENS-D6","2017","2017","Jul., 2017","2017/07",379,Not Applicable,Not Applicable
,"Division 6: East South Central","CENS-D6","2017","2017","Aug., 2017","2017/08",380,Not Applicable,Not Applicable
,"Division 6: East South Central","CENS-D6","2017","2017","Sep., 2017","2017/09",380,Not Applicable,Not Applicable
,"Division 6: East South Central","CENS-D6","2017","2017","Oct., 2017","2017/10",356,Not Applicable,Not Applicable
,"Division 6: East South Central","CENS-D6","2017","2017","Nov., 2017","2017/11",381,Not Applicable,Not Applicable
,"Division 6: East South Central","CENS-D6","2017","2017","Dec., 2017","2017/12",435,Not Applicable,Not Applicable
,"Division 6: East South Central","CENS-D6","2018","2018","Jan., 2018","2018/01",349,Not Applicable,Not Applicable
,"Division 6: East South Central","CENS-D6","2018","2018","Feb., 2018","2018/02",405,Not Applicable,Not Applicable
,"Division 6: East South Central","CENS-D6","2018","2018","Mar., 2018","2018/03",387,Not Applicable,Not Applicable
,"Division 6: East South Central","CENS-D6","2018","2018","Apr., 2018","2018/04",393,Not Applicable,Not Applicable
,"Division 6: East South Central","CENS-D6","2018","2018","May, 2018","2018/05",368,Not Applicable,Not Applicable
,"Division 6: East South Central","CENS-D6","2018","2018","Jun., 2018","2018/06",356,Not Applicable,Not Applicable
,"Division 6: East South Central","CENS-D6","2018","2018","Jul., 2018","2018/07",403,Not Applicable,Not Applicable
,"Division 6: East South Central","CENS-D6","2018","2018","Aug., 2018","2018/08",394,Not Applicable,Not Applicable
,"Division 6: East South Central","CENS-D6","2018","2018","Sep., 2018","2018/09",362,Not Applicable,Not Applicable
,"Division 6: East South Central","CENS-D6","2018","2018","Oct., 2018","2018/10",346,Not Applicable,Not Applicable
,"Division 6: East South Central","CENS-D6","2018","2018","Nov., 2018","2018/11",357,Not Applicable,Not Applicable
,"Division 6: East South Central","CENS-D6","2018","2018","Dec., 2018","2018/12",376,Not Applicable,Not Applicable
,"Division 6: East South Central","CENS-D6","2019","2019","Jan., 2019","2019/01",380,Not Applicable,Not Applicable
,"Division 6: East South Central","CENS-D6","2019","2019","Feb., 2019","2019/02",339,Not Applicable,Not Applicable
,"Division 6: East South Central","CENS-D6","2019","2019","Mar., 2019","2019/03",448,Not Applicable,Not Applicable
,"Division 6: East South Central","CENS-D6","2019","2019","Apr., 2019","2019/04",412,Not Applicable,Not Applicable
,"Division 6: East South Central","CENS-D6","2019","2019","May, 2019","2019/05",407,Not Applicable,Not Applicable
,"Division 6: East South Central","CENS-D6","2019","2019","Jun., 2019","2019/06",422,Not Applicable,Not Applicable
,"Division 6: East South Central","CENS-D6","2019","2019","Jul., 2019","2019/07",431,Not Applicable,Not Applicable
