"Notes","Census Division","Census Division Code","Year","Year Code","Month","Month Code",Deaths,Population,Crude Rate
,"Division 2: Middle Atlantic","CENS-D2","2018","2018","Feb., 2018","2018/02",800,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2018","2018","Mar., 2018","2018/03",963,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2018","2018","Apr., 2018","2018/04",975,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2018","2018","May, 2018","2018/05",1007,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2018","2018","Jun., 2018","2018/06",1015,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2018","2018","Jul., 2018","2018/07",995,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2018","2018","Aug., 2018","2018/08",1009,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2018","2018","Sep., 2018","2018/09",921,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2018","2018","Oct., 2018","2018/10",1001,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2018","2018","Nov., 2018","2018/11",849,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2018","2018","Dec., 2018","2018/12",894,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2019","2019","Jan., 2019","2019/01",829,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2019","2019","Feb., 2019","2019/02",856,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2019","2019","Mar., 2019","2019/03",914,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2019","2019","Apr., 2019","2019/04",863,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2019","2019","May, 2019","2019/05",915,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2019","2019","Jun., 2019","2019/06",919,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2019","2019","Jul., 2019","2019/07",1019,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2019","2019","Aug., 2019","2019/08",1046,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2019","2019","Sep., 2019","2019/09",874,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2019","2019","Oct., 2019","2019/10",974,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2019","2019","Nov., 2019","2019/11",983,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2019","2019","Dec., 2019","2019/12",1041,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2020","2020","Jan., 2020","2020/01",1030,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2020","2020","Feb., 2020","2020/02",987,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2020","2020","Mar., 2020","2020/03",1117,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2020","2020","Apr., 2020","2020/04",1152,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2020","2020","May, 2020","2020/05",1318,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2020","2020","Jun., 2020","2020/06",1161,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2020","2020","Jul., 2020","2020/07",1196,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2020","2020","Aug., 2020","2020/08",1162,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2020","2020","Sep., 2020","2020/09",1079,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2020","2020","Oct., 2020","2020/10",1055,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2020","2020","Nov., 2020","2020/11",1085,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2020","2020","Dec., 2020","2020/12",1078,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","1999","1999","Jan., 1999","1999/01",204,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","1999","1999","Feb., 1999","1999/02",196,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","1999","1999","Mar., 1999","1999/03",212,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","1999","1999","Apr., 1999","1999/04",220,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","1999","1999","May, 1999","1999/05",200,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","1999","1999","Jun., 1999","1999/06",211,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","1999","1999","Jul., 1999","1999/07",242,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","1999","1999","Aug., 1999","1999/08",219,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","1999","1999","Sep., 1999","1999/09",229,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","1999","1999","Oct., 1999","1999/10",265,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","1999","1999","Nov., 1999","1999/11",235,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","1999","1999","Dec., 1999","1999/12",226,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2000","2000","Jan., 2000","2000/01",249,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2000","2000","Feb., 2000","2000/02",226,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2000","2000","Mar., 2000","2000/03",236,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2000","2000","Apr., 2000","2000/04",242,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2000","2000","May, 2000","2000/05",268,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2000","2000","Jun., 2000","2000/06",234,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2000","2000","Jul., 2000","2000/07",284,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2000","2000","Aug., 2000","2000/08",265,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2000","2000","Sep., 2000","2000/09",207,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2000","2000","Oct., 2000","2000/10",261,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2000","2000","Nov., 2000","2000/11",240,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2000","2000","Dec., 2000","2000/12",250,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2001","2001","Jan., 2001","2001/01",263,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2001","2001","Feb., 2001","2001/02",223,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2001","2001","Mar., 2001","2001/03",282,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2001","2001","Apr., 2001","2001/04",309,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2001","2001","May, 2001","2001/05",301,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2001","2001","Jun., 2001","2001/06",268,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2001","2001","Jul., 2001","2001/07",282,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2001","2001","Aug., 2001","2001/08",300,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2001","2001","Sep., 2001","2001/09",295,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2001","2001","Oct., 2001","2001/10",289,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2001","2001","Nov., 2001","2001/11",273,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2001","2001","Dec., 2001","2001/12",233,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2002","2002","Jan., 2002","2002/01",341,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2002","2002","Feb., 2002","2002/02",300,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2002","2002","Mar., 2002","2002/03",326,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2002","2002","Apr., 2002","2002/04",333,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2002","2002","May, 2002","2002/05",319,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2002","2002","Jun., 2002","2002/06",294,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2002","2002","Jul., 2002","2002/07",354,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2002","2002","Aug., 2002","2002/08",324,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2002","2002","Sep., 2002","2002/09",316,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2002","2002","Oct., 2002","2002/10",315,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2002","2002","Nov., 2002","2002/11",314,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2002","2002","Dec., 2002","2002/12",287,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2003","2003","Jan., 2003","2003/01",332,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2003","2003","Feb., 2003","2003/02",311,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2003","2003","Mar., 2003","2003/03",338,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2003","2003","Apr., 2003","2003/04",284,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2003","2003","May, 2003","2003/05",320,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2003","2003","Jun., 2003","2003/06",310,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2003","2003","Jul., 2003","2003/07",354,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2003","2003","Aug., 2003","2003/08",305,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2003","2003","Sep., 2003","2003/09",258,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2003","2003","Oct., 2003","2003/10",315,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2003","2003","Nov., 2003","2003/11",257,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2003","2003","Dec., 2003","2003/12",302,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2004","2004","Jan., 2004","2004/01",381,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2004","2004","Feb., 2004","2004/02",401,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2004","2004","Mar., 2004","2004/03",415,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2004","2004","Apr., 2004","2004/04",367,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2004","2004","May, 2004","2004/05",374,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2004","2004","Jun., 2004","2004/06",370,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2004","2004","Jul., 2004","2004/07",429,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2004","2004","Aug., 2004","2004/08",362,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2004","2004","Sep., 2004","2004/09",336,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2004","2004","Oct., 2004","2004/10",382,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2004","2004","Nov., 2004","2004/11",379,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2004","2004","Dec., 2004","2004/12",383,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2005","2005","Jan., 2005","2005/01",409,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2005","2005","Feb., 2005","2005/02",385,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2005","2005","Mar., 2005","2005/03",411,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2005","2005","Apr., 2005","2005/04",398,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2005","2005","May, 2005","2005/05",438,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2005","2005","Jun., 2005","2005/06",382,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2005","2005","Jul., 2005","2005/07",413,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2005","2005","Aug., 2005","2005/08",392,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2005","2005","Sep., 2005","2005/09",415,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2005","2005","Oct., 2005","2005/10",431,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2005","2005","Nov., 2005","2005/11",469,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2005","2005","Dec., 2005","2005/12",500,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2006","2006","Jan., 2006","2006/01",426,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2006","2006","Feb., 2006","2006/02",456,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2006","2006","Mar., 2006","2006/03",517,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2006","2006","Apr., 2006","2006/04",525,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2006","2006","May, 2006","2006/05",575,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2006","2006","Jun., 2006","2006/06",524,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2006","2006","Jul., 2006","2006/07",503,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2006","2006","Aug., 2006","2006/08",479,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2006","2006","Sep., 2006","2006/09",489,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2006","2006","Oct., 2006","2006/10",504,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2006","2006","Nov., 2006","2006/11",507,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2006","2006","Dec., 2006","2006/12",486,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2007","2007","Jan., 2007","2007/01",505,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2007","2007","Feb., 2007","2007/02",485,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2007","2007","Mar., 2007","2007/03",545,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2007","2007","Apr., 2007","2007/04",512,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2007","2007","May, 2007","2007/05",455,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2007","2007","Jun., 2007","2007/06",465,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2007","2007","Jul., 2007","2007/07",451,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2007","2007","Aug., 2007","2007/08",511,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2007","2007","Sep., 2007","2007/09",526,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2007","2007","Oct., 2007","2007/10",496,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2007","2007","Nov., 2007","2007/11",487,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2007","2007","Dec., 2007","2007/12",552,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2008","2008","Jan., 2008","2008/01",508,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2008","2008","Feb., 2008","2008/02",521,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2008","2008","Mar., 2008","2008/03",532,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2008","2008","Apr., 2008","2008/04",528,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2008","2008","May, 2008","2008/05",595,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2008","2008","Jun., 2008","2008/06",502,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2008","2008","Jul., 2008","2008/07",534,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2008","2008","Aug., 2008","2008/08",499,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2008","2008","Sep., 2008","2008/09",481,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2008","2008","Oct., 2008","2008/10",492,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2008","2008","Nov., 2008","2008/11",521,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2008","2008","Dec., 2008","2008/12",544,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2009","2009","Jan., 2009","2009/01",463,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2009","2009","Feb., 2009","2009/02",458,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2009","2009","Mar., 2009","2009/03",530,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2009","2009","Apr., 2009","2009/04",448,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2009","2009","May, 2009","2009/05",528,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2009","2009","Jun., 2009","2009/06",451,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2009","2009","Jul., 2009","2009/07",522,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2009","2009","Aug., 2009","2009/08",534,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2009","2009","Sep., 2009","2009/09",527,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2009","2009","Oct., 2009","2009/10",533,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2009","2009","Nov., 2009","2009/11",516,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2009","2009","Dec., 2009","2009/12",517,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2010","2010","Jan., 2010","2010/01",559,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2010","2010","Feb., 2010","2010/02",477,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2010","2010","Mar., 2010","2010/03",564,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2010","2010","Apr., 2010","2010/04",553,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2010","2010","May, 2010","2010/05",576,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2010","2010","Jun., 2010","2010/06",485,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2010","2010","Jul., 2010","2010/07",584,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2010","2010","Aug., 2010","2010/08",545,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2010","2010","Sep., 2010","2010/09",526,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2010","2010","Oct., 2010","2010/10",626,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2010","2010","Nov., 2010","2010/11",568,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2010","2010","Dec., 2010","2010/12",547,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2011","2011","Jan., 2011","2011/01",548,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2011","2011","Feb., 2011","2011/02",596,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2011","2011","Mar., 2011","2011/03",576,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2011","2011","Apr., 2011","2011/04",609,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2011","2011","May, 2011","2011/05",608,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2011","2011","Jun., 2011","2011/06",558,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2011","2011","Jul., 2011","2011/07",639,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2011","2011","Aug., 2011","2011/08",587,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2011","2011","Sep., 2011","2011/09",566,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2011","2011","Oct., 2011","2011/10",584,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2011","2011","Nov., 2011","2011/11",583,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2011","2011","Dec., 2011","2011/12",591,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2012","2012","Jan., 2012","2012/01",642,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2012","2012","Feb., 2012","2012/02",647,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2012","2012","Mar., 2012","2012/03",667,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2012","2012","Apr., 2012","2012/04",588,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2012","2012","May, 2012","2012/05",618,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2012","2012","Jun., 2012","2012/06",602,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2012","2012","Jul., 2012","2012/07",606,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2012","2012","Aug., 2012","2012/08",640,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2012","2012","Sep., 2012","2012/09",579,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2012","2012","Oct., 2012","2012/10",593,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2012","2012","Nov., 2012","2012/11",553,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2012","2012","Dec., 2012","2012/12",556,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2013","2013","Jan., 2013","2013/01",674,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2013","2013","Feb., 2013","2013/02",670,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2013","2013","Mar., 2013","2013/03",699,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2013","2013","Apr., 2013","2013/04",685,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2013","2013","May, 2013","2013/05",673,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2013","2013","Jun., 2013","2013/06",653,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2013","2013","Jul., 2013","2013/07",689,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2013","2013","Aug., 2013","2013/08",683,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2013","2013","Sep., 2013","2013/09",629,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2013","2013","Oct., 2013","2013/10",640,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2013","2013","Nov., 2013","2013/11",665,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2013","2013","Dec., 2013","2013/12",644,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2014","2014","Jan., 2014","2014/01",710,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2014","2014","Feb., 2014","2014/02",710,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2014","2014","Mar., 2014","2014/03",763,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2014","2014","Apr., 2014","2014/04",638,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2014","2014","May, 2014","2014/05",672,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2014","2014","Jun., 2014","2014/06",723,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2014","2014","Jul., 2014","2014/07",752,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2014","2014","Aug., 2014","2014/08",739,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2014","2014","Sep., 2014","2014/09",753,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2014","2014","Oct., 2014","2014/10",818,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2014","2014","Nov., 2014","2014/11",771,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2014","2014","Dec., 2014","2014/12",752,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2015","2015","Jan., 2015","2015/01",793,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2015","2015","Feb., 2015","2015/02",739,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2015","2015","Mar., 2015","2015/03",883,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2015","2015","Apr., 2015","2015/04",880,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2015","2015","May, 2015","2015/05",833,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2015","2015","Jun., 2015","2015/06",751,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2015","2015","Jul., 2015","2015/07",771,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2015","2015","Aug., 2015","2015/08",808,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2015","2015","Sep., 2015","2015/09",842,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2015","2015","Oct., 2015","2015/10",849,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2015","2015","Nov., 2015","2015/11",823,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2015","2015","Dec., 2015","2015/12",801,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2016","2016","Jan., 2016","2016/01",869,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2016","2016","Feb., 2016","2016/02",964,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2016","2016","Mar., 2016","2016/03",1076,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2016","2016","Apr., 2016","2016/04",976,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2016","2016","May, 2016","2016/05",972,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2016","2016","Jun., 2016","2016/06",924,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2016","2016","Jul., 2016","2016/07",1065,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2016","2016","Aug., 2016","2016/08",1037,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2016","2016","Sep., 2016","2016/09",1096,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2016","2016","Oct., 2016","2016/10",1080,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2016","2016","Nov., 2016","2016/11",1084,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2016","2016","Dec., 2016","2016/12",1201,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2017","2017","Jan., 2017","2017/01",1336,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2017","2017","Feb., 2017","2017/02",1263,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2017","2017","Mar., 2017","2017/03",1217,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2017","2017","Apr., 2017","2017/04",1195,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2017","2017","May, 2017","2017/05",1188,Not Applicable,Not Applicable
