"Region","Sex","Age_Group","Age","Year","Month","Deaths","Population","Total_Population"
"Northeast","Male","25-29",25,2017,5,169,1993968,56059240
"Northeast","Male","25-29",25,2017,6,154,1993968,56059240
"Northeast","Male","25-29",25,2017,7,132,1993968,56059240
"Northeast","Male","25-29",25,2017,8,146,1993968,56059240
"Northeast","Male","25-29",25,2017,9,168,1993968,56059240
"Northeast","Male","25-29",25,2017,10,134,1993968,56059240
"Northeast","Male","25-29",25,2017,11,125,1993968,56059240
"Northeast","Male","25-29",25,2017,12,129,1993968,56059240
"Northeast","Male","25-29",25,2018,1,133,1998854,56046620
"Northeast","Male","25-29",25,2018,2,117,1998854,56046620
"Northeast","Male","25-29",25,2018,3,123,1998854,56046620
"Northeast","Male","25-29",25,2018,4,131,1998854,56046620
"Northeast","Male","25-29",25,2018,5,140,1998854,56046620
"Northeast","Male","25-29",25,2018,6,141,1998854,56046620
"Northeast","Male","25-29",25,2018,7,126,1998854,56046620
"Northeast","Male","25-29",25,2018,8,123,1998854,56046620
"Northeast","Male","25-29",25,2018,9,116,1998854,56046620
"Northeast","Male","25-29",25,2018,10,127,1998854,56046620
"Northeast","Male","25-29",25,2018,11,98,1998854,56046620
"Northeast","Male","25-29",25,2018,12,106,1998854,56046620
"Northeast","Male","25-29",25,2019,1,107,1987830,55982803
"Northeast","Male","25-29",25,2019,2,90,1987830,55982803
"Northeast","Male","25-29",25,2019,3,117,1987830,55982803
"Northeast","Male","25-29",25,2019,4,90,1987830,55982803
"Northeast","Male","25-29",25,2019,5,94,1987830,55982803
"Northeast","Male","25-29",25,2019,6,105,1987830,55982803
"Northeast","Male","25-29",25,2019,7,120,1987830,55982803
"Northeast","Male","25-29",25,2019,8,139,1987830,55982803
"Northeast","Male","25-29",25,2019,9,84,1987830,55982803
"Northeast","Male","25-29",25,2019,10,129,1987830,55982803
"Northeast","Male","25-29",25,2019,11,103,1987830,55982803
"Northeast","Male","25-29",25,2019,12,115,1987830,55982803
"Northeast","Male","30-34",30,2011,1,50,1732001,55604223
"Northeast","Male","30-34",30,2011,2,41,1732001,55604223
"Northeast","Male","30-34",30,2011,3,52,1732001,55604223
"Northeast","Male","30-34",30,2011,4,57,1732001,55604223
"Northeast","Male","30-34",30,2011,5,57,1732001,55604223
"Northeast","Male","30-34",30,2011,6,42,1732001,55604223
"Northeast","Male","30-34",30,2011,7,56,1732001,55604223
"Northeast","Male","30-34",30,2011,8,42,1732001,55604223
"Northeast","Male","30-34",30,2011,9,42,1732001,55604223
"Northeast","Male","30-34",30,2011,10,51,1732001,55604223
"Northeast","Male","30-34",30,2011,11,57,1732001,55604223
"Northeast","Male","30-34",30,2011,12,40,1732001,55604223
"Northeast","Male","30-34",30,2012,1,51,1765810,55775216
"Northeast","Male","30-34",30,2012,2,53,1765810,55775216
"Northeast","Male","30-34",30,2012,3,58,1765810,55775216
"Northeast","Male","30-34",30,2012,4,45,1765810,55775216
"Northeast","Male","30-34",30,2012,5,56,1765810,55775216
"Northeast","Male","30-34",30,2012,6,62,1765810,55775216
"Northeast","Male","30-34",30,2012,7,54,1765810,55775216
"Northeast","Male","30-34",30,2012,8,56,1765810,55775216
"Northeast","Male","30-34",30,2012,9,58,1765810,55775216
"Northeast","Male","30-34",30,2012,10,56,1765810,55775216
"Northeast","Male","30-34",30,2012,11,43,1765810,55775216
"Northeast","Male","30-34",30,2012,12,55,1765810,55775216
"Northeast","Male","30-34",30,2013,1,49,1794465,55901806
"Northeast","Male","30-34",30,2013,2,52,1794465,55901806
"Northeast","Male","30-34",30,2013,3,64,1794465,55901806
"Northeast","Male","30-34",30,2013,4,57,1794465,55901806
"Northeast","Male","30-34",30,2013,5,63,1794465,55901806
"Northeast","Male","30-34",30,2013,6,72,1794465,55901806
"Northeast","Male","30-34",30,2013,7,56,1794465,55901806
"Northeast","Male","30-34",30,2013,8,51,1794465,55901806
"Northeast","Male","30-34",30,2013,9,58,1794465,55901806
"Northeast","Male","30-34",30,2013,10,55,1794465,55901806
"Northeast","Male","30-34",30,2013,11,77,1794465,55901806
"Northeast","Male","30-34",30,2013,12,73,1794465,55901806
"Northeast","Male","30-34",30,2014,1,87,1814185,56006011
"Northeast","Male","30-34",30,2014,2,72,1814185,56006011
"Northeast","Male","30-34",30,2014,3,80,1814185,56006011
"Northeast","Male","30-34",30,2014,4,61,1814185,56006011
"Northeast","Male","30-34",30,2014,5,85,1814185,56006011
"Northeast","Male","30-34",30,2014,6,67,1814185,56006011
"Northeast","Male","30-34",30,2014,7,57,1814185,56006011
"Northeast","Male","30-34",30,2014,8,70,1814185,56006011
"Northeast","Male","30-34",30,2014,9,64,1814185,56006011
"Northeast","Male","30-34",30,2014,10,76,1814185,56006011
"Northeast","Male","30-34",30,2014,11,81,1814185,56006011
"Northeast","Male","30-34",30,2014,12,81,1814185,56006011
"Northeast","Male","30-34",30,2015,1,82,1826660,56034684
"Northeast","Male","30-34",30,2015,2,100,1826660,56034684
"Northeast","Male","30-34",30,2015,3,102,1826660,56034684
"Northeast","Male","30-34",30,2015,4,91,1826660,56034684
"Northeast","Male","30-34",30,2015,5,91,1826660,56034684
"Northeast","Male","30-34",30,2015,6,100,1826660,56034684
"Northeast","Male","30-34",30,2015,7,79,1826660,56034684
"Northeast","Male","30-34",30,2015,8,109,1826660,56034684
"Northeast","Male","30-34",30,2015,9,109,1826660,56034684
"Northeast","Male","30-34",30,2015,10,105,1826660,56034684
"Northeast","Male","30-34",30,2015,11,102,1826660,56034684
"Northeast","Male","30-34",30,2015,12,89,1826660,56034684
"Northeast","Male","30-34",30,2016,1,112,1851078,56042330
"Northeast","Male","30-34",30,2016,2,122,1851078,56042330
"Northeast","Male","30-34",30,2016,3,120,1851078,56042330
"Northeast","Male","30-34",30,2016,4,125,1851078,56042330
"Northeast","Male","30-34",30,2016,5,121,1851078,56042330
"Northeast","Male","30-34",30,2016,6,148,1851078,56042330
"Northeast","Male","30-34",30,2016,7,151,1851078,56042330
"Northeast","Male","30-34",30,2016,8,129,1851078,56042330
"Northeast","Male","30-34",30,2016,9,139,1851078,56042330
"Northeast","Male","30-34",30,2016,10,138,1851078,56042330
"Northeast","Male","30-34",30,2016,11,143,1851078,56042330
"Northeast","Male","30-34",30,2016,12,160,1851078,56042330
"Northeast","Male","30-34",30,2017,1,155,1869447,56059240
"Northeast","Male","30-34",30,2017,2,150,1869447,56059240
"Northeast","Male","30-34",30,2017,3,171,1869447,56059240
"Northeast","Male","30-34",30,2017,4,155,1869447,56059240
"Northeast","Male","30-34",30,2017,5,159,1869447,56059240
"Northeast","Male","30-34",30,2017,6,160,1869447,56059240
"Northeast","Male","30-34",30,2017,7,152,1869447,56059240
"Northeast","Male","30-34",30,2017,8,162,1869447,56059240
"Northeast","Male","30-34",30,2017,9,146,1869447,56059240
"Northeast","Male","30-34",30,2017,10,117,1869447,56059240
"Northeast","Male","30-34",30,2017,11,145,1869447,56059240
"Northeast","Male","30-34",30,2017,12,163,1869447,56059240
"Northeast","Male","30-34",30,2018,1,125,1891884,56046620
"Northeast","Male","30-34",30,2018,2,112,1891884,56046620
"Northeast","Male","30-34",30,2018,3,147,1891884,56046620
"Northeast","Male","30-34",30,2018,4,140,1891884,56046620
"Northeast","Male","30-34",30,2018,5,158,1891884,56046620
"Northeast","Male","30-34",30,2018,6,134,1891884,56046620
"Northeast","Male","30-34",30,2018,7,156,1891884,56046620
"Northeast","Male","30-34",30,2018,8,137,1891884,56046620
"Northeast","Male","30-34",30,2018,9,137,1891884,56046620
"Northeast","Male","30-34",30,2018,10,135,1891884,56046620
"Northeast","Male","30-34",30,2018,11,130,1891884,56046620
"Northeast","Male","30-34",30,2018,12,133,1891884,56046620
"Northeast","Male","30-34",30,2019,1,117,1921005,55982803
"Northeast","Male","30-34",30,2019,2,121,1921005,55982803
"Northeast","Male","30-34",30,2019,3,142,1921005,55982803
"Northeast","Male","30-34",30,2019,4,116,1921005,55982803
"Northeast","Male","30-34",30,2019,5,134,1921005,55982803
"Northeast","Male","30-34",30,2019,6,140,1921005,55982803
"Northeast","Male","30-34",30,2019,7,131,1921005,55982803
"Northeast","Male","30-34",30,2019,8,133,1921005,55982803
"Northeast","Male","30-34",30,2019,9,121,1921005,55982803
"Northeast","Male","30-34",30,2019,10,132,1921005,55982803
"Northeast","Male","30-34",30,2019,11,125,1921005,55982803
"Northeast","Male","30-34",30,2019,12,149,1921005,55982803
"Northeast","Male","35-39",35,2011,1,38,1661709,55604223
"Northeast","Male","35-39",35,2011,2,39,1661709,55604223
"Northeast","Male","35-39",35,2011,3,38,1661709,55604223
"Northeast","Male","35-39",35,2011,4,38,1661709,55604223
"Northeast","Male","35-39",35,2011,5,45,1661709,55604223
"Northeast","Male","35-39",35,2011,6,43,1661709,55604223
"Northeast","Male","35-39",35,2011,7,50,1661709,55604223
"Northeast","Male","35-39",35,2011,8,30,1661709,55604223
"Northeast","Male","35-39",35,2011,9,35,1661709,55604223
"Northeast","Male","35-39",35,2011,10,36,1661709,55604223
"Northeast","Male","35-39",35,2011,11,43,1661709,55604223
"Northeast","Male","35-39",35,2011,12,36,1661709,55604223
"Northeast","Male","35-39",35,2012,1,42,1643277,55775216
"Northeast","Male","35-39",35,2012,2,43,1643277,55775216
"Northeast","Male","35-39",35,2012,3,59,1643277,55775216
"Northeast","Male","35-39",35,2012,4,51,1643277,55775216
"Northeast","Male","35-39",35,2012,5,36,1643277,55775216
"Northeast","Male","35-39",35,2012,6,48,1643277,55775216
"Northeast","Male","35-39",35,2012,7,36,1643277,55775216
"Northeast","Male","35-39",35,2012,8,48,1643277,55775216
"Northeast","Male","35-39",35,2012,9,39,1643277,55775216
"Northeast","Male","35-39",35,2012,10,54,1643277,55775216
"Northeast","Male","35-39",35,2012,11,52,1643277,55775216
"Northeast","Male","35-39",35,2012,12,53,1643277,55775216
"Northeast","Male","35-39",35,2013,1,39,1647987,55901806
"Northeast","Male","35-39",35,2013,2,40,1647987,55901806
"Northeast","Male","35-39",35,2013,3,55,1647987,55901806
"Northeast","Male","35-39",35,2013,4,50,1647987,55901806
"Northeast","Male","35-39",35,2013,5,49,1647987,55901806
"Northeast","Male","35-39",35,2013,6,41,1647987,55901806
"Northeast","Male","35-39",35,2013,7,47,1647987,55901806
"Northeast","Male","35-39",35,2013,8,47,1647987,55901806
"Northeast","Male","35-39",35,2013,9,48,1647987,55901806
"Northeast","Male","35-39",35,2013,10,46,1647987,55901806
"Northeast","Male","35-39",35,2013,11,40,1647987,55901806
"Northeast","Male","35-39",35,2013,12,60,1647987,55901806
"Northeast","Male","35-39",35,2014,1,59,1661594,56006011
"Northeast","Male","35-39",35,2014,2,53,1661594,56006011
"Northeast","Male","35-39",35,2014,3,58,1661594,56006011
"Northeast","Male","35-39",35,2014,4,53,1661594,56006011
"Northeast","Male","35-39",35,2014,5,47,1661594,56006011
"Northeast","Male","35-39",35,2014,6,53,1661594,56006011
"Northeast","Male","35-39",35,2014,7,53,1661594,56006011
"Northeast","Male","35-39",35,2014,8,55,1661594,56006011
"Northeast","Male","35-39",35,2014,9,64,1661594,56006011
"Northeast","Male","35-39",35,2014,10,58,1661594,56006011
"Northeast","Male","35-39",35,2014,11,56,1661594,56006011
"Northeast","Male","35-39",35,2014,12,56,1661594,56006011
"Northeast","Male","35-39",35,2015,1,72,1685645,56034684
"Northeast","Male","35-39",35,2015,2,80,1685645,56034684
"Northeast","Male","35-39",35,2015,3,87,1685645,56034684
"Northeast","Male","35-39",35,2015,4,79,1685645,56034684
"Northeast","Male","35-39",35,2015,5,88,1685645,56034684
"Northeast","Male","35-39",35,2015,6,85,1685645,56034684
"Northeast","Male","35-39",35,2015,7,84,1685645,56034684
"Northeast","Male","35-39",35,2015,8,93,1685645,56034684
"Northeast","Male","35-39",35,2015,9,90,1685645,56034684
"Northeast","Male","35-39",35,2015,10,87,1685645,56034684
"Northeast","Male","35-39",35,2015,11,87,1685645,56034684
"Northeast","Male","35-39",35,2015,12,72,1685645,56034684
"Northeast","Male","35-39",35,2016,1,85,1712743,56042330
"Northeast","Male","35-39",35,2016,2,105,1712743,56042330
"Northeast","Male","35-39",35,2016,3,101,1712743,56042330
"Northeast","Male","35-39",35,2016,4,102,1712743,56042330
"Northeast","Male","35-39",35,2016,5,95,1712743,56042330
"Northeast","Male","35-39",35,2016,6,94,1712743,56042330
"Northeast","Male","35-39",35,2016,7,104,1712743,56042330
"Northeast","Male","35-39",35,2016,8,126,1712743,56042330
"Northeast","Male","35-39",35,2016,9,123,1712743,56042330
"Northeast","Male","35-39",35,2016,10,114,1712743,56042330
"Northeast","Male","35-39",35,2016,11,140,1712743,56042330
"Northeast","Male","35-39",35,2016,12,136,1712743,56042330
"Northeast","Male","35-39",35,2017,1,159,1738405,56059240
"Northeast","Male","35-39",35,2017,2,137,1738405,56059240
"Northeast","Male","35-39",35,2017,3,166,1738405,56059240
"Northeast","Male","35-39",35,2017,4,162,1738405,56059240
"Northeast","Male","35-39",35,2017,5,136,1738405,56059240
"Northeast","Male","35-39",35,2017,6,119,1738405,56059240
"Northeast","Male","35-39",35,2017,7,151,1738405,56059240
"Northeast","Male","35-39",35,2017,8,146,1738405,56059240
"Northeast","Male","35-39",35,2017,9,133,1738405,56059240
"Northeast","Male","35-39",35,2017,10,122,1738405,56059240
"Northeast","Male","35-39",35,2017,11,101,1738405,56059240
"Northeast","Male","35-39",35,2017,12,141,1738405,56059240
"Northeast","Male","35-39",35,2018,1,120,1761592,56046620
"Northeast","Male","35-39",35,2018,2,98,1761592,56046620
"Northeast","Male","35-39",35,2018,3,129,1761592,56046620
"Northeast","Male","35-39",35,2018,4,145,1761592,56046620
"Northeast","Male","35-39",35,2018,5,144,1761592,56046620
"Northeast","Male","35-39",35,2018,6,148,1761592,56046620
"Northeast","Male","35-39",35,2018,7,150,1761592,56046620
"Northeast","Male","35-39",35,2018,8,148,1761592,56046620
"Northeast","Male","35-39",35,2018,9,137,1761592,56046620
"Northeast","Male","35-39",35,2018,10,133,1761592,56046620
"Northeast","Male","35-39",35,2018,11,127,1761592,56046620
"Northeast","Male","35-39",35,2018,12,123,1761592,56046620
"Northeast","Male","35-39",35,2019,1,111,1777037,55982803
"Northeast","Male","35-39",35,2019,2,104,1777037,55982803
"Northeast","Male","35-39",35,2019,3,124,1777037,55982803
"Northeast","Male","35-39",35,2019,4,114,1777037,55982803
"Northeast","Male","35-39",35,2019,5,147,1777037,55982803
"Northeast","Male","35-39",35,2019,6,134,1777037,55982803
"Northeast","Male","35-39",35,2019,7,127,1777037,55982803
"Northeast","Male","35-39",35,2019,8,152,1777037,55982803
"Northeast","Male","35-39",35,2019,9,120,1777037,55982803
"Northeast","Male","35-39",35,2019,10,133,1777037,55982803
"Northeast","Male","35-39",35,2019,11,133,1777037,55982803
"Northeast","Male","35-39",35,2019,12,152,1777037,55982803
"Northeast","Male","40-44",40,2011,1,47,1885077,55604223
"Northeast","Male","40-44",40,2011,2,51,1885077,55604223
"Northeast","Male","40-44",40,2011,3,40,1885077,55604223
"Northeast","Male","40-44",40,2011,4,50,1885077,55604223
"Northeast","Male","40-44",40,2011,5,42,1885077,55604223
"Northeast","Male","40-44",40,2011,6,51,1885077,55604223
"Northeast","Male","40-44",40,2011,7,42,1885077,55604223
"Northeast","Male","40-44",40,2011,8,48,1885077,55604223
"Northeast","Male","40-44",40,2011,9,44,1885077,55604223
"Northeast","Male","40-44",40,2011,10,41,1885077,55604223
"Northeast","Male","40-44",40,2011,11,56,1885077,55604223
"Northeast","Male","40-44",40,2011,12,58,1885077,55604223
"Northeast","Male","40-44",40,2012,1,33,1854532,55775216
"Northeast","Male","40-44",40,2012,2,46,1854532,55775216
"Northeast","Male","40-44",40,2012,3,54,1854532,55775216
"Northeast","Male","40-44",40,2012,4,32,1854532,55775216
"Northeast","Male","40-44",40,2012,5,49,1854532,55775216
"Northeast","Male","40-44",40,2012,6,55,1854532,55775216
"Northeast","Male","40-44",40,2012,7,50,1854532,55775216
"Northeast","Male","40-44",40,2012,8,49,1854532,55775216
"Northeast","Male","40-44",40,2012,9,50,1854532,55775216
"Northeast","Male","40-44",40,2012,10,58,1854532,55775216
"Northeast","Male","40-44",40,2012,11,42,1854532,55775216
"Northeast","Male","40-44",40,2012,12,53,1854532,55775216
"Northeast","Male","40-44",40,2013,1,40,1808133,55901806
"Northeast","Male","40-44",40,2013,2,43,1808133,55901806
"Northeast","Male","40-44",40,2013,3,57,1808133,55901806
"Northeast","Male","40-44",40,2013,4,43,1808133,55901806
"Northeast","Male","40-44",40,2013,5,61,1808133,55901806
"Northeast","Male","40-44",40,2013,6,64,1808133,55901806
"Northeast","Male","40-44",40,2013,7,52,1808133,55901806
"Northeast","Male","40-44",40,2013,8,48,1808133,55901806
"Northeast","Male","40-44",40,2013,9,50,1808133,55901806
"Northeast","Male","40-44",40,2013,10,59,1808133,55901806
"Northeast","Male","40-44",40,2013,11,50,1808133,55901806
"Northeast","Male","40-44",40,2013,12,61,1808133,55901806
"Northeast","Male","40-44",40,2014,1,57,1754772,56006011
"Northeast","Male","40-44",40,2014,2,54,1754772,56006011
"Northeast","Male","40-44",40,2014,3,62,1754772,56006011
"Northeast","Male","40-44",40,2014,4,52,1754772,56006011
"Northeast","Male","40-44",40,2014,5,49,1754772,56006011
"Northeast","Male","40-44",40,2014,6,56,1754772,56006011
"Northeast","Male","40-44",40,2014,7,60,1754772,56006011
"Northeast","Male","40-44",40,2014,8,61,1754772,56006011
"Northeast","Male","40-44",40,2014,9,40,1754772,56006011
"Northeast","Male","40-44",40,2014,10,59,1754772,56006011
"Northeast","Male","40-44",40,2014,11,53,1754772,56006011
"Northeast","Male","40-44",40,2014,12,45,1754772,56006011
"Northeast","Male","40-44",40,2015,1,65,1696357,56034684
"Northeast","Male","40-44",40,2015,2,57,1696357,56034684
"Northeast","Male","40-44",40,2015,3,71,1696357,56034684
"Northeast","Male","40-44",40,2015,4,63,1696357,56034684
"Northeast","Male","40-44",40,2015,5,62,1696357,56034684
"Northeast","Male","40-44",40,2015,6,58,1696357,56034684
"Northeast","Male","40-44",40,2015,7,79,1696357,56034684
"Northeast","Male","40-44",40,2015,8,70,1696357,56034684
"Northeast","Male","40-44",40,2015,9,64,1696357,56034684
"Northeast","Male","40-44",40,2015,10,63,1696357,56034684
"Northeast","Male","40-44",40,2015,11,51,1696357,56034684
"Northeast","Male","40-44",40,2015,12,53,1696357,56034684
"Northeast","Male","40-44",40,2016,1,75,1638625,56042330
"Northeast","Male","40-44",40,2016,2,80,1638625,56042330
"Northeast","Male","40-44",40,2016,3,86,1638625,56042330
"Northeast","Male","40-44",40,2016,4,96,1638625,56042330
"Northeast","Male","40-44",40,2016,5,80,1638625,56042330
"Northeast","Male","40-44",40,2016,6,71,1638625,56042330
"Northeast","Male","40-44",40,2016,7,95,1638625,56042330
"Northeast","Male","40-44",40,2016,8,110,1638625,56042330
"Northeast","Male","40-44",40,2016,9,82,1638625,56042330
"Northeast","Male","40-44",40,2016,10,102,1638625,56042330
"Northeast","Male","40-44",40,2016,11,97,1638625,56042330
"Northeast","Male","40-44",40,2016,12,93,1638625,56042330
"Northeast","Male","40-44",40,2017,1,91,1613865,56059240
"Northeast","Male","40-44",40,2017,2,80,1613865,56059240
"Northeast","Male","40-44",40,2017,3,97,1613865,56059240
"Northeast","Male","40-44",40,2017,4,102,1613865,56059240
"Northeast","Male","40-44",40,2017,5,96,1613865,56059240
"Northeast","Male","40-44",40,2017,6,102,1613865,56059240
"Northeast","Male","40-44",40,2017,7,101,1613865,56059240
"Northeast","Male","40-44",40,2017,8,106,1613865,56059240
"Northeast","Male","40-44",40,2017,9,103,1613865,56059240
"Northeast","Male","40-44",40,2017,10,98,1613865,56059240
"Northeast","Male","40-44",40,2017,11,94,1613865,56059240
"Northeast","Male","40-44",40,2017,12,89,1613865,56059240
"Northeast","Male","40-44",40,2018,1,75,1613569,56046620
"Northeast","Male","40-44",40,2018,2,93,1613569,56046620
"Northeast","Male","40-44",40,2018,3,115,1613569,56046620
"Northeast","Male","40-44",40,2018,4,103,1613569,56046620
"Northeast","Male","40-44",40,2018,5,103,1613569,56046620
"Northeast","Male","40-44",40,2018,6,97,1613569,56046620
"Northeast","Male","40-44",40,2018,7,99,1613569,56046620
"Northeast","Male","40-44",40,2018,8,111,1613569,56046620
"Northeast","Male","40-44",40,2018,9,84,1613569,56046620
"Northeast","Male","40-44",40,2018,10,107,1613569,56046620
"Northeast","Male","40-44",40,2018,11,92,1613569,56046620
"Northeast","Male","40-44",40,2018,12,98,1613569,56046620
"Northeast","Male","40-44",40,2019,1,92,1623495,55982803
"Northeast","Male","40-44",40,2019,2,92,1623495,55982803
"Northeast","Male","40-44",40,2019,3,95,1623495,55982803
"Northeast","Male","40-44",40,2019,4,97,1623495,55982803
"Northeast","Male","40-44",40,2019,5,105,1623495,55982803
"Northeast","Male","40-44",40,2019,6,102,1623495,55982803
"Northeast","Male","40-44",40,2019,7,113,1623495,55982803
"Northeast","Male","40-44",40,2019,8,117,1623495,55982803
"Northeast","Male","40-44",40,2019,9,106,1623495,55982803
"Northeast","Male","40-44",40,2019,10,119,1623495,55982803
"Northeast","Male","40-44",40,2019,11,125,1623495,55982803
"Northeast","Male","40-44",40,2019,12,115,1623495,55982803
"Northeast","Male","45-49",45,2011,1,60,2043379,55604223
"Northeast","Male","45-49",45,2011,2,52,2043379,55604223
"Northeast","Male","45-49",45,2011,3,55,2043379,55604223
"Northeast","Male","45-49",45,2011,4,63,2043379,55604223
"Northeast","Male","45-49",45,2011,5,58,2043379,55604223
"Northeast","Male","45-49",45,2011,6,61,2043379,55604223
"Northeast","Male","45-49",45,2011,7,69,2043379,55604223
"Northeast","Male","45-49",45,2011,8,49,2043379,55604223
"Northeast","Male","45-49",45,2011,9,61,2043379,55604223
"Northeast","Male","45-49",45,2011,10,60,2043379,55604223
"Northeast","Male","45-49",45,2011,11,60,2043379,55604223
"Northeast","Male","45-49",45,2011,12,61,2043379,55604223
"Northeast","Male","45-49",45,2012,1,46,1997645,55775216
"Northeast","Male","45-49",45,2012,2,58,1997645,55775216
"Northeast","Male","45-49",45,2012,3,57,1997645,55775216
"Northeast","Male","45-49",45,2012,4,64,1997645,55775216
"Northeast","Male","45-49",45,2012,5,52,1997645,55775216
"Northeast","Male","45-49",45,2012,6,60,1997645,55775216
"Northeast","Male","45-49",45,2012,7,48,1997645,55775216
"Northeast","Male","45-49",45,2012,8,63,1997645,55775216
"Northeast","Male","45-49",45,2012,9,58,1997645,55775216
"Northeast","Male","45-49",45,2012,10,74,1997645,55775216
"Northeast","Male","45-49",45,2012,11,58,1997645,55775216
"Northeast","Male","45-49",45,2012,12,73,1997645,55775216
"Northeast","Male","45-49",45,2013,1,58,1946243,55901806
"Northeast","Male","45-49",45,2013,2,62,1946243,55901806
"Northeast","Male","45-49",45,2013,3,52,1946243,55901806
"Northeast","Male","45-49",45,2013,4,59,1946243,55901806
"Northeast","Male","45-49",45,2013,5,63,1946243,55901806
"Northeast","Male","45-49",45,2013,6,67,1946243,55901806
"Northeast","Male","45-49",45,2013,7,70,1946243,55901806
"Northeast","Male","45-49",45,2013,8,58,1946243,55901806
"Northeast","Male","45-49",45,2013,9,50,1946243,55901806
"Northeast","Male","45-49",45,2013,10,77,1946243,55901806
"Northeast","Male","45-49",45,2013,11,64,1946243,55901806
"Northeast","Male","45-49",45,2013,12,70,1946243,55901806
"Northeast","Male","45-49",45,2014,1,79,1895254,56006011
"Northeast","Male","45-49",45,2014,2,70,1895254,56006011
"Northeast","Male","45-49",45,2014,3,61,1895254,56006011
"Northeast","Male","45-49",45,2014,4,57,1895254,56006011
"Northeast","Male","45-49",45,2014,5,72,1895254,56006011
"Northeast","Male","45-49",45,2014,6,66,1895254,56006011
"Northeast","Male","45-49",45,2014,7,64,1895254,56006011
"Northeast","Male","45-49",45,2014,8,56,1895254,56006011
"Northeast","Male","45-49",45,2014,9,50,1895254,56006011
"Northeast","Male","45-49",45,2014,10,68,1895254,56006011
"Northeast","Male","45-49",45,2014,11,60,1895254,56006011
"Northeast","Male","45-49",45,2014,12,76,1895254,56006011
"Northeast","Male","45-49",45,2015,1,75,1863214,56034684
"Northeast","Male","45-49",45,2015,2,67,1863214,56034684
"Northeast","Male","45-49",45,2015,3,63,1863214,56034684
"Northeast","Male","45-49",45,2015,4,92,1863214,56034684
"Northeast","Male","45-49",45,2015,5,67,1863214,56034684
"Northeast","Male","45-49",45,2015,6,65,1863214,56034684
"Northeast","Male","45-49",45,2015,7,72,1863214,56034684
"Northeast","Male","45-49",45,2015,8,73,1863214,56034684
"Northeast","Male","45-49",45,2015,9,87,1863214,56034684
"Northeast","Male","45-49",45,2015,10,73,1863214,56034684
"Northeast","Male","45-49",45,2015,11,78,1863214,56034684
"Northeast","Male","45-49",45,2015,12,62,1863214,56034684
"Northeast","Male","45-49",45,2016,1,77,1840838,56042330
"Northeast","Male","45-49",45,2016,2,90,1840838,56042330
"Northeast","Male","45-49",45,2016,3,86,1840838,56042330
"Northeast","Male","45-49",45,2016,4,118,1840838,56042330
"Northeast","Male","45-49",45,2016,5,79,1840838,56042330
"Northeast","Male","45-49",45,2016,6,81,1840838,56042330
"Northeast","Male","45-49",45,2016,7,96,1840838,56042330
"Northeast","Male","45-49",45,2016,8,94,1840838,56042330
"Northeast","Male","45-49",45,2016,9,86,1840838,56042330
"Northeast","Male","45-49",45,2016,10,100,1840838,56042330
"Northeast","Male","45-49",45,2016,11,110,1840838,56042330
"Northeast","Male","45-49",45,2016,12,102,1840838,56042330
"Northeast","Male","45-49",45,2017,1,133,1806718,56059240
"Northeast","Male","45-49",45,2017,2,111,1806718,56059240
"Northeast","Male","45-49",45,2017,3,110,1806718,56059240
"Northeast","Male","45-49",45,2017,4,103,1806718,56059240
"Northeast","Male","45-49",45,2017,5,103,1806718,56059240
"Northeast","Male","45-49",45,2017,6,94,1806718,56059240
"Northeast","Male","45-49",45,2017,7,121,1806718,56059240
"Northeast","Male","45-49",45,2017,8,123,1806718,56059240
"Northeast","Male","45-49",45,2017,9,97,1806718,56059240
"Northeast","Male","45-49",45,2017,10,81,1806718,56059240
"Northeast","Male","45-49",45,2017,11,90,1806718,56059240
"Northeast","Male","45-49",45,2017,12,101,1806718,56059240
"Northeast","Male","45-49",45,2018,1,114,1758848,56046620
"Northeast","Male","45-49",45,2018,2,79,1758848,56046620
"Northeast","Male","45-49",45,2018,3,110,1758848,56046620
"Northeast","Male","45-49",45,2018,4,104,1758848,56046620
"Northeast","Male","45-49",45,2018,5,122,1758848,56046620
"Northeast","Male","45-49",45,2018,6,100,1758848,56046620
"Northeast","Male","45-49",45,2018,7,113,1758848,56046620
"Northeast","Male","45-49",45,2018,8,120,1758848,56046620
"Northeast","Male","45-49",45,2018,9,109,1758848,56046620
"Northeast","Male","45-49",45,2018,10,107,1758848,56046620
"Northeast","Male","45-49",45,2018,11,92,1758848,56046620
"Northeast","Male","45-49",45,2018,12,92,1758848,56046620
"Northeast","Male","45-49",45,2019,1,81,1704101,55982803
"Northeast","Male","45-49",45,2019,2,101,1704101,55982803
"Northeast","Male","45-49",45,2019,3,92,1704101,55982803
"Northeast","Male","45-49",45,2019,4,76,1704101,55982803
"Northeast","Male","45-49",45,2019,5,88,1704101,55982803
"Northeast","Male","45-49",45,2019,6,105,1704101,55982803
"Northeast","Male","45-49",45,2019,7,104,1704101,55982803
"Northeast","Male","45-49",45,2019,8,110,1704101,55982803
"Northeast","Male","45-49",45,2019,9,92,1704101,55982803
"Northeast","Male","45-49",45,2019,10,100,1704101,55982803
"Northeast","Male","45-49",45,2019,11,101,1704101,55982803
"Northeast","Male","45-49",45,2019,12,96,1704101,55982803
"Northeast","Male","50-54",50,2011,1,46,2076348,55604223
