"Notes","Ten-Year Age Groups","Ten-Year Age Groups Code","Census Division","Census Division Code","Year","Year Code",Deaths,Population,Crude Rate,Crude Rate Lower 95% Confidence Interval,Crude Rate Upper 95% Confidence Interval,Crude Rate Standard Error
,"15-24 years","15-24","Division 3: East North Central","CENS-D3","2009","2009",335,6535089,5.1,4.6,5.7,0.3
,"15-24 years","15-24","Division 3: East North Central","CENS-D3","2010","2010",400,6509827,6.1,5.5,6.7,0.3
,"15-24 years","15-24","Division 3: East North Central","CENS-D3","2011","2011",413,6504747,6.3,5.7,7.0,0.3
,"15-24 years","15-24","Division 3: East North Central","CENS-D3","2012","2012",453,6489442,7.0,6.3,7.6,0.3
,"15-24 years","15-24","Division 3: East North Central","CENS-D3","2013","2013",491,6488635,7.6,6.9,8.2,0.3
,"15-24 years","15-24","Division 3: East North Central","CENS-D3","2014","2014",538,6469546,8.3,7.6,9.0,0.4
,"15-24 years","15-24","Division 3: East North Central","CENS-D3","2015","2015",628,6424632,9.8,9.0,10.5,0.4
,"15-24 years","15-24","Division 3: East North Central","CENS-D3","2016","2016",812,6367115,12.8,11.9,13.6,0.4
,"15-24 years","15-24","Division 3: East North Central","CENS-D3","2017","2017",865,6313071,13.7,12.8,14.6,0.5
,"15-24 years","15-24","Division 3: East North Central","CENS-D3","2018","2018",678,6246086,10.9,10.0,11.7,0.4
,"15-24 years","15-24","Division 3: East North Central","CENS-D3","2019","2019",594,6184693,9.6,8.8,10.4,0.4
,"15-24 years","15-24","Division 3: East North Central","CENS-D3","2020","2020",920,6123454,15.0,14.1,16.0,0.5
,"15-24 years","15-24","Division 4: West North Central","CENS-D4","1999","1999",18,2757350,Unreliable,0.4,1.0,0.2
,"15-24 years","15-24","Division 4: West North Central","CENS-D4","2000","2000",30,2784633,1.1,0.7,1.5,0.2
,"15-24 years","15-24","Division 4: West North Central","CENS-D4","2001","2001",36,2845144,1.3,0.9,1.8,0.2
,"15-24 years","15-24","Division 4: West North Central","CENS-D4","2002","2002",47,2880383,1.6,1.2,2.2,0.2
,"15-24 years","15-24","Division 4: West North Central","CENS-D4","2003","2003",66,2913757,2.3,1.8,2.9,0.3
,"15-24 years","15-24","Division 4: West North Central","CENS-D4","2004","2004",66,2939002,2.2,1.7,2.9,0.3
,"15-24 years","15-24","Division 4: West North Central","CENS-D4","2005","2005",76,2953191,2.6,2.0,3.2,0.3
,"15-24 years","15-24","Division 4: West North Central","CENS-D4","2006","2006",97,2957175,3.3,2.7,4.0,0.3
,"15-24 years","15-24","Division 4: West North Central","CENS-D4","2007","2007",117,2930806,4.0,3.3,4.7,0.4
,"15-24 years","15-24","Division 4: West North Central","CENS-D4","2008","2008",116,2917701,4.0,3.3,4.7,0.4
,"15-24 years","15-24","Division 4: West North Central","CENS-D4","2009","2009",155,2896428,5.4,4.5,6.2,0.4
,"15-24 years","15-24","Division 4: West North Central","CENS-D4","2010","2010",149,2878877,5.2,4.3,6.0,0.4
,"15-24 years","15-24","Division 4: West North Central","CENS-D4","2011","2011",149,2885095,5.2,4.3,6.0,0.4
,"15-24 years","15-24","Division 4: West North Central","CENS-D4","2012","2012",134,2891892,4.6,3.8,5.4,0.4
,"15-24 years","15-24","Division 4: West North Central","CENS-D4","2013","2013",144,2909308,4.9,4.1,5.8,0.4
,"15-24 years","15-24","Division 4: West North Central","CENS-D4","2014","2014",152,2920621,5.2,4.4,6.0,0.4
,"15-24 years","15-24","Division 4: West North Central","CENS-D4","2015","2015",152,2926346,5.2,4.4,6.0,0.4
,"15-24 years","15-24","Division 4: West North Central","CENS-D4","2016","2016",225,2908106,7.7,6.7,8.7,0.5
,"15-24 years","15-24","Division 4: West North Central","CENS-D4","2017","2017",218,2885671,7.6,6.6,8.6,0.5
,"15-24 years","15-24","Division 4: West North Central","CENS-D4","2018","2018",216,2870562,7.5,6.5,8.5,0.5
,"15-24 years","15-24","Division 4: West North Central","CENS-D4","2019","2019",227,2855014,8.0,6.9,9.0,0.5
,"15-24 years","15-24","Division 4: West North Central","CENS-D4","2020","2020",356,2854714,12.5,11.2,13.8,0.7
,"15-24 years","15-24","Division 5: South Atlantic","CENS-D5","1999","1999",127,6784538,1.9,1.5,2.2,0.2
,"15-24 years","15-24","Division 5: South Atlantic","CENS-D5","2000","2000",194,6902941,2.8,2.4,3.2,0.2
,"15-24 years","15-24","Division 5: South Atlantic","CENS-D5","2001","2001",270,7136509,3.8,3.3,4.2,0.2
,"15-24 years","15-24","Division 5: South Atlantic","CENS-D5","2002","2002",328,7289438,4.5,4.0,5.0,0.2
,"15-24 years","15-24","Division 5: South Atlantic","CENS-D5","2003","2003",359,7414997,4.8,4.3,5.3,0.3
,"15-24 years","15-24","Division 5: South Atlantic","CENS-D5","2004","2004",387,7611826,5.1,4.6,5.6,0.3
,"15-24 years","15-24","Division 5: South Atlantic","CENS-D5","2005","2005",382,7777338,4.9,4.4,5.4,0.3
,"15-24 years","15-24","Division 5: South Atlantic","CENS-D5","2006","2006",509,7952410,6.4,5.8,7.0,0.3
,"15-24 years","15-24","Division 5: South Atlantic","CENS-D5","2007","2007",533,8062150,6.6,6.0,7.2,0.3
,"15-24 years","15-24","Division 5: South Atlantic","CENS-D5","2008","2008",554,8144319,6.8,6.2,7.4,0.3
,"15-24 years","15-24","Division 5: South Atlantic","CENS-D5","2009","2009",486,8200072,5.9,5.4,6.5,0.3
,"15-24 years","15-24","Division 5: South Atlantic","CENS-D5","2010","2010",498,8221636,6.1,5.5,6.6,0.3
,"15-24 years","15-24","Division 5: South Atlantic","CENS-D5","2011","2011",484,8274215,5.8,5.3,6.4,0.3
,"15-24 years","15-24","Division 5: South Atlantic","CENS-D5","2012","2012",401,8330555,4.8,4.3,5.3,0.2
,"15-24 years","15-24","Division 5: South Atlantic","CENS-D5","2013","2013",378,8335049,4.5,4.1,5.0,0.2
,"15-24 years","15-24","Division 5: South Atlantic","CENS-D5","2014","2014",516,8349766,6.2,5.6,6.7,0.3
,"15-24 years","15-24","Division 5: South Atlantic","CENS-D5","2015","2015",606,8342080,7.3,6.7,7.8,0.3
,"15-24 years","15-24","Division 5: South Atlantic","CENS-D5","2016","2016",839,8279234,10.1,9.4,10.8,0.3
,"15-24 years","15-24","Division 5: South Atlantic","CENS-D5","2017","2017",906,8273354,11.0,10.2,11.7,0.4
,"15-24 years","15-24","Division 5: South Atlantic","CENS-D5","2018","2018",752,8267291,9.1,8.4,9.7,0.3
,"15-24 years","15-24","Division 5: South Atlantic","CENS-D5","2019","2019",800,8239193,9.7,9.0,10.4,0.3
,"15-24 years","15-24","Division 5: South Atlantic","CENS-D5","2020","2020",1192,8265129,14.4,13.6,15.2,0.4
,"15-24 years","15-24","Division 6: East South Central","CENS-D6","1999","1999",15,2430792,Unreliable,0.3,1.0,0.2
,"15-24 years","15-24","Division 6: East South Central","CENS-D6","2000","2000",31,2431145,1.3,0.9,1.8,0.2
,"15-24 years","15-24","Division 6: East South Central","CENS-D6","2001","2001",44,2469510,1.8,1.3,2.4,0.3
,"15-24 years","15-24","Division 6: East South Central","CENS-D6","2002","2002",56,2480996,2.3,1.7,2.9,0.3
,"15-24 years","15-24","Division 6: East South Central","CENS-D6","2003","2003",82,2489229,3.3,2.6,4.1,0.4
,"15-24 years","15-24","Division 6: East South Central","CENS-D6","2004","2004",93,2505984,3.7,3.0,4.5,0.4
,"15-24 years","15-24","Division 6: East South Central","CENS-D6","2005","2005",103,2521356,4.1,3.3,4.9,0.4
,"15-24 years","15-24","Division 6: East South Central","CENS-D6","2006","2006",132,2519145,5.2,4.3,6.1,0.5
,"15-24 years","15-24","Division 6: East South Central","CENS-D6","2007","2007",138,2541438,5.4,4.5,6.3,0.5
,"15-24 years","15-24","Division 6: East South Central","CENS-D6","2008","2008",120,2549177,4.7,3.9,5.5,0.4
,"15-24 years","15-24","Division 6: East South Central","CENS-D6","2009","2009",119,2561550,4.6,3.8,5.5,0.4
,"15-24 years","15-24","Division 6: East South Central","CENS-D6","2010","2010",133,2564499,5.2,4.3,6.1,0.4
,"15-24 years","15-24","Division 6: East South Central","CENS-D6","2011","2011",116,2577005,4.5,3.7,5.3,0.4
,"15-24 years","15-24","Division 6: East South Central","CENS-D6","2012","2012",129,2581331,5.0,4.1,5.9,0.4
,"15-24 years","15-24","Division 6: East South Central","CENS-D6","2013","2013",136,2589808,5.3,4.4,6.1,0.5
,"15-24 years","15-24","Division 6: East South Central","CENS-D6","2014","2014",137,2591617,5.3,4.4,6.2,0.5
,"15-24 years","15-24","Division 6: East South Central","CENS-D6","2015","2015",152,2571948,5.9,5.0,6.8,0.5
,"15-24 years","15-24","Division 6: East South Central","CENS-D6","2016","2016",210,2545848,8.2,7.1,9.4,0.6
,"15-24 years","15-24","Division 6: East South Central","CENS-D6","2017","2017",220,2526790,8.7,7.6,9.9,0.6
,"15-24 years","15-24","Division 6: East South Central","CENS-D6","2018","2018",202,2513211,8.0,6.9,9.1,0.6
,"15-24 years","15-24","Division 6: East South Central","CENS-D6","2019","2019",228,2491577,9.2,8.0,10.3,0.6
,"15-24 years","15-24","Division 6: East South Central","CENS-D6","2020","2020",403,2486474,16.2,14.6,17.8,0.8
,"15-24 years","15-24","Division 7: West South Central","CENS-D7","1999","1999",56,4704297,1.2,0.9,1.5,0.2
,"15-24 years","15-24","Division 7: West South Central","CENS-D7","2000","2000",60,4764053,1.3,1.0,1.6,0.2
,"15-24 years","15-24","Division 7: West South Central","CENS-D7","2001","2001",106,4891650,2.2,1.8,2.6,0.2
,"15-24 years","15-24","Division 7: West South Central","CENS-D7","2002","2002",142,4979739,2.9,2.4,3.3,0.2
,"15-24 years","15-24","Division 7: West South Central","CENS-D7","2003","2003",166,5042323,3.3,2.8,3.8,0.3
,"15-24 years","15-24","Division 7: West South Central","CENS-D7","2004","2004",209,5096293,4.1,3.5,4.7,0.3
,"15-24 years","15-24","Division 7: West South Central","CENS-D7","2005","2005",208,5131072,4.1,3.5,4.6,0.3
,"15-24 years","15-24","Division 7: West South Central","CENS-D7","2006","2006",265,5136970,5.2,4.5,5.8,0.3
,"15-24 years","15-24","Division 7: West South Central","CENS-D7","2007","2007",270,5180868,5.2,4.6,5.8,0.3
,"15-24 years","15-24","Division 7: West South Central","CENS-D7","2008","2008",245,5222807,4.7,4.1,5.3,0.3
,"15-24 years","15-24","Division 7: West South Central","CENS-D7","2009","2009",258,5273345,4.9,4.3,5.5,0.3
,"15-24 years","15-24","Division 7: West South Central","CENS-D7","2010","2010",266,5302472,5.0,4.4,5.6,0.3
,"15-24 years","15-24","Division 7: West South Central","CENS-D7","2011","2011",296,5361416,5.5,4.9,6.1,0.3
,"15-24 years","15-24","Division 7: West South Central","CENS-D7","2012","2012",255,5418100,4.7,4.1,5.3,0.3
,"15-24 years","15-24","Division 7: West South Central","CENS-D7","2013","2013",244,5462952,4.5,3.9,5.0,0.3
,"15-24 years","15-24","Division 7: West South Central","CENS-D7","2014","2014",207,5508519,3.8,3.2,4.3,0.3
,"15-24 years","15-24","Division 7: West South Central","CENS-D7","2015","2015",224,5551744,4.0,3.5,4.6,0.3
,"15-24 years","15-24","Division 7: West South Central","CENS-D7","2016","2016",263,5549559,4.7,4.2,5.3,0.3
,"15-24 years","15-24","Division 7: West South Central","CENS-D7","2017","2017",240,5555464,4.3,3.8,4.9,0.3
,"15-24 years","15-24","Division 7: West South Central","CENS-D7","2018","2018",219,5573382,3.9,3.4,4.4,0.3
,"15-24 years","15-24","Division 7: West South Central","CENS-D7","2019","2019",195,5589885,3.5,3.0,4.0,0.2
,"15-24 years","15-24","Division 7: West South Central","CENS-D7","2020","2020",422,5633936,7.5,6.8,8.2,0.4
,"15-24 years","15-24","Division 8: Mountain","CENS-D8","1999","1999",52,2665350,2.0,1.5,2.6,0.3
,"15-24 years","15-24","Division 8: Mountain","CENS-D8","2000","2000",76,2719604,2.8,2.2,3.5,0.3
,"15-24 years","15-24","Division 8: Mountain","CENS-D8","2001","2001",72,2821401,2.6,2.0,3.2,0.3
,"15-24 years","15-24","Division 8: Mountain","CENS-D8","2002","2002",86,2881921,3.0,2.4,3.7,0.3
,"15-24 years","15-24","Division 8: Mountain","CENS-D8","2003","2003",124,2922754,4.2,3.5,5.0,0.4
,"15-24 years","15-24","Division 8: Mountain","CENS-D8","2004","2004",162,2964634,5.5,4.6,6.3,0.4
,"15-24 years","15-24","Division 8: Mountain","CENS-D8","2005","2005",177,3011384,5.9,5.0,6.7,0.4
,"15-24 years","15-24","Division 8: Mountain","CENS-D8","2006","2006",213,3055972,7.0,6.0,7.9,0.5
,"15-24 years","15-24","Division 8: Mountain","CENS-D8","2007","2007",232,3088022,7.5,6.5,8.5,0.5
,"15-24 years","15-24","Division 8: Mountain","CENS-D8","2008","2008",219,3116288,7.0,6.1,8.0,0.5
,"15-24 years","15-24","Division 8: Mountain","CENS-D8","2009","2009",276,3125004,8.8,7.8,9.9,0.5
,"15-24 years","15-24","Division 8: Mountain","CENS-D8","2010","2010",264,3128095,8.4,7.4,9.5,0.5
,"15-24 years","15-24","Division 8: Mountain","CENS-D8","2011","2011",298,3166159,9.4,8.3,10.5,0.5
,"15-24 years","15-24","Division 8: Mountain","CENS-D8","2012","2012",223,3187916,7.0,6.1,7.9,0.5
,"15-24 years","15-24","Division 8: Mountain","CENS-D8","2013","2013",272,3223808,8.4,7.4,9.4,0.5
,"15-24 years","15-24","Division 8: Mountain","CENS-D8","2014","2014",219,3247273,6.7,5.9,7.6,0.5
,"15-24 years","15-24","Division 8: Mountain","CENS-D8","2015","2015",239,3271188,7.3,6.4,8.2,0.5
,"15-24 years","15-24","Division 8: Mountain","CENS-D8","2016","2016",305,3280682,9.3,8.3,10.3,0.5
,"15-24 years","15-24","Division 8: Mountain","CENS-D8","2017","2017",293,3272473,9.0,7.9,10.0,0.5
,"15-24 years","15-24","Division 8: Mountain","CENS-D8","2018","2018",358,3311715,10.8,9.7,11.9,0.6
,"15-24 years","15-24","Division 8: Mountain","CENS-D8","2019","2019",399,3331036,12.0,10.8,13.2,0.6
,"15-24 years","15-24","Division 8: Mountain","CENS-D8","2020","2020",686,3368744,20.4,18.8,21.9,0.8
,"15-24 years","15-24","Division 9: Pacific","CENS-D9","1999","1999",102,6235162,1.6,1.3,2.0,0.2
,"15-24 years","15-24","Division 9: Pacific","CENS-D9","2000","2000",63,6379559,1.0,0.8,1.3,0.1
,"15-24 years","15-24","Division 9: Pacific","CENS-D9","2001","2001",50,6584833,0.8,0.6,1.0,0.1
,"15-24 years","15-24","Division 9: Pacific","CENS-D9","2002","2002",106,6716522,1.6,1.3,1.9,0.2
,"15-24 years","15-24","Division 9: Pacific","CENS-D9","2003","2003",123,6819119,1.8,1.5,2.1,0.2
,"15-24 years","15-24","Division 9: Pacific","CENS-D9","2004","2004",149,6922180,2.2,1.8,2.5,0.2
,"15-24 years","15-24","Division 9: Pacific","CENS-D9","2005","2005",157,7020775,2.2,1.9,2.6,0.2
,"15-24 years","15-24","Division 9: Pacific","CENS-D9","2006","2006",196,7096814,2.8,2.4,3.1,0.2
,"15-24 years","15-24","Division 9: Pacific","CENS-D9","2007","2007",220,7161987,3.1,2.7,3.5,0.2
,"15-24 years","15-24","Division 9: Pacific","CENS-D9","2008","2008",281,7230864,3.9,3.4,4.3,0.2
,"15-24 years","15-24","Division 9: Pacific","CENS-D9","2009","2009",252,7284929,3.5,3.0,3.9,0.2
,"15-24 years","15-24","Division 9: Pacific","CENS-D9","2010","2010",292,7309820,4.0,3.5,4.5,0.2
,"15-24 years","15-24","Division 9: Pacific","CENS-D9","2011","2011",307,7352574,4.2,3.7,4.6,0.2
,"15-24 years","15-24","Division 9: Pacific","CENS-D9","2012","2012",284,7375184,3.9,3.4,4.3,0.2
,"15-24 years","15-24","Division 9: Pacific","CENS-D9","2013","2013",249,7331959,3.4,3.0,3.8,0.2
,"15-24 years","15-24","Division 9: Pacific","CENS-D9","2014","2014",281,7298676,3.9,3.4,4.3,0.2
,"15-24 years","15-24","Division 9: Pacific","CENS-D9","2015","2015",269,7227801,3.7,3.3,4.2,0.2
,"15-24 years","15-24","Division 9: Pacific","CENS-D9","2016","2016",329,7119933,4.6,4.1,5.1,0.3
,"15-24 years","15-24","Division 9: Pacific","CENS-D9","2017","2017",316,7038337,4.5,4.0,5.0,0.3
,"15-24 years","15-24","Division 9: Pacific","CENS-D9","2018","2018",324,6965488,4.7,4.1,5.2,0.3
,"15-24 years","15-24","Division 9: Pacific","CENS-D9","2019","2019",532,6882862,7.7,7.1,8.4,0.3
,"15-24 years","15-24","Division 9: Pacific","CENS-D9","2020","2020",1088,6808489,16.0,15.0,16.9,0.5
,"25-34 years","25-34","Division 1: New England","CENS-D1","1999","1999",156,1958590,8.0,6.7,9.2,0.6
,"25-34 years","25-34","Division 1: New England","CENS-D1","2000","2000",146,1910999,7.6,6.4,8.9,0.6
,"25-34 years","25-34","Division 1: New England","CENS-D1","2001","2001",191,1863653,10.2,8.8,11.7,0.7
,"25-34 years","25-34","Division 1: New England","CENS-D1","2002","2002",226,1834615,12.3,10.7,13.9,0.8
,"25-34 years","25-34","Division 1: New England","CENS-D1","2003","2003",234,1804669,13.0,11.3,14.6,0.8
,"25-34 years","25-34","Division 1: New England","CENS-D1","2004","2004",201,1771917,11.3,9.8,12.9,0.8
,"25-34 years","25-34","Division 1: New England","CENS-D1","2005","2005",217,1732642,12.5,10.9,14.2,0.9
,"25-34 years","25-34","Division 1: New England","CENS-D1","2006","2006",262,1705631,15.4,13.5,17.2,0.9
,"25-34 years","25-34","Division 1: New England","CENS-D1","2007","2007",279,1698269,16.4,14.5,18.4,1.0
,"25-34 years","25-34","Division 1: New England","CENS-D1","2008","2008",272,1714904,15.9,14.0,17.7,1.0
,"25-34 years","25-34","Division 1: New England","CENS-D1","2009","2009",288,1735132,16.6,14.7,18.5,1.0
,"25-34 years","25-34","Division 1: New England","CENS-D1","2010","2010",264,1751198,15.1,13.3,16.9,0.9
,"25-34 years","25-34","Division 1: New England","CENS-D1","2011","2011",327,1788805,18.3,16.3,20.3,1.0
,"25-34 years","25-34","Division 1: New England","CENS-D1","2012","2012",347,1825729,19.0,17.0,21.0,1.0
,"25-34 years","25-34","Division 1: New England","CENS-D1","2013","2013",476,1861735,25.6,23.3,27.9,1.2
,"25-34 years","25-34","Division 1: New England","CENS-D1","2014","2014",697,1889012,36.9,34.2,39.6,1.4
,"25-34 years","25-34","Division 1: New England","CENS-D1","2015","2015",958,1909359,50.2,47.0,53.4,1.6
,"25-34 years","25-34","Division 1: New England","CENS-D1","2016","2016",1203,1927764,62.4,58.9,65.9,1.8
,"25-34 years","25-34","Division 1: New England","CENS-D1","2017","2017",1220,1958087,62.3,58.8,65.8,1.8
,"25-34 years","25-34","Division 1: New England","CENS-D1","2018","2018",1168,1988040,58.8,55.4,62.1,1.7
,"25-34 years","25-34","Division 1: New England","CENS-D1","2019","2019",1114,2000728,55.7,52.4,58.9,1.7
,"25-34 years","25-34","Division 1: New England","CENS-D1","2020","2020",1115,2009208,55.5,52.2,58.8,1.7
,"25-34 years","25-34","Division 2: Middle Atlantic","CENS-D2","1999","1999",269,5600011,4.8,4.2,5.4,0.3
,"25-34 years","25-34","Division 2: Middle Atlantic","CENS-D2","2000","2000",276,5506850,5.0,4.4,5.6,0.3
,"25-34 years","25-34","Division 2: Middle Atlantic","CENS-D2","2001","2001",262,5384903,4.9,4.3,5.5,0.3
,"25-34 years","25-34","Division 2: Middle Atlantic","CENS-D2","2002","2002",261,5325071,4.9,4.3,5.5,0.3
,"25-34 years","25-34","Division 2: Middle Atlantic","CENS-D2","2003","2003",285,5279907,5.4,4.8,6.0,0.3
,"25-34 years","25-34","Division 2: Middle Atlantic","CENS-D2","2004","2004",245,5224964,4.7,4.1,5.3,0.3
,"25-34 years","25-34","Division 2: Middle Atlantic","CENS-D2","2005","2005",292,5160186,5.7,5.0,6.3,0.3
,"25-34 years","25-34","Division 2: Middle Atlantic","CENS-D2","2006","2006",342,5113475,6.7,6.0,7.4,0.4
,"25-34 years","25-34","Division 2: Middle Atlantic","CENS-D2","2007","2007",406,5118399,7.9,7.2,8.7,0.4
,"25-34 years","25-34","Division 2: Middle Atlantic","CENS-D2","2008","2008",392,5176140,7.6,6.8,8.3,0.4
