"Notes","Census Region","Census Region Code","Year","Year Code","Month","Month Code","Single-Year Ages","Single-Year Ages Code",Deaths,Population,Crude Rate
,"Census Region 3: South","CENS-R3","2004","2004","Sep., 2004","2004/09","35 years","35",187,Not Applicable,Not Applicable
,"Census Region 3: South","CENS-R3","2004","2004","Sep., 2004","2004/09","36 years","36",156,Not Applicable,Not Applicable
,"Census Region 3: South","CENS-R3","2004","2004","Sep., 2004","2004/09","37 years","37",214,Not Applicable,Not Applicable
,"Census Region 3: South","CENS-R3","2004","2004","Sep., 2004","2004/09","38 years","38",226,Not Applicable,Not Applicable
,"Census Region 3: South","CENS-R3","2004","2004","Sep., 2004","2004/09","39 years","39",298,Not Applicable,Not Applicable
,"Census Region 3: South","CENS-R3","2004","2004","Sep., 2004","2004/09","40 years","40",299,Not Applicable,Not Applicable
,"Census Region 3: South","CENS-R3","2004","2004","Sep., 2004","2004/09","41 years","41",339,Not Applicable,Not Applicable
,"Census Region 3: South","CENS-R3","2004","2004","Sep., 2004","2004/09","42 years","42",366,Not Applicable,Not Applicable
,"Census Region 3: South","CENS-R3","2004","2004","Sep., 2004","2004/09","43 years","43",400,Not Applicable,Not Applicable
,"Census Region 3: South","CENS-R3","2004","2004","Sep., 2004","2004/09","44 years","44",430,Not Applicable,Not Applicable
,"Census Region 3: South","CENS-R3","2004","2004","Sep., 2004","2004/09","45 years","45",469,Not Applicable,Not Applicable
,"Census Region 3: South","CENS-R3","2004","2004","Sep., 2004","2004/09","46 years","46",459,Not Applicable,Not Applicable
,"Census Region 3: South","CENS-R3","2004","2004","Sep., 2004","2004/09","47 years","47",516,Not Applicable,Not Applicable
,"Census Region 3: South","CENS-R3","2004","2004","Sep., 2004","2004/09","48 years","48",533,Not Applicable,Not Applicable
,"Census Region 3: South","CENS-R3","2004","2004","Sep., 2004","2004/09","49 years","49",560,Not Applicable,Not Applicable
,"Census Region 3: South","CENS-R3","2004","2004","Sep., 2004","2004/09","50 years","50",567,Not Applicable,Not Applicable
,"Census Region 3: South","CENS-R3","2004","2004","Sep., 2004","2004/09","51 years","51",617,Not Applicable,Not Applicable
,"Census Region 3: South","CENS-R3","2004","2004","Sep., 2004","2004/09","52 years","52",636,Not Applicable,Not Applicable
,"Census Region 3: South","CENS-R3","2004","2004","Sep., 2004","2004/09","53 years","53",647,Not Applicable,Not Applicable
,"Census Region 3: South","CENS-R3","2004","2004","Sep., 2004","2004/09","54 years","54",705,Not Applicable,Not Applicable
,"Census Region 3: South","CENS-R3","2004","2004","Sep., 2004","2004/09","55 years","55",754,Not Applicable,Not Applicable
,"Census Region 3: South","CENS-R3","2004","2004","Sep., 2004","2004/09","56 years","56",797,Not Applicable,Not Applicable
,"Census Region 3: South","CENS-R3","2004","2004","Sep., 2004","2004/09","57 years","57",927,Not Applicable,Not Applicable
,"Census Region 3: South","CENS-R3","2004","2004","Sep., 2004","2004/09","58 years","58",781,Not Applicable,Not Applicable
,"Census Region 3: South","CENS-R3","2004","2004","Sep., 2004","2004/09","59 years","59",837,Not Applicable,Not Applicable
,"Census Region 3: South","CENS-R3","2004","2004","Sep., 2004","2004/09","60 years","60",886,Not Applicable,Not Applicable
,"Census Region 3: South","CENS-R3","2004","2004","Sep., 2004","2004/09","61 years","61",972,Not Applicable,Not Applicable
,"Census Region 3: South","CENS-R3","2004","2004","Sep., 2004","2004/09","62 years","62",1000,Not Applicable,Not Applicable
,"Census Region 3: South","CENS-R3","2004","2004","Sep., 2004","2004/09","63 years","63",935,Not Applicable,Not Applicable
,"Census Region 3: South","CENS-R3","2004","2004","Sep., 2004","2004/09","64 years","64",1016,Not Applicable,Not Applicable
,"Census Region 3: South","CENS-R3","2004","2004","Sep., 2004","2004/09","65 years","65",994,Not Applicable,Not Applicable
,"Census Region 3: South","CENS-R3","2004","2004","Sep., 2004","2004/09","66 years","66",1091,Not Applicable,Not Applicable
,"Census Region 3: South","CENS-R3","2004","2004","Sep., 2004","2004/09","67 years","67",1082,Not Applicable,Not Applicable
,"Census Region 3: South","CENS-R3","2004","2004","Sep., 2004","2004/09","68 years","68",1079,Not Applicable,Not Applicable
,"Census Region 3: South","CENS-R3","2004","2004","Sep., 2004","2004/09","69 years","69",1184,Not Applicable,Not Applicable
,"Census Region 3: South","CENS-R3","2004","2004","Sep., 2004","2004/09","70 years","70",1207,Not Applicable,Not Applicable
,"Census Region 3: South","CENS-R3","2004","2004","Sep., 2004","2004/09","71 years","71",1315,Not Applicable,Not Applicable
,"Census Region 3: South","CENS-R3","2004","2004","Sep., 2004","2004/09","72 years","72",1360,Not Applicable,Not Applicable
,"Census Region 3: South","CENS-R3","2004","2004","Sep., 2004","2004/09","73 years","73",1429,Not Applicable,Not Applicable
,"Census Region 3: South","CENS-R3","2004","2004","Sep., 2004","2004/09","74 years","74",1555,Not Applicable,Not Applicable
,"Census Region 3: South","CENS-R3","2004","2004","Sep., 2004","2004/09","75 years","75",1583,Not Applicable,Not Applicable
,"Census Region 3: South","CENS-R3","2004","2004","Sep., 2004","2004/09","76 years","76",1701,Not Applicable,Not Applicable
,"Census Region 3: South","CENS-R3","2004","2004","Sep., 2004","2004/09","77 years","77",1768,Not Applicable,Not Applicable
,"Census Region 3: South","CENS-R3","2004","2004","Sep., 2004","2004/09","78 years","78",1883,Not Applicable,Not Applicable
,"Census Region 3: South","CENS-R3","2004","2004","Sep., 2004","2004/09","79 years","79",1896,Not Applicable,Not Applicable
,"Census Region 3: South","CENS-R3","2004","2004","Sep., 2004","2004/09","80 years","80",2114,Not Applicable,Not Applicable
,"Census Region 3: South","CENS-R3","2004","2004","Sep., 2004","2004/09","81 years","81",2038,Not Applicable,Not Applicable
,"Census Region 3: South","CENS-R3","2004","2004","Sep., 2004","2004/09","82 years","82",2108,Not Applicable,Not Applicable
,"Census Region 3: South","CENS-R3","2004","2004","Sep., 2004","2004/09","83 years","83",2030,Not Applicable,Not Applicable
,"Census Region 3: South","CENS-R3","2004","2004","Sep., 2004","2004/09","84 years","84",2153,Not Applicable,Not Applicable
,"Census Region 3: South","CENS-R3","2004","2004","Sep., 2004","2004/09","85 years","85",1852,Not Applicable,Not Applicable
,"Census Region 3: South","CENS-R3","2004","2004","Sep., 2004","2004/09","86 years","86",1870,Not Applicable,Not Applicable
,"Census Region 3: South","CENS-R3","2004","2004","Sep., 2004","2004/09","87 years","87",1793,Not Applicable,Not Applicable
,"Census Region 3: South","CENS-R3","2004","2004","Sep., 2004","2004/09","88 years","88",1688,Not Applicable,Not Applicable
,"Census Region 3: South","CENS-R3","2004","2004","Sep., 2004","2004/09","89 years","89",1628,Not Applicable,Not Applicable
,"Census Region 3: South","CENS-R3","2004","2004","Sep., 2004","2004/09","90 years","90",1549,Not Applicable,Not Applicable
,"Census Region 3: South","CENS-R3","2004","2004","Sep., 2004","2004/09","91 years","91",1291,Not Applicable,Not Applicable
,"Census Region 3: South","CENS-R3","2004","2004","Sep., 2004","2004/09","92 years","92",1214,Not Applicable,Not Applicable
,"Census Region 3: South","CENS-R3","2004","2004","Sep., 2004","2004/09","93 years","93",1015,Not Applicable,Not Applicable
,"Census Region 3: South","CENS-R3","2004","2004","Sep., 2004","2004/09","94 years","94",854,Not Applicable,Not Applicable
,"Census Region 3: South","CENS-R3","2004","2004","Sep., 2004","2004/09","95 years","95",638,Not Applicable,Not Applicable
,"Census Region 3: South","CENS-R3","2004","2004","Sep., 2004","2004/09","96 years","96",590,Not Applicable,Not Applicable
,"Census Region 3: South","CENS-R3","2004","2004","Sep., 2004","2004/09","97 years","97",415,Not Applicable,Not Applicable
,"Census Region 3: South","CENS-R3","2004","2004","Sep., 2004","2004/09","98 years","98",293,Not Applicable,Not Applicable
,"Census Region 3: South","CENS-R3","2004","2004","Sep., 2004","2004/09","99 years","99",236,Not Applicable,Not Applicable
,"Census Region 3: South","CENS-R3","2004","2004","Sep., 2004","2004/09","100+ years","100",427,Not Applicable,Not Applicable
,"Census Region 3: South","CENS-R3","2004","2004","Sep., 2004","2004/09","Not Stated","NS",10,Not Applicable,Not Applicable
,"Census Region 3: South","CENS-R3","2004","2004","Oct., 2004","2004/10","< 1 year","0",1005,Not Applicable,Not Applicable
,"Census Region 3: South","CENS-R3","2004","2004","Oct., 2004","2004/10","1 year","1",54,Not Applicable,Not Applicable
,"Census Region 3: South","CENS-R3","2004","2004","Oct., 2004","2004/10","2 years","2",42,Not Applicable,Not Applicable
,"Census Region 3: South","CENS-R3","2004","2004","Oct., 2004","2004/10","3 years","3",30,Not Applicable,Not Applicable
,"Census Region 3: South","CENS-R3","2004","2004","Oct., 2004","2004/10","4 years","4",21,Not Applicable,Not Applicable
,"Census Region 3: South","CENS-R3","2004","2004","Oct., 2004","2004/10","5 years","5",25,Not Applicable,Not Applicable
,"Census Region 3: South","CENS-R3","2004","2004","Oct., 2004","2004/10","6 years","6",20,Not Applicable,Not Applicable
,"Census Region 3: South","CENS-R3","2004","2004","Oct., 2004","2004/10","7 years","7",14,Not Applicable,Not Applicable
,"Census Region 3: South","CENS-R3","2004","2004","Oct., 2004","2004/10","8 years","8",19,Not Applicable,Not Applicable
,"Census Region 3: South","CENS-R3","2004","2004","Oct., 2004","2004/10","9 years","9",21,Not Applicable,Not Applicable
,"Census Region 3: South","CENS-R3","2004","2004","Oct., 2004","2004/10","10 years","10",17,Not Applicable,Not Applicable
,"Census Region 3: South","CENS-R3","2004","2004","Oct., 2004","2004/10","11 years","11",28,Not Applicable,Not Applicable
,"Census Region 3: South","CENS-R3","2004","2004","Oct., 2004","2004/10","12 years","12",22,Not Applicable,Not Applicable
,"Census Region 3: South","CENS-R3","2004","2004","Oct., 2004","2004/10","13 years","13",26,Not Applicable,Not Applicable
,"Census Region 3: South","CENS-R3","2004","2004","Oct., 2004","2004/10","14 years","14",46,Not Applicable,Not Applicable
,"Census Region 3: South","CENS-R3","2004","2004","Oct., 2004","2004/10","15 years","15",63,Not Applicable,Not Applicable
,"Census Region 3: South","CENS-R3","2004","2004","Oct., 2004","2004/10","16 years","16",75,Not Applicable,Not Applicable
,"Census Region 3: South","CENS-R3","2004","2004","Oct., 2004","2004/10","17 years","17",95,Not Applicable,Not Applicable
,"Census Region 3: South","CENS-R3","2004","2004","Oct., 2004","2004/10","18 years","18",111,Not Applicable,Not Applicable
,"Census Region 3: South","CENS-R3","2004","2004","Oct., 2004","2004/10","19 years","19",128,Not Applicable,Not Applicable
,"Census Region 3: South","CENS-R3","2004","2004","Oct., 2004","2004/10","20 years","20",145,Not Applicable,Not Applicable
,"Census Region 3: South","CENS-R3","2004","2004","Oct., 2004","2004/10","21 years","21",161,Not Applicable,Not Applicable
,"Census Region 3: South","CENS-R3","2004","2004","Oct., 2004","2004/10","22 years","22",145,Not Applicable,Not Applicable
,"Census Region 3: South","CENS-R3","2004","2004","Oct., 2004","2004/10","23 years","23",136,Not Applicable,Not Applicable
,"Census Region 3: South","CENS-R3","2004","2004","Oct., 2004","2004/10","24 years","24",146,Not Applicable,Not Applicable
,"Census Region 3: South","CENS-R3","2004","2004","Oct., 2004","2004/10","25 years","25",150,Not Applicable,Not Applicable
,"Census Region 3: South","CENS-R3","2004","2004","Oct., 2004","2004/10","26 years","26",124,Not Applicable,Not Applicable
,"Census Region 3: South","CENS-R3","2004","2004","Oct., 2004","2004/10","27 years","27",160,Not Applicable,Not Applicable
,"Census Region 3: South","CENS-R3","2004","2004","Oct., 2004","2004/10","28 years","28",122,Not Applicable,Not Applicable
,"Census Region 3: South","CENS-R3","2004","2004","Oct., 2004","2004/10","29 years","29",144,Not Applicable,Not Applicable
,"Census Region 3: South","CENS-R3","2004","2004","Oct., 2004","2004/10","30 years","30",127,Not Applicable,Not Applicable
,"Census Region 3: South","CENS-R3","2004","2004","Oct., 2004","2004/10","31 years","31",144,Not Applicable,Not Applicable
,"Census Region 3: South","CENS-R3","2004","2004","Oct., 2004","2004/10","32 years","32",183,Not Applicable,Not Applicable
,"Census Region 3: South","CENS-R3","2004","2004","Oct., 2004","2004/10","33 years","33",181,Not Applicable,Not Applicable
,"Census Region 3: South","CENS-R3","2004","2004","Oct., 2004","2004/10","34 years","34",198,Not Applicable,Not Applicable
,"Census Region 3: South","CENS-R3","2004","2004","Oct., 2004","2004/10","35 years","35",225,Not Applicable,Not Applicable
,"Census Region 3: South","CENS-R3","2004","2004","Oct., 2004","2004/10","36 years","36",206,Not Applicable,Not Applicable
,"Census Region 3: South","CENS-R3","2004","2004","Oct., 2004","2004/10","37 years","37",235,Not Applicable,Not Applicable
,"Census Region 3: South","CENS-R3","2004","2004","Oct., 2004","2004/10","38 years","38",248,Not Applicable,Not Applicable
,"Census Region 3: South","CENS-R3","2004","2004","Oct., 2004","2004/10","39 years","39",244,Not Applicable,Not Applicable
,"Census Region 3: South","CENS-R3","2004","2004","Oct., 2004","2004/10","40 years","40",323,Not Applicable,Not Applicable
,"Census Region 3: South","CENS-R3","2004","2004","Oct., 2004","2004/10","41 years","41",325,Not Applicable,Not Applicable
,"Census Region 3: South","CENS-R3","2004","2004","Oct., 2004","2004/10","42 years","42",337,Not Applicable,Not Applicable
,"Census Region 3: South","CENS-R3","2004","2004","Oct., 2004","2004/10","43 years","43",404,Not Applicable,Not Applicable
,"Census Region 3: South","CENS-R3","2004","2004","Oct., 2004","2004/10","44 years","44",468,Not Applicable,Not Applicable
,"Census Region 3: South","CENS-R3","2004","2004","Oct., 2004","2004/10","45 years","45",469,Not Applicable,Not Applicable
,"Census Region 3: South","CENS-R3","2004","2004","Oct., 2004","2004/10","46 years","46",511,Not Applicable,Not Applicable
,"Census Region 3: South","CENS-R3","2004","2004","Oct., 2004","2004/10","47 years","47",561,Not Applicable,Not Applicable
,"Census Region 3: South","CENS-R3","2004","2004","Oct., 2004","2004/10","48 years","48",568,Not Applicable,Not Applicable
,"Census Region 3: South","CENS-R3","2004","2004","Oct., 2004","2004/10","49 years","49",583,Not Applicable,Not Applicable
,"Census Region 3: South","CENS-R3","2004","2004","Oct., 2004","2004/10","50 years","50",663,Not Applicable,Not Applicable
,"Census Region 3: South","CENS-R3","2004","2004","Oct., 2004","2004/10","51 years","51",664,Not Applicable,Not Applicable
,"Census Region 3: South","CENS-R3","2004","2004","Oct., 2004","2004/10","52 years","52",731,Not Applicable,Not Applicable
,"Census Region 3: South","CENS-R3","2004","2004","Oct., 2004","2004/10","53 years","53",739,Not Applicable,Not Applicable
,"Census Region 3: South","CENS-R3","2004","2004","Oct., 2004","2004/10","54 years","54",713,Not Applicable,Not Applicable
,"Census Region 3: South","CENS-R3","2004","2004","Oct., 2004","2004/10","55 years","55",784,Not Applicable,Not Applicable
,"Census Region 3: South","CENS-R3","2004","2004","Oct., 2004","2004/10","56 years","56",831,Not Applicable,Not Applicable
,"Census Region 3: South","CENS-R3","2004","2004","Oct., 2004","2004/10","57 years","57",930,Not Applicable,Not Applicable
,"Census Region 3: South","CENS-R3","2004","2004","Oct., 2004","2004/10","58 years","58",817,Not Applicable,Not Applicable
,"Census Region 3: South","CENS-R3","2004","2004","Oct., 2004","2004/10","59 years","59",801,Not Applicable,Not Applicable
,"Census Region 3: South","CENS-R3","2004","2004","Oct., 2004","2004/10","60 years","60",821,Not Applicable,Not Applicable
,"Census Region 3: South","CENS-R3","2004","2004","Oct., 2004","2004/10","61 years","61",995,Not Applicable,Not Applicable
,"Census Region 3: South","CENS-R3","2004","2004","Oct., 2004","2004/10","62 years","62",977,Not Applicable,Not Applicable
,"Census Region 3: South","CENS-R3","2004","2004","Oct., 2004","2004/10","63 years","63",1013,Not Applicable,Not Applicable
,"Census Region 3: South","CENS-R3","2004","2004","Oct., 2004","2004/10","64 years","64",1005,Not Applicable,Not Applicable
,"Census Region 3: South","CENS-R3","2004","2004","Oct., 2004","2004/10","65 years","65",1087,Not Applicable,Not Applicable
,"Census Region 3: South","CENS-R3","2004","2004","Oct., 2004","2004/10","66 years","66",1132,Not Applicable,Not Applicable
,"Census Region 3: South","CENS-R3","2004","2004","Oct., 2004","2004/10","67 years","67",1084,Not Applicable,Not Applicable
,"Census Region 3: South","CENS-R3","2004","2004","Oct., 2004","2004/10","68 years","68",1134,Not Applicable,Not Applicable
,"Census Region 3: South","CENS-R3","2004","2004","Oct., 2004","2004/10","69 years","69",1231,Not Applicable,Not Applicable
,"Census Region 3: South","CENS-R3","2004","2004","Oct., 2004","2004/10","70 years","70",1368,Not Applicable,Not Applicable
,"Census Region 3: South","CENS-R3","2004","2004","Oct., 2004","2004/10","71 years","71",1365,Not Applicable,Not Applicable
,"Census Region 3: South","CENS-R3","2004","2004","Oct., 2004","2004/10","72 years","72",1458,Not Applicable,Not Applicable
,"Census Region 3: South","CENS-R3","2004","2004","Oct., 2004","2004/10","73 years","73",1465,Not Applicable,Not Applicable
,"Census Region 3: South","CENS-R3","2004","2004","Oct., 2004","2004/10","74 years","74",1697,Not Applicable,Not Applicable
,"Census Region 3: South","CENS-R3","2004","2004","Oct., 2004","2004/10","75 years","75",1684,Not Applicable,Not Applicable
,"Census Region 3: South","CENS-R3","2004","2004","Oct., 2004","2004/10","76 years","76",1760,Not Applicable,Not Applicable
,"Census Region 3: South","CENS-R3","2004","2004","Oct., 2004","2004/10","77 years","77",1887,Not Applicable,Not Applicable
,"Census Region 3: South","CENS-R3","2004","2004","Oct., 2004","2004/10","78 years","78",1924,Not Applicable,Not Applicable
,"Census Region 3: South","CENS-R3","2004","2004","Oct., 2004","2004/10","79 years","79",2018,Not Applicable,Not Applicable
,"Census Region 3: South","CENS-R3","2004","2004","Oct., 2004","2004/10","80 years","80",2177,Not Applicable,Not Applicable
,"Census Region 3: South","CENS-R3","2004","2004","Oct., 2004","2004/10","81 years","81",2146,Not Applicable,Not Applicable
,"Census Region 3: South","CENS-R3","2004","2004","Oct., 2004","2004/10","82 years","82",2091,Not Applicable,Not Applicable
,"Census Region 3: South","CENS-R3","2004","2004","Oct., 2004","2004/10","83 years","83",2211,Not Applicable,Not Applicable
,"Census Region 3: South","CENS-R3","2004","2004","Oct., 2004","2004/10","84 years","84",2307,Not Applicable,Not Applicable
,"Census Region 3: South","CENS-R3","2004","2004","Oct., 2004","2004/10","85 years","85",2074,Not Applicable,Not Applicable
,"Census Region 3: South","CENS-R3","2004","2004","Oct., 2004","2004/10","86 years","86",1983,Not Applicable,Not Applicable
,"Census Region 3: South","CENS-R3","2004","2004","Oct., 2004","2004/10","87 years","87",1892,Not Applicable,Not Applicable
,"Census Region 3: South","CENS-R3","2004","2004","Oct., 2004","2004/10","88 years","88",1722,Not Applicable,Not Applicable
,"Census Region 3: South","CENS-R3","2004","2004","Oct., 2004","2004/10","89 years","89",1664,Not Applicable,Not Applicable
,"Census Region 3: South","CENS-R3","2004","2004","Oct., 2004","2004/10","90 years","90",1651,Not Applicable,Not Applicable
,"Census Region 3: South","CENS-R3","2004","2004","Oct., 2004","2004/10","91 years","91",1386,Not Applicable,Not Applicable
,"Census Region 3: South","CENS-R3","2004","2004","Oct., 2004","2004/10","92 years","92",1237,Not Applicable,Not Applicable
,"Census Region 3: South","CENS-R3","2004","2004","Oct., 2004","2004/10","93 years","93",1044,Not Applicable,Not Applicable
,"Census Region 3: South","CENS-R3","2004","2004","Oct., 2004","2004/10","94 years","94",873,Not Applicable,Not Applicable
,"Census Region 3: South","CENS-R3","2004","2004","Oct., 2004","2004/10","95 years","95",701,Not Applicable,Not Applicable
,"Census Region 3: South","CENS-R3","2004","2004","Oct., 2004","2004/10","96 years","96",574,Not Applicable,Not Applicable
,"Census Region 3: South","CENS-R3","2004","2004","Oct., 2004","2004/10","97 years","97",489,Not Applicable,Not Applicable
,"Census Region 3: South","CENS-R3","2004","2004","Oct., 2004","2004/10","98 years","98",334,Not Applicable,Not Applicable
,"Census Region 3: South","CENS-R3","2004","2004","Oct., 2004","2004/10","99 years","99",248,Not Applicable,Not Applicable
,"Census Region 3: South","CENS-R3","2004","2004","Oct., 2004","2004/10","100+ years","100",452,Not Applicable,Not Applicable
,"Census Region 3: South","CENS-R3","2004","2004","Oct., 2004","2004/10","Not Stated","NS",12,Not Applicable,Not Applicable
,"Census Region 3: South","CENS-R3","2004","2004","Nov., 2004","2004/11","< 1 year","0",975,Not Applicable,Not Applicable
,"Census Region 3: South","CENS-R3","2004","2004","Nov., 2004","2004/11","1 year","1",43,Not Applicable,Not Applicable
,"Census Region 3: South","CENS-R3","2004","2004","Nov., 2004","2004/11","2 years","2",29,Not Applicable,Not Applicable
,"Census Region 3: South","CENS-R3","2004","2004","Nov., 2004","2004/11","3 years","3",23,Not Applicable,Not Applicable
,"Census Region 3: South","CENS-R3","2004","2004","Nov., 2004","2004/11","4 years","4",27,Not Applicable,Not Applicable
,"Census Region 3: South","CENS-R3","2004","2004","Nov., 2004","2004/11","5 years","5",20,Not Applicable,Not Applicable
,"Census Region 3: South","CENS-R3","2004","2004","Nov., 2004","2004/11","6 years","6",15,Not Applicable,Not Applicable
,"Census Region 3: South","CENS-R3","2004","2004","Nov., 2004","2004/11","7 years","7",20,Not Applicable,Not Applicable
,"Census Region 3: South","CENS-R3","2004","2004","Nov., 2004","2004/11","8 years","8",Suppressed,Not Applicable,Not Applicable
,"Census Region 3: South","CENS-R3","2004","2004","Nov., 2004","2004/11","9 years","9",12,Not Applicable,Not Applicable
,"Census Region 3: South","CENS-R3","2004","2004","Nov., 2004","2004/11","10 years","10",27,Not Applicable,Not Applicable
,"Census Region 3: South","CENS-R3","2004","2004","Nov., 2004","2004/11","11 years","11",20,Not Applicable,Not Applicable
,"Census Region 3: South","CENS-R3","2004","2004","Nov., 2004","2004/11","12 years","12",23,Not Applicable,Not Applicable
,"Census Region 3: South","CENS-R3","2004","2004","Nov., 2004","2004/11","13 years","13",20,Not Applicable,Not Applicable
,"Census Region 3: South","CENS-R3","2004","2004","Nov., 2004","2004/11","14 years","14",42,Not Applicable,Not Applicable
,"Census Region 3: South","CENS-R3","2004","2004","Nov., 2004","2004/11","15 years","15",45,Not Applicable,Not Applicable
,"Census Region 3: South","CENS-R3","2004","2004","Nov., 2004","2004/11","16 years","16",67,Not Applicable,Not Applicable
,"Census Region 3: South","CENS-R3","2004","2004","Nov., 2004","2004/11","17 years","17",82,Not Applicable,Not Applicable
,"Census Region 3: South","CENS-R3","2004","2004","Nov., 2004","2004/11","18 years","18",114,Not Applicable,Not Applicable
,"Census Region 3: South","CENS-R3","2004","2004","Nov., 2004","2004/11","19 years","19",138,Not Applicable,Not Applicable
,"Census Region 3: South","CENS-R3","2004","2004","Nov., 2004","2004/11","20 years","20",134,Not Applicable,Not Applicable
,"Census Region 3: South","CENS-R3","2004","2004","Nov., 2004","2004/11","21 years","21",123,Not Applicable,Not Applicable
,"Census Region 3: South","CENS-R3","2004","2004","Nov., 2004","2004/11","22 years","22",137,Not Applicable,Not Applicable
,"Census Region 3: South","CENS-R3","2004","2004","Nov., 2004","2004/11","23 years","23",132,Not Applicable,Not Applicable
,"Census Region 3: South","CENS-R3","2004","2004","Nov., 2004","2004/11","24 years","24",125,Not Applicable,Not Applicable
,"Census Region 3: South","CENS-R3","2004","2004","Nov., 2004","2004/11","25 years","25",146,Not Applicable,Not Applicable
,"Census Region 3: South","CENS-R3","2004","2004","Nov., 2004","2004/11","26 years","26",121,Not Applicable,Not Applicable
,"Census Region 3: South","CENS-R3","2004","2004","Nov., 2004","2004/11","27 years","27",119,Not Applicable,Not Applicable
,"Census Region 3: South","CENS-R3","2004","2004","Nov., 2004","2004/11","28 years","28",119,Not Applicable,Not Applicable
,"Census Region 3: South","CENS-R3","2004","2004","Nov., 2004","2004/11","29 years","29",122,Not Applicable,Not Applicable
,"Census Region 3: South","CENS-R3","2004","2004","Nov., 2004","2004/11","30 years","30",135,Not Applicable,Not Applicable
,"Census Region 3: South","CENS-R3","2004","2004","Nov., 2004","2004/11","31 years","31",120,Not Applicable,Not Applicable
,"Census Region 3: South","CENS-R3","2004","2004","Nov., 2004","2004/11","32 years","32",158,Not Applicable,Not Applicable
,"Census Region 3: South","CENS-R3","2004","2004","Nov., 2004","2004/11","33 years","33",175,Not Applicable,Not Applicable
,"Census Region 3: South","CENS-R3","2004","2004","Nov., 2004","2004/11","34 years","34",180,Not Applicable,Not Applicable
,"Census Region 3: South","CENS-R3","2004","2004","Nov., 2004","2004/11","35 years","35",204,Not Applicable,Not Applicable
,"Census Region 3: South","CENS-R3","2004","2004","Nov., 2004","2004/11","36 years","36",208,Not Applicable,Not Applicable
,"Census Region 3: South","CENS-R3","2004","2004","Nov., 2004","2004/11","37 years","37",191,Not Applicable,Not Applicable
,"Census Region 3: South","CENS-R3","2004","2004","Nov., 2004","2004/11","38 years","38",197,Not Applicable,Not Applicable
,"Census Region 3: South","CENS-R3","2004","2004","Nov., 2004","2004/11","39 years","39",260,Not Applicable,Not Applicable
,"Census Region 3: South","CENS-R3","2004","2004","Nov., 2004","2004/11","40 years","40",313,Not Applicable,Not Applicable
,"Census Region 3: South","CENS-R3","2004","2004","Nov., 2004","2004/11","41 years","41",361,Not Applicable,Not Applicable
,"Census Region 3: South","CENS-R3","2004","2004","Nov., 2004","2004/11","42 years","42",348,Not Applicable,Not Applicable
,"Census Region 3: South","CENS-R3","2004","2004","Nov., 2004","2004/11","43 years","43",428,Not Applicable,Not Applicable
,"Census Region 3: South","CENS-R3","2004","2004","Nov., 2004","2004/11","44 years","44",410,Not Applicable,Not Applicable
,"Census Region 3: South","CENS-R3","2004","2004","Nov., 2004","2004/11","45 years","45",416,Not Applicable,Not Applicable
,"Census Region 3: South","CENS-R3","2004","2004","Nov., 2004","2004/11","46 years","46",461,Not Applicable,Not Applicable
,"Census Region 3: South","CENS-R3","2004","2004","Nov., 2004","2004/11","47 years","47",559,Not Applicable,Not Applicable
,"Census Region 3: South","CENS-R3","2004","2004","Nov., 2004","2004/11","48 years","48",577,Not Applicable,Not Applicable
,"Census Region 3: South","CENS-R3","2004","2004","Nov., 2004","2004/11","49 years","49",615,Not Applicable,Not Applicable
,"Census Region 3: South","CENS-R3","2004","2004","Nov., 2004","2004/11","50 years","50",626,Not Applicable,Not Applicable
,"Census Region 3: South","CENS-R3","2004","2004","Nov., 2004","2004/11","51 years","51",640,Not Applicable,Not Applicable
,"Census Region 3: South","CENS-R3","2004","2004","Nov., 2004","2004/11","52 years","52",665,Not Applicable,Not Applicable
,"Census Region 3: South","CENS-R3","2004","2004","Nov., 2004","2004/11","53 years","53",723,Not Applicable,Not Applicable
,"Census Region 3: South","CENS-R3","2004","2004","Nov., 2004","2004/11","54 years","54",719,Not Applicable,Not Applicable
,"Census Region 3: South","CENS-R3","2004","2004","Nov., 2004","2004/11","55 years","55",740,Not Applicable,Not Applicable
,"Census Region 3: South","CENS-R3","2004","2004","Nov., 2004","2004/11","56 years","56",751,Not Applicable,Not Applicable
,"Census Region 3: South","CENS-R3","2004","2004","Nov., 2004","2004/11","57 years","57",905,Not Applicable,Not Applicable
,"Census Region 3: South","CENS-R3","2004","2004","Nov., 2004","2004/11","58 years","58",833,Not Applicable,Not Applicable
,"Census Region 3: South","CENS-R3","2004","2004","Nov., 2004","2004/11","59 years","59",825,Not Applicable,Not Applicable
,"Census Region 3: South","CENS-R3","2004","2004","Nov., 2004","2004/11","60 years","60",826,Not Applicable,Not Applicable
,"Census Region 3: South","CENS-R3","2004","2004","Nov., 2004","2004/11","61 years","61",975,Not Applicable,Not Applicable
,"Census Region 3: South","CENS-R3","2004","2004","Nov., 2004","2004/11","62 years","62",939,Not Applicable,Not Applicable
,"Census Region 3: South","CENS-R3","2004","2004","Nov., 2004","2004/11","63 years","63",946,Not Applicable,Not Applicable
,"Census Region 3: South","CENS-R3","2004","2004","Nov., 2004","2004/11","64 years","64",1029,Not Applicable,Not Applicable
