"Notes","Census Region","Census Region Code","Year","Year Code","Month","Month Code","Single-Year Ages","Single-Year Ages Code",Deaths,Population,Crude Rate
,"Census Region 1: Northeast","CENS-R1","2010","2010","Aug., 2010","2010/08","91 years","91",892,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","2010","2010","Aug., 2010","2010/08","92 years","92",892,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","2010","2010","Aug., 2010","2010/08","93 years","93",788,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","2010","2010","Aug., 2010","2010/08","94 years","94",659,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","2010","2010","Aug., 2010","2010/08","95 years","95",532,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","2010","2010","Aug., 2010","2010/08","96 years","96",433,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","2010","2010","Aug., 2010","2010/08","97 years","97",355,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","2010","2010","Aug., 2010","2010/08","98 years","98",251,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","2010","2010","Aug., 2010","2010/08","99 years","99",192,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","2010","2010","Aug., 2010","2010/08","100+ years","100",399,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","2010","2010","Aug., 2010","2010/08","Not Stated","NS",Suppressed,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","2010","2010","Sep., 2010","2010/09","< 1 year","0",294,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","2010","2010","Sep., 2010","2010/09","1 year","1",16,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","2010","2010","Sep., 2010","2010/09","2 years","2",12,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","2010","2010","Sep., 2010","2010/09","3 years","3",11,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","2010","2010","Sep., 2010","2010/09","4 years","4",Suppressed,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","2010","2010","Sep., 2010","2010/09","5 years","5",Suppressed,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","2010","2010","Sep., 2010","2010/09","6 years","6",Suppressed,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","2010","2010","Sep., 2010","2010/09","7 years","7",Suppressed,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","2010","2010","Sep., 2010","2010/09","8 years","8",Suppressed,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","2010","2010","Sep., 2010","2010/09","9 years","9",Suppressed,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","2010","2010","Sep., 2010","2010/09","10 years","10",Suppressed,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","2010","2010","Sep., 2010","2010/09","11 years","11",Suppressed,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","2010","2010","Sep., 2010","2010/09","12 years","12",Suppressed,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","2010","2010","Sep., 2010","2010/09","13 years","13",Suppressed,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","2010","2010","Sep., 2010","2010/09","14 years","14",11,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","2010","2010","Sep., 2010","2010/09","15 years","15",12,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","2010","2010","Sep., 2010","2010/09","16 years","16",22,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","2010","2010","Sep., 2010","2010/09","17 years","17",20,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","2010","2010","Sep., 2010","2010/09","18 years","18",50,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","2010","2010","Sep., 2010","2010/09","19 years","19",38,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","2010","2010","Sep., 2010","2010/09","20 years","20",40,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","2010","2010","Sep., 2010","2010/09","21 years","21",61,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","2010","2010","Sep., 2010","2010/09","22 years","22",41,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","2010","2010","Sep., 2010","2010/09","23 years","23",55,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","2010","2010","Sep., 2010","2010/09","24 years","24",58,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","2010","2010","Sep., 2010","2010/09","25 years","25",59,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","2010","2010","Sep., 2010","2010/09","26 years","26",49,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","2010","2010","Sep., 2010","2010/09","27 years","27",45,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","2010","2010","Sep., 2010","2010/09","28 years","28",50,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","2010","2010","Sep., 2010","2010/09","29 years","29",49,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","2010","2010","Sep., 2010","2010/09","30 years","30",59,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","2010","2010","Sep., 2010","2010/09","31 years","31",41,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","2010","2010","Sep., 2010","2010/09","32 years","32",51,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","2010","2010","Sep., 2010","2010/09","33 years","33",42,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","2010","2010","Sep., 2010","2010/09","34 years","34",49,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","2010","2010","Sep., 2010","2010/09","35 years","35",64,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","2010","2010","Sep., 2010","2010/09","36 years","36",56,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","2010","2010","Sep., 2010","2010/09","37 years","37",50,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","2010","2010","Sep., 2010","2010/09","38 years","38",77,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","2010","2010","Sep., 2010","2010/09","39 years","39",74,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","2010","2010","Sep., 2010","2010/09","40 years","40",84,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","2010","2010","Sep., 2010","2010/09","41 years","41",101,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","2010","2010","Sep., 2010","2010/09","42 years","42",113,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","2010","2010","Sep., 2010","2010/09","43 years","43",118,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","2010","2010","Sep., 2010","2010/09","44 years","44",131,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","2010","2010","Sep., 2010","2010/09","45 years","45",152,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","2010","2010","Sep., 2010","2010/09","46 years","46",159,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","2010","2010","Sep., 2010","2010/09","47 years","47",189,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","2010","2010","Sep., 2010","2010/09","48 years","48",201,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","2010","2010","Sep., 2010","2010/09","49 years","49",235,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","2010","2010","Sep., 2010","2010/09","50 years","50",238,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","2010","2010","Sep., 2010","2010/09","51 years","51",271,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","2010","2010","Sep., 2010","2010/09","52 years","52",298,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","2010","2010","Sep., 2010","2010/09","53 years","53",282,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","2010","2010","Sep., 2010","2010/09","54 years","54",332,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","2010","2010","Sep., 2010","2010/09","55 years","55",332,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","2010","2010","Sep., 2010","2010/09","56 years","56",326,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","2010","2010","Sep., 2010","2010/09","57 years","57",374,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","2010","2010","Sep., 2010","2010/09","58 years","58",346,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","2010","2010","Sep., 2010","2010/09","59 years","59",400,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","2010","2010","Sep., 2010","2010/09","60 years","60",403,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","2010","2010","Sep., 2010","2010/09","61 years","61",412,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","2010","2010","Sep., 2010","2010/09","62 years","62",438,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","2010","2010","Sep., 2010","2010/09","63 years","63",547,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","2010","2010","Sep., 2010","2010/09","64 years","64",418,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","2010","2010","Sep., 2010","2010/09","65 years","65",462,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","2010","2010","Sep., 2010","2010/09","66 years","66",502,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","2010","2010","Sep., 2010","2010/09","67 years","67",568,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","2010","2010","Sep., 2010","2010/09","68 years","68",500,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","2010","2010","Sep., 2010","2010/09","69 years","69",513,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","2010","2010","Sep., 2010","2010/09","70 years","70",528,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","2010","2010","Sep., 2010","2010/09","71 years","71",589,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","2010","2010","Sep., 2010","2010/09","72 years","72",610,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","2010","2010","Sep., 2010","2010/09","73 years","73",597,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","2010","2010","Sep., 2010","2010/09","74 years","74",646,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","2010","2010","Sep., 2010","2010/09","75 years","75",672,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","2010","2010","Sep., 2010","2010/09","76 years","76",726,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","2010","2010","Sep., 2010","2010/09","77 years","77",760,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","2010","2010","Sep., 2010","2010/09","78 years","78",846,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","2010","2010","Sep., 2010","2010/09","79 years","79",847,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","2010","2010","Sep., 2010","2010/09","80 years","80",928,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","2010","2010","Sep., 2010","2010/09","81 years","81",1029,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","2010","2010","Sep., 2010","2010/09","82 years","82",1127,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","2010","2010","Sep., 2010","2010/09","83 years","83",1050,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","2010","2010","Sep., 2010","2010/09","84 years","84",1186,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","2010","2010","Sep., 2010","2010/09","85 years","85",1211,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","2010","2010","Sep., 2010","2010/09","86 years","86",1226,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","2010","2010","Sep., 2010","2010/09","87 years","87",1269,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","2010","2010","Sep., 2010","2010/09","88 years","88",1195,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","2010","2010","Sep., 2010","2010/09","89 years","89",1189,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","2010","2010","Sep., 2010","2010/09","90 years","90",1148,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","2010","2010","Sep., 2010","2010/09","91 years","91",919,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","2010","2010","Sep., 2010","2010/09","92 years","92",838,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","2010","2010","Sep., 2010","2010/09","93 years","93",761,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","2010","2010","Sep., 2010","2010/09","94 years","94",608,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","2010","2010","Sep., 2010","2010/09","95 years","95",503,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","2010","2010","Sep., 2010","2010/09","96 years","96",459,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","2010","2010","Sep., 2010","2010/09","97 years","97",347,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","2010","2010","Sep., 2010","2010/09","98 years","98",282,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","2010","2010","Sep., 2010","2010/09","99 years","99",191,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","2010","2010","Sep., 2010","2010/09","100+ years","100",405,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","2010","2010","Sep., 2010","2010/09","Not Stated","NS",Suppressed,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","2010","2010","Oct., 2010","2010/10","< 1 year","0",300,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","2010","2010","Oct., 2010","2010/10","1 year","1",17,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","2010","2010","Oct., 2010","2010/10","2 years","2",Suppressed,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","2010","2010","Oct., 2010","2010/10","3 years","3",Suppressed,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","2010","2010","Oct., 2010","2010/10","4 years","4",Suppressed,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","2010","2010","Oct., 2010","2010/10","5 years","5",Suppressed,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","2010","2010","Oct., 2010","2010/10","6 years","6",Suppressed,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","2010","2010","Oct., 2010","2010/10","7 years","7",Suppressed,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","2010","2010","Oct., 2010","2010/10","8 years","8",Suppressed,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","2010","2010","Oct., 2010","2010/10","9 years","9",Suppressed,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","2010","2010","Oct., 2010","2010/10","10 years","10",Suppressed,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","2010","2010","Oct., 2010","2010/10","11 years","11",Suppressed,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","2010","2010","Oct., 2010","2010/10","12 years","12",Suppressed,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","2010","2010","Oct., 2010","2010/10","13 years","13",Suppressed,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","2010","2010","Oct., 2010","2010/10","14 years","14",11,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","2010","2010","Oct., 2010","2010/10","15 years","15",13,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","2010","2010","Oct., 2010","2010/10","16 years","16",15,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","2010","2010","Oct., 2010","2010/10","17 years","17",29,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","2010","2010","Oct., 2010","2010/10","18 years","18",32,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","2010","2010","Oct., 2010","2010/10","19 years","19",41,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","2010","2010","Oct., 2010","2010/10","20 years","20",61,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","2010","2010","Oct., 2010","2010/10","21 years","21",52,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","2010","2010","Oct., 2010","2010/10","22 years","22",47,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","2010","2010","Oct., 2010","2010/10","23 years","23",50,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","2010","2010","Oct., 2010","2010/10","24 years","24",57,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","2010","2010","Oct., 2010","2010/10","25 years","25",55,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","2010","2010","Oct., 2010","2010/10","26 years","26",47,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","2010","2010","Oct., 2010","2010/10","27 years","27",54,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","2010","2010","Oct., 2010","2010/10","28 years","28",52,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","2010","2010","Oct., 2010","2010/10","29 years","29",59,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","2010","2010","Oct., 2010","2010/10","30 years","30",50,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","2010","2010","Oct., 2010","2010/10","31 years","31",55,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","2010","2010","Oct., 2010","2010/10","32 years","32",56,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","2010","2010","Oct., 2010","2010/10","33 years","33",69,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","2010","2010","Oct., 2010","2010/10","34 years","34",54,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","2010","2010","Oct., 2010","2010/10","35 years","35",72,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","2010","2010","Oct., 2010","2010/10","36 years","36",72,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","2010","2010","Oct., 2010","2010/10","37 years","37",82,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","2010","2010","Oct., 2010","2010/10","38 years","38",61,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","2010","2010","Oct., 2010","2010/10","39 years","39",74,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","2010","2010","Oct., 2010","2010/10","40 years","40",96,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","2010","2010","Oct., 2010","2010/10","41 years","41",84,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","2010","2010","Oct., 2010","2010/10","42 years","42",116,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","2010","2010","Oct., 2010","2010/10","43 years","43",119,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","2010","2010","Oct., 2010","2010/10","44 years","44",124,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","2010","2010","Oct., 2010","2010/10","45 years","45",144,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","2010","2010","Oct., 2010","2010/10","46 years","46",196,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","2010","2010","Oct., 2010","2010/10","47 years","47",214,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","2010","2010","Oct., 2010","2010/10","48 years","48",199,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","2010","2010","Oct., 2010","2010/10","49 years","49",248,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","2010","2010","Oct., 2010","2010/10","50 years","50",273,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","2010","2010","Oct., 2010","2010/10","51 years","51",275,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","2010","2010","Oct., 2010","2010/10","52 years","52",298,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","2010","2010","Oct., 2010","2010/10","53 years","53",333,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","2010","2010","Oct., 2010","2010/10","54 years","54",343,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","2010","2010","Oct., 2010","2010/10","55 years","55",347,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","2010","2010","Oct., 2010","2010/10","56 years","56",387,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","2010","2010","Oct., 2010","2010/10","57 years","57",354,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","2010","2010","Oct., 2010","2010/10","58 years","58",400,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","2010","2010","Oct., 2010","2010/10","59 years","59",406,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","2010","2010","Oct., 2010","2010/10","60 years","60",416,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","2010","2010","Oct., 2010","2010/10","61 years","61",472,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","2010","2010","Oct., 2010","2010/10","62 years","62",554,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","2010","2010","Oct., 2010","2010/10","63 years","63",550,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","2010","2010","Oct., 2010","2010/10","64 years","64",489,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","2010","2010","Oct., 2010","2010/10","65 years","65",434,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","2010","2010","Oct., 2010","2010/10","66 years","66",539,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","2010","2010","Oct., 2010","2010/10","67 years","67",582,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","2010","2010","Oct., 2010","2010/10","68 years","68",583,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","2010","2010","Oct., 2010","2010/10","69 years","69",580,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","2010","2010","Oct., 2010","2010/10","70 years","70",561,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","2010","2010","Oct., 2010","2010/10","71 years","71",589,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","2010","2010","Oct., 2010","2010/10","72 years","72",655,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","2010","2010","Oct., 2010","2010/10","73 years","73",691,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","2010","2010","Oct., 2010","2010/10","74 years","74",710,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","2010","2010","Oct., 2010","2010/10","75 years","75",747,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","2010","2010","Oct., 2010","2010/10","76 years","76",775,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","2010","2010","Oct., 2010","2010/10","77 years","77",793,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","2010","2010","Oct., 2010","2010/10","78 years","78",880,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","2010","2010","Oct., 2010","2010/10","79 years","79",1022,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","2010","2010","Oct., 2010","2010/10","80 years","80",1076,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","2010","2010","Oct., 2010","2010/10","81 years","81",1134,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","2010","2010","Oct., 2010","2010/10","82 years","82",1222,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","2010","2010","Oct., 2010","2010/10","83 years","83",1271,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","2010","2010","Oct., 2010","2010/10","84 years","84",1285,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","2010","2010","Oct., 2010","2010/10","85 years","85",1367,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","2010","2010","Oct., 2010","2010/10","86 years","86",1310,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","2010","2010","Oct., 2010","2010/10","87 years","87",1278,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","2010","2010","Oct., 2010","2010/10","88 years","88",1390,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","2010","2010","Oct., 2010","2010/10","89 years","89",1294,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","2010","2010","Oct., 2010","2010/10","90 years","90",1230,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","2010","2010","Oct., 2010","2010/10","91 years","91",1016,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","2010","2010","Oct., 2010","2010/10","92 years","92",1030,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","2010","2010","Oct., 2010","2010/10","93 years","93",824,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","2010","2010","Oct., 2010","2010/10","94 years","94",795,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","2010","2010","Oct., 2010","2010/10","95 years","95",614,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","2010","2010","Oct., 2010","2010/10","96 years","96",503,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","2010","2010","Oct., 2010","2010/10","97 years","97",388,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","2010","2010","Oct., 2010","2010/10","98 years","98",285,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","2010","2010","Oct., 2010","2010/10","99 years","99",221,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","2010","2010","Oct., 2010","2010/10","100+ years","100",455,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","2010","2010","Oct., 2010","2010/10","Not Stated","NS",Suppressed,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","2010","2010","Nov., 2010","2010/11","< 1 year","0",289,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","2010","2010","Nov., 2010","2010/11","1 year","1",17,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","2010","2010","Nov., 2010","2010/11","2 years","2",11,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","2010","2010","Nov., 2010","2010/11","3 years","3",Suppressed,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","2010","2010","Nov., 2010","2010/11","4 years","4",11,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","2010","2010","Nov., 2010","2010/11","5 years","5",Suppressed,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","2010","2010","Nov., 2010","2010/11","6 years","6",Suppressed,Not Applicable,Not Applicable
