"Region","Sex","Age_Group","Age","Year","Deaths","Months_Observed","Population","Total_Population","Death_Rate"
"Midwest","Female","20-24",20,2006,157,12,2281862,66082058,6.88034596307752e-05
"Midwest","Female","20-24",20,2007,119,12,2256818,66359247,5.27291079741477e-05
"Midwest","Female","20-24",20,2008,157,12,2246482,66595597,6.98870500631654e-05
"Midwest","Female","20-24",20,2009,141,12,2248494,66836911,6.2708639649472e-05
"Midwest","Female","20-24",20,2010,182,12,2262176,66974416,8.04535102485395e-05
"Midwest","Female","20-24",20,2011,171,12,2296521,67157800,7.4460455619609e-05
"Midwest","Female","20-24",20,2012,184,12,2342008,67336743,7.85650604096997e-05
"Midwest","Female","20-24",20,2013,215,12,2372045,67560379,9.0639089899222e-05
"Midwest","Female","20-24",20,2014,235,12,2382478,67745167,9.86367974856431e-05
"Midwest","Female","20-24",20,2015,269,12,2364544,67860583,0.000113764006929032
"Midwest","Female","20-24",20,2016,326,12,2328985,67987540,0.000139975139384753
"Midwest","Female","20-24",20,2017,372,12,2291998,68126781,0.000162303806547824
"Midwest","Female","20-24",20,2018,323,12,2265784,68236628,0.000142555512793806
"Midwest","Female","20-24",20,2019,317,12,2243813,68329004,0.000141277370262139
"Midwest","Female","25-29",25,2005,164,12,2055685,65806421,7.97787598780942e-05
"Midwest","Female","25-29",25,2006,183,12,2111494,66082058,8.66684915988395e-05
"Midwest","Female","25-29",25,2007,190,12,2160008,66359247,8.79626371754179e-05
"Midwest","Female","25-29",25,2008,201,12,2189268,66595597,9.18115096004692e-05
"Midwest","Female","25-29",25,2009,230,12,2198322,66836911,0.000104625255080921
"Midwest","Female","25-29",25,2010,262,12,2192180,66974416,0.000119515733197091
"Midwest","Female","25-29",25,2011,262,12,2183966,67157800,0.000119965237554064
"Midwest","Female","25-29",25,2012,303,12,2166093,67336743,0.000139883190610929
"Midwest","Female","25-29",25,2013,309,12,2160297,67560379,0.000143035888120939
"Midwest","Female","25-29",25,2014,378,12,2172148,67745167,0.000174021291366887
"Midwest","Female","25-29",25,2015,416,12,2190290,67860583,0.000189929187459195
"Midwest","Female","25-29",25,2016,538,12,2224348,67987540,0.000241868628470006
"Midwest","Female","25-29",25,2017,611,12,2269025,68126781,0.000269278654928879
"Midwest","Female","25-29",25,2018,623,12,2290479,68236628,0.000271995508363098
"Midwest","Female","25-29",25,2019,565,12,2294871,68329004,0.00024620120259483
"Midwest","Female","30-34",30,2005,235,12,2103604,65806421,0.00011171304104765
"Midwest","Female","30-34",30,2006,212,12,2038897,66082058,0.000103977787990271
"Midwest","Female","30-34",30,2007,203,12,2015028,66359247,0.000100743016970484
"Midwest","Female","30-34",30,2008,238,12,2018043,66595597,0.000117936040015005
"Midwest","Female","30-34",30,2009,264,12,2047045,66836911,0.000128966388135092
"Midwest","Female","30-34",30,2010,327,12,2086614,66974416,0.000156713220557324
"Midwest","Female","30-34",30,2011,409,12,2131359,67157800,0.000191896344069676
"Midwest","Female","30-34",30,2012,382,12,2163653,67336743,0.000176553264317337
"Midwest","Female","30-34",30,2013,414,12,2193522,67560379,0.000188737564519526
"Midwest","Female","30-34",30,2014,429,12,2200776,67745167,0.000194931242434487
"Midwest","Female","30-34",30,2015,505,12,2192893,67860583,0.000230289393964959
"Midwest","Female","30-34",30,2016,619,12,2186989,67987540,0.000283037546142207
"Midwest","Female","30-34",30,2017,786,12,2173690,68126781,0.000361597099862446
"Midwest","Female","30-34",30,2018,642,12,2167073,68236628,0.000296252133638322
"Midwest","Female","30-34",30,2019,671,12,2177862,68329004,0.000308100329589294
"Midwest","Female","35-39",35,2005,295,12,2223338,65806421,0.000132683379675065
"Midwest","Female","35-39",35,2006,351,12,2227299,66082058,0.00015758997781618
"Midwest","Female","35-39",35,2007,301,12,2213670,66359247,0.000135973293218953
"Midwest","Female","35-39",35,2008,322,12,2182658,66595597,0.000147526547906268
"Midwest","Female","35-39",35,2009,322,12,2135202,66836911,0.000150805403891529
"Midwest","Female","35-39",35,2010,360,12,2080273,66974416,0.000173054209711898
"Midwest","Female","35-39",35,2011,376,12,2017446,67157800,0.000186374257353109
"Midwest","Female","35-39",35,2012,374,12,1995910,67336743,0.000187383198641221
"Midwest","Female","35-39",35,2013,395,12,2006463,67560379,0.000196863834518753
"Midwest","Female","35-39",35,2014,466,12,2032955,67745167,0.000229222978373845
"Midwest","Female","35-39",35,2015,510,12,2072500,67860583,0.000246079613992762
"Midwest","Female","35-39",35,2016,634,12,2116777,67987540,0.000299511946700101
"Midwest","Female","35-39",35,2017,734,12,2151419,68126781,0.000341170176520706
"Midwest","Female","35-39",35,2018,752,12,2179157,68236628,0.000345087572855008
"Midwest","Female","35-39",35,2019,722,12,2187601,68329004,0.000330041904350931
"Midwest","Female","40-44",40,2005,431,12,2522073,65806421,0.000170891167702124
"Midwest","Female","40-44",40,2006,468,12,2443519,66082058,0.000191527055856738
"Midwest","Female","40-44",40,2007,482,12,2367087,66359247,0.000203625806740521
"Midwest","Female","40-44",40,2008,478,12,2288418,66595597,0.000208877923526209
"Midwest","Female","40-44",40,2009,423,12,2225102,66836911,0.00019010364468685
"Midwest","Female","40-44",40,2010,426,12,2197075,66974416,0.000193894154728446
"Midwest","Female","40-44",40,2011,468,12,2199331,67157800,0.000212791980834172
"Midwest","Female","40-44",40,2012,441,12,2181844,67336743,0.000202122608215803
"Midwest","Female","40-44",40,2013,475,12,2152565,67560379,0.000220666971729077
"Midwest","Female","40-44",40,2014,536,12,2108206,67745167,0.000254244604180047
"Midwest","Female","40-44",40,2015,566,12,2052423,67860583,0.000275771612382048
"Midwest","Female","40-44",40,2016,548,12,1988371,67987540,0.000275602490682071
"Midwest","Female","40-44",40,2017,635,12,1969064,68126781,0.000322488248223521
"Midwest","Female","40-44",40,2018,626,12,1978410,68236628,0.000316415707563144
"Midwest","Female","40-44",40,2019,629,12,2005409,68329004,0.000313651728899192
"Midwest","Female","45-49",45,2005,486,12,2569230,65806421,0.000189161733281956
"Midwest","Female","45-49",45,2006,515,12,2591216,66082058,0.000198748386857753
"Midwest","Female","45-49",45,2007,590,12,2581924,66359247,0.000228511760996838
"Midwest","Female","45-49",45,2008,592,12,2559631,66595597,0.000231283337324794
"Midwest","Female","45-49",45,2009,524,12,2537348,66836911,0.000206514833597914
"Midwest","Female","45-49",45,2010,614,12,2484884,66974416,0.000247094029338995
"Midwest","Female","45-49",45,2011,560,12,2403255,67157800,0.000233017303615305
"Midwest","Female","45-49",45,2012,585,12,2324796,67336743,0.000251634982166177
"Midwest","Female","45-49",45,2013,577,12,2247854,67560379,0.000256689268964977
"Midwest","Female","45-49",45,2014,576,12,2183692,67745167,0.000263773462557906
"Midwest","Female","45-49",45,2015,611,12,2154902,67860583,0.000283539576277715
"Midwest","Female","45-49",45,2016,673,12,2155522,67987540,0.000312221355198416
"Midwest","Female","45-49",45,2017,745,12,2138867,68126781,0.000348315252888562
"Midwest","Female","45-49",45,2018,617,12,2108838,68236628,0.000292578187608531
"Midwest","Female","45-49",45,2019,608,12,2064891,68329004,0.000294446534950271
"Midwest","Female","50-54",50,2005,315,12,2317829,65806421,0.000135903036850432
"Midwest","Female","50-54",50,2006,376,12,2368058,66082058,0.0001587798947492
"Midwest","Female","50-54",50,2007,498,12,2425099,66359247,0.000205352441281779
"Midwest","Female","50-54",50,2008,459,12,2477183,66595597,0.000185291114947907
"Midwest","Female","50-54",50,2009,513,12,2510501,66836911,0.000204341683193912
"Midwest","Female","50-54",50,2010,542,12,2537854,66974416,0.000213566265041251
"Midwest","Female","50-54",50,2011,589,12,2553103,67157800,0.000230699662332464
"Midwest","Female","50-54",50,2012,612,12,2536370,67336743,0.000241289717194258
"Midwest","Female","50-54",50,2013,630,12,2510373,67560379,0.000250958722070386
"Midwest","Female","50-54",50,2014,678,12,2479808,67745167,0.00027340826386559
"Midwest","Female","50-54",50,2015,691,12,2422353,67860583,0.000285259827944152
"Midwest","Female","50-54",50,2016,715,12,2339351,67987540,0.000305640325030318
"Midwest","Female","50-54",50,2017,766,12,2262734,68126781,0.000338528523458789
"Midwest","Female","50-54",50,2018,651,12,2185791,68236628,0.000297832683911682
"Midwest","Female","50-54",50,2019,636,12,2124127,68329004,0.000299417125247219
"Midwest","Male","15-19",15,2005,105,12,2493753,65806421,4.21052125050075e-05
"Midwest","Male","15-19",15,2006,141,12,2506899,66082058,5.62447868861091e-05
"Midwest","Male","15-19",15,2007,164,12,2516259,66359247,6.51761205821817e-05
"Midwest","Male","15-19",15,2008,143,12,2513306,66595597,5.68971704997322e-05
"Midwest","Male","15-19",15,2009,123,12,2493250,66836911,4.93331996390254e-05
"Midwest","Male","15-19",15,2010,146,12,2460517,66974416,5.93371230517814e-05
"Midwest","Male","15-19",15,2011,138,12,2428279,67157800,5.68303724572012e-05
"Midwest","Male","15-19",15,2012,130,12,2384132,67336743,5.45271822197764e-05
"Midwest","Male","15-19",15,2013,117,12,2352965,67560379,4.97244965394725e-05
"Midwest","Male","15-19",15,2014,122,12,2329474,67745167,5.23723381329862e-05
"Midwest","Male","15-19",15,2015,135,12,2320809,67860583,5.81693711115391e-05
"Midwest","Male","15-19",15,2016,137,12,2313478,67987540,5.9218198746649e-05
"Midwest","Male","15-19",15,2017,147,12,2301026,68126781,6.38845454158275e-05
"Midwest","Male","15-19",15,2018,116,12,2288669,68236628,5.06844808052191e-05
"Midwest","Male","15-19",15,2019,118,12,2281963,68329004,5.17098655850248e-05
"Midwest","Male","20-24",20,2005,391,12,2375404,65806421,0.000164603579012244
"Midwest","Male","20-24",20,2006,411,12,2371628,66082058,0.000173298679219507
"Midwest","Male","20-24",20,2007,436,12,2339867,66359247,0.000186335377181695
"Midwest","Male","20-24",20,2008,405,12,2326691,66595597,0.000174066947437369
"Midwest","Male","20-24",20,2009,443,12,2321808,66836911,0.000190799583772646
"Midwest","Male","20-24",20,2010,494,12,2332068,66974416,0.000211829157640343
"Midwest","Male","20-24",20,2011,484,12,2372292,67157800,0.000204022101832321
"Midwest","Male","20-24",20,2012,510,12,2429009,67336743,0.000209962169757296
"Midwest","Male","20-24",20,2013,546,12,2469867,67560379,0.000221064535053912
"Midwest","Male","20-24",20,2014,576,12,2484908,67745167,0.000231799326172237
"Midwest","Male","20-24",20,2015,600,12,2470919,67860583,0.00024282463326398
"Midwest","Male","20-24",20,2016,850,12,2439377,67987540,0.000348449624637766
"Midwest","Male","20-24",20,2017,840,12,2397325,68126781,0.000350390539455435
"Midwest","Male","20-24",20,2018,653,12,2362999,68236628,0.000276343747923719
"Midwest","Male","20-24",20,2019,630,12,2336562,68329004,0.000269626913388132
"Midwest","Male","25-29",25,2005,401,12,2090857,65806421,0.000191787386703156
"Midwest","Male","25-29",25,2006,534,12,2143493,66082058,0.000249126075989051
"Midwest","Male","25-29",25,2007,496,12,2190858,66359247,0.000226395320919932
"Midwest","Male","25-29",25,2008,580,12,2220298,66595597,0.000261226195762911
"Midwest","Male","25-29",25,2009,568,12,2226091,66836911,0.000255155786533435
"Midwest","Male","25-29",25,2010,620,12,2223286,66974416,0.000278866506603289
"Midwest","Male","25-29",25,2011,685,12,2217440,67157800,0.000308914784616495
"Midwest","Male","25-29",25,2012,691,12,2208994,67336743,0.000312812076447469
"Midwest","Male","25-29",25,2013,736,12,2217616,67560379,0.00033188793731647
"Midwest","Male","25-29",25,2014,811,12,2243360,67745167,0.000361511304471864
"Midwest","Male","25-29",25,2015,925,12,2271099,67860583,0.00040729180013729
"Midwest","Male","25-29",25,2016,1327,12,2309887,67987540,0.000574486977068575
"Midwest","Male","25-29",25,2017,1478,12,2359734,68126781,0.00062634178259075
"Midwest","Male","25-29",25,2018,1340,12,2390071,68236628,0.000560652800690858
"Midwest","Male","25-29",25,2019,1291,12,2400354,68329004,0.000537837335659657
"Midwest","Male","30-34",30,2005,392,12,2121433,65806421,0.000184780759043533
"Midwest","Male","30-34",30,2006,522,12,2058291,66082058,0.000253608454781175
"Midwest","Male","30-34",30,2007,476,12,2034728,66359247,0.000233937902265069
"Midwest","Male","30-34",30,2008,547,12,2039572,66595597,0.000268193522954816
"Midwest","Male","30-34",30,2009,527,12,2071019,66836911,0.0002544641067996
"Midwest","Male","30-34",30,2010,595,12,2108941,66974416,0.000282132122235757
"Midwest","Male","30-34",30,2011,677,12,2151298,67157800,0.000314693733736563
"Midwest","Male","30-34",30,2012,770,12,2183504,67336743,0.000352644190255662
"Midwest","Male","30-34",30,2013,801,12,2212142,67560379,0.000362092487733608
"Midwest","Male","30-34",30,2014,912,12,2220562,67745167,0.000410706839079476
"Midwest","Male","30-34",30,2015,1125,12,2217340,67860583,0.000507364680202405
"Midwest","Male","30-34",30,2016,1430,12,2219117,67987540,0.000644400452972962
"Midwest","Male","30-34",30,2017,1603,12,2213959,68126781,0.000724042315146757
"Midwest","Male","30-34",30,2018,1475,12,2216841,68236628,0.000665361205427002
"Midwest","Male","30-34",30,2019,1444,12,2237458,68329004,0.000645375242797854
"Midwest","Male","35-39",35,2005,458,12,2234944,65806421,0.000204926834855817
"Midwest","Male","35-39",35,2006,603,12,2238564,66082058,0.000269369113413778
"Midwest","Male","35-39",35,2007,559,12,2224153,66359247,0.000251331630512829
"Midwest","Male","35-39",35,2008,588,12,2190695,66595597,0.000268407970986376
"Midwest","Male","35-39",35,2009,578,12,2136745,66836911,0.000270504903486378
"Midwest","Male","35-39",35,2010,570,12,2079605,66974416,0.000274090512380957
"Midwest","Male","35-39",35,2011,608,12,2018479,67157800,0.000301216906393378
"Midwest","Male","35-39",35,2012,660,12,2002095,67336743,0.000329654686715665
"Midwest","Male","35-39",35,2013,701,12,2018547,67560379,0.00034727950352407
"Midwest","Male","35-39",35,2014,835,12,2049118,67745167,0.000407492394288665
"Midwest","Male","35-39",35,2015,957,12,2091407,67860583,0.000457586686857221
"Midwest","Male","35-39",35,2016,1401,12,2136022,67987540,0.000655892120961301
"Midwest","Male","35-39",35,2017,1536,12,2170891,68126781,0.00070754358463875
"Midwest","Male","35-39",35,2018,1419,12,2196341,68236628,0.000646074539427165
"Midwest","Male","35-39",35,2019,1555,12,2204084,68329004,0.000705508501490869
"Midwest","Male","40-44",40,2005,676,12,2492262,65806421,0.000271239540626146
"Midwest","Male","40-44",40,2006,770,12,2421488,66082058,0.000317986296029549
"Midwest","Male","40-44",40,2007,660,12,2346921,66359247,0.000281219521236548
"Midwest","Male","40-44",40,2008,657,12,2273917,66595597,0.000288928751577124
"Midwest","Male","40-44",40,2009,612,12,2215213,66836911,0.000276271401440855
"Midwest","Male","40-44",40,2010,621,12,2191454,66974416,0.000283373504531694
"Midwest","Male","40-44",40,2011,637,12,2193576,67157800,0.000290393403283041
"Midwest","Male","40-44",40,2012,683,12,2176725,67336743,0.000313774133158759
"Midwest","Male","40-44",40,2013,707,12,2144783,67560379,0.000329637077503878
"Midwest","Male","40-44",40,2014,756,12,2098129,67745167,0.000360321028878587
"Midwest","Male","40-44",40,2015,807,12,2044660,67860583,0.000394686647168722
"Midwest","Male","40-44",40,2016,1031,12,1983636,67987540,0.000519752615903321
"Midwest","Male","40-44",40,2017,1262,12,1967479,68126781,0.000641429972060693
"Midwest","Male","40-44",40,2018,1168,12,1982679,68236628,0.000589101917153508
"Midwest","Male","40-44",40,2019,1290,12,2013194,68329004,0.000640772821695276
"Midwest","Male","45-49",45,2005,740,12,2523598,65806421,0.000293232123341356
"Midwest","Male","45-49",45,2006,872,12,2541737,66082058,0.00034307247366663
"Midwest","Male","45-49",45,2007,775,12,2532352,66359247,0.00030603960270926
"Midwest","Male","45-49",45,2008,729,12,2510602,66595597,0.000290368604820677
"Midwest","Male","45-49",45,2009,816,12,2490390,66836911,0.000327659523207209
"Midwest","Male","45-49",45,2010,774,12,2439793,66974416,0.000317240028149929
"Midwest","Male","45-49",45,2011,819,12,2364138,67157800,0.000346426477642168
"Midwest","Male","45-49",45,2012,735,12,2291980,67336743,0.000320683426556951
"Midwest","Male","45-49",45,2013,831,12,2222683,67560379,0.000373872477541782
"Midwest","Male","45-49",45,2014,787,12,2164040,67745167,0.000363671651170958
"Midwest","Male","45-49",45,2015,896,12,2141280,67860583,0.000418441306134648
"Midwest","Male","45-49",45,2016,1101,12,2142701,67987540,0.00051383744162158
"Midwest","Male","45-49",45,2017,1259,12,2126351,68126781,0.000592094155668561
"Midwest","Male","45-49",45,2018,1131,12,2092728,68236628,0.000540442905145819
"Midwest","Male","45-49",45,2019,1178,12,2046783,68329004,0.000575537318807123
"Midwest","Male","50-54",50,2005,503,12,2264091,65806421,0.000222164215130929
"Midwest","Male","50-54",50,2006,628,12,2312725,66082058,0.000271541147347826
"Midwest","Male","50-54",50,2007,615,12,2364373,66359247,0.000260111243022992
"Midwest","Male","50-54",50,2008,688,12,2413915,66595597,0.000285014178212572
"Midwest","Male","50-54",50,2009,654,12,2447567,66836911,0.000267204125566328
"Midwest","Male","50-54",50,2010,717,12,2472558,66974416,0.000289983086342161
"Midwest","Male","50-54",50,2011,759,12,2484272,67157800,0.000305522100639543
"Midwest","Male","50-54",50,2012,776,12,2467323,67336743,0.000314510909191865
"Midwest","Male","50-54",50,2013,852,12,2442569,67560379,0.000348813073448488
"Midwest","Male","50-54",50,2014,878,12,2415497,67745167,0.000363486272183323
"Midwest","Male","50-54",50,2015,863,12,2361955,67860583,0.000365375292924717
"Midwest","Male","50-54",50,2016,1062,12,2287046,67987540,0.000464354455485373
"Midwest","Male","50-54",50,2017,1250,12,2216518,68126781,0.000563947597086963
"Midwest","Male","50-54",50,2018,1029,12,2147582,68236628,0.000479143520480242
"Midwest","Male","50-54",50,2019,1142,12,2091133,68329004,0.000546115431204041
"Northeast","Female","15-19",15,2005,42,12,1895949,54598185,2.2152494608241e-05
"Northeast","Female","15-19",15,2006,35,12,1918439,54710026,1.8243999418277e-05
"Northeast","Female","15-19",15,2007,34,12,1930373,54879379,1.76131763135933e-05
"Northeast","Female","15-19",15,2008,37,12,1930948,55060196,1.91615724504233e-05
"Northeast","Female","15-19",15,2009,37,12,1919120,55283679,1.92796698486806e-05
"Northeast","Female","15-19",15,2010,32,12,1897636,55380134,1.68630864928785e-05
"Northeast","Female","15-19",15,2011,24,12,1878556,55604223,1.27757703257183e-05
"Northeast","Female","15-19",15,2012,28,12,1852628,55775216,1.51136655604903e-05
"Northeast","Female","15-19",15,2013,45,12,1823222,55901806,2.4681580191551e-05
"Northeast","Female","15-19",15,2014,50,12,1797335,56006011,2.78189653014046e-05
"Northeast","Female","15-19",15,2015,57,12,1779753,56034684,3.20269160945367e-05
"Northeast","Female","15-19",15,2016,67,12,1763607,56042330,3.79903232409488e-05
"Northeast","Female","15-19",15,2017,61,12,1745687,56059240,3.49432630248149e-05
"Northeast","Female","15-19",15,2018,46,12,1731436,56046620,2.65675427795194e-05
"Northeast","Female","15-19",15,2019,49,12,1718143,55982803,2.85191628403457e-05
"Northeast","Female","20-24",20,2005,118,12,1758828,54598185,6.7090130473247e-05
"Northeast","Female","20-24",20,2006,98,12,1778406,54710026,5.51055270843666e-05
"Northeast","Female","20-24",20,2007,110,12,1800783,54879379,6.10845393364997e-05
"Northeast","Female","20-24",20,2008,120,12,1821887,55060196,6.58657754295409e-05
"Northeast","Female","20-24",20,2009,114,12,1858289,55283679,6.13467549988188e-05
"Northeast","Female","20-24",20,2010,119,12,1891291,55380134,6.29199842858661e-05
"Northeast","Female","20-24",20,2011,152,12,1907696,55604223,7.96772651407771e-05
"Northeast","Female","20-24",20,2012,177,12,1915837,55775216,9.23878179615489e-05
"Northeast","Female","20-24",20,2013,170,12,1921854,55901806,8.8456251099199e-05
"Northeast","Female","20-24",20,2014,189,12,1922362,56006011,9.83165501606877e-05
"Northeast","Female","20-24",20,2015,237,12,1901224,56034684,0.00012465653705192
"Northeast","Female","20-24",20,2016,329,12,1876117,56042330,0.000175362197560173
"Northeast","Female","20-24",20,2017,337,12,1851640,56059240,0.00018200082089391
"Northeast","Female","20-24",20,2018,312,12,1822443,56046620,0.000171198770002683
"Northeast","Female","20-24",20,2019,251,12,1794831,55982803,0.000139846035643467
"Northeast","Female","25-29",25,2005,107,12,1721581,54598185,6.21521729154771e-05
"Northeast","Female","25-29",25,2006,134,12,1744733,54710026,7.68025824008602e-05
"Northeast","Female","25-29",25,2007,150,12,1760604,54879379,8.51980343109524e-05
"Northeast","Female","25-29",25,2008,138,12,1790084,55060196,7.70913543721971e-05
"Northeast","Female","25-29",25,2009,131,12,1806981,55283679,7.24966117518668e-05
"Northeast","Female","25-29",25,2010,176,12,1822700,55380134,9.65600482800241e-05
"Northeast","Female","25-29",25,2011,213,12,1846139,55604223,0.000115375927814753
"Northeast","Female","25-29",25,2012,220,12,1863071,55775216,0.000118084603324296
"Northeast","Female","25-29",25,2013,263,12,1881954,55901806,0.000139748367919726
"Northeast","Female","25-29",25,2014,317,12,1903874,56006011,0.000166502615194073
"Northeast","Female","25-29",25,2015,354,12,1919999,56034684,0.000184375096028696
"Northeast","Female","25-29",25,2016,540,12,1929319,56042330,0.000279891505759286
"Northeast","Female","25-29",25,2017,561,12,1938067,56059240,0.000289463676952345
"Northeast","Female","25-29",25,2018,500,12,1938786,56046620,0.000257893341503394
"Northeast","Female","25-29",25,2019,488,12,1929884,55982803,0.000252864939032605
"Northeast","Female","30-34",30,2005,140,12,1760362,54598185,7.95290968562148e-05
"Northeast","Female","30-34",30,2006,147,12,1698282,54710026,8.65580627952248e-05
"Northeast","Female","30-34",30,2007,157,12,1677059,54879379,9.36162651403439e-05
"Northeast","Female","30-34",30,2008,143,12,1682865,55060196,8.49741363686333e-05
"Northeast","Female","30-34",30,2009,137,12,1707179,55283679,8.02493470221928e-05
"Northeast","Female","30-34",30,2010,163,12,1732935,55380134,9.40600772677567e-05
"Northeast","Female","30-34",30,2011,240,12,1766931,55604223,0.000135828733549867
"Northeast","Female","30-34",30,2012,261,12,1793624,55775216,0.000145515448053773
"Northeast","Female","30-34",30,2013,284,12,1817492,55901806,0.000156259284772643
"Northeast","Female","30-34",30,2014,292,12,1828698,56006011,0.000159676447395907
"Northeast","Female","30-34",30,2015,380,12,1833995,56034684,0.000207197947649803
"Northeast","Female","30-34",30,2016,578,12,1847602,56042330,0.000312837938040769
"Northeast","Female","30-34",30,2017,592,12,1857985,56059240,0.0003186247467014
"Northeast","Female","30-34",30,2018,620,12,1872511,56046620,0.000331106199109111
"Northeast","Female","30-34",30,2019,629,12,1891074,55982803,0.000332615222883927
"Northeast","Female","35-39",35,2005,231,12,2000330,54598185,0.000115480945643969
"Northeast","Female","35-39",35,2006,227,12,1974652,54710026,0.000114956964568947
"Northeast","Female","35-39",35,2007,229,12,1934857,54879379,0.000118354999878544
"Northeast","Female","35-39",35,2008,215,12,1886900,55060196,0.000113943505220202
"Northeast","Female","35-39",35,2009,178,12,1832098,55283679,9.71563748227442e-05
"Northeast","Female","35-39",35,2010,240,12,1770931,55380134,0.000135521937331268
"Northeast","Female","35-39",35,2011,225,12,1712164,55604223,0.000131412645050357
"Northeast","Female","35-39",35,2012,236,12,1690125,55775216,0.000139634642408106
"Northeast","Female","35-39",35,2013,263,12,1689147,55901806,0.000155699888760422
"Northeast","Female","35-39",35,2014,299,12,1702800,56006011,0.00017559314070942
"Northeast","Female","35-39",35,2015,348,12,1724288,56034684,0.000201822433375399
"Northeast","Female","35-39",35,2016,521,12,1746539,56042330,0.00029830424628365
"Northeast","Female","35-39",35,2017,571,12,1768547,56059240,0.00032286391031734
"Northeast","Female","35-39",35,2018,558,12,1787145,56046620,0.000312229841451029
"Northeast","Female","35-39",35,2019,601,12,1794110,55982803,0.000334985034362442
"Northeast","Female","40-44",40,2005,308,12,2211862,54598185,0.000139249193665789
"Northeast","Female","40-44",40,2006,346,12,2166590,54710026,0.000159697958543148
"Northeast","Female","40-44",40,2007,288,12,2114984,54879379,0.00013617124290302
"Northeast","Female","40-44",40,2008,327,12,2063660,55060196,0.000158456334861363
"Northeast","Female","40-44",40,2009,275,12,2008600,55283679,0.000136911281489595
"Northeast","Female","40-44",40,2010,277,12,1977095,55380134,0.000140104547328277
"Northeast","Female","40-44",40,2011,336,12,1959847,55604223,0.000171441954397461
"Northeast","Female","40-44",40,2012,315,12,1924452,55775216,0.000163682960136184
"Northeast","Female","40-44",40,2013,346,12,1876441,55901806,0.000184391622225266
"Northeast","Female","40-44",40,2014,360,12,1819314,56006011,0.000197876782127769
"Northeast","Female","40-44",40,2015,349,12,1755837,56034684,0.00019876560295745
"Northeast","Female","40-44",40,2016,421,12,1691898,56042330,0.000248832967472034
"Northeast","Female","40-44",40,2017,510,12,1665176,56059240,0.000306273931404248
"Northeast","Female","40-44",40,2018,466,12,1660531,56046620,0.000280633122778196
"Northeast","Female","40-44",40,2019,408,12,1669442,55982803,0.000244393036715262
"Northeast","Female","45-49",45,2005,299,12,2193903,54598185,0.000136286791166246
"Northeast","Female","45-49",45,2006,376,12,2214265,54710026,0.00016980804013973
"Northeast","Female","45-49",45,2007,409,12,2211236,54879379,0.000184964427134869
"Northeast","Female","45-49",45,2008,404,12,2205291,55060196,0.000183195777790777
"Northeast","Female","45-49",45,2009,345,12,2202756,55283679,0.00015662197719584
"Northeast","Female","45-49",45,2010,391,12,2180900,55380134,0.000179283781924893
"Northeast","Female","45-49",45,2011,439,12,2138581,55604223,0.000205276302370591
"Northeast","Female","45-49",45,2012,417,12,2091867,55775216,0.00019934345730393
"Northeast","Female","45-49",45,2013,422,12,2037388,55901806,0.000207127950100815
"Northeast","Female","45-49",45,2014,434,12,1981867,56006011,0.000218985431413914
"Northeast","Female","45-49",45,2015,467,12,1947201,56034684,0.000239831429831846
"Northeast","Female","45-49",45,2016,564,12,1923311,56042330,0.000293244306303037
"Northeast","Female","45-49",45,2017,528,12,1884817,56059240,0.000280133296760375
"Northeast","Female","45-49",45,2018,504,12,1835282,56046620,0.000274617197793037
"Northeast","Female","45-49",45,2019,487,12,1776472,55982803,0.000274138854988989
"Northeast","Female","50-54",50,2005,213,12,1960801,54598185,0.000108629075566567
"Northeast","Female","50-54",50,2006,255,12,1998116,54710026,0.000127620218245587
"Northeast","Female","50-54",50,2007,319,12,2047161,54879379,0.000155825555488796
"Northeast","Female","50-54",50,2008,337,12,2092263,55060196,0.00016106961696498
"Northeast","Female","50-54",50,2009,314,12,2134627,55283679,0.000147098298672321
"Northeast","Female","50-54",50,2010,343,12,2165918,55380134,0.000158362412612112
"Northeast","Female","50-54",50,2011,383,12,2183774,55604223,0.000175384449123398
"Northeast","Female","50-54",50,2012,420,12,2178355,55775216,0.000192806039419654
"Northeast","Female","50-54",50,2013,503,12,2168490,55901806,0.000231958644033406
"Northeast","Female","50-54",50,2014,466,12,2158479,56006011,0.00021589276522959
"Northeast","Female","50-54",50,2015,536,12,2129158,56034684,0.000251742707680689
"Northeast","Female","50-54",50,2016,629,12,2080999,56042330,0.00030225867479994
"Northeast","Female","50-54",50,2017,651,12,2031758,56059240,0.000320412175072031
"Northeast","Female","50-54",50,2018,560,12,1974811,56046620,0.000283571440507471
"Northeast","Female","50-54",50,2019,598,12,1917578,55982803,0.000311851721285914
"Northeast","Male","15-19",15,2005,88,12,1990394,54598185,4.4212351926302e-05
"Northeast","Male","15-19",15,2006,95,12,2014809,54710026,4.71508713729192e-05
"Northeast","Male","15-19",15,2007,98,12,2025800,54879379,4.83759502418798e-05
"Northeast","Male","15-19",15,2008,117,12,2028880,55060196,5.76672844130752e-05
"Northeast","Male","15-19",15,2009,82,12,2015640,55283679,4.06818677938521e-05
"Northeast","Male","15-19",15,2010,86,12,1988841,55380134,4.32412646360368e-05
"Northeast","Male","15-19",15,2011,106,12,1963346,55604223,5.39894649236558e-05
"Northeast","Male","15-19",15,2012,89,12,1929290,55775216,4.61309600941279e-05
"Northeast","Male","15-19",15,2013,93,12,1894105,55901806,4.90997067216443e-05
