"Region","Sex","Age_Group","Age","Year","Deaths","Months_Observed","Population","Total_Population","Death_Rate"
"Northeast","Male","15-19",15,2014,93,12,1866117,56006011,4.98361035240556e-05
"Northeast","Male","15-19",15,2015,100,12,1845659,56034684,5.41811894829977e-05
"Northeast","Male","15-19",15,2016,117,12,1828572,56042330,6.39843550048891e-05
"Northeast","Male","15-19",15,2017,110,12,1808407,56059240,6.08270151575392e-05
"Northeast","Male","15-19",15,2018,70,12,1792346,56046620,3.90549592545189e-05
"Northeast","Male","15-19",15,2019,61,12,1776629,55982803,3.43346866453266e-05
"Northeast","Male","20-24",20,2005,314,12,1813981,54598185,0.000173099938753493
"Northeast","Male","20-24",20,2006,411,12,1835195,54710026,0.000223954402665657
"Northeast","Male","20-24",20,2007,368,12,1854633,54879379,0.000198422005863155
"Northeast","Male","20-24",20,2008,341,12,1875591,55060196,0.000181809360356282
"Northeast","Male","20-24",20,2009,321,12,1907466,55283679,0.000168286092648571
"Northeast","Male","20-24",20,2010,362,12,1940328,55380134,0.000186566394960027
"Northeast","Male","20-24",20,2011,467,12,1964788,55604223,0.000237684676412926
"Northeast","Male","20-24",20,2012,452,12,1982786,55775216,0.000227962069532466
"Northeast","Male","20-24",20,2013,512,12,1991911,55901806,0.000257039596648645
"Northeast","Male","20-24",20,2014,568,12,1987129,56006011,0.000285839520232456
"Northeast","Male","20-24",20,2015,683,12,1958089,56034684,0.000348809476995172
"Northeast","Male","20-24",20,2016,871,12,1925269,56042330,0.000452404313371274
"Northeast","Male","20-24",20,2017,862,12,1891358,56059240,0.000455757186106491
"Northeast","Male","20-24",20,2018,635,12,1855086,56046620,0.000342302189763709
"Northeast","Male","20-24",20,2019,539,12,1823647,55982803,0.000295561586206102
"Northeast","Male","25-29",25,2005,329,12,1699081,54598185,0.000193634088074671
"Northeast","Male","25-29",25,2006,464,12,1720857,54710026,0.000269633095602947
"Northeast","Male","25-29",25,2007,486,12,1742510,54879379,0.00027890801200567
"Northeast","Male","25-29",25,2008,437,12,1772507,55060196,0.000246543455117526
"Northeast","Male","25-29",25,2009,472,12,1790434,55283679,0.000263623233249592
"Northeast","Male","25-29",25,2010,472,12,1809867,55380134,0.000260792643879357
"Northeast","Male","25-29",25,2011,591,12,1844576,55604223,0.000320398834203633
"Northeast","Male","25-29",25,2012,642,12,1872424,55775216,0.000342871059119088
"Northeast","Male","25-29",25,2013,720,12,1901632,55901806,0.000378622151920035
"Northeast","Male","25-29",25,2014,819,12,1935062,56006011,0.000423242252703014
"Northeast","Male","25-29",25,2015,1140,12,1961350,56034684,0.000581232314477273
"Northeast","Male","25-29",25,2016,1528,12,1979790,56042330,0.000771799029189965
"Northeast","Male","25-29",25,2017,1700,12,1993968,56059240,0.000852571355207305
"Northeast","Male","25-29",25,2018,1481,12,1998854,56046620,0.000740924549767017
"Northeast","Male","25-29",25,2019,1293,12,1987830,55982803,0.000650458037156095
"Northeast","Male","30-34",30,2005,356,12,1711804,54598185,0.000207967734623824
"Northeast","Male","30-34",30,2006,440,12,1655234,54710026,0.000265823442486078
"Northeast","Male","30-34",30,2007,411,12,1636495,54879379,0.000251146505183334
"Northeast","Male","30-34",30,2008,416,12,1645588,55060196,0.000252797176449998
"Northeast","Male","30-34",30,2009,389,12,1668748,55283679,0.000233108893613655
"Northeast","Male","30-34",30,2010,423,12,1696382,55380134,0.000249354213850418
"Northeast","Male","30-34",30,2011,587,12,1732001,55604223,0.000338914353975546
"Northeast","Male","30-34",30,2012,647,12,1765810,55775216,0.000366404086509874
"Northeast","Male","30-34",30,2013,727,12,1794465,55901806,0.000405134678023812
"Northeast","Male","30-34",30,2014,881,12,1814185,56006011,0.000485617508688474
"Northeast","Male","30-34",30,2015,1159,12,1826660,56034684,0.000634491366756813
"Northeast","Male","30-34",30,2016,1608,12,1851078,56042330,0.000868683005254236
"Northeast","Male","30-34",30,2017,1835,12,1869447,56059240,0.000981573695322734
"Northeast","Male","30-34",30,2018,1644,12,1891884,56046620,0.000868975053438794
"Northeast","Male","30-34",30,2019,1561,12,1921005,55982803,0.000812595490381337
"Northeast","Male","35-39",35,2005,462,12,1931823,54598185,0.000239152344702387
"Northeast","Male","35-39",35,2006,537,12,1905496,54710026,0.000281816387964079
"Northeast","Male","35-39",35,2007,462,12,1870791,54879379,0.000246954363154409
"Northeast","Male","35-39",35,2008,472,12,1825377,55060196,0.000258576721411522
"Northeast","Male","35-39",35,2009,376,12,1772302,55283679,0.000212153459173437
"Northeast","Male","35-39",35,2010,408,12,1713203,55380134,0.000238150411830939
"Northeast","Male","35-39",35,2011,471,12,1661709,55604223,0.000283443129934303
"Northeast","Male","35-39",35,2012,561,12,1643277,55775216,0.000341391013201061
"Northeast","Male","35-39",35,2013,562,12,1647987,55901806,0.000341022107577305
"Northeast","Male","35-39",35,2014,665,12,1661594,56006011,0.000400218103820789
"Northeast","Male","35-39",35,2015,1004,12,1685645,56034684,0.000595617701236025
"Northeast","Male","35-39",35,2016,1325,12,1712743,56042330,0.000773612853767319
"Northeast","Male","35-39",35,2017,1673,12,1738405,56059240,0.000962376431268893
"Northeast","Male","35-39",35,2018,1602,12,1761592,56046620,0.000909404674862284
"Northeast","Male","35-39",35,2019,1551,12,1777037,55982803,0.000872801185343918
"Northeast","Male","40-44",40,2005,583,12,2135952,54598185,0.000272946208529031
"Northeast","Male","40-44",40,2006,753,12,2090480,54710026,0.000360204354980674
"Northeast","Male","40-44",40,2007,674,12,2037193,54879379,0.000330847396392978
"Northeast","Male","40-44",40,2008,540,12,1985878,55060196,0.000271920027312856
"Northeast","Male","40-44",40,2009,495,12,1932365,55283679,0.000256162784981098
"Northeast","Male","40-44",40,2010,515,12,1902068,55380134,0.000270757932944564
"Northeast","Male","40-44",40,2011,570,12,1885077,55604223,0.000302374916250105
"Northeast","Male","40-44",40,2012,571,12,1854532,55775216,0.000307894390606363
"Northeast","Male","40-44",40,2013,628,12,1808133,55901806,0.000347319583238622
"Northeast","Male","40-44",40,2014,648,12,1754772,56006011,0.000369278743905191
"Northeast","Male","40-44",40,2015,756,12,1696357,56034684,0.000445660907462285
"Northeast","Male","40-44",40,2016,1067,12,1638625,56042330,0.000651155694560989
"Northeast","Male","40-44",40,2017,1159,12,1613865,56059240,0.000718151766101873
"Northeast","Male","40-44",40,2018,1177,12,1613569,56046620,0.000729438902209946
"Northeast","Male","40-44",40,2019,1278,12,1623495,55982803,0.000787190598061589
"Northeast","Male","45-49",45,2005,606,12,2102729,54598185,0.000288196909825279
"Northeast","Male","45-49",45,2006,725,12,2122361,54710026,0.000341600698467414
"Northeast","Male","45-49",45,2007,633,12,2120979,54879379,0.000298447085048933
"Northeast","Male","45-49",45,2008,688,12,2111776,55060196,0.000325792129468277
"Northeast","Male","45-49",45,2009,618,12,2108106,55283679,0.000293154139307985
"Northeast","Male","45-49",45,2010,613,12,2085175,55380134,0.00029398012157253
"Northeast","Male","45-49",45,2011,709,12,2043379,55604223,0.000346974300900616
"Northeast","Male","45-49",45,2012,711,12,1997645,55775216,0.000355919094734049
"Northeast","Male","45-49",45,2013,750,12,1946243,55901806,0.000385357840721842
"Northeast","Male","45-49",45,2014,779,12,1895254,56006011,0.000411026701434214
"Northeast","Male","45-49",45,2015,874,12,1863214,56034684,0.000469081919736541
"Northeast","Male","45-49",45,2016,1119,12,1840838,56042330,0.000607875326345936
"Northeast","Male","45-49",45,2017,1267,12,1806718,56059240,0.00070127158748626
"Northeast","Male","45-49",45,2018,1262,12,1758848,56046620,0.000717515100793247
"Northeast","Male","45-49",45,2019,1146,12,1704101,55982803,0.000672495350921101
"Northeast","Male","50-54",50,2005,429,12,1856327,54598185,0.000231101524677495
"Northeast","Male","50-54",50,2006,540,12,1895756,54710026,0.000284846784079808
"Northeast","Male","50-54",50,2007,542,12,1942045,54879379,0.000279087250810357
"Northeast","Male","50-54",50,2008,560,12,1990232,55060196,0.000281374231747857
"Northeast","Male","50-54",50,2009,485,12,2028419,55283679,0.000239102473404164
"Northeast","Male","50-54",50,2010,518,12,2059593,55380134,0.000251506001428438
"Northeast","Male","50-54",50,2011,633,12,2076348,55604223,0.000304862190731034
"Northeast","Male","50-54",50,2012,703,12,2070597,55775216,0.000339515608300408
"Northeast","Male","50-54",50,2013,713,12,2059697,55901806,0.000346167421713
"Northeast","Male","50-54",50,2014,778,12,2048398,56006011,0.000379809001961533
"Northeast","Male","50-54",50,2015,896,12,2020242,56034684,0.000443511222912899
"Northeast","Male","50-54",50,2016,1212,12,1974197,56042330,0.000613920495269722
"Northeast","Male","50-54",50,2017,1413,12,1925350,56059240,0.00073389253901888
"Northeast","Male","50-54",50,2018,1226,12,1871813,56046620,0.000654979957933832
"Northeast","Male","50-54",50,2019,1317,12,1820277,55982803,0.00072351625604235
"South","Female","15-19",15,2005,76,12,3755168,107411036,2.02387749363011e-05
"South","Female","15-19",15,2006,99,12,3829111,108930843,2.58545651980316e-05
"South","Female","15-19",15,2007,96,12,3895881,110573419,2.46414097350509e-05
"South","Female","15-19",15,2008,84,12,3943000,112021022,2.13035759573928e-05
"South","Female","15-19",15,2009,77,12,3960040,113317879,1.94442480378986e-05
"South","Female","15-19",15,2010,107,12,3932166,114866680,2.72114656400569e-05
"South","Female","15-19",15,2011,101,12,3868859,116006522,2.61058880667401e-05
"South","Female","15-19",15,2012,66,12,3833886,117241208,1.72149093635022e-05
"South","Female","15-19",15,2013,69,12,3828199,118364400,1.80241413782303e-05
"South","Female","15-19",15,2014,74,12,3836082,119624037,1.92905156876209e-05
"South","Female","15-19",15,2015,94,12,3878546,120997341,2.42358863347244e-05
"South","Female","15-19",15,2016,117,12,3924044,122351760,2.98161794312194e-05
"South","Female","15-19",15,2017,107,12,3945485,123542189,2.71196063348359e-05
"South","Female","15-19",15,2018,94,12,3959077,124569433,2.37429077534991e-05
"South","Female","15-19",15,2019,106,12,3972572,125580448,2.66829650916333e-05
"South","Female","20-24",20,2005,226,12,3768141,107411036,5.99765242330369e-05
"South","Female","20-24",20,2006,265,12,3772372,108930843,7.02475789768347e-05
"South","Female","20-24",20,2007,302,12,3800421,110573419,7.94648803382573e-05
"South","Female","20-24",20,2008,265,12,3834281,112021022,6.91133487608237e-05
"South","Female","20-24",20,2009,281,12,3885583,113317879,7.23186198827821e-05
"South","Female","20-24",20,2010,301,12,3961818,114866680,7.59752214766049e-05
"South","Female","20-24",20,2011,279,12,4062584,116006522,6.86755030788287e-05
"South","Female","20-24",20,2012,269,12,4144881,117241208,6.48993300410796e-05
"South","Female","20-24",20,2013,286,12,4178462,118364400,6.84462369168369e-05
"South","Female","20-24",20,2014,278,12,4182829,119624037,6.64621958009758e-05
"South","Female","20-24",20,2015,328,12,4137985,120997341,7.92656329107041e-05
"South","Female","20-24",20,2016,399,12,4075997,122351760,9.78901603705793e-05
"South","Female","20-24",20,2017,506,12,4035498,123542189,0.000125387250842399
"South","Female","20-24",20,2018,405,12,4015785,124569433,0.000100852012744706
"South","Female","20-24",20,2019,396,12,4010458,125580448,9.87418394607299e-05
"South","Female","25-29",25,2005,307,12,3577385,107411036,8.58168746165146e-05
"South","Female","25-29",25,2006,390,12,3714081,108930843,0.000105005787434361
"South","Female","25-29",25,2007,435,12,3809173,110573419,0.000114198016209818
"South","Female","25-29",25,2008,417,12,3874861,112021022,0.00010761676354326
"South","Female","25-29",25,2009,436,12,3908162,113317879,0.000111561393821443
"South","Female","25-29",25,2010,462,12,3915936,114866680,0.000117979456252605
"South","Female","25-29",25,2011,469,12,3939939,116006522,0.000119037375959374
"South","Female","25-29",25,2012,473,12,3964080,117241208,0.000119321507134064
"South","Female","25-29",25,2013,460,12,3998165,118364400,0.000115052780463037
"South","Female","25-29",25,2014,481,12,4079311,119624037,0.000117912068974393
"South","Female","25-29",25,2015,539,12,4184137,120997341,0.000128819873727844
"South","Female","25-29",25,2016,777,12,4294660,122351760,0.00018092235473821
"South","Female","25-29",25,2017,885,12,4371249,123542189,0.000202459297102499
"South","Female","25-29",25,2018,788,12,4397816,124569433,0.000179179847451553
"South","Female","25-29",25,2019,787,12,4389441,125580448,0.000179293900977368
"South","Female","30-34",30,2005,398,12,3653293,107411036,0.000108942808583927
"South","Female","30-34",30,2006,434,12,3586250,108930843,0.000121017776228651
"South","Female","30-34",30,2007,468,12,3574090,110573419,0.000130942421707344
"South","Female","30-34",30,2008,460,12,3601694,112021022,0.00012771767951414
"South","Female","30-34",30,2009,499,12,3671079,113317879,0.00013592733907388
"South","Female","30-34",30,2010,569,12,3763978,114866680,0.000151169852746217
"South","Female","30-34",30,2011,604,12,3853262,116006522,0.000156750306623323
"South","Female","30-34",30,2012,635,12,3929995,117241208,0.000161577813712231
"South","Female","30-34",30,2013,605,12,3998345,118364400,0.000151312605590563
"South","Female","30-34",30,2014,676,12,4046811,119624037,0.000167045112806108
"South","Female","30-34",30,2015,758,12,4075612,120997341,0.000185984338057695
"South","Female","30-34",30,2016,899,12,4108565,122351760,0.000218811190768553
"South","Female","30-34",30,2017,1027,12,4131075,123542189,0.000248603571709543
"South","Female","30-34",30,2018,1029,12,4161210,124569433,0.000247283842920689
"South","Female","30-34",30,2019,1075,12,4232006,125580448,0.000254016653095482
"South","Female","35-39",35,2005,566,12,3793434,107411036,0.000149205179265014
"South","Female","35-39",35,2006,607,12,3855089,108930843,0.000157454211822347
"South","Female","35-39",35,2007,635,12,3904765,110573419,0.00016262182231197
"South","Female","35-39",35,2008,633,12,3919659,112021022,0.000161493640135532
"South","Female","35-39",35,2009,633,12,3894038,113317879,0.000162556194880481
"South","Female","35-39",35,2010,674,12,3838899,114866680,0.000175571172880558
"South","Female","35-39",35,2011,680,12,3753460,116006522,0.000181166177340374
"South","Female","35-39",35,2012,654,12,3734481,117241208,0.000175124736208325
"South","Female","35-39",35,2013,697,12,3749953,118364400,0.000185868996224753
"South","Female","35-39",35,2014,736,12,3802225,119624037,0.000193570869688143
"South","Female","35-39",35,2015,809,12,3890969,120997341,0.000207917359403275
"South","Female","35-39",35,2016,1047,12,3991757,122351760,0.000262290515179155
"South","Female","35-39",35,2017,1150,12,4069286,123542189,0.000282604859918914
"South","Female","35-39",35,2018,1096,12,4141031,124569433,0.000264668388138123
"South","Female","35-39",35,2019,1149,12,4184976,125580448,0.000274553545826786
"South","Female","40-44",40,2005,815,12,4168623,107411036,0.000195508204987594
"South","Female","40-44",40,2006,902,12,4120335,108930843,0.00021891423876942
"South","Female","40-44",40,2007,858,12,4057632,110573419,0.000211453379705207
"South","Female","40-44",40,2008,881,12,3985002,112021022,0.000221078935468539
"South","Female","40-44",40,2009,798,12,3920263,113317879,0.000203557771506657
"South","Female","40-44",40,2010,783,12,3917683,114866680,0.000199863031286605
"South","Female","40-44",40,2011,872,12,3971924,116006522,0.00021954095798409
"South","Female","40-44",40,2012,816,12,4006595,117241208,0.000203664208636011
"South","Female","40-44",40,2013,817,12,4009321,118364400,0.000203775152949839
"South","Female","40-44",40,2014,914,12,3981629,119624037,0.000229554285444475
"South","Female","40-44",40,2015,940,12,3930556,120997341,0.000239151916420985
"South","Female","40-44",40,2016,983,12,3854208,122351760,0.000255045913453555
"South","Female","40-44",40,2017,1004,12,3839455,123542189,0.000261495446619377
"South","Female","40-44",40,2018,970,12,3857380,124569433,0.00025146602097797
"South","Female","40-44",40,2019,975,12,3905854,125580448,0.000249625306015023
"South","Female","45-49",45,2005,867,12,4083357,107411036,0.000212325299992139
"South","Female","45-49",45,2006,951,12,4156301,108930843,0.000228809222431195
"South","Female","45-49",45,2007,1040,12,4194310,110573419,0.000247954967563199
"South","Female","45-49",45,2008,1118,12,4228586,112021022,0.000264390980814863
"South","Female","45-49",45,2009,1153,12,4264572,113317879,0.000270367108352257
"South","Female","45-49",45,2010,1068,12,4250120,114866680,0.000251287022484071
"South","Female","45-49",45,2011,1157,12,4178539,116006522,0.000276891037752669
"South","Female","45-49",45,2012,1117,12,4104244,117241208,0.000272157308386149
"South","Female","45-49",45,2013,1009,12,4023953,118364400,0.000250748455560987
"South","Female","45-49",45,2014,1008,12,3961495,119624037,0.000254449393473928
"South","Female","45-49",45,2015,1037,12,3969096,120997341,0.000261268560901525
"South","Female","45-49",45,2016,1122,12,4032754,122351760,0.000278221780946718
"South","Female","45-49",45,2017,1163,12,4070669,123542189,0.000285702423852197
"South","Female","45-49",45,2018,1058,12,4076015,124569433,0.000259567248893834
"South","Female","45-49",45,2019,1047,12,4048026,125580448,0.000258644583804551
"South","Female","50-54",50,2005,599,12,3695502,107411036,0.000162088939472905
"South","Female","50-54",50,2006,723,12,3795460,108930843,0.000190490744204919
"South","Female","50-54",50,2007,806,12,3914870,110573419,0.000205881676786202
"South","Female","50-54",50,2008,831,12,4013730,112021022,0.00020703933747412
"South","Female","50-54",50,2009,948,12,4088030,113317879,0.000231896536962791
"South","Female","50-54",50,2010,1015,12,4161609,114866680,0.000243896050782282
"South","Female","50-54",50,2011,1083,12,4213051,116006522,0.000257058364591361
"South","Female","50-54",50,2012,1108,12,4233713,117241208,0.00026170881209945
"South","Female","50-54",50,2013,1102,12,4254754,118364400,0.000259004398374148
"South","Female","50-54",50,2014,1127,12,4276867,119624037,0.000263510649267326
"South","Female","50-54",50,2015,1183,12,4258988,120997341,0.000277765516127305
"South","Female","50-54",50,2016,1264,12,4198295,122351760,0.000301074602904274
"South","Female","50-54",50,2017,1262,12,4127672,123542189,0.000305741347665221
"South","Female","50-54",50,2018,1145,12,4053243,124569433,0.000282489848252375
