"Notes","Five-Year Age Groups","Five-Year Age Groups Code","Census Division","Census Division Code","Year","Year Code",Deaths,Population,Crude Rate,Crude Rate Lower 95% Confidence Interval,Crude Rate Upper 95% Confidence Interval,Crude Rate Standard Error
,"30-34 years","30-34","Division 2: Middle Atlantic","CENS-D2","2007","2007",179,2476249,7.2,6.2,8.3,0.5
,"30-34 years","30-34","Division 2: Middle Atlantic","CENS-D2","2008","2008",169,2494139,6.8,5.8,7.8,0.5
,"30-34 years","30-34","Division 2: Middle Atlantic","CENS-D2","2009","2009",175,2532886,6.9,5.9,7.9,0.5
,"30-34 years","30-34","Division 2: Middle Atlantic","CENS-D2","2010","2010",193,2565414,7.5,6.5,8.6,0.5
,"30-34 years","30-34","Division 2: Middle Atlantic","CENS-D2","2011","2011",333,2625976,12.7,11.3,14.0,0.7
,"30-34 years","30-34","Division 2: Middle Atlantic","CENS-D2","2012","2012",396,2672320,14.8,13.4,16.3,0.7
,"30-34 years","30-34","Division 2: Middle Atlantic","CENS-D2","2013","2013",416,2715308,15.3,13.8,16.8,0.8
,"30-34 years","30-34","Division 2: Middle Atlantic","CENS-D2","2014","2014",470,2745065,17.1,15.6,18.7,0.8
,"30-34 years","30-34","Division 2: Middle Atlantic","CENS-D2","2015","2015",637,2763287,23.1,21.3,24.8,0.9
,"30-34 years","30-34","Division 2: Middle Atlantic","CENS-D2","2016","2016",1024,2779239,36.8,34.6,39.1,1.2
,"30-34 years","30-34","Division 2: Middle Atlantic","CENS-D2","2017","2017",1117,2811641,39.7,37.4,42.1,1.2
,"30-34 years","30-34","Division 2: Middle Atlantic","CENS-D2","2018","2018",1269,2796360,45.4,42.9,47.9,1.3
,"30-34 years","30-34","Division 2: Middle Atlantic","CENS-D2","2019","2019",1247,2823452,44.2,41.7,46.6,1.3
,"30-34 years","30-34","Division 2: Middle Atlantic","CENS-D2","2020","2020",1524,2852725,53.4,50.7,56.1,1.4
,"30-34 years","30-34","Division 3: East North Central","CENS-D3","1999","1999",102,3220612,3.2,2.6,3.8,0.3
,"30-34 years","30-34","Division 3: East North Central","CENS-D3","2000","2000",127,3206114,4.0,3.3,4.7,0.4
,"30-34 years","30-34","Division 3: East North Central","CENS-D3","2001","2001",141,3208546,4.4,3.7,5.1,0.4
,"30-34 years","30-34","Division 3: East North Central","CENS-D3","2002","2002",158,3190396,5.0,4.2,5.7,0.4
,"30-34 years","30-34","Division 3: East North Central","CENS-D3","2003","2003",163,3145613,5.2,4.4,6.0,0.4
,"30-34 years","30-34","Division 3: East North Central","CENS-D3","2004","2004",166,3072551,5.4,4.6,6.2,0.4
,"30-34 years","30-34","Division 3: East North Central","CENS-D3","2005","2005",228,2984355,7.6,6.6,8.6,0.5
,"30-34 years","30-34","Division 3: East North Central","CENS-D3","2006","2006",273,2881215,9.5,8.4,10.6,0.6
,"30-34 years","30-34","Division 3: East North Central","CENS-D3","2007","2007",239,2833577,8.4,7.4,9.5,0.5
,"30-34 years","30-34","Division 3: East North Central","CENS-D3","2008","2008",353,2828920,12.5,11.2,13.8,0.7
,"30-34 years","30-34","Division 3: East North Central","CENS-D3","2009","2009",327,2857602,11.4,10.2,12.7,0.6
,"30-34 years","30-34","Division 3: East North Central","CENS-D3","2010","2010",412,2888741,14.3,12.9,15.6,0.7
,"30-34 years","30-34","Division 3: East North Central","CENS-D3","2011","2011",500,2949968,16.9,15.5,18.4,0.8
,"30-34 years","30-34","Division 3: East North Central","CENS-D3","2012","2012",554,2981852,18.6,17.0,20.1,0.8
,"30-34 years","30-34","Division 3: East North Central","CENS-D3","2013","2013",623,3004791,20.7,19.1,22.4,0.8
,"30-34 years","30-34","Division 3: East North Central","CENS-D3","2014","2014",749,3007007,24.9,23.1,26.7,0.9
,"30-34 years","30-34","Division 3: East North Central","CENS-D3","2015","2015",979,2995437,32.7,30.6,34.7,1.0
,"30-34 years","30-34","Division 3: East North Central","CENS-D3","2016","2016",1338,2984772,44.8,42.4,47.2,1.2
,"30-34 years","30-34","Division 3: East North Central","CENS-D3","2017","2017",1638,2975861,55.0,52.4,57.7,1.4
,"30-34 years","30-34","Division 3: East North Central","CENS-D3","2018","2018",1353,2988113,45.3,42.9,47.7,1.2
,"30-34 years","30-34","Division 3: East North Central","CENS-D3","2019","2019",1343,3015230,44.5,42.2,46.9,1.2
,"30-34 years","30-34","Division 3: East North Central","CENS-D3","2020","2020",1866,3054675,61.1,58.3,63.9,1.4
,"30-34 years","30-34","Division 4: West North Central","CENS-D4","1999","1999",18,1290302,Unreliable,0.8,2.2,0.3
,"30-34 years","30-34","Division 4: West North Central","CENS-D4","2000","2000",26,1286667,2.0,1.3,3.0,0.4
,"30-34 years","30-34","Division 4: West North Central","CENS-D4","2001","2001",36,1293565,2.8,1.9,3.9,0.5
,"30-34 years","30-34","Division 4: West North Central","CENS-D4","2002","2002",53,1291163,4.1,3.1,5.4,0.6
,"30-34 years","30-34","Division 4: West North Central","CENS-D4","2003","2003",39,1281590,3.0,2.2,4.2,0.5
,"30-34 years","30-34","Division 4: West North Central","CENS-D4","2004","2004",63,1260825,5.0,3.8,6.4,0.6
,"30-34 years","30-34","Division 4: West North Central","CENS-D4","2005","2005",71,1240682,5.7,4.5,7.2,0.7
,"30-34 years","30-34","Division 4: West North Central","CENS-D4","2006","2006",107,1215973,8.8,7.1,10.5,0.9
,"30-34 years","30-34","Division 4: West North Central","CENS-D4","2007","2007",76,1216179,6.2,4.9,7.8,0.7
,"30-34 years","30-34","Division 4: West North Central","CENS-D4","2008","2008",100,1228695,8.1,6.5,9.7,0.8
,"30-34 years","30-34","Division 4: West North Central","CENS-D4","2009","2009",137,1260462,10.9,9.0,12.7,0.9
,"30-34 years","30-34","Division 4: West North Central","CENS-D4","2010","2010",138,1286653,10.7,8.9,12.5,0.9
,"30-34 years","30-34","Division 4: West North Central","CENS-D4","2011","2011",164,1334785,12.3,10.4,14.2,1.0
,"30-34 years","30-34","Division 4: West North Central","CENS-D4","2012","2012",167,1369838,12.2,10.3,14.0,0.9
,"30-34 years","30-34","Division 4: West North Central","CENS-D4","2013","2013",172,1402140,12.3,10.4,14.1,0.9
,"30-34 years","30-34","Division 4: West North Central","CENS-D4","2014","2014",190,1417713,13.4,11.5,15.3,1.0
,"30-34 years","30-34","Division 4: West North Central","CENS-D4","2015","2015",197,1422224,13.9,11.9,15.8,1.0
,"30-34 years","30-34","Division 4: West North Central","CENS-D4","2016","2016",248,1417152,17.5,15.3,19.7,1.1
,"30-34 years","30-34","Division 4: West North Central","CENS-D4","2017","2017",211,1408202,15.0,13.0,17.0,1.0
,"30-34 years","30-34","Division 4: West North Central","CENS-D4","2018","2018",266,1400842,19.0,16.7,21.3,1.2
,"30-34 years","30-34","Division 4: West North Central","CENS-D4","2019","2019",298,1400090,21.3,18.9,23.7,1.2
,"30-34 years","30-34","Division 4: West North Central","CENS-D4","2020","2020",416,1402500,29.7,26.8,32.5,1.5
,"30-34 years","30-34","Division 5: South Atlantic","CENS-D5","1999","1999",170,3823906,4.4,3.8,5.1,0.3
,"30-34 years","30-34","Division 5: South Atlantic","CENS-D5","2000","2000",196,3809612,5.1,4.4,5.9,0.4
,"30-34 years","30-34","Division 5: South Atlantic","CENS-D5","2001","2001",242,3853173,6.3,5.5,7.1,0.4
,"30-34 years","30-34","Division 5: South Atlantic","CENS-D5","2002","2002",308,3876963,7.9,7.1,8.8,0.5
,"30-34 years","30-34","Division 5: South Atlantic","CENS-D5","2003","2003",344,3862778,8.9,8.0,9.8,0.5
,"30-34 years","30-34","Division 5: South Atlantic","CENS-D5","2004","2004",358,3833525,9.3,8.4,10.3,0.5
,"30-34 years","30-34","Division 5: South Atlantic","CENS-D5","2005","2005",354,3773881,9.4,8.4,10.4,0.5
,"30-34 years","30-34","Division 5: South Atlantic","CENS-D5","2006","2006",386,3706604,10.4,9.4,11.5,0.5
,"30-34 years","30-34","Division 5: South Atlantic","CENS-D5","2007","2007",447,3672106,12.2,11.0,13.3,0.6
,"30-34 years","30-34","Division 5: South Atlantic","CENS-D5","2008","2008",435,3688823,11.8,10.7,12.9,0.6
,"30-34 years","30-34","Division 5: South Atlantic","CENS-D5","2009","2009",460,3734946,12.3,11.2,13.4,0.6
,"30-34 years","30-34","Division 5: South Atlantic","CENS-D5","2010","2010",543,3794913,14.3,13.1,15.5,0.6
,"30-34 years","30-34","Division 5: South Atlantic","CENS-D5","2011","2011",642,3904283,16.4,15.2,17.7,0.6
,"30-34 years","30-34","Division 5: South Atlantic","CENS-D5","2012","2012",563,3985536,14.1,13.0,15.3,0.6
,"30-34 years","30-34","Division 5: South Atlantic","CENS-D5","2013","2013",626,4045029,15.5,14.3,16.7,0.6
,"30-34 years","30-34","Division 5: South Atlantic","CENS-D5","2014","2014",774,4100945,18.9,17.5,20.2,0.7
,"30-34 years","30-34","Division 5: South Atlantic","CENS-D5","2015","2015",974,4139617,23.5,22.1,25.0,0.8
,"30-34 years","30-34","Division 5: South Atlantic","CENS-D5","2016","2016",1414,4179797,33.8,32.1,35.6,0.9
,"30-34 years","30-34","Division 5: South Atlantic","CENS-D5","2017","2017",1681,4231083,39.7,37.8,41.6,1.0
,"30-34 years","30-34","Division 5: South Atlantic","CENS-D5","2018","2018",1630,4288424,38.0,36.2,39.9,0.9
,"30-34 years","30-34","Division 5: South Atlantic","CENS-D5","2019","2019",1777,4366851,40.7,38.8,42.6,1.0
,"30-34 years","30-34","Division 5: South Atlantic","CENS-D5","2020","2020",2524,4480220,56.3,54.1,58.5,1.1
,"30-34 years","30-34","Division 6: East South Central","CENS-D6","1999","1999",25,1186624,2.1,1.4,3.1,0.4
,"30-34 years","30-34","Division 6: East South Central","CENS-D6","2000","2000",23,1190137,1.9,1.2,2.9,0.4
,"30-34 years","30-34","Division 6: East South Central","CENS-D6","2001","2001",39,1194816,3.3,2.3,4.5,0.5
,"30-34 years","30-34","Division 6: East South Central","CENS-D6","2002","2002",52,1199336,4.3,3.2,5.7,0.6
,"30-34 years","30-34","Division 6: East South Central","CENS-D6","2003","2003",69,1196670,5.8,4.5,7.3,0.7
,"30-34 years","30-34","Division 6: East South Central","CENS-D6","2004","2004",75,1185775,6.3,5.0,7.9,0.7
,"30-34 years","30-34","Division 6: East South Central","CENS-D6","2005","2005",101,1167154,8.7,7.0,10.3,0.9
,"30-34 years","30-34","Division 6: East South Central","CENS-D6","2006","2006",118,1136064,10.4,8.5,12.3,1.0
,"30-34 years","30-34","Division 6: East South Central","CENS-D6","2007","2007",136,1127402,12.1,10.0,14.1,1.0
,"30-34 years","30-34","Division 6: East South Central","CENS-D6","2008","2008",139,1132311,12.3,10.2,14.3,1.0
,"30-34 years","30-34","Division 6: East South Central","CENS-D6","2009","2009",148,1153957,12.8,10.8,14.9,1.1
,"30-34 years","30-34","Division 6: East South Central","CENS-D6","2010","2010",205,1173293,17.5,15.1,19.9,1.2
,"30-34 years","30-34","Division 6: East South Central","CENS-D6","2011","2011",199,1200731,16.6,14.3,18.9,1.2
,"30-34 years","30-34","Division 6: East South Central","CENS-D6","2012","2012",207,1212491,17.1,14.7,19.4,1.2
,"30-34 years","30-34","Division 6: East South Central","CENS-D6","2013","2013",236,1217530,19.4,16.9,21.9,1.3
,"30-34 years","30-34","Division 6: East South Central","CENS-D6","2014","2014",254,1216165,20.9,18.3,23.5,1.3
