"Notes","Five-Year Age Groups","Five-Year Age Groups Code","Census Division","Census Division Code","Year","Year Code",Deaths,Population,Crude Rate,Crude Rate Lower 95% Confidence Interval,Crude Rate Upper 95% Confidence Interval,Crude Rate Standard Error
,"45-49 years","45-49","Division 5: South Atlantic","CENS-D5","2010","2010",712,4477141,15.9,14.7,17.1,0.6
,"45-49 years","45-49","Division 5: South Atlantic","CENS-D5","2011","2011",751,4402553,17.1,15.8,18.3,0.6
,"45-49 years","45-49","Division 5: South Atlantic","CENS-D5","2012","2012",677,4335812,15.6,14.4,16.8,0.6
,"45-49 years","45-49","Division 5: South Atlantic","CENS-D5","2013","2013",644,4251957,15.1,14.0,16.3,0.6
,"45-49 years","45-49","Division 5: South Atlantic","CENS-D5","2014","2014",740,4188243,17.7,16.4,18.9,0.6
,"45-49 years","45-49","Division 5: South Atlantic","CENS-D5","2015","2015",875,4188872,20.9,19.5,22.3,0.7
,"45-49 years","45-49","Division 5: South Atlantic","CENS-D5","2016","2016",1068,4240534,25.2,23.7,26.7,0.8
,"45-49 years","45-49","Division 5: South Atlantic","CENS-D5","2017","2017",1260,4274858,29.5,27.8,31.1,0.8
,"45-49 years","45-49","Division 5: South Atlantic","CENS-D5","2018","2018",1125,4256819,26.4,24.9,28.0,0.8
,"45-49 years","45-49","Division 5: South Atlantic","CENS-D5","2019","2019",1197,4202499,28.5,26.9,30.1,0.8
,"45-49 years","45-49","Division 5: South Atlantic","CENS-D5","2020","2020",1745,4124834,42.3,40.3,44.3,1.0
,"45-49 years","45-49","Division 6: East South Central","CENS-D6","1999","1999",36,1191762,3.0,2.1,4.2,0.5
,"45-49 years","45-49","Division 6: East South Central","CENS-D6","2000","2000",33,1213964,2.7,1.9,3.8,0.5
,"45-49 years","45-49","Division 6: East South Central","CENS-D6","2001","2001",55,1245311,4.4,3.3,5.7,0.6
,"45-49 years","45-49","Division 6: East South Central","CENS-D6","2002","2002",49,1273960,3.8,2.8,5.1,0.5
,"45-49 years","45-49","Division 6: East South Central","CENS-D6","2003","2003",97,1300039,7.5,6.1,9.1,0.8
,"45-49 years","45-49","Division 6: East South Central","CENS-D6","2004","2004",130,1313973,9.9,8.2,11.6,0.9
,"45-49 years","45-49","Division 6: East South Central","CENS-D6","2005","2005",144,1328702,10.8,9.1,12.6,0.9
,"45-49 years","45-49","Division 6: East South Central","CENS-D6","2006","2006",135,1344805,10.0,8.3,11.7,0.9
,"45-49 years","45-49","Division 6: East South Central","CENS-D6","2007","2007",165,1346456,12.3,10.4,14.1,1.0
,"45-49 years","45-49","Division 6: East South Central","CENS-D6","2008","2008",180,1349196,13.3,11.4,15.3,1.0
,"45-49 years","45-49","Division 6: East South Central","CENS-D6","2009","2009",197,1351749,14.6,12.5,16.6,1.0
,"45-49 years","45-49","Division 6: East South Central","CENS-D6","2010","2010",239,1345467,17.8,15.5,20.0,1.1
,"45-49 years","45-49","Division 6: East South Central","CENS-D6","2011","2011",246,1310633,18.8,16.4,21.1,1.2
,"45-49 years","45-49","Division 6: East South Central","CENS-D6","2012","2012",266,1277338,20.8,18.3,23.3,1.3
,"45-49 years","45-49","Division 6: East South Central","CENS-D6","2013","2013",231,1246056,18.5,16.1,20.9,1.2
,"45-49 years","45-49","Division 6: East South Central","CENS-D6","2014","2014",260,1220108,21.3,18.7,23.9,1.3
,"45-49 years","45-49","Division 6: East South Central","CENS-D6","2015","2015",304,1212343,25.1,22.3,27.9,1.4
,"45-49 years","45-49","Division 6: East South Central","CENS-D6","2016","2016",326,1224497,26.6,23.7,29.5,1.5
,"45-49 years","45-49","Division 6: East South Central","CENS-D6","2017","2017",388,1230780,31.5,28.4,34.7,1.6
,"45-49 years","45-49","Division 6: East South Central","CENS-D6","2018","2018",326,1225741,26.6,23.7,29.5,1.5
,"45-49 years","45-49","Division 6: East South Central","CENS-D6","2019","2019",393,1209467,32.5,29.3,35.7,1.6
,"45-49 years","45-49","Division 6: East South Central","CENS-D6","2020","2020",574,1184131,48.5,44.5,52.4,2.0
,"45-49 years","45-49","Division 7: West South Central","CENS-D7","1999","1999",68,2097871,3.2,2.5,4.1,0.4
,"45-49 years","45-49","Division 7: West South Central","CENS-D7","2000","2000",90,2154664,4.2,3.4,5.1,0.4
,"45-49 years","45-49","Division 7: West South Central","CENS-D7","2001","2001",139,2232136,6.2,5.2,7.3,0.5
,"45-49 years","45-49","Division 7: West South Central","CENS-D7","2002","2002",170,2304808,7.4,6.3,8.5,0.6
,"45-49 years","45-49","Division 7: West South Central","CENS-D7","2003","2003",225,2361747,9.5,8.3,10.8,0.6
,"45-49 years","45-49","Division 7: West South Central","CENS-D7","2004","2004",232,2405951,9.6,8.4,10.9,0.6
,"45-49 years","45-49","Division 7: West South Central","CENS-D7","2005","2005",247,2453098,10.1,8.8,11.3,0.6
,"45-49 years","45-49","Division 7: West South Central","CENS-D7","2006","2006",284,2489294,11.4,10.1,12.7,0.7
,"45-49 years","45-49","Division 7: West South Central","CENS-D7","2007","2007",287,2513842,11.4,10.1,12.7,0.7
,"45-49 years","45-49","Division 7: West South Central","CENS-D7","2008","2008",244,2537914,9.6,8.4,10.8,0.6
,"45-49 years","45-49","Division 7: West South Central","CENS-D7","2009","2009",302,2560559,11.8,10.5,13.1,0.7
,"45-49 years","45-49","Division 7: West South Central","CENS-D7","2010","2010",247,2552299,9.7,8.5,10.9,0.6
,"45-49 years","45-49","Division 7: West South Central","CENS-D7","2011","2011",262,2506520,10.5,9.2,11.7,0.6
,"45-49 years","45-49","Division 7: West South Central","CENS-D7","2012","2012",240,2460873,9.8,8.5,11.0,0.6
,"45-49 years","45-49","Division 7: West South Central","CENS-D7","2013","2013",207,2418528,8.6,7.4,9.7,0.6
,"45-49 years","45-49","Division 7: West South Central","CENS-D7","2014","2014",239,2407409,9.9,8.7,11.2,0.6
,"45-49 years","45-49","Division 7: West South Central","CENS-D7","2015","2015",242,2433185,9.9,8.7,11.2,0.6
,"45-49 years","45-49","Division 7: West South Central","CENS-D7","2016","2016",229,2478724,9.2,8.0,10.4,0.6
,"45-49 years","45-49","Division 7: West South Central","CENS-D7","2017","2017",264,2522932,10.5,9.2,11.7,0.6
,"45-49 years","45-49","Division 7: West South Central","CENS-D7","2018","2018",246,2539303,9.7,8.5,10.9,0.6
,"45-49 years","45-49","Division 7: West South Central","CENS-D7","2019","2019",233,2535562,9.2,8.0,10.4,0.6
,"45-49 years","45-49","Division 7: West South Central","CENS-D7","2020","2020",309,2521943,12.3,10.9,13.6,0.7
,"45-49 years","45-49","Division 8: Mountain","CENS-D8","1999","1999",182,1243054,14.6,12.5,16.8,1.1
,"45-49 years","45-49","Division 8: Mountain","CENS-D8","2000","2000",186,1275908,14.6,12.5,16.7,1.1
,"45-49 years","45-49","Division 8: Mountain","CENS-D8","2001","2001",204,1323718,15.4,13.3,17.5,1.1
,"45-49 years","45-49","Division 8: Mountain","CENS-D8","2002","2002",204,1364516,15.0,12.9,17.0,1.0
,"45-49 years","45-49","Division 8: Mountain","CENS-D8","2003","2003",250,1395935,17.9,15.7,20.1,1.1
,"45-49 years","45-49","Division 8: Mountain","CENS-D8","2004","2004",259,1420527,18.2,16.0,20.5,1.1
,"45-49 years","45-49","Division 8: Mountain","CENS-D8","2005","2005",324,1456080,22.3,19.8,24.7,1.2
,"45-49 years","45-49","Division 8: Mountain","CENS-D8","2006","2006",295,1490423,19.8,17.5,22.1,1.2
,"45-49 years","45-49","Division 8: Mountain","CENS-D8","2007","2007",285,1508288,18.9,16.7,21.1,1.1
,"45-49 years","45-49","Division 8: Mountain","CENS-D8","2008","2008",334,1516292,22.0,19.7,24.4,1.2
,"45-49 years","45-49","Division 8: Mountain","CENS-D8","2009","2009",321,1518924,21.1,18.8,23.4,1.2
,"45-49 years","45-49","Division 8: Mountain","CENS-D8","2010","2010",263,1506170,17.5,15.4,19.6,1.1
,"45-49 years","45-49","Division 8: Mountain","CENS-D8","2011","2011",276,1463454,18.9,16.6,21.1,1.1
,"45-49 years","45-49","Division 8: Mountain","CENS-D8","2012","2012",315,1431253,22.0,19.6,24.4,1.2
,"45-49 years","45-49","Division 8: Mountain","CENS-D8","2013","2013",285,1405063,20.3,17.9,22.6,1.2
,"45-49 years","45-49","Division 8: Mountain","CENS-D8","2014","2014",261,1398814,18.7,16.4,20.9,1.2
,"45-49 years","45-49","Division 8: Mountain","CENS-D8","2015","2015",236,1417671,16.6,14.5,18.8,1.1
,"45-49 years","45-49","Division 8: Mountain","CENS-D8","2016","2016",282,1451400,19.4,17.2,21.7,1.2
,"45-49 years","45-49","Division 8: Mountain","CENS-D8","2017","2017",294,1474697,19.9,17.7,22.2,1.2
,"45-49 years","45-49","Division 8: Mountain","CENS-D8","2018","2018",279,1486420,18.8,16.6,21.0,1.1
,"45-49 years","45-49","Division 8: Mountain","CENS-D8","2019","2019",281,1486688,18.9,16.7,21.1,1.1
,"45-49 years","45-49","Division 8: Mountain","CENS-D8","2020","2020",369,1483620,24.9,22.3,27.4,1.3
,"45-49 years","45-49","Division 9: Pacific","CENS-D9","1999","1999",408,3125582,13.1,11.8,14.3,0.6
,"45-49 years","45-49","Division 9: Pacific","CENS-D9","2000","2000",296,3201249,9.2,8.2,10.3,0.5
,"45-49 years","45-49","Division 9: Pacific","CENS-D9","2001","2001",224,3300963,6.8,5.9,7.7,0.5
,"45-49 years","45-49","Division 9: Pacific","CENS-D9","2002","2002",443,3390255,13.1,11.9,14.3,0.6
,"45-49 years","45-49","Division 9: Pacific","CENS-D9","2003","2003",447,3459752,12.9,11.7,14.1,0.6
,"45-49 years","45-49","Division 9: Pacific","CENS-D9","2004","2004",459,3500032,13.1,11.9,14.3,0.6
,"45-49 years","45-49","Division 9: Pacific","CENS-D9","2005","2005",462,3549237,13.0,11.8,14.2,0.6
,"45-49 years","45-49","Division 9: Pacific","CENS-D9","2006","2006",528,3583848,14.7,13.5,16.0,0.6
,"45-49 years","45-49","Division 9: Pacific","CENS-D9","2007","2007",495,3595044,13.8,12.6,15.0,0.6
,"45-49 years","45-49","Division 9: Pacific","CENS-D9","2008","2008",517,3602121,14.4,13.1,15.6,0.6
,"45-49 years","45-49","Division 9: Pacific","CENS-D9","2009","2009",539,3618657,14.9,13.6,16.2,0.6
,"45-49 years","45-49","Division 9: Pacific","CENS-D9","2010","2010",437,3596120,12.2,11.0,13.3,0.6
,"45-49 years","45-49","Division 9: Pacific","CENS-D9","2011","2011",415,3526399,11.8,10.6,12.9,0.6
,"45-49 years","45-49","Division 9: Pacific","CENS-D9","2012","2012",382,3469478,11.0,9.9,12.1,0.6
,"45-49 years","45-49","Division 9: Pacific","CENS-D9","2013","2013",351,3416956,10.3,9.2,11.3,0.5
,"45-49 years","45-49","Division 9: Pacific","CENS-D9","2014","2014",368,3414202,10.8,9.7,11.9,0.6
,"45-49 years","45-49","Division 9: Pacific","CENS-D9","2015","2015",317,3446908,9.2,8.2,10.2,0.5
,"45-49 years","45-49","Division 9: Pacific","CENS-D9","2016","2016",309,3469337,8.9,7.9,9.9,0.5
,"45-49 years","45-49","Division 9: Pacific","CENS-D9","2017","2017",323,3479754,9.3,8.3,10.3,0.5
,"45-49 years","45-49","Division 9: Pacific","CENS-D9","2018","2018",323,3435862,9.4,8.4,10.4,0.5
,"45-49 years","45-49","Division 9: Pacific","CENS-D9","2019","2019",373,3371288,11.1,9.9,12.2,0.6
,"45-49 years","45-49","Division 9: Pacific","CENS-D9","2020","2020",615,3294680,18.7,17.2,20.1,0.8
,"50-54 years","50-54","Division 1: New England","CENS-D1","1999","1999",33,893786,3.7,2.5,5.2,0.6
,"50-54 years","50-54","Division 1: New England","CENS-D1","2000","2000",26,926164,2.8,1.8,4.1,0.6
,"50-54 years","50-54","Division 1: New England","CENS-D1","2001","2001",60,978217,6.1,4.7,7.9,0.8
,"50-54 years","50-54","Division 1: New England","CENS-D1","2002","2002",60,970109,6.2,4.7,8.0,0.8
,"50-54 years","50-54","Division 1: New England","CENS-D1","2003","2003",96,982532,9.8,7.9,11.9,1.0
,"50-54 years","50-54","Division 1: New England","CENS-D1","2004","2004",58,1000595,5.8,4.4,7.5,0.8
,"50-54 years","50-54","Division 1: New England","CENS-D1","2005","2005",131,1023460,12.8,10.6,15.0,1.1
,"50-54 years","50-54","Division 1: New England","CENS-D1","2006","2006",144,1046731,13.8,11.5,16.0,1.1
,"50-54 years","50-54","Division 1: New England","CENS-D1","2007","2007",158,1074173,14.7,12.4,17.0,1.2
,"50-54 years","50-54","Division 1: New England","CENS-D1","2008","2008",177,1100711,16.1,13.7,18.4,1.2
,"50-54 years","50-54","Division 1: New England","CENS-D1","2009","2009",162,1123204,14.4,12.2,16.6,1.1
,"50-54 years","50-54","Division 1: New England","CENS-D1","2010","2010",148,1138222,13.0,10.9,15.1,1.1
,"50-54 years","50-54","Division 1: New England","CENS-D1","2011","2011",175,1151645,15.2,12.9,17.4,1.1
,"50-54 years","50-54","Division 1: New England","CENS-D1","2012","2012",166,1152924,14.4,12.2,16.6,1.1
,"50-54 years","50-54","Division 1: New England","CENS-D1","2013","2013",248,1148930,21.6,18.9,24.3,1.4
,"50-54 years","50-54","Division 1: New England","CENS-D1","2014","2014",293,1145983,25.6,22.6,28.5,1.5
,"50-54 years","50-54","Division 1: New England","CENS-D1","2015","2015",375,1133517,33.1,29.7,36.4,1.7
,"50-54 years","50-54","Division 1: New England","CENS-D1","2016","2016",427,1104785,38.7,35.0,42.3,1.9
,"50-54 years","50-54","Division 1: New England","CENS-D1","2017","2017",464,1079514,43.0,39.1,46.9,2.0
,"50-54 years","50-54","Division 1: New England","CENS-D1","2018","2018",431,1047964,41.1,37.2,45.0,2.0
,"50-54 years","50-54","Division 1: New England","CENS-D1","2019","2019",480,1016362,47.2,43.0,51.5,2.2
,"50-54 years","50-54","Division 1: New England","CENS-D1","2020","2020",507,996363,50.9,46.5,55.3,2.3
,"50-54 years","50-54","Division 2: Middle Atlantic","CENS-D2","1999","1999",112,2474467,4.5,3.7,5.4,0.4
,"50-54 years","50-54","Division 2: Middle Atlantic","CENS-D2","2000","2000",87,2555721,3.4,2.7,4.2,0.4
,"50-54 years","50-54","Division 2: Middle Atlantic","CENS-D2","2001","2001",132,2689020,4.9,4.1,5.7,0.4
,"50-54 years","50-54","Division 2: Middle Atlantic","CENS-D2","2002","2002",147,2669055,5.5,4.6,6.4,0.5
,"50-54 years","50-54","Division 2: Middle Atlantic","CENS-D2","2003","2003",163,2696815,6.0,5.1,7.0,0.5
,"50-54 years","50-54","Division 2: Middle Atlantic","CENS-D2","2004","2004",136,2742016,5.0,4.1,5.8,0.4
,"50-54 years","50-54","Division 2: Middle Atlantic","CENS-D2","2005","2005",169,2793668,6.0,5.1,7.0,0.5
,"50-54 years","50-54","Division 2: Middle Atlantic","CENS-D2","2006","2006",219,2847141,7.7,6.7,8.7,0.5
,"50-54 years","50-54","Division 2: Middle Atlantic","CENS-D2","2007","2007",253,2915033,8.7,7.6,9.7,0.5
,"50-54 years","50-54","Division 2: Middle Atlantic","CENS-D2","2008","2008",304,2981784,10.2,9.0,11.3,0.6
,"50-54 years","50-54","Division 2: Middle Atlantic","CENS-D2","2009","2009",212,3039842,7.0,6.0,7.9,0.5
,"50-54 years","50-54","Division 2: Middle Atlantic","CENS-D2","2010","2010",289,3079249,9.4,8.3,10.5,0.6
,"50-54 years","50-54","Division 2: Middle Atlantic","CENS-D2","2011","2011",304,3106912,9.8,8.7,10.9,0.6
,"50-54 years","50-54","Division 2: Middle Atlantic","CENS-D2","2012","2012",395,3100301,12.7,11.5,14.0,0.6
,"50-54 years","50-54","Division 2: Middle Atlantic","CENS-D2","2013","2013",416,3087744,13.5,12.2,14.8,0.7
,"50-54 years","50-54","Division 2: Middle Atlantic","CENS-D2","2014","2014",413,3077555,13.4,12.1,14.7,0.7
,"50-54 years","50-54","Division 2: Middle Atlantic","CENS-D2","2015","2015",481,3038879,15.8,14.4,17.2,0.7
,"50-54 years","50-54","Division 2: Middle Atlantic","CENS-D2","2016","2016",762,2962872,25.7,23.9,27.5,0.9
,"50-54 years","50-54","Division 2: Middle Atlantic","CENS-D2","2017","2017",885,2902999,30.5,28.5,32.5,1.0
,"50-54 years","50-54","Division 2: Middle Atlantic","CENS-D2","2018","2018",866,2803837,30.9,28.8,32.9,1.0
,"50-54 years","50-54","Division 2: Middle Atlantic","CENS-D2","2019","2019",1001,2721493,36.8,34.5,39.1,1.2
,"50-54 years","50-54","Division 2: Middle Atlantic","CENS-D2","2020","2020",1187,2672631,44.4,41.9,46.9,1.3
,"50-54 years","50-54","Division 3: East North Central","CENS-D3","1999","1999",51,2725172,1.9,1.4,2.5,0.3
,"50-54 years","50-54","Division 3: East North Central","CENS-D3","2000","2000",100,2831873,3.5,2.8,4.2,0.4
,"50-54 years","50-54","Division 3: East North Central","CENS-D3","2001","2001",151,3010423,5.0,4.2,5.8,0.4
,"50-54 years","50-54","Division 3: East North Central","CENS-D3","2002","2002",136,3013610,4.5,3.8,5.3,0.4
,"50-54 years","50-54","Division 3: East North Central","CENS-D3","2003","2003",131,3064807,4.3,3.5,5.0,0.4
,"50-54 years","50-54","Division 3: East North Central","CENS-D3","2004","2004",182,3130469,5.8,5.0,6.7,0.4
,"50-54 years","50-54","Division 3: East North Central","CENS-D3","2005","2005",241,3203820,7.5,6.6,8.5,0.5
,"50-54 years","50-54","Division 3: East North Central","CENS-D3","2006","2006",317,3269684,9.7,8.6,10.8,0.5
,"50-54 years","50-54","Division 3: East North Central","CENS-D3","2007","2007",323,3345606,9.7,8.6,10.7,0.5
,"50-54 years","50-54","Division 3: East North Central","CENS-D3","2008","2008",379,3416368,11.1,10.0,12.2,0.6
,"50-54 years","50-54","Division 3: East North Central","CENS-D3","2009","2009",379,3463133,10.9,9.8,12.0,0.6
,"50-54 years","50-54","Division 3: East North Central","CENS-D3","2010","2010",441,3492242,12.6,11.4,13.8,0.6
,"50-54 years","50-54","Division 3: East North Central","CENS-D3","2011","2011",503,3509813,14.3,13.1,15.6,0.6
,"50-54 years","50-54","Division 3: East North Central","CENS-D3","2012","2012",530,3484738,15.2,13.9,16.5,0.7
,"50-54 years","50-54","Division 3: East North Central","CENS-D3","2013","2013",587,3442579,17.1,15.7,18.4,0.7
,"50-54 years","50-54","Division 3: East North Central","CENS-D3","2014","2014",697,3407482,20.5,18.9,22.0,0.8
,"50-54 years","50-54","Division 3: East North Central","CENS-D3","2015","2015",709,3338377,21.2,19.7,22.8,0.8
,"50-54 years","50-54","Division 3: East North Central","CENS-D3","2016","2016",914,3227598,28.3,26.5,30.2,0.9
,"50-54 years","50-54","Division 3: East North Central","CENS-D3","2017","2017",1126,3137067,35.9,33.8,38.0,1.1
,"50-54 years","50-54","Division 3: East North Central","CENS-D3","2018","2018",937,3040407,30.8,28.8,32.8,1.0
,"50-54 years","50-54","Division 3: East North Central","CENS-D3","2019","2019",969,2958236,32.8,30.7,34.8,1.1
,"50-54 years","50-54","Division 3: East North Central","CENS-D3","2020","2020",1244,2922837,42.6,40.2,44.9,1.2
,"50-54 years","50-54","Division 4: West North Central","CENS-D4","1999","1999",18,1127150,Unreliable,0.9,2.5,0.4
,"50-54 years","50-54","Division 4: West North Central","CENS-D4","2000","2000",16,1174746,Unreliable,0.8,2.2,0.3
,"50-54 years","50-54","Division 4: West North Central","CENS-D4","2001","2001",37,1255588,2.9,2.1,4.1,0.5
,"50-54 years","50-54","Division 4: West North Central","CENS-D4","2002","2002",51,1269366,4.0,3.0,5.3,0.6
,"50-54 years","50-54","Division 4: West North Central","CENS-D4","2003","2003",51,1300184,3.9,2.9,5.2,0.5
,"50-54 years","50-54","Division 4: West North Central","CENS-D4","2004","2004",72,1339255,5.4,4.2,6.8,0.6
,"50-54 years","50-54","Division 4: West North Central","CENS-D4","2005","2005",92,1378100,6.7,5.4,8.2,0.7
,"50-54 years","50-54","Division 4: West North Central","CENS-D4","2006","2006",98,1411099,6.9,5.6,8.5,0.7
,"50-54 years","50-54","Division 4: West North Central","CENS-D4","2007","2007",126,1443866,8.7,7.2,10.3,0.8
,"50-54 years","50-54","Division 4: West North Central","CENS-D4","2008","2008",131,1474730,8.9,7.4,10.4,0.8
,"50-54 years","50-54","Division 4: West North Central","CENS-D4","2009","2009",147,1494935,9.8,8.2,11.4,0.8
,"50-54 years","50-54","Division 4: West North Central","CENS-D4","2010","2010",146,1513090,9.6,8.1,11.2,0.8
,"50-54 years","50-54","Division 4: West North Central","CENS-D4","2011","2011",153,1530482,10.0,8.4,11.6,0.8
,"50-54 years","50-54","Division 4: West North Central","CENS-D4","2012","2012",161,1526680,10.5,8.9,12.2,0.8
,"50-54 years","50-54","Division 4: West North Central","CENS-D4","2013","2013",190,1516824,12.5,10.7,14.3,0.9
,"50-54 years","50-54","Division 4: West North Central","CENS-D4","2014","2014",193,1499521,12.9,11.1,14.7,0.9
,"50-54 years","50-54","Division 4: West North Central","CENS-D4","2015","2015",176,1460827,12.0,10.3,13.8,0.9
,"50-54 years","50-54","Division 4: West North Central","CENS-D4","2016","2016",171,1402558,12.2,10.4,14.0,0.9
,"50-54 years","50-54","Division 4: West North Central","CENS-D4","2017","2017",191,1348264,14.2,12.2,16.2,1.0
,"50-54 years","50-54","Division 4: West North Central","CENS-D4","2018","2018",133,1295244,10.3,8.5,12.0,0.9
,"50-54 years","50-54","Division 4: West North Central","CENS-D4","2019","2019",177,1257024,14.1,12.0,16.2,1.1
,"50-54 years","50-54","Division 4: West North Central","CENS-D4","2020","2020",230,1241123,18.5,16.1,20.9,1.2
,"50-54 years","50-54","Division 5: South Atlantic","CENS-D5","1999","1999",103,3185674,3.2,2.6,3.9,0.3
,"50-54 years","50-54","Division 5: South Atlantic","CENS-D5","2000","2000",146,3311387,4.4,3.7,5.1,0.4
,"50-54 years","50-54","Division 5: South Atlantic","CENS-D5","2001","2001",210,3524838,6.0,5.2,6.8,0.4
,"50-54 years","50-54","Division 5: South Atlantic","CENS-D5","2002","2002",254,3535477,7.2,6.3,8.1,0.5
,"50-54 years","50-54","Division 5: South Atlantic","CENS-D5","2003","2003",317,3596059,8.8,7.8,9.8,0.5
,"50-54 years","50-54","Division 5: South Atlantic","CENS-D5","2004","2004",381,3686314,10.3,9.3,11.4,0.5
,"50-54 years","50-54","Division 5: South Atlantic","CENS-D5","2005","2005",365,3797745,9.6,8.6,10.6,0.5
,"50-54 years","50-54","Division 5: South Atlantic","CENS-D5","2006","2006",481,3904723,12.3,11.2,13.4,0.6
,"50-54 years","50-54","Division 5: South Atlantic","CENS-D5","2007","2007",500,4027754,12.4,11.3,13.5,0.6
,"50-54 years","50-54","Division 5: South Atlantic","CENS-D5","2008","2008",553,4132441,13.4,12.3,14.5,0.6
,"50-54 years","50-54","Division 5: South Atlantic","CENS-D5","2009","2009",592,4216181,14.0,12.9,15.2,0.6
,"50-54 years","50-54","Division 5: South Atlantic","CENS-D5","2010","2010",640,4285295,14.9,13.8,16.1,0.6
,"50-54 years","50-54","Division 5: South Atlantic","CENS-D5","2011","2011",683,4359325,15.7,14.5,16.8,0.6
,"50-54 years","50-54","Division 5: South Atlantic","CENS-D5","2012","2012",676,4393919,15.4,14.2,16.5,0.6
,"50-54 years","50-54","Division 5: South Atlantic","CENS-D5","2013","2013",709,4433659,16.0,14.8,17.2,0.6
,"50-54 years","50-54","Division 5: South Atlantic","CENS-D5","2014","2014",765,4476156,17.1,15.9,18.3,0.6
,"50-54 years","50-54","Division 5: South Atlantic","CENS-D5","2015","2015",830,4477764,18.5,17.3,19.8,0.6
,"50-54 years","50-54","Division 5: South Atlantic","CENS-D5","2016","2016",1137,4435791,25.6,24.1,27.1,0.8
,"50-54 years","50-54","Division 5: South Atlantic","CENS-D5","2017","2017",1261,4381555,28.8,27.2,30.4,0.8
,"50-54 years","50-54","Division 5: South Atlantic","CENS-D5","2018","2018",1214,4301997,28.2,26.6,29.8,0.8
,"50-54 years","50-54","Division 5: South Atlantic","CENS-D5","2019","2019",1238,4229381,29.3,27.6,30.9,0.8
,"50-54 years","50-54","Division 5: South Atlantic","CENS-D5","2020","2020",1673,4231013,39.5,37.6,41.4,1.0
,"50-54 years","50-54","Division 6: East South Central","CENS-D6","1999","1999",11,1053289,Unreliable,0.5,1.9,0.3
,"50-54 years","50-54","Division 6: East South Central","CENS-D6","2000","2000",18,1092074,Unreliable,1.0,2.6,0.4
,"50-54 years","50-54","Division 6: East South Central","CENS-D6","2001","2001",29,1153876,2.5,1.7,3.6,0.5
,"50-54 years","50-54","Division 6: East South Central","CENS-D6","2002","2002",38,1150291,3.3,2.3,4.5,0.5
,"50-54 years","50-54","Division 6: East South Central","CENS-D6","2003","2003",47,1164051,4.0,3.0,5.4,0.6
,"50-54 years","50-54","Division 6: East South Central","CENS-D6","2004","2004",72,1185674,6.1,4.8,7.6,0.7
,"50-54 years","50-54","Division 6: East South Central","CENS-D6","2005","2005",103,1215018,8.5,6.8,10.1,0.8
,"50-54 years","50-54","Division 6: East South Central","CENS-D6","2006","2006",111,1245407,8.9,7.3,10.6,0.8
,"50-54 years","50-54","Division 6: East South Central","CENS-D6","2007","2007",103,1277168,8.1,6.5,9.6,0.8
,"50-54 years","50-54","Division 6: East South Central","CENS-D6","2008","2008",137,1308080,10.5,8.7,12.2,0.9
,"50-54 years","50-54","Division 6: East South Central","CENS-D6","2009","2009",170,1322936,12.9,10.9,14.8,1.0
,"50-54 years","50-54","Division 6: East South Central","CENS-D6","2010","2010",196,1334896,14.7,12.6,16.7,1.0
,"50-54 years","50-54","Division 6: East South Central","CENS-D6","2011","2011",214,1343904,15.9,13.8,18.1,1.1
,"50-54 years","50-54","Division 6: East South Central","CENS-D6","2012","2012",222,1336631,16.6,14.4,18.8,1.1
,"50-54 years","50-54","Division 6: East South Central","CENS-D6","2013","2013",222,1335822,16.6,14.4,18.8,1.1
,"50-54 years","50-54","Division 6: East South Central","CENS-D6","2014","2014",285,1333879,21.4,18.9,23.8,1.3
,"50-54 years","50-54","Division 6: East South Central","CENS-D6","2015","2015",332,1319715,25.2,22.5,27.9,1.4
,"50-54 years","50-54","Division 6: East South Central","CENS-D6","2016","2016",313,1290755,24.2,21.6,26.9,1.4
,"50-54 years","50-54","Division 6: East South Central","CENS-D6","2017","2017",339,1260413,26.9,24.0,29.8,1.5
,"50-54 years","50-54","Division 6: East South Central","CENS-D6","2018","2018",305,1230119,24.8,22.0,27.6,1.4
,"50-54 years","50-54","Division 6: East South Central","CENS-D6","2019","2019",325,1204130,27.0,24.1,29.9,1.5
,"50-54 years","50-54","Division 6: East South Central","CENS-D6","2020","2020",456,1198406,38.1,34.6,41.5,1.8
,"50-54 years","50-54","Division 7: West South Central","CENS-D7","1999","1999",28,1776143,1.6,1.0,2.3,0.3
,"50-54 years","50-54","Division 7: West South Central","CENS-D7","2000","2000",50,1846024,2.7,2.0,3.6,0.4
,"50-54 years","50-54","Division 7: West South Central","CENS-D7","2001","2001",65,1968047,3.3,2.5,4.2,0.4
,"50-54 years","50-54","Division 7: West South Central","CENS-D7","2002","2002",121,1982364,6.1,5.0,7.2,0.6
,"50-54 years","50-54","Division 7: West South Central","CENS-D7","2003","2003",126,2034181,6.2,5.1,7.3,0.6
,"50-54 years","50-54","Division 7: West South Central","CENS-D7","2004","2004",138,2096636,6.6,5.5,7.7,0.6
,"50-54 years","50-54","Division 7: West South Central","CENS-D7","2005","2005",167,2165498,7.7,6.5,8.9,0.6
,"50-54 years","50-54","Division 7: West South Central","CENS-D7","2006","2006",215,2225595,9.7,8.4,11.0,0.7
,"50-54 years","50-54","Division 7: West South Central","CENS-D7","2007","2007",221,2308083,9.6,8.3,10.8,0.6
,"50-54 years","50-54","Division 7: West South Central","CENS-D7","2008","2008",232,2373871,9.8,8.5,11.0,0.6
