Notes,Census Region,Census Region Code,Year,Year Code,Month,Month Code,Five-Year Age Groups,Five-Year Age Groups Code,Sex,Sex Code,Deaths,Population,Crude Rate
,Census Region 3: South,CENS-R3,2003,2003,"Dec., 2003",2003/12,15-19 years,15-19,Male,M,330,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2003,2003,"Dec., 2003",2003/12,20-24 years,20-24,Female,F,190,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2003,2003,"Dec., 2003",2003/12,20-24 years,20-24,Male,M,545,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2003,2003,"Dec., 2003",2003/12,25-29 years,25-29,Female,F,224,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2003,2003,"Dec., 2003",2003/12,25-29 years,25-29,Male,M,526,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2003,2003,"Dec., 2003",2003/12,30-34 years,30-34,Female,F,325,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2003,2003,"Dec., 2003",2003/12,30-34 years,30-34,Male,M,566,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2003,2003,"Dec., 2003",2003/12,35-39 years,35-39,Female,F,450,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2003,2003,"Dec., 2003",2003/12,35-39 years,35-39,Male,M,825,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2003,2003,"Dec., 2003",2003/12,40-44 years,40-44,Female,F,826,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2003,2003,"Dec., 2003",2003/12,40-44 years,40-44,Male,M,1291,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2003,2003,"Dec., 2003",2003/12,45-49 years,45-49,Female,F,1082,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2003,2003,"Dec., 2003",2003/12,45-49 years,45-49,Male,M,1790,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2003,2003,"Dec., 2003",2003/12,50-54 years,50-54,Female,F,1448,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2003,2003,"Dec., 2003",2003/12,50-54 years,50-54,Male,M,2333,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2004,2004,"Jan., 2004",2004/01,15-19 years,15-19,Female,F,149,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2004,2004,"Jan., 2004",2004/01,15-19 years,15-19,Male,M,328,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2004,2004,"Jan., 2004",2004/01,20-24 years,20-24,Female,F,181,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2004,2004,"Jan., 2004",2004/01,20-24 years,20-24,Male,M,498,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2004,2004,"Jan., 2004",2004/01,25-29 years,25-29,Female,F,198,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2004,2004,"Jan., 2004",2004/01,25-29 years,25-29,Male,M,455,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2004,2004,"Jan., 2004",2004/01,30-34 years,30-34,Female,F,294,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2004,2004,"Jan., 2004",2004/01,30-34 years,30-34,Male,M,563,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2004,2004,"Jan., 2004",2004/01,35-39 years,35-39,Female,F,435,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2004,2004,"Jan., 2004",2004/01,35-39 years,35-39,Male,M,740,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2004,2004,"Jan., 2004",2004/01,40-44 years,40-44,Female,F,737,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2004,2004,"Jan., 2004",2004/01,40-44 years,40-44,Male,M,1271,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2004,2004,"Jan., 2004",2004/01,45-49 years,45-49,Female,F,1074,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2004,2004,"Jan., 2004",2004/01,45-49 years,45-49,Male,M,1795,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2004,2004,"Jan., 2004",2004/01,50-54 years,50-54,Female,F,1358,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2004,2004,"Jan., 2004",2004/01,50-54 years,50-54,Male,M,2312,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2004,2004,"Feb., 2004",2004/02,15-19 years,15-19,Female,F,155,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2004,2004,"Feb., 2004",2004/02,15-19 years,15-19,Male,M,271,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2004,2004,"Feb., 2004",2004/02,20-24 years,20-24,Female,F,152,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2004,2004,"Feb., 2004",2004/02,20-24 years,20-24,Male,M,451,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2004,2004,"Feb., 2004",2004/02,25-29 years,25-29,Female,F,168,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2004,2004,"Feb., 2004",2004/02,25-29 years,25-29,Male,M,445,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2004,2004,"Feb., 2004",2004/02,30-34 years,30-34,Female,F,259,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2004,2004,"Feb., 2004",2004/02,30-34 years,30-34,Male,M,512,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2004,2004,"Feb., 2004",2004/02,35-39 years,35-39,Female,F,409,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2004,2004,"Feb., 2004",2004/02,35-39 years,35-39,Male,M,705,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2004,2004,"Feb., 2004",2004/02,40-44 years,40-44,Female,F,708,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2004,2004,"Feb., 2004",2004/02,40-44 years,40-44,Male,M,1216,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2004,2004,"Feb., 2004",2004/02,45-49 years,45-49,Female,F,971,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2004,2004,"Feb., 2004",2004/02,45-49 years,45-49,Male,M,1599,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2004,2004,"Feb., 2004",2004/02,50-54 years,50-54,Female,F,1228,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2004,2004,"Feb., 2004",2004/02,50-54 years,50-54,Male,M,2129,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2004,2004,"Mar., 2004",2004/03,15-19 years,15-19,Female,F,146,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2004,2004,"Mar., 2004",2004/03,15-19 years,15-19,Male,M,317,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2004,2004,"Mar., 2004",2004/03,20-24 years,20-24,Female,F,184,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2004,2004,"Mar., 2004",2004/03,20-24 years,20-24,Male,M,479,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2004,2004,"Mar., 2004",2004/03,25-29 years,25-29,Female,F,190,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2004,2004,"Mar., 2004",2004/03,25-29 years,25-29,Male,M,532,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2004,2004,"Mar., 2004",2004/03,30-34 years,30-34,Female,F,259,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2004,2004,"Mar., 2004",2004/03,30-34 years,30-34,Male,M,536,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2004,2004,"Mar., 2004",2004/03,35-39 years,35-39,Female,F,424,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2004,2004,"Mar., 2004",2004/03,35-39 years,35-39,Male,M,709,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2004,2004,"Mar., 2004",2004/03,40-44 years,40-44,Female,F,694,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2004,2004,"Mar., 2004",2004/03,40-44 years,40-44,Male,M,1195,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2004,2004,"Mar., 2004",2004/03,45-49 years,45-49,Female,F,1027,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2004,2004,"Mar., 2004",2004/03,45-49 years,45-49,Male,M,1773,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2004,2004,"Mar., 2004",2004/03,50-54 years,50-54,Female,F,1301,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2004,2004,"Mar., 2004",2004/03,50-54 years,50-54,Male,M,2098,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2004,2004,"Apr., 2004",2004/04,15-19 years,15-19,Female,F,128,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2004,2004,"Apr., 2004",2004/04,15-19 years,15-19,Male,M,336,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2004,2004,"Apr., 2004",2004/04,20-24 years,20-24,Female,F,161,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2004,2004,"Apr., 2004",2004/04,20-24 years,20-24,Male,M,498,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2004,2004,"Apr., 2004",2004/04,25-29 years,25-29,Female,F,197,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2004,2004,"Apr., 2004",2004/04,25-29 years,25-29,Male,M,469,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2004,2004,"Apr., 2004",2004/04,30-34 years,30-34,Female,F,272,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2004,2004,"Apr., 2004",2004/04,30-34 years,30-34,Male,M,542,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2004,2004,"Apr., 2004",2004/04,35-39 years,35-39,Female,F,394,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2004,2004,"Apr., 2004",2004/04,35-39 years,35-39,Male,M,692,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2004,2004,"Apr., 2004",2004/04,40-44 years,40-44,Female,F,708,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2004,2004,"Apr., 2004",2004/04,40-44 years,40-44,Male,M,1129,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2004,2004,"Apr., 2004",2004/04,45-49 years,45-49,Female,F,972,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2004,2004,"Apr., 2004",2004/04,45-49 years,45-49,Male,M,1682,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2004,2004,"Apr., 2004",2004/04,50-54 years,50-54,Female,F,1165,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2004,2004,"Apr., 2004",2004/04,50-54 years,50-54,Male,M,2044,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2004,2004,"May, 2004",2004/05,15-19 years,15-19,Female,F,154,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2004,2004,"May, 2004",2004/05,15-19 years,15-19,Male,M,376,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2004,2004,"May, 2004",2004/05,20-24 years,20-24,Female,F,185,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2004,2004,"May, 2004",2004/05,20-24 years,20-24,Male,M,596,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2004,2004,"May, 2004",2004/05,25-29 years,25-29,Female,F,215,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2004,2004,"May, 2004",2004/05,25-29 years,25-29,Male,M,488,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2004,2004,"May, 2004",2004/05,30-34 years,30-34,Female,F,276,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2004,2004,"May, 2004",2004/05,30-34 years,30-34,Male,M,523,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2004,2004,"May, 2004",2004/05,35-39 years,35-39,Female,F,398,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2004,2004,"May, 2004",2004/05,35-39 years,35-39,Male,M,713,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2004,2004,"May, 2004",2004/05,40-44 years,40-44,Female,F,759,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2004,2004,"May, 2004",2004/05,40-44 years,40-44,Male,M,1154,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2004,2004,"May, 2004",2004/05,45-49 years,45-49,Female,F,1006,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2004,2004,"May, 2004",2004/05,45-49 years,45-49,Male,M,1655,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2004,2004,"May, 2004",2004/05,50-54 years,50-54,Female,F,1241,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2004,2004,"May, 2004",2004/05,50-54 years,50-54,Male,M,2198,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2004,2004,"Jun., 2004",2004/06,15-19 years,15-19,Female,F,145,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2004,2004,"Jun., 2004",2004/06,15-19 years,15-19,Male,M,349,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2004,2004,"Jun., 2004",2004/06,20-24 years,20-24,Female,F,202,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2004,2004,"Jun., 2004",2004/06,20-24 years,20-24,Male,M,538,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2004,2004,"Jun., 2004",2004/06,25-29 years,25-29,Female,F,192,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2004,2004,"Jun., 2004",2004/06,25-29 years,25-29,Male,M,462,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2004,2004,"Jun., 2004",2004/06,30-34 years,30-34,Female,F,268,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2004,2004,"Jun., 2004",2004/06,30-34 years,30-34,Male,M,495,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2004,2004,"Jun., 2004",2004/06,35-39 years,35-39,Female,F,414,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2004,2004,"Jun., 2004",2004/06,35-39 years,35-39,Male,M,707,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2004,2004,"Jun., 2004",2004/06,40-44 years,40-44,Female,F,697,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2004,2004,"Jun., 2004",2004/06,40-44 years,40-44,Male,M,1167,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2004,2004,"Jun., 2004",2004/06,45-49 years,45-49,Female,F,997,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2004,2004,"Jun., 2004",2004/06,45-49 years,45-49,Male,M,1631,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2004,2004,"Jun., 2004",2004/06,50-54 years,50-54,Female,F,1227,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2004,2004,"Jun., 2004",2004/06,50-54 years,50-54,Male,M,2014,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2004,2004,"Jul., 2004",2004/07,15-19 years,15-19,Female,F,107,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2004,2004,"Jul., 2004",2004/07,15-19 years,15-19,Male,M,366,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2004,2004,"Jul., 2004",2004/07,20-24 years,20-24,Female,F,161,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2004,2004,"Jul., 2004",2004/07,20-24 years,20-24,Male,M,621,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2004,2004,"Jul., 2004",2004/07,25-29 years,25-29,Female,F,214,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2004,2004,"Jul., 2004",2004/07,25-29 years,25-29,Male,M,549,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2004,2004,"Jul., 2004",2004/07,30-34 years,30-34,Female,F,246,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2004,2004,"Jul., 2004",2004/07,30-34 years,30-34,Male,M,537,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2004,2004,"Jul., 2004",2004/07,35-39 years,35-39,Female,F,448,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2004,2004,"Jul., 2004",2004/07,35-39 years,35-39,Male,M,759,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2004,2004,"Jul., 2004",2004/07,40-44 years,40-44,Female,F,714,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2004,2004,"Jul., 2004",2004/07,40-44 years,40-44,Male,M,1159,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2004,2004,"Jul., 2004",2004/07,45-49 years,45-49,Female,F,1001,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2004,2004,"Jul., 2004",2004/07,45-49 years,45-49,Male,M,1743,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2004,2004,"Jul., 2004",2004/07,50-54 years,50-54,Female,F,1266,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2004,2004,"Jul., 2004",2004/07,50-54 years,50-54,Male,M,2274,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2004,2004,"Aug., 2004",2004/08,15-19 years,15-19,Female,F,171,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2004,2004,"Aug., 2004",2004/08,15-19 years,15-19,Male,M,360,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2004,2004,"Aug., 2004",2004/08,20-24 years,20-24,Female,F,191,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2004,2004,"Aug., 2004",2004/08,20-24 years,20-24,Male,M,544,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2004,2004,"Aug., 2004",2004/08,25-29 years,25-29,Female,F,218,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2004,2004,"Aug., 2004",2004/08,25-29 years,25-29,Male,M,560,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2004,2004,"Aug., 2004",2004/08,30-34 years,30-34,Female,F,286,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2004,2004,"Aug., 2004",2004/08,30-34 years,30-34,Male,M,553,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2004,2004,"Aug., 2004",2004/08,35-39 years,35-39,Female,F,404,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2004,2004,"Aug., 2004",2004/08,35-39 years,35-39,Male,M,752,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2004,2004,"Aug., 2004",2004/08,40-44 years,40-44,Female,F,711,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2004,2004,"Aug., 2004",2004/08,40-44 years,40-44,Male,M,1177,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2004,2004,"Aug., 2004",2004/08,45-49 years,45-49,Female,F,1040,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2004,2004,"Aug., 2004",2004/08,45-49 years,45-49,Male,M,1605,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2004,2004,"Aug., 2004",2004/08,50-54 years,50-54,Female,F,1326,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2004,2004,"Aug., 2004",2004/08,50-54 years,50-54,Male,M,2063,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2004,2004,"Sep., 2004",2004/09,15-19 years,15-19,Female,F,149,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2004,2004,"Sep., 2004",2004/09,15-19 years,15-19,Male,M,316,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2004,2004,"Sep., 2004",2004/09,20-24 years,20-24,Female,F,184,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2004,2004,"Sep., 2004",2004/09,20-24 years,20-24,Male,M,503,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2004,2004,"Sep., 2004",2004/09,25-29 years,25-29,Female,F,196,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2004,2004,"Sep., 2004",2004/09,25-29 years,25-29,Male,M,476,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2004,2004,"Sep., 2004",2004/09,30-34 years,30-34,Female,F,259,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2004,2004,"Sep., 2004",2004/09,30-34 years,30-34,Male,M,544,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2004,2004,"Sep., 2004",2004/09,35-39 years,35-39,Female,F,402,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2004,2004,"Sep., 2004",2004/09,35-39 years,35-39,Male,M,679,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2004,2004,"Sep., 2004",2004/09,40-44 years,40-44,Female,F,684,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2004,2004,"Sep., 2004",2004/09,40-44 years,40-44,Male,M,1150,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2004,2004,"Sep., 2004",2004/09,45-49 years,45-49,Female,F,947,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2004,2004,"Sep., 2004",2004/09,45-49 years,45-49,Male,M,1590,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2004,2004,"Sep., 2004",2004/09,50-54 years,50-54,Female,F,1167,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2004,2004,"Sep., 2004",2004/09,50-54 years,50-54,Male,M,2005,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2004,2004,"Oct., 2004",2004/10,15-19 years,15-19,Female,F,142,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2004,2004,"Oct., 2004",2004/10,15-19 years,15-19,Male,M,330,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2004,2004,"Oct., 2004",2004/10,20-24 years,20-24,Female,F,194,Not Applicable,Not Applicable
