Notes,Census Division,Census Division Code,Year,Year Code,Month,Month Code,Five-Year Age Groups,Five-Year Age Groups Code,Sex,Sex Code,Deaths,Population,Crude Rate
,Division 2: Middle Atlantic,CENS-D2,2004,2004,"Dec., 2004",2004/12,35-39 years,35-39,Male,M,209,Not Applicable,Not Applicable
,Division 2: Middle Atlantic,CENS-D2,2004,2004,"Dec., 2004",2004/12,40-44 years,40-44,Female,F,219,Not Applicable,Not Applicable
,Division 2: Middle Atlantic,CENS-D2,2004,2004,"Dec., 2004",2004/12,40-44 years,40-44,Male,M,366,Not Applicable,Not Applicable
,Division 2: Middle Atlantic,CENS-D2,2004,2004,"Dec., 2004",2004/12,45-49 years,45-49,Female,F,329,Not Applicable,Not Applicable
,Division 2: Middle Atlantic,CENS-D2,2004,2004,"Dec., 2004",2004/12,45-49 years,45-49,Male,M,520,Not Applicable,Not Applicable
,Division 2: Middle Atlantic,CENS-D2,2004,2004,"Dec., 2004",2004/12,50-54 years,50-54,Female,F,465,Not Applicable,Not Applicable
,Division 2: Middle Atlantic,CENS-D2,2004,2004,"Dec., 2004",2004/12,50-54 years,50-54,Male,M,694,Not Applicable,Not Applicable
,Division 2: Middle Atlantic,CENS-D2,2005,2005,"Jan., 2005",2005/01,15-19 years,15-19,Female,F,28,Not Applicable,Not Applicable
,Division 2: Middle Atlantic,CENS-D2,2005,2005,"Jan., 2005",2005/01,15-19 years,15-19,Male,M,65,Not Applicable,Not Applicable
,Division 2: Middle Atlantic,CENS-D2,2005,2005,"Jan., 2005",2005/01,20-24 years,20-24,Female,F,52,Not Applicable,Not Applicable
,Division 2: Middle Atlantic,CENS-D2,2005,2005,"Jan., 2005",2005/01,20-24 years,20-24,Male,M,135,Not Applicable,Not Applicable
,Division 2: Middle Atlantic,CENS-D2,2005,2005,"Jan., 2005",2005/01,25-29 years,25-29,Female,F,51,Not Applicable,Not Applicable
,Division 2: Middle Atlantic,CENS-D2,2005,2005,"Jan., 2005",2005/01,25-29 years,25-29,Male,M,113,Not Applicable,Not Applicable
,Division 2: Middle Atlantic,CENS-D2,2005,2005,"Jan., 2005",2005/01,30-34 years,30-34,Female,F,88,Not Applicable,Not Applicable
,Division 2: Middle Atlantic,CENS-D2,2005,2005,"Jan., 2005",2005/01,30-34 years,30-34,Male,M,153,Not Applicable,Not Applicable
,Division 2: Middle Atlantic,CENS-D2,2005,2005,"Jan., 2005",2005/01,35-39 years,35-39,Female,F,136,Not Applicable,Not Applicable
,Division 2: Middle Atlantic,CENS-D2,2005,2005,"Jan., 2005",2005/01,35-39 years,35-39,Male,M,225,Not Applicable,Not Applicable
,Division 2: Middle Atlantic,CENS-D2,2005,2005,"Jan., 2005",2005/01,40-44 years,40-44,Female,F,227,Not Applicable,Not Applicable
,Division 2: Middle Atlantic,CENS-D2,2005,2005,"Jan., 2005",2005/01,40-44 years,40-44,Male,M,357,Not Applicable,Not Applicable
,Division 2: Middle Atlantic,CENS-D2,2005,2005,"Jan., 2005",2005/01,45-49 years,45-49,Female,F,341,Not Applicable,Not Applicable
,Division 2: Middle Atlantic,CENS-D2,2005,2005,"Jan., 2005",2005/01,45-49 years,45-49,Male,M,544,Not Applicable,Not Applicable
,Division 2: Middle Atlantic,CENS-D2,2005,2005,"Jan., 2005",2005/01,50-54 years,50-54,Female,F,473,Not Applicable,Not Applicable
,Division 2: Middle Atlantic,CENS-D2,2005,2005,"Jan., 2005",2005/01,50-54 years,50-54,Male,M,775,Not Applicable,Not Applicable
,Division 2: Middle Atlantic,CENS-D2,2005,2005,"Feb., 2005",2005/02,15-19 years,15-19,Female,F,37,Not Applicable,Not Applicable
,Division 2: Middle Atlantic,CENS-D2,2005,2005,"Feb., 2005",2005/02,15-19 years,15-19,Male,M,77,Not Applicable,Not Applicable
,Division 2: Middle Atlantic,CENS-D2,2005,2005,"Feb., 2005",2005/02,20-24 years,20-24,Female,F,39,Not Applicable,Not Applicable
,Division 2: Middle Atlantic,CENS-D2,2005,2005,"Feb., 2005",2005/02,20-24 years,20-24,Male,M,128,Not Applicable,Not Applicable
,Division 2: Middle Atlantic,CENS-D2,2005,2005,"Feb., 2005",2005/02,25-29 years,25-29,Female,F,41,Not Applicable,Not Applicable
,Division 2: Middle Atlantic,CENS-D2,2005,2005,"Feb., 2005",2005/02,25-29 years,25-29,Male,M,106,Not Applicable,Not Applicable
,Division 2: Middle Atlantic,CENS-D2,2005,2005,"Feb., 2005",2005/02,30-34 years,30-34,Female,F,89,Not Applicable,Not Applicable
,Division 2: Middle Atlantic,CENS-D2,2005,2005,"Feb., 2005",2005/02,30-34 years,30-34,Male,M,137,Not Applicable,Not Applicable
,Division 2: Middle Atlantic,CENS-D2,2005,2005,"Feb., 2005",2005/02,35-39 years,35-39,Female,F,122,Not Applicable,Not Applicable
,Division 2: Middle Atlantic,CENS-D2,2005,2005,"Feb., 2005",2005/02,35-39 years,35-39,Male,M,169,Not Applicable,Not Applicable
,Division 2: Middle Atlantic,CENS-D2,2005,2005,"Feb., 2005",2005/02,40-44 years,40-44,Female,F,233,Not Applicable,Not Applicable
,Division 2: Middle Atlantic,CENS-D2,2005,2005,"Feb., 2005",2005/02,40-44 years,40-44,Male,M,340,Not Applicable,Not Applicable
,Division 2: Middle Atlantic,CENS-D2,2005,2005,"Feb., 2005",2005/02,45-49 years,45-49,Female,F,324,Not Applicable,Not Applicable
,Division 2: Middle Atlantic,CENS-D2,2005,2005,"Feb., 2005",2005/02,45-49 years,45-49,Male,M,499,Not Applicable,Not Applicable
,Division 2: Middle Atlantic,CENS-D2,2005,2005,"Feb., 2005",2005/02,50-54 years,50-54,Female,F,400,Not Applicable,Not Applicable
,Division 2: Middle Atlantic,CENS-D2,2005,2005,"Feb., 2005",2005/02,50-54 years,50-54,Male,M,651,Not Applicable,Not Applicable
,Division 2: Middle Atlantic,CENS-D2,2005,2005,"Mar., 2005",2005/03,15-19 years,15-19,Female,F,27,Not Applicable,Not Applicable
,Division 2: Middle Atlantic,CENS-D2,2005,2005,"Mar., 2005",2005/03,15-19 years,15-19,Male,M,84,Not Applicable,Not Applicable
,Division 2: Middle Atlantic,CENS-D2,2005,2005,"Mar., 2005",2005/03,20-24 years,20-24,Female,F,44,Not Applicable,Not Applicable
,Division 2: Middle Atlantic,CENS-D2,2005,2005,"Mar., 2005",2005/03,20-24 years,20-24,Male,M,116,Not Applicable,Not Applicable
,Division 2: Middle Atlantic,CENS-D2,2005,2005,"Mar., 2005",2005/03,25-29 years,25-29,Female,F,56,Not Applicable,Not Applicable
,Division 2: Middle Atlantic,CENS-D2,2005,2005,"Mar., 2005",2005/03,25-29 years,25-29,Male,M,145,Not Applicable,Not Applicable
,Division 2: Middle Atlantic,CENS-D2,2005,2005,"Mar., 2005",2005/03,30-34 years,30-34,Female,F,62,Not Applicable,Not Applicable
,Division 2: Middle Atlantic,CENS-D2,2005,2005,"Mar., 2005",2005/03,30-34 years,30-34,Male,M,139,Not Applicable,Not Applicable
,Division 2: Middle Atlantic,CENS-D2,2005,2005,"Mar., 2005",2005/03,35-39 years,35-39,Female,F,121,Not Applicable,Not Applicable
,Division 2: Middle Atlantic,CENS-D2,2005,2005,"Mar., 2005",2005/03,35-39 years,35-39,Male,M,212,Not Applicable,Not Applicable
,Division 2: Middle Atlantic,CENS-D2,2005,2005,"Mar., 2005",2005/03,40-44 years,40-44,Female,F,230,Not Applicable,Not Applicable
,Division 2: Middle Atlantic,CENS-D2,2005,2005,"Mar., 2005",2005/03,40-44 years,40-44,Male,M,369,Not Applicable,Not Applicable
,Division 2: Middle Atlantic,CENS-D2,2005,2005,"Mar., 2005",2005/03,45-49 years,45-49,Female,F,332,Not Applicable,Not Applicable
,Division 2: Middle Atlantic,CENS-D2,2005,2005,"Mar., 2005",2005/03,45-49 years,45-49,Male,M,534,Not Applicable,Not Applicable
,Division 2: Middle Atlantic,CENS-D2,2005,2005,"Mar., 2005",2005/03,50-54 years,50-54,Female,F,434,Not Applicable,Not Applicable
,Division 2: Middle Atlantic,CENS-D2,2005,2005,"Mar., 2005",2005/03,50-54 years,50-54,Male,M,723,Not Applicable,Not Applicable
,Division 2: Middle Atlantic,CENS-D2,2005,2005,"Apr., 2005",2005/04,15-19 years,15-19,Female,F,36,Not Applicable,Not Applicable
,Division 2: Middle Atlantic,CENS-D2,2005,2005,"Apr., 2005",2005/04,15-19 years,15-19,Male,M,86,Not Applicable,Not Applicable
,Division 2: Middle Atlantic,CENS-D2,2005,2005,"Apr., 2005",2005/04,20-24 years,20-24,Female,F,48,Not Applicable,Not Applicable
,Division 2: Middle Atlantic,CENS-D2,2005,2005,"Apr., 2005",2005/04,20-24 years,20-24,Male,M,151,Not Applicable,Not Applicable
,Division 2: Middle Atlantic,CENS-D2,2005,2005,"Apr., 2005",2005/04,25-29 years,25-29,Female,F,54,Not Applicable,Not Applicable
,Division 2: Middle Atlantic,CENS-D2,2005,2005,"Apr., 2005",2005/04,25-29 years,25-29,Male,M,132,Not Applicable,Not Applicable
,Division 2: Middle Atlantic,CENS-D2,2005,2005,"Apr., 2005",2005/04,30-34 years,30-34,Female,F,65,Not Applicable,Not Applicable
,Division 2: Middle Atlantic,CENS-D2,2005,2005,"Apr., 2005",2005/04,30-34 years,30-34,Male,M,139,Not Applicable,Not Applicable
,Division 2: Middle Atlantic,CENS-D2,2005,2005,"Apr., 2005",2005/04,35-39 years,35-39,Female,F,118,Not Applicable,Not Applicable
,Division 2: Middle Atlantic,CENS-D2,2005,2005,"Apr., 2005",2005/04,35-39 years,35-39,Male,M,183,Not Applicable,Not Applicable
,Division 2: Middle Atlantic,CENS-D2,2005,2005,"Apr., 2005",2005/04,40-44 years,40-44,Female,F,213,Not Applicable,Not Applicable
,Division 2: Middle Atlantic,CENS-D2,2005,2005,"Apr., 2005",2005/04,40-44 years,40-44,Male,M,316,Not Applicable,Not Applicable
,Division 2: Middle Atlantic,CENS-D2,2005,2005,"Apr., 2005",2005/04,45-49 years,45-49,Female,F,325,Not Applicable,Not Applicable
,Division 2: Middle Atlantic,CENS-D2,2005,2005,"Apr., 2005",2005/04,45-49 years,45-49,Male,M,498,Not Applicable,Not Applicable
,Division 2: Middle Atlantic,CENS-D2,2005,2005,"Apr., 2005",2005/04,50-54 years,50-54,Female,F,417,Not Applicable,Not Applicable
,Division 2: Middle Atlantic,CENS-D2,2005,2005,"Apr., 2005",2005/04,50-54 years,50-54,Male,M,621,Not Applicable,Not Applicable
,Division 2: Middle Atlantic,CENS-D2,2005,2005,"May, 2005",2005/05,15-19 years,15-19,Female,F,31,Not Applicable,Not Applicable
,Division 2: Middle Atlantic,CENS-D2,2005,2005,"May, 2005",2005/05,15-19 years,15-19,Male,M,92,Not Applicable,Not Applicable
,Division 2: Middle Atlantic,CENS-D2,2005,2005,"May, 2005",2005/05,20-24 years,20-24,Female,F,46,Not Applicable,Not Applicable
,Division 2: Middle Atlantic,CENS-D2,2005,2005,"May, 2005",2005/05,20-24 years,20-24,Male,M,143,Not Applicable,Not Applicable
,Division 2: Middle Atlantic,CENS-D2,2005,2005,"May, 2005",2005/05,25-29 years,25-29,Female,F,52,Not Applicable,Not Applicable
,Division 2: Middle Atlantic,CENS-D2,2005,2005,"May, 2005",2005/05,25-29 years,25-29,Male,M,139,Not Applicable,Not Applicable
,Division 2: Middle Atlantic,CENS-D2,2005,2005,"May, 2005",2005/05,30-34 years,30-34,Female,F,68,Not Applicable,Not Applicable
,Division 2: Middle Atlantic,CENS-D2,2005,2005,"May, 2005",2005/05,30-34 years,30-34,Male,M,129,Not Applicable,Not Applicable
,Division 2: Middle Atlantic,CENS-D2,2005,2005,"May, 2005",2005/05,35-39 years,35-39,Female,F,124,Not Applicable,Not Applicable
,Division 2: Middle Atlantic,CENS-D2,2005,2005,"May, 2005",2005/05,35-39 years,35-39,Male,M,212,Not Applicable,Not Applicable
,Division 2: Middle Atlantic,CENS-D2,2005,2005,"May, 2005",2005/05,40-44 years,40-44,Female,F,195,Not Applicable,Not Applicable
,Division 2: Middle Atlantic,CENS-D2,2005,2005,"May, 2005",2005/05,40-44 years,40-44,Male,M,334,Not Applicable,Not Applicable
,Division 2: Middle Atlantic,CENS-D2,2005,2005,"May, 2005",2005/05,45-49 years,45-49,Female,F,332,Not Applicable,Not Applicable
,Division 2: Middle Atlantic,CENS-D2,2005,2005,"May, 2005",2005/05,45-49 years,45-49,Male,M,541,Not Applicable,Not Applicable
,Division 2: Middle Atlantic,CENS-D2,2005,2005,"May, 2005",2005/05,50-54 years,50-54,Female,F,375,Not Applicable,Not Applicable
,Division 2: Middle Atlantic,CENS-D2,2005,2005,"May, 2005",2005/05,50-54 years,50-54,Male,M,714,Not Applicable,Not Applicable
,Division 2: Middle Atlantic,CENS-D2,2005,2005,"Jun., 2005",2005/06,15-19 years,15-19,Female,F,43,Not Applicable,Not Applicable
,Division 2: Middle Atlantic,CENS-D2,2005,2005,"Jun., 2005",2005/06,15-19 years,15-19,Male,M,91,Not Applicable,Not Applicable
,Division 2: Middle Atlantic,CENS-D2,2005,2005,"Jun., 2005",2005/06,20-24 years,20-24,Female,F,53,Not Applicable,Not Applicable
,Division 2: Middle Atlantic,CENS-D2,2005,2005,"Jun., 2005",2005/06,20-24 years,20-24,Male,M,176,Not Applicable,Not Applicable
,Division 2: Middle Atlantic,CENS-D2,2005,2005,"Jun., 2005",2005/06,25-29 years,25-29,Female,F,37,Not Applicable,Not Applicable
,Division 2: Middle Atlantic,CENS-D2,2005,2005,"Jun., 2005",2005/06,25-29 years,25-29,Male,M,129,Not Applicable,Not Applicable
,Division 2: Middle Atlantic,CENS-D2,2005,2005,"Jun., 2005",2005/06,30-34 years,30-34,Female,F,58,Not Applicable,Not Applicable
,Division 2: Middle Atlantic,CENS-D2,2005,2005,"Jun., 2005",2005/06,30-34 years,30-34,Male,M,127,Not Applicable,Not Applicable
,Division 2: Middle Atlantic,CENS-D2,2005,2005,"Jun., 2005",2005/06,35-39 years,35-39,Female,F,125,Not Applicable,Not Applicable
,Division 2: Middle Atlantic,CENS-D2,2005,2005,"Jun., 2005",2005/06,35-39 years,35-39,Male,M,174,Not Applicable,Not Applicable
,Division 2: Middle Atlantic,CENS-D2,2005,2005,"Jun., 2005",2005/06,40-44 years,40-44,Female,F,183,Not Applicable,Not Applicable
,Division 2: Middle Atlantic,CENS-D2,2005,2005,"Jun., 2005",2005/06,40-44 years,40-44,Male,M,302,Not Applicable,Not Applicable
,Division 2: Middle Atlantic,CENS-D2,2005,2005,"Jun., 2005",2005/06,45-49 years,45-49,Female,F,335,Not Applicable,Not Applicable
,Division 2: Middle Atlantic,CENS-D2,2005,2005,"Jun., 2005",2005/06,45-49 years,45-49,Male,M,477,Not Applicable,Not Applicable
,Division 2: Middle Atlantic,CENS-D2,2005,2005,"Jun., 2005",2005/06,50-54 years,50-54,Female,F,399,Not Applicable,Not Applicable
,Division 2: Middle Atlantic,CENS-D2,2005,2005,"Jun., 2005",2005/06,50-54 years,50-54,Male,M,674,Not Applicable,Not Applicable
,Division 2: Middle Atlantic,CENS-D2,2005,2005,"Jul., 2005",2005/07,15-19 years,15-19,Female,F,40,Not Applicable,Not Applicable
,Division 2: Middle Atlantic,CENS-D2,2005,2005,"Jul., 2005",2005/07,15-19 years,15-19,Male,M,93,Not Applicable,Not Applicable
,Division 2: Middle Atlantic,CENS-D2,2005,2005,"Jul., 2005",2005/07,20-24 years,20-24,Female,F,64,Not Applicable,Not Applicable
,Division 2: Middle Atlantic,CENS-D2,2005,2005,"Jul., 2005",2005/07,20-24 years,20-24,Male,M,195,Not Applicable,Not Applicable
,Division 2: Middle Atlantic,CENS-D2,2005,2005,"Jul., 2005",2005/07,25-29 years,25-29,Female,F,42,Not Applicable,Not Applicable
,Division 2: Middle Atlantic,CENS-D2,2005,2005,"Jul., 2005",2005/07,25-29 years,25-29,Male,M,147,Not Applicable,Not Applicable
,Division 2: Middle Atlantic,CENS-D2,2005,2005,"Jul., 2005",2005/07,30-34 years,30-34,Female,F,64,Not Applicable,Not Applicable
,Division 2: Middle Atlantic,CENS-D2,2005,2005,"Jul., 2005",2005/07,30-34 years,30-34,Male,M,149,Not Applicable,Not Applicable
,Division 2: Middle Atlantic,CENS-D2,2005,2005,"Jul., 2005",2005/07,35-39 years,35-39,Female,F,95,Not Applicable,Not Applicable
,Division 2: Middle Atlantic,CENS-D2,2005,2005,"Jul., 2005",2005/07,35-39 years,35-39,Male,M,237,Not Applicable,Not Applicable
,Division 2: Middle Atlantic,CENS-D2,2005,2005,"Jul., 2005",2005/07,40-44 years,40-44,Female,F,217,Not Applicable,Not Applicable
,Division 2: Middle Atlantic,CENS-D2,2005,2005,"Jul., 2005",2005/07,40-44 years,40-44,Male,M,375,Not Applicable,Not Applicable
,Division 2: Middle Atlantic,CENS-D2,2005,2005,"Jul., 2005",2005/07,45-49 years,45-49,Female,F,289,Not Applicable,Not Applicable
,Division 2: Middle Atlantic,CENS-D2,2005,2005,"Jul., 2005",2005/07,45-49 years,45-49,Male,M,505,Not Applicable,Not Applicable
,Division 2: Middle Atlantic,CENS-D2,2005,2005,"Jul., 2005",2005/07,50-54 years,50-54,Female,F,420,Not Applicable,Not Applicable
,Division 2: Middle Atlantic,CENS-D2,2005,2005,"Jul., 2005",2005/07,50-54 years,50-54,Male,M,742,Not Applicable,Not Applicable
,Division 2: Middle Atlantic,CENS-D2,2005,2005,"Aug., 2005",2005/08,15-19 years,15-19,Female,F,32,Not Applicable,Not Applicable
,Division 2: Middle Atlantic,CENS-D2,2005,2005,"Aug., 2005",2005/08,15-19 years,15-19,Male,M,117,Not Applicable,Not Applicable
,Division 2: Middle Atlantic,CENS-D2,2005,2005,"Aug., 2005",2005/08,20-24 years,20-24,Female,F,43,Not Applicable,Not Applicable
,Division 2: Middle Atlantic,CENS-D2,2005,2005,"Aug., 2005",2005/08,20-24 years,20-24,Male,M,166,Not Applicable,Not Applicable
,Division 2: Middle Atlantic,CENS-D2,2005,2005,"Aug., 2005",2005/08,25-29 years,25-29,Female,F,36,Not Applicable,Not Applicable
,Division 2: Middle Atlantic,CENS-D2,2005,2005,"Aug., 2005",2005/08,25-29 years,25-29,Male,M,157,Not Applicable,Not Applicable
,Division 2: Middle Atlantic,CENS-D2,2005,2005,"Aug., 2005",2005/08,30-34 years,30-34,Female,F,75,Not Applicable,Not Applicable
,Division 2: Middle Atlantic,CENS-D2,2005,2005,"Aug., 2005",2005/08,30-34 years,30-34,Male,M,130,Not Applicable,Not Applicable
,Division 2: Middle Atlantic,CENS-D2,2005,2005,"Aug., 2005",2005/08,35-39 years,35-39,Female,F,133,Not Applicable,Not Applicable
,Division 2: Middle Atlantic,CENS-D2,2005,2005,"Aug., 2005",2005/08,35-39 years,35-39,Male,M,212,Not Applicable,Not Applicable
,Division 2: Middle Atlantic,CENS-D2,2005,2005,"Aug., 2005",2005/08,40-44 years,40-44,Female,F,214,Not Applicable,Not Applicable
,Division 2: Middle Atlantic,CENS-D2,2005,2005,"Aug., 2005",2005/08,40-44 years,40-44,Male,M,352,Not Applicable,Not Applicable
,Division 2: Middle Atlantic,CENS-D2,2005,2005,"Aug., 2005",2005/08,45-49 years,45-49,Female,F,304,Not Applicable,Not Applicable
,Division 2: Middle Atlantic,CENS-D2,2005,2005,"Aug., 2005",2005/08,45-49 years,45-49,Male,M,512,Not Applicable,Not Applicable
,Division 2: Middle Atlantic,CENS-D2,2005,2005,"Aug., 2005",2005/08,50-54 years,50-54,Female,F,431,Not Applicable,Not Applicable
,Division 2: Middle Atlantic,CENS-D2,2005,2005,"Aug., 2005",2005/08,50-54 years,50-54,Male,M,701,Not Applicable,Not Applicable
,Division 2: Middle Atlantic,CENS-D2,2005,2005,"Sep., 2005",2005/09,15-19 years,15-19,Female,F,33,Not Applicable,Not Applicable
,Division 2: Middle Atlantic,CENS-D2,2005,2005,"Sep., 2005",2005/09,15-19 years,15-19,Male,M,88,Not Applicable,Not Applicable
,Division 2: Middle Atlantic,CENS-D2,2005,2005,"Sep., 2005",2005/09,20-24 years,20-24,Female,F,52,Not Applicable,Not Applicable
,Division 2: Middle Atlantic,CENS-D2,2005,2005,"Sep., 2005",2005/09,20-24 years,20-24,Male,M,157,Not Applicable,Not Applicable
,Division 2: Middle Atlantic,CENS-D2,2005,2005,"Sep., 2005",2005/09,25-29 years,25-29,Female,F,44,Not Applicable,Not Applicable
,Division 2: Middle Atlantic,CENS-D2,2005,2005,"Sep., 2005",2005/09,25-29 years,25-29,Male,M,148,Not Applicable,Not Applicable
,Division 2: Middle Atlantic,CENS-D2,2005,2005,"Sep., 2005",2005/09,30-34 years,30-34,Female,F,71,Not Applicable,Not Applicable
,Division 2: Middle Atlantic,CENS-D2,2005,2005,"Sep., 2005",2005/09,30-34 years,30-34,Male,M,127,Not Applicable,Not Applicable
,Division 2: Middle Atlantic,CENS-D2,2005,2005,"Sep., 2005",2005/09,35-39 years,35-39,Female,F,115,Not Applicable,Not Applicable
,Division 2: Middle Atlantic,CENS-D2,2005,2005,"Sep., 2005",2005/09,35-39 years,35-39,Male,M,192,Not Applicable,Not Applicable
,Division 2: Middle Atlantic,CENS-D2,2005,2005,"Sep., 2005",2005/09,40-44 years,40-44,Female,F,223,Not Applicable,Not Applicable
,Division 2: Middle Atlantic,CENS-D2,2005,2005,"Sep., 2005",2005/09,40-44 years,40-44,Male,M,339,Not Applicable,Not Applicable
,Division 2: Middle Atlantic,CENS-D2,2005,2005,"Sep., 2005",2005/09,45-49 years,45-49,Female,F,296,Not Applicable,Not Applicable
,Division 2: Middle Atlantic,CENS-D2,2005,2005,"Sep., 2005",2005/09,45-49 years,45-49,Male,M,446,Not Applicable,Not Applicable
,Division 2: Middle Atlantic,CENS-D2,2005,2005,"Sep., 2005",2005/09,50-54 years,50-54,Female,F,397,Not Applicable,Not Applicable
,Division 2: Middle Atlantic,CENS-D2,2005,2005,"Sep., 2005",2005/09,50-54 years,50-54,Male,M,637,Not Applicable,Not Applicable
,Division 2: Middle Atlantic,CENS-D2,2005,2005,"Oct., 2005",2005/10,15-19 years,15-19,Female,F,35,Not Applicable,Not Applicable
,Division 2: Middle Atlantic,CENS-D2,2005,2005,"Oct., 2005",2005/10,15-19 years,15-19,Male,M,98,Not Applicable,Not Applicable
,Division 2: Middle Atlantic,CENS-D2,2005,2005,"Oct., 2005",2005/10,20-24 years,20-24,Female,F,57,Not Applicable,Not Applicable
,Division 2: Middle Atlantic,CENS-D2,2005,2005,"Oct., 2005",2005/10,20-24 years,20-24,Male,M,153,Not Applicable,Not Applicable
,Division 2: Middle Atlantic,CENS-D2,2005,2005,"Oct., 2005",2005/10,25-29 years,25-29,Female,F,59,Not Applicable,Not Applicable
,Division 2: Middle Atlantic,CENS-D2,2005,2005,"Oct., 2005",2005/10,25-29 years,25-29,Male,M,169,Not Applicable,Not Applicable
,Division 2: Middle Atlantic,CENS-D2,2005,2005,"Oct., 2005",2005/10,30-34 years,30-34,Female,F,53,Not Applicable,Not Applicable
,Division 2: Middle Atlantic,CENS-D2,2005,2005,"Oct., 2005",2005/10,30-34 years,30-34,Male,M,132,Not Applicable,Not Applicable
,Division 2: Middle Atlantic,CENS-D2,2005,2005,"Oct., 2005",2005/10,35-39 years,35-39,Female,F,111,Not Applicable,Not Applicable
,Division 2: Middle Atlantic,CENS-D2,2005,2005,"Oct., 2005",2005/10,35-39 years,35-39,Male,M,202,Not Applicable,Not Applicable
,Division 2: Middle Atlantic,CENS-D2,2005,2005,"Oct., 2005",2005/10,40-44 years,40-44,Female,F,228,Not Applicable,Not Applicable
