"Notes","Census Region","Census Region Code","Year","Year Code","Single-Year Ages","Single-Year Ages Code",Deaths,Population,Crude Rate
,"Census Region 1: Northeast","CENS-R1","1999","1999","1 year","1",243,665859,36.5
,"Census Region 1: Northeast","CENS-R1","1999","1999","2 years","2",193,672522,28.7
,"Census Region 1: Northeast","CENS-R1","1999","1999","3 years","3",172,688810,25.0
,"Census Region 1: Northeast","CENS-R1","1999","1999","4 years","4",141,719600,19.6
,"Census Region 1: Northeast","CENS-R1","1999","1999","5 years","5",100,728894,13.7
,"Census Region 1: Northeast","CENS-R1","1999","1999","6 years","6",103,739339,13.9
,"Census Region 1: Northeast","CENS-R1","1999","1999","7 years","7",106,761064,13.9
,"Census Region 1: Northeast","CENS-R1","1999","1999","8 years","8",120,762651,15.7
,"Census Region 1: Northeast","CENS-R1","1999","1999","9 years","9",103,784767,13.1
,"Census Region 1: Northeast","CENS-R1","1999","1999","10 years","10",101,768145,13.1
,"Census Region 1: Northeast","CENS-R1","1999","1999","11 years","11",114,744135,15.3
,"Census Region 1: Northeast","CENS-R1","1999","1999","12 years","12",96,733585,13.1
,"Census Region 1: Northeast","CENS-R1","1999","1999","13 years","13",129,724447,17.8
,"Census Region 1: Northeast","CENS-R1","1999","1999","14 years","14",155,721448,21.5
,"Census Region 1: Northeast","CENS-R1","1999","1999","15 years","15",190,700817,27.1
,"Census Region 1: Northeast","CENS-R1","1999","1999","16 years","16",284,714545,39.7
,"Census Region 1: Northeast","CENS-R1","1999","1999","17 years","17",411,714460,57.5
,"Census Region 1: Northeast","CENS-R1","1999","1999","18 years","18",457,705600,64.8
,"Census Region 1: Northeast","CENS-R1","1999","1999","19 years","19",527,725389,72.7
,"Census Region 1: Northeast","CENS-R1","1999","1999","20 years","20",487,696123,70.0
,"Census Region 1: Northeast","CENS-R1","1999","1999","21 years","21",564,668260,84.4
,"Census Region 1: Northeast","CENS-R1","1999","1999","22 years","22",484,649228,74.6
,"Census Region 1: Northeast","CENS-R1","1999","1999","23 years","23",497,621281,80.0
,"Census Region 1: Northeast","CENS-R1","1999","1999","24 years","24",508,639213,79.5
,"Census Region 1: Northeast","CENS-R1","1999","1999","25 years","25",452,645330,70.0
,"Census Region 1: Northeast","CENS-R1","1999","1999","26 years","26",500,652386,76.6
,"Census Region 1: Northeast","CENS-R1","1999","1999","27 years","27",555,717157,77.4
,"Census Region 1: Northeast","CENS-R1","1999","1999","28 years","28",583,767775,75.9
,"Census Region 1: Northeast","CENS-R1","1999","1999","29 years","29",622,778810,79.9
,"Census Region 1: Northeast","CENS-R1","1999","1999","30 years","30",660,794243,83.1
,"Census Region 1: Northeast","CENS-R1","1999","1999","31 years","31",681,750525,90.7
,"Census Region 1: Northeast","CENS-R1","1999","1999","32 years","32",867,785032,110.4
,"Census Region 1: Northeast","CENS-R1","1999","1999","33 years","33",902,806408,111.9
,"Census Region 1: Northeast","CENS-R1","1999","1999","34 years","34",999,860936,116.0
,"Census Region 1: Northeast","CENS-R1","1999","1999","35 years","35",1075,901125,119.3
,"Census Region 1: Northeast","CENS-R1","1999","1999","36 years","36",1206,883377,136.5
,"Census Region 1: Northeast","CENS-R1","1999","1999","37 years","37",1291,890637,145.0
,"Census Region 1: Northeast","CENS-R1","1999","1999","38 years","38",1451,887440,163.5
,"Census Region 1: Northeast","CENS-R1","1999","1999","39 years","39",1500,900260,166.6
,"Census Region 1: Northeast","CENS-R1","1999","1999","40 years","40",1541,914985,168.4
,"Census Region 1: Northeast","CENS-R1","1999","1999","41 years","41",1820,876274,207.7
,"Census Region 1: Northeast","CENS-R1","1999","1999","42 years","42",1889,876674,215.5
,"Census Region 1: Northeast","CENS-R1","1999","1999","43 years","43",2001,843342,237.3
,"Census Region 1: Northeast","CENS-R1","1999","1999","44 years","44",2187,828082,264.1
,"Census Region 1: Northeast","CENS-R1","1999","1999","45 years","45",2257,819499,275.4
,"Census Region 1: Northeast","CENS-R1","1999","1999","46 years","46",2354,776158,303.3
,"Census Region 1: Northeast","CENS-R1","1999","1999","47 years","47",2476,767641,322.5
,"Census Region 1: Northeast","CENS-R1","1999","1999","48 years","48",2482,730233,339.9
,"Census Region 1: Northeast","CENS-R1","1999","1999","49 years","49",2685,734297,365.7
,"Census Region 1: Northeast","CENS-R1","1999","1999","50 years","50",2945,739613,398.2
,"Census Region 1: Northeast","CENS-R1","1999","1999","51 years","51",3173,715460,443.5
,"Census Region 1: Northeast","CENS-R1","1999","1999","52 years","52",3548,775080,457.8
,"Census Region 1: Northeast","CENS-R1","1999","1999","53 years","53",3046,563776,540.3
,"Census Region 1: Northeast","CENS-R1","1999","1999","54 years","54",3280,574325,571.1
,"Census Region 1: Northeast","CENS-R1","1999","1999","55 years","55",3584,565875,633.4
,"Census Region 1: Northeast","CENS-R1","1999","1999","56 years","56",4178,591101,706.8
,"Census Region 1: Northeast","CENS-R1","1999","1999","57 years","57",3864,518520,745.2
,"Census Region 1: Northeast","CENS-R1","1999","1999","58 years","58",3892,479960,810.9
,"Census Region 1: Northeast","CENS-R1","1999","1999","59 years","59",4164,454900,915.4
,"Census Region 1: Northeast","CENS-R1","1999","1999","60 years","60",4243,456294,929.9
,"Census Region 1: Northeast","CENS-R1","1999","1999","61 years","61",4606,431750,1066.8
,"Census Region 1: Northeast","CENS-R1","1999","1999","62 years","62",4936,413201,1194.6
,"Census Region 1: Northeast","CENS-R1","1999","1999","63 years","63",5379,410839,1309.3
,"Census Region 1: Northeast","CENS-R1","1999","1999","64 years","64",5847,408904,1429.9
,"Census Region 1: Northeast","CENS-R1","1999","1999","65 years","65",6030,379346,1589.6
,"Census Region 1: Northeast","CENS-R1","1999","1999","66 years","66",6382,378766,1684.9
,"Census Region 1: Northeast","CENS-R1","1999","1999","67 years","67",7074,386054,1832.4
,"Census Region 1: Northeast","CENS-R1","1999","1999","68 years","68",7856,390632,2011.1
,"Census Region 1: Northeast","CENS-R1","1999","1999","69 years","69",8853,390415,2267.6
,"Census Region 1: Northeast","CENS-R1","1999","1999","70 years","70",9363,387549,2416.0
,"Census Region 1: Northeast","CENS-R1","1999","1999","71 years","71",10068,382423,2632.7
,"Census Region 1: Northeast","CENS-R1","1999","1999","72 years","72",11021,370190,2977.1
,"Census Region 1: Northeast","CENS-R1","1999","1999","73 years","73",11426,362600,3151.1
,"Census Region 1: Northeast","CENS-R1","1999","1999","74 years","74",12337,362588,3402.5
,"Census Region 1: Northeast","CENS-R1","1999","1999","75 years","75",12848,347937,3692.6
,"Census Region 1: Northeast","CENS-R1","1999","1999","76 years","76",13264,326485,4062.7
,"Census Region 1: Northeast","CENS-R1","1999","1999","77 years","77",14249,319314,4462.4
,"Census Region 1: Northeast","CENS-R1","1999","1999","78 years","78",14591,299318,4874.7
,"Census Region 1: Northeast","CENS-R1","1999","1999","79 years","79",15132,272027,5562.7
,"Census Region 1: Northeast","CENS-R1","1999","1999","80 years","80",14821,259085,5720.5
,"Census Region 1: Northeast","CENS-R1","1999","1999","81 years","81",15510,227712,6811.2
,"Census Region 1: Northeast","CENS-R1","1999","1999","82 years","82",15883,215654,7365.0
,"Census Region 1: Northeast","CENS-R1","1999","1999","83 years","83",15648,193056,8105.4
,"Census Region 1: Northeast","CENS-R1","1999","1999","84 years","84",15900,175621,9053.6
,"Census Region 1: Northeast","CENS-R1","1999","1999","85 years","85",15765,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","1999","1999","86 years","86",15349,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","1999","1999","87 years","87",14351,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","1999","1999","88 years","88",13540,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","1999","1999","89 years","89",12866,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","1999","1999","90 years","90",11625,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","1999","1999","91 years","91",10947,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","1999","1999","92 years","92",9506,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","1999","1999","93 years","93",7970,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","1999","1999","94 years","94",6834,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","1999","1999","95 years","95",5716,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","1999","1999","96 years","96",4583,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","1999","1999","97 years","97",3481,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","1999","1999","98 years","98",2702,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","1999","1999","99 years","99",1994,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","2000","2000","1 year","1",248,670560,37.0
,"Census Region 1: Northeast","CENS-R1","2000","2000","2 years","2",208,670231,31.0
,"Census Region 1: Northeast","CENS-R1","2000","2000","3 years","3",116,684476,16.9
,"Census Region 1: Northeast","CENS-R1","2000","2000","4 years","4",98,708261,13.8
,"Census Region 1: Northeast","CENS-R1","2000","2000","5 years","5",110,718945,15.3
,"Census Region 1: Northeast","CENS-R1","2000","2000","6 years","6",90,730495,12.3
,"Census Region 1: Northeast","CENS-R1","2000","2000","7 years","7",97,751046,12.9
,"Census Region 1: Northeast","CENS-R1","2000","2000","8 years","8",92,760858,12.1
,"Census Region 1: Northeast","CENS-R1","2000","2000","9 years","9",101,782557,12.9
,"Census Region 1: Northeast","CENS-R1","2000","2000","10 years","10",95,788385,12.0
,"Census Region 1: Northeast","CENS-R1","2000","2000","11 years","11",102,758734,13.4
,"Census Region 1: Northeast","CENS-R1","2000","2000","12 years","12",111,749698,14.8
,"Census Region 1: Northeast","CENS-R1","2000","2000","13 years","13",114,731729,15.6
,"Census Region 1: Northeast","CENS-R1","2000","2000","14 years","14",148,733421,20.2
,"Census Region 1: Northeast","CENS-R1","2000","2000","15 years","15",180,718790,25.0
,"Census Region 1: Northeast","CENS-R1","2000","2000","16 years","16",271,709354,38.2
,"Census Region 1: Northeast","CENS-R1","2000","2000","17 years","17",402,717857,56.0
,"Census Region 1: Northeast","CENS-R1","2000","2000","18 years","18",435,719952,60.4
,"Census Region 1: Northeast","CENS-R1","2000","2000","19 years","19",522,727545,71.7
,"Census Region 1: Northeast","CENS-R1","2000","2000","20 years","20",512,709117,72.2
,"Census Region 1: Northeast","CENS-R1","2000","2000","21 years","21",535,677741,78.9
,"Census Region 1: Northeast","CENS-R1","2000","2000","22 years","22",538,656873,81.9
,"Census Region 1: Northeast","CENS-R1","2000","2000","23 years","23",497,634634,78.3
,"Census Region 1: Northeast","CENS-R1","2000","2000","24 years","24",511,632046,80.8
,"Census Region 1: Northeast","CENS-R1","2000","2000","25 years","25",442,653766,67.6
,"Census Region 1: Northeast","CENS-R1","2000","2000","26 years","26",496,635601,78.0
,"Census Region 1: Northeast","CENS-R1","2000","2000","27 years","27",543,673260,80.7
,"Census Region 1: Northeast","CENS-R1","2000","2000","28 years","28",577,717249,80.4
,"Census Region 1: Northeast","CENS-R1","2000","2000","29 years","29",638,780178,81.8
,"Census Region 1: Northeast","CENS-R1","2000","2000","30 years","30",695,806267,86.2
,"Census Region 1: Northeast","CENS-R1","2000","2000","31 years","31",731,760972,96.1
,"Census Region 1: Northeast","CENS-R1","2000","2000","32 years","32",736,772675,95.3
,"Census Region 1: Northeast","CENS-R1","2000","2000","33 years","33",850,788393,107.8
,"Census Region 1: Northeast","CENS-R1","2000","2000","34 years","34",936,829488,112.8
,"Census Region 1: Northeast","CENS-R1","2000","2000","35 years","35",1089,888413,122.6
,"Census Region 1: Northeast","CENS-R1","2000","2000","36 years","36",1237,880339,140.5
,"Census Region 1: Northeast","CENS-R1","2000","2000","37 years","37",1277,875466,145.9
,"Census Region 1: Northeast","CENS-R1","2000","2000","38 years","38",1361,882714,154.2
,"Census Region 1: Northeast","CENS-R1","2000","2000","39 years","39",1503,898477,167.3
,"Census Region 1: Northeast","CENS-R1","2000","2000","40 years","40",1668,920398,181.2
,"Census Region 1: Northeast","CENS-R1","2000","2000","41 years","41",1762,878434,200.6
,"Census Region 1: Northeast","CENS-R1","2000","2000","42 years","42",1942,888906,218.5
,"Census Region 1: Northeast","CENS-R1","2000","2000","43 years","43",2066,856751,241.1
,"Census Region 1: Northeast","CENS-R1","2000","2000","44 years","44",2107,837984,251.4
,"Census Region 1: Northeast","CENS-R1","2000","2000","45 years","45",2285,842980,271.1
,"Census Region 1: Northeast","CENS-R1","2000","2000","46 years","46",2346,789222,297.3
,"Census Region 1: Northeast","CENS-R1","2000","2000","47 years","47",2524,780888,323.2
,"Census Region 1: Northeast","CENS-R1","2000","2000","48 years","48",2759,755040,365.4
,"Census Region 1: Northeast","CENS-R1","2000","2000","49 years","49",2773,733288,378.2
,"Census Region 1: Northeast","CENS-R1","2000","2000","50 years","50",2951,745759,395.7
,"Census Region 1: Northeast","CENS-R1","2000","2000","51 years","51",3199,709437,450.9
,"Census Region 1: Northeast","CENS-R1","2000","2000","52 years","52",3465,737144,470.1
,"Census Region 1: Northeast","CENS-R1","2000","2000","53 years","53",3670,728763,503.6
,"Census Region 1: Northeast","CENS-R1","2000","2000","54 years","54",3328,560782,593.5
,"Census Region 1: Northeast","CENS-R1","2000","2000","55 years","55",3513,560605,626.6
,"Census Region 1: Northeast","CENS-R1","2000","2000","56 years","56",3711,562560,659.7
,"Census Region 1: Northeast","CENS-R1","2000","2000","57 years","57",4298,583234,736.9
,"Census Region 1: Northeast","CENS-R1","2000","2000","58 years","58",4137,503478,821.7
,"Census Region 1: Northeast","CENS-R1","2000","2000","59 years","59",4165,466140,893.5
,"Census Region 1: Northeast","CENS-R1","2000","2000","60 years","60",4378,457656,956.6
,"Census Region 1: Northeast","CENS-R1","2000","2000","61 years","61",4800,437135,1098.1
,"Census Region 1: Northeast","CENS-R1","2000","2000","62 years","62",4987,429221,1161.9
,"Census Region 1: Northeast","CENS-R1","2000","2000","63 years","63",5262,405718,1297.0
,"Census Region 1: Northeast","CENS-R1","2000","2000","64 years","64",5492,401624,1367.4
,"Census Region 1: Northeast","CENS-R1","2000","2000","65 years","65",6029,400222,1506.4
,"Census Region 1: Northeast","CENS-R1","2000","2000","66 years","66",6199,369327,1678.5
,"Census Region 1: Northeast","CENS-R1","2000","2000","67 years","67",6960,380321,1830.0
,"Census Region 1: Northeast","CENS-R1","2000","2000","68 years","68",7550,378567,1994.4
,"Census Region 1: Northeast","CENS-R1","2000","2000","69 years","69",8114,385461,2105.0
,"Census Region 1: Northeast","CENS-R1","2000","2000","70 years","70",8880,387030,2294.4
,"Census Region 1: Northeast","CENS-R1","2000","2000","71 years","71",9663,371875,2598.5
,"Census Region 1: Northeast","CENS-R1","2000","2000","72 years","72",10581,377124,2805.7
,"Census Region 1: Northeast","CENS-R1","2000","2000","73 years","73",11052,363552,3040.0
,"Census Region 1: Northeast","CENS-R1","2000","2000","74 years","74",11945,354793,3366.8
,"Census Region 1: Northeast","CENS-R1","2000","2000","75 years","75",12914,351108,3678.1
,"Census Region 1: Northeast","CENS-R1","2000","2000","76 years","76",13470,330267,4078.5
,"Census Region 1: Northeast","CENS-R1","2000","2000","77 years","77",13867,311081,4457.7
,"Census Region 1: Northeast","CENS-R1","2000","2000","78 years","78",14846,304605,4873.9
,"Census Region 1: Northeast","CENS-R1","2000","2000","79 years","79",15270,284247,5372.1
,"Census Region 1: Northeast","CENS-R1","2000","2000","80 years","80",15763,262993,5993.7
,"Census Region 1: Northeast","CENS-R1","2000","2000","81 years","81",15119,232642,6498.8
,"Census Region 1: Northeast","CENS-R1","2000","2000","82 years","82",15914,217750,7308.4
,"Census Region 1: Northeast","CENS-R1","2000","2000","83 years","83",15824,194644,8129.7
,"Census Region 1: Northeast","CENS-R1","2000","2000","84 years","84",15743,176214,8934.0
,"Census Region 1: Northeast","CENS-R1","2000","2000","85 years","85",15942,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","2000","2000","86 years","86",15533,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","2000","2000","87 years","87",14889,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","2000","2000","88 years","88",13737,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","2000","2000","89 years","89",13186,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","2000","2000","90 years","90",11957,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","2000","2000","91 years","91",10938,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","2000","2000","92 years","92",10037,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","2000","2000","93 years","93",8470,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","2000","2000","94 years","94",7088,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","2000","2000","95 years","95",5885,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","2000","2000","96 years","96",4662,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","2000","2000","97 years","97",3631,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","2000","2000","98 years","98",2697,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","2000","2000","99 years","99",2029,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","2001","2001","1 year","1",246,667374,36.9
,"Census Region 1: Northeast","CENS-R1","2001","2001","2 years","2",189,664170,28.5
,"Census Region 1: Northeast","CENS-R1","2001","2001","3 years","3",146,669450,21.8
,"Census Region 1: Northeast","CENS-R1","2001","2001","4 years","4",128,681304,18.8
,"Census Region 1: Northeast","CENS-R1","2001","2001","5 years","5",95,703666,13.5
,"Census Region 1: Northeast","CENS-R1","2001","2001","6 years","6",87,718631,12.1
,"Census Region 1: Northeast","CENS-R1","2001","2001","7 years","7",88,727048,12.1
,"Census Region 1: Northeast","CENS-R1","2001","2001","8 years","8",102,745790,13.7
,"Census Region 1: Northeast","CENS-R1","2001","2001","9 years","9",88,758066,11.6
,"Census Region 1: Northeast","CENS-R1","2001","2001","10 years","10",100,780672,12.8
,"Census Region 1: Northeast","CENS-R1","2001","2001","11 years","11",99,798101,12.4
,"Census Region 1: Northeast","CENS-R1","2001","2001","12 years","12",100,768245,13.0
,"Census Region 1: Northeast","CENS-R1","2001","2001","13 years","13",126,753617,16.7
,"Census Region 1: Northeast","CENS-R1","2001","2001","14 years","14",152,737662,20.6
,"Census Region 1: Northeast","CENS-R1","2001","2001","15 years","15",173,736615,23.5
,"Census Region 1: Northeast","CENS-R1","2001","2001","16 years","16",276,732490,37.7
,"Census Region 1: Northeast","CENS-R1","2001","2001","17 years","17",411,714953,57.5
,"Census Region 1: Northeast","CENS-R1","2001","2001","18 years","18",498,742428,67.1
,"Census Region 1: Northeast","CENS-R1","2001","2001","19 years","19",555,723743,76.7
,"Census Region 1: Northeast","CENS-R1","2001","2001","20 years","20",554,714097,77.6
,"Census Region 1: Northeast","CENS-R1","2001","2001","21 years","21",583,707815,82.4
,"Census Region 1: Northeast","CENS-R1","2001","2001","22 years","22",571,671449,85.0
,"Census Region 1: Northeast","CENS-R1","2001","2001","23 years","23",630,657632,95.8
,"Census Region 1: Northeast","CENS-R1","2001","2001","24 years","24",573,653830,87.6
,"Census Region 1: Northeast","CENS-R1","2001","2001","25 years","25",561,648672,86.5
,"Census Region 1: Northeast","CENS-R1","2001","2001","26 years","26",599,658869,90.9
,"Census Region 1: Northeast","CENS-R1","2001","2001","27 years","27",577,644742,89.5
,"Census Region 1: Northeast","CENS-R1","2001","2001","28 years","28",669,670575,99.8
,"Census Region 1: Northeast","CENS-R1","2001","2001","29 years","29",682,713171,95.6
,"Census Region 1: Northeast","CENS-R1","2001","2001","30 years","30",763,776178,98.3
,"Census Region 1: Northeast","CENS-R1","2001","2001","31 years","31",806,806420,99.9
,"Census Region 1: Northeast","CENS-R1","2001","2001","32 years","32",852,771384,110.5
,"Census Region 1: Northeast","CENS-R1","2001","2001","33 years","33",861,772615,111.4
,"Census Region 1: Northeast","CENS-R1","2001","2001","34 years","34",993,785930,126.3
,"Census Region 1: Northeast","CENS-R1","2001","2001","35 years","35",1095,821029,133.4
,"Census Region 1: Northeast","CENS-R1","2001","2001","36 years","36",1226,873162,140.4
,"Census Region 1: Northeast","CENS-R1","2001","2001","37 years","37",1439,880718,163.4
,"Census Region 1: Northeast","CENS-R1","2001","2001","38 years","38",1577,875594,180.1
,"Census Region 1: Northeast","CENS-R1","2001","2001","39 years","39",1621,878954,184.4
,"Census Region 1: Northeast","CENS-R1","2001","2001","40 years","40",1744,896098,194.6
,"Census Region 1: Northeast","CENS-R1","2001","2001","41 years","41",1882,915054,205.7
,"Census Region 1: Northeast","CENS-R1","2001","2001","42 years","42",1880,884176,212.6
,"Census Region 1: Northeast","CENS-R1","2001","2001","43 years","43",2154,881541,244.3
,"Census Region 1: Northeast","CENS-R1","2001","2001","44 years","44",2324,866442,268.2
,"Census Region 1: Northeast","CENS-R1","2001","2001","45 years","45",2339,833846,280.5
,"Census Region 1: Northeast","CENS-R1","2001","2001","46 years","46",2603,837910,310.7
,"Census Region 1: Northeast","CENS-R1","2001","2001","47 years","47",2674,798065,335.1
,"Census Region 1: Northeast","CENS-R1","2001","2001","48 years","48",2832,776856,364.5
,"Census Region 1: Northeast","CENS-R1","2001","2001","49 years","49",3034,753087,402.9
,"Census Region 1: Northeast","CENS-R1","2001","2001","50 years","50",3018,737596,409.2
,"Census Region 1: Northeast","CENS-R1","2001","2001","51 years","51",3121,739438,422.1
,"Census Region 1: Northeast","CENS-R1","2001","2001","52 years","52",3341,713169,468.5
,"Census Region 1: Northeast","CENS-R1","2001","2001","53 years","53",3692,717364,514.7
,"Census Region 1: Northeast","CENS-R1","2001","2001","54 years","54",4069,759670,535.6
,"Census Region 1: Northeast","CENS-R1","2001","2001","55 years","55",3499,563710,620.7
,"Census Region 1: Northeast","CENS-R1","2001","2001","56 years","56",3618,555913,650.8
,"Census Region 1: Northeast","CENS-R1","2001","2001","57 years","57",4021,551780,728.7
,"Census Region 1: Northeast","CENS-R1","2001","2001","58 years","58",4639,586971,790.3
,"Census Region 1: Northeast","CENS-R1","2001","2001","59 years","59",4415,504796,874.6
,"Census Region 1: Northeast","CENS-R1","2001","2001","60 years","60",4444,463735,958.3
,"Census Region 1: Northeast","CENS-R1","2001","2001","61 years","61",4554,454400,1002.2
,"Census Region 1: Northeast","CENS-R1","2001","2001","62 years","62",4929,431209,1143.1
,"Census Region 1: Northeast","CENS-R1","2001","2001","63 years","63",5227,425560,1228.3
,"Census Region 1: Northeast","CENS-R1","2001","2001","64 years","64",5513,400952,1375.0
,"Census Region 1: Northeast","CENS-R1","2001","2001","65 years","65",5836,393046,1484.8
,"Census Region 1: Northeast","CENS-R1","2001","2001","66 years","66",6139,394310,1556.9
,"Census Region 1: Northeast","CENS-R1","2001","2001","67 years","67",6474,364807,1774.6
,"Census Region 1: Northeast","CENS-R1","2001","2001","68 years","68",7025,369120,1903.2
,"Census Region 1: Northeast","CENS-R1","2001","2001","69 years","69",7950,370054,2148.3
,"Census Region 1: Northeast","CENS-R1","2001","2001","70 years","70",8366,370647,2257.1
,"Census Region 1: Northeast","CENS-R1","2001","2001","71 years","71",9280,378752,2450.2
,"Census Region 1: Northeast","CENS-R1","2001","2001","72 years","72",9965,361366,2757.6
,"Census Region 1: Northeast","CENS-R1","2001","2001","73 years","73",11027,363912,3030.1
,"Census Region 1: Northeast","CENS-R1","2001","2001","74 years","74",11567,352906,3277.6
,"Census Region 1: Northeast","CENS-R1","2001","2001","75 years","75",12514,339952,3681.1
,"Census Region 1: Northeast","CENS-R1","2001","2001","76 years","76",13156,337202,3901.5
,"Census Region 1: Northeast","CENS-R1","2001","2001","77 years","77",13583,318528,4264.3
,"Census Region 1: Northeast","CENS-R1","2001","2001","78 years","78",14220,299158,4753.3
,"Census Region 1: Northeast","CENS-R1","2001","2001","79 years","79",15062,285990,5266.6
,"Census Region 1: Northeast","CENS-R1","2001","2001","80 years","80",15605,271041,5757.4
,"Census Region 1: Northeast","CENS-R1","2001","2001","81 years","81",15870,251509,6309.9
,"Census Region 1: Northeast","CENS-R1","2001","2001","82 years","82",15342,215668,7113.7
,"Census Region 1: Northeast","CENS-R1","2001","2001","83 years","83",16094,205607,7827.6
,"Census Region 1: Northeast","CENS-R1","2001","2001","84 years","84",15658,178794,8757.6
,"Census Region 1: Northeast","CENS-R1","2001","2001","85 years","85",15663,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","2001","2001","86 years","86",15592,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","2001","2001","87 years","87",15020,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","2001","2001","88 years","88",14193,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","2001","2001","89 years","89",13380,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","2001","2001","90 years","90",12103,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","2001","2001","91 years","91",10977,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","2001","2001","92 years","92",9890,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","2001","2001","93 years","93",8882,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","2001","2001","94 years","94",7084,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","2001","2001","95 years","95",5996,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","2001","2001","96 years","96",4756,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","2001","2001","97 years","97",3666,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","2001","2001","98 years","98",2790,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","2001","2001","99 years","99",2009,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","2002","2002","1 year","1",242,677149,35.7
,"Census Region 1: Northeast","CENS-R1","2002","2002","2 years","2",172,665945,25.8
,"Census Region 1: Northeast","CENS-R1","2002","2002","3 years","3",128,662960,19.3
,"Census Region 1: Northeast","CENS-R1","2002","2002","4 years","4",106,670464,15.8
,"Census Region 1: Northeast","CENS-R1","2002","2002","5 years","5",103,682562,15.1
,"Census Region 1: Northeast","CENS-R1","2002","2002","6 years","6",93,702556,13.2
,"Census Region 1: Northeast","CENS-R1","2002","2002","7 years","7",79,718859,11.0
,"Census Region 1: Northeast","CENS-R1","2002","2002","8 years","8",84,727125,11.6
,"Census Region 1: Northeast","CENS-R1","2002","2002","9 years","9",84,746455,11.3
,"Census Region 1: Northeast","CENS-R1","2002","2002","10 years","10",98,766037,12.8
,"Census Region 1: Northeast","CENS-R1","2002","2002","11 years","11",104,781493,13.3
,"Census Region 1: Northeast","CENS-R1","2002","2002","12 years","12",120,801789,15.0
,"Census Region 1: Northeast","CENS-R1","2002","2002","13 years","13",137,770445,17.8
,"Census Region 1: Northeast","CENS-R1","2002","2002","14 years","14",154,755055,20.4
,"Census Region 1: Northeast","CENS-R1","2002","2002","15 years","15",169,743103,22.7
,"Census Region 1: Northeast","CENS-R1","2002","2002","16 years","16",322,742656,43.4
,"Census Region 1: Northeast","CENS-R1","2002","2002","17 years","17",378,736744,51.3
,"Census Region 1: Northeast","CENS-R1","2002","2002","18 years","18",485,739002,65.6
,"Census Region 1: Northeast","CENS-R1","2002","2002","19 years","19",532,742616,71.6
,"Census Region 1: Northeast","CENS-R1","2002","2002","20 years","20",592,715390,82.8
,"Census Region 1: Northeast","CENS-R1","2002","2002","21 years","21",585,707958,82.6
