"Notes","Census Region","Census Region Code","Year","Year Code","Single-Year Ages","Single-Year Ages Code",Deaths,Population,Crude Rate
,"Census Region 2: Midwest","CENS-R2","2017","2017","92 years","92",15804,Not Applicable,Not Applicable
,"Census Region 2: Midwest","CENS-R2","2017","2017","93 years","93",14052,Not Applicable,Not Applicable
,"Census Region 2: Midwest","CENS-R2","2017","2017","94 years","94",12297,Not Applicable,Not Applicable
,"Census Region 2: Midwest","CENS-R2","2017","2017","95 years","95",10629,Not Applicable,Not Applicable
,"Census Region 2: Midwest","CENS-R2","2017","2017","96 years","96",8721,Not Applicable,Not Applicable
,"Census Region 2: Midwest","CENS-R2","2017","2017","97 years","97",6653,Not Applicable,Not Applicable
,"Census Region 2: Midwest","CENS-R2","2017","2017","98 years","98",4826,Not Applicable,Not Applicable
,"Census Region 2: Midwest","CENS-R2","2017","2017","99 years","99",3744,Not Applicable,Not Applicable
,"Census Region 2: Midwest","CENS-R2","2018","2018","1 year","1",320,818083,39.1
,"Census Region 2: Midwest","CENS-R2","2018","2018","2 years","2",226,836819,27.0
,"Census Region 2: Midwest","CENS-R2","2018","2018","3 years","3",163,845906,19.3
,"Census Region 2: Midwest","CENS-R2","2018","2018","4 years","4",134,843714,15.9
,"Census Region 2: Midwest","CENS-R2","2018","2018","5 years","5",124,840956,14.7
,"Census Region 2: Midwest","CENS-R2","2018","2018","6 years","6",101,841019,12.0
,"Census Region 2: Midwest","CENS-R2","2018","2018","7 years","7",83,844002,9.8
,"Census Region 2: Midwest","CENS-R2","2018","2018","8 years","8",93,853439,10.9
,"Census Region 2: Midwest","CENS-R2","2018","2018","9 years","9",108,853812,12.6
,"Census Region 2: Midwest","CENS-R2","2018","2018","10 years","10",109,877184,12.4
,"Census Region 2: Midwest","CENS-R2","2018","2018","11 years","11",108,883992,12.2
,"Census Region 2: Midwest","CENS-R2","2018","2018","12 years","12",136,880849,15.4
,"Census Region 2: Midwest","CENS-R2","2018","2018","13 years","13",167,878952,19.0
,"Census Region 2: Midwest","CENS-R2","2018","2018","14 years","14",210,886932,23.7
,"Census Region 2: Midwest","CENS-R2","2018","2018","15 years","15",275,881085,31.2
,"Census Region 2: Midwest","CENS-R2","2018","2018","16 years","16",370,878317,42.1
,"Census Region 2: Midwest","CENS-R2","2018","2018","17 years","17",504,902422,55.8
,"Census Region 2: Midwest","CENS-R2","2018","2018","18 years","18",558,902189,61.8
,"Census Region 2: Midwest","CENS-R2","2018","2018","19 years","19",650,914034,71.1
,"Census Region 2: Midwest","CENS-R2","2018","2018","20 years","20",691,921609,75.0
,"Census Region 2: Midwest","CENS-R2","2018","2018","21 years","21",803,922290,87.1
,"Census Region 2: Midwest","CENS-R2","2018","2018","22 years","22",875,927960,94.3
,"Census Region 2: Midwest","CENS-R2","2018","2018","23 years","23",947,932887,101.5
,"Census Region 2: Midwest","CENS-R2","2018","2018","24 years","24",1000,933855,107.1
,"Census Region 2: Midwest","CENS-R2","2018","2018","25 years","25",1059,939126,112.8
,"Census Region 2: Midwest","CENS-R2","2018","2018","26 years","26",1182,959015,123.3
,"Census Region 2: Midwest","CENS-R2","2018","2018","27 years","27",1241,951511,130.4
,"Census Region 2: Midwest","CENS-R2","2018","2018","28 years","28",1289,939508,137.2
,"Census Region 2: Midwest","CENS-R2","2018","2018","29 years","29",1265,900059,140.5
,"Census Region 2: Midwest","CENS-R2","2018","2018","30 years","30",1331,879026,151.4
,"Census Region 2: Midwest","CENS-R2","2018","2018","31 years","31",1269,867827,146.2
,"Census Region 2: Midwest","CENS-R2","2018","2018","32 years","32",1316,880833,149.4
,"Census Region 2: Midwest","CENS-R2","2018","2018","33 years","33",1339,895434,149.5
,"Census Region 2: Midwest","CENS-R2","2018","2018","34 years","34",1404,865835,162.2
,"Census Region 2: Midwest","CENS-R2","2018","2018","35 years","35",1537,881114,174.4
,"Census Region 2: Midwest","CENS-R2","2018","2018","36 years","36",1588,884906,179.5
,"Census Region 2: Midwest","CENS-R2","2018","2018","37 years","37",1617,878919,184.0
,"Census Region 2: Midwest","CENS-R2","2018","2018","38 years","38",1652,895723,184.4
,"Census Region 2: Midwest","CENS-R2","2018","2018","39 years","39",1662,839818,197.9
,"Census Region 2: Midwest","CENS-R2","2018","2018","40 years","40",1710,818142,209.0
,"Census Region 2: Midwest","CENS-R2","2018","2018","41 years","41",1688,804383,209.9
,"Census Region 2: Midwest","CENS-R2","2018","2018","42 years","42",1754,775212,226.3
,"Census Region 2: Midwest","CENS-R2","2018","2018","43 years","43",1879,798483,235.3
,"Census Region 2: Midwest","CENS-R2","2018","2018","44 years","44",2033,769007,264.4
,"Census Region 2: Midwest","CENS-R2","2018","2018","45 years","45",2208,780081,283.0
,"Census Region 2: Midwest","CENS-R2","2018","2018","46 years","46",2538,823562,308.2
,"Census Region 2: Midwest","CENS-R2","2018","2018","47 years","47",2891,878470,329.1
,"Census Region 2: Midwest","CENS-R2","2018","2018","48 years","48",2990,883514,338.4
,"Census Region 2: Midwest","CENS-R2","2018","2018","49 years","49",3173,838394,378.5
,"Census Region 2: Midwest","CENS-R2","2018","2018","50 years","50",3327,821528,405.0
,"Census Region 2: Midwest","CENS-R2","2018","2018","51 years","51",3718,832131,446.8
,"Census Region 2: Midwest","CENS-R2","2018","2018","52 years","52",4202,849450,494.7
,"Census Region 2: Midwest","CENS-R2","2018","2018","53 years","53",4772,903444,528.2
,"Census Region 2: Midwest","CENS-R2","2018","2018","54 years","54",5318,929098,572.4
,"Census Region 2: Midwest","CENS-R2","2018","2018","55 years","55",5977,935166,639.1
,"Census Region 2: Midwest","CENS-R2","2018","2018","56 years","56",6500,942351,689.8
,"Census Region 2: Midwest","CENS-R2","2018","2018","57 years","57",7048,962334,732.4
,"Census Region 2: Midwest","CENS-R2","2018","2018","58 years","58",7710,966190,798.0
,"Census Region 2: Midwest","CENS-R2","2018","2018","59 years","59",8240,940053,876.5
,"Census Region 2: Midwest","CENS-R2","2018","2018","60 years","60",8732,938135,930.8
,"Census Region 2: Midwest","CENS-R2","2018","2018","61 years","61",9295,924544,1005.4
,"Census Region 2: Midwest","CENS-R2","2018","2018","62 years","62",9609,885563,1085.1
,"Census Region 2: Midwest","CENS-R2","2018","2018","63 years","63",10136,874133,1159.5
,"Census Region 2: Midwest","CENS-R2","2018","2018","64 years","64",10388,835013,1244.1
,"Census Region 2: Midwest","CENS-R2","2018","2018","65 years","65",10678,798230,1337.7
,"Census Region 2: Midwest","CENS-R2","2018","2018","66 years","66",11056,769632,1436.5
,"Census Region 2: Midwest","CENS-R2","2018","2018","67 years","67",11314,738010,1533.0
,"Census Region 2: Midwest","CENS-R2","2018","2018","68 years","68",11420,707209,1614.8
,"Census Region 2: Midwest","CENS-R2","2018","2018","69 years","69",12170,679857,1790.1
,"Census Region 2: Midwest","CENS-R2","2018","2018","70 years","70",12991,660539,1966.7
,"Census Region 2: Midwest","CENS-R2","2018","2018","71 years","71",14144,684033,2067.7
,"Census Region 2: Midwest","CENS-R2","2018","2018","72 years","72",11765,489519,2403.4
,"Census Region 2: Midwest","CENS-R2","2018","2018","73 years","73",12313,478009,2575.9
,"Census Region 2: Midwest","CENS-R2","2018","2018","74 years","74",13227,467782,2827.6
,"Census Region 2: Midwest","CENS-R2","2018","2018","75 years","75",14819,482782,3069.5
,"Census Region 2: Midwest","CENS-R2","2018","2018","76 years","76",14539,419466,3466.1
,"Census Region 2: Midwest","CENS-R2","2018","2018","77 years","77",14264,377627,3777.3
,"Census Region 2: Midwest","CENS-R2","2018","2018","78 years","78",14284,350183,4079.0
,"Census Region 2: Midwest","CENS-R2","2018","2018","79 years","79",14892,329351,4521.6
,"Census Region 2: Midwest","CENS-R2","2018","2018","80 years","80",15650,311733,5020.3
,"Census Region 2: Midwest","CENS-R2","2018","2018","81 years","81",15834,282875,5597.5
,"Census Region 2: Midwest","CENS-R2","2018","2018","82 years","82",16484,266518,6184.9
,"Census Region 2: Midwest","CENS-R2","2018","2018","83 years","83",16894,249730,6764.9
,"Census Region 2: Midwest","CENS-R2","2018","2018","84 years","84",16684,217487,7671.3
,"Census Region 2: Midwest","CENS-R2","2018","2018","85 years","85",17588,Not Applicable,Not Applicable
,"Census Region 2: Midwest","CENS-R2","2018","2018","86 years","86",18034,Not Applicable,Not Applicable
,"Census Region 2: Midwest","CENS-R2","2018","2018","87 years","87",18759,Not Applicable,Not Applicable
,"Census Region 2: Midwest","CENS-R2","2018","2018","88 years","88",18613,Not Applicable,Not Applicable
,"Census Region 2: Midwest","CENS-R2","2018","2018","89 years","89",18377,Not Applicable,Not Applicable
,"Census Region 2: Midwest","CENS-R2","2018","2018","90 years","90",18243,Not Applicable,Not Applicable
,"Census Region 2: Midwest","CENS-R2","2018","2018","91 years","91",17319,Not Applicable,Not Applicable
,"Census Region 2: Midwest","CENS-R2","2018","2018","92 years","92",15781,Not Applicable,Not Applicable
,"Census Region 2: Midwest","CENS-R2","2018","2018","93 years","93",14290,Not Applicable,Not Applicable
,"Census Region 2: Midwest","CENS-R2","2018","2018","94 years","94",12278,Not Applicable,Not Applicable
,"Census Region 2: Midwest","CENS-R2","2018","2018","95 years","95",10646,Not Applicable,Not Applicable
,"Census Region 2: Midwest","CENS-R2","2018","2018","96 years","96",8824,Not Applicable,Not Applicable
,"Census Region 2: Midwest","CENS-R2","2018","2018","97 years","97",7023,Not Applicable,Not Applicable
,"Census Region 2: Midwest","CENS-R2","2018","2018","98 years","98",5126,Not Applicable,Not Applicable
,"Census Region 2: Midwest","CENS-R2","2018","2018","99 years","99",3652,Not Applicable,Not Applicable
,"Census Region 2: Midwest","CENS-R2","2019","2019","1 year","1",312,802512,38.9
,"Census Region 2: Midwest","CENS-R2","2019","2019","2 years","2",204,822504,24.8
,"Census Region 2: Midwest","CENS-R2","2019","2019","3 years","3",155,838755,18.5
,"Census Region 2: Midwest","CENS-R2","2019","2019","4 years","4",138,846910,16.3
,"Census Region 2: Midwest","CENS-R2","2019","2019","5 years","5",100,844564,11.8
,"Census Region 2: Midwest","CENS-R2","2019","2019","6 years","6",99,841543,11.8
,"Census Region 2: Midwest","CENS-R2","2019","2019","7 years","7",95,841467,11.3
,"Census Region 2: Midwest","CENS-R2","2019","2019","8 years","8",81,844620,9.6
,"Census Region 2: Midwest","CENS-R2","2019","2019","9 years","9",96,853619,11.2
,"Census Region 2: Midwest","CENS-R2","2019","2019","10 years","10",93,853501,10.9
,"Census Region 2: Midwest","CENS-R2","2019","2019","11 years","11",133,876957,15.2
,"Census Region 2: Midwest","CENS-R2","2019","2019","12 years","12",132,883866,14.9
,"Census Region 2: Midwest","CENS-R2","2019","2019","13 years","13",151,880603,17.1
,"Census Region 2: Midwest","CENS-R2","2019","2019","14 years","14",224,879336,25.5
,"Census Region 2: Midwest","CENS-R2","2019","2019","15 years","15",265,887386,29.9
,"Census Region 2: Midwest","CENS-R2","2019","2019","16 years","16",338,881913,38.3
,"Census Region 2: Midwest","CENS-R2","2019","2019","17 years","17",433,879345,49.2
,"Census Region 2: Midwest","CENS-R2","2019","2019","18 years","18",593,886310,66.9
,"Census Region 2: Midwest","CENS-R2","2019","2019","19 years","19",613,924378,66.3
,"Census Region 2: Midwest","CENS-R2","2019","2019","20 years","20",658,917924,71.7
,"Census Region 2: Midwest","CENS-R2","2019","2019","21 years","21",820,918456,89.3
,"Census Region 2: Midwest","CENS-R2","2019","2019","22 years","22",809,918728,88.1
,"Census Region 2: Midwest","CENS-R2","2019","2019","23 years","23",924,910057,101.5
,"Census Region 2: Midwest","CENS-R2","2019","2019","24 years","24",922,915210,100.7
,"Census Region 2: Midwest","CENS-R2","2019","2019","25 years","25",1079,923322,116.9
,"Census Region 2: Midwest","CENS-R2","2019","2019","26 years","26",1125,932402,120.7
,"Census Region 2: Midwest","CENS-R2","2019","2019","27 years","27",1133,952357,119.0
,"Census Region 2: Midwest","CENS-R2","2019","2019","28 years","28",1213,948936,127.8
,"Census Region 2: Midwest","CENS-R2","2019","2019","29 years","29",1319,938208,140.6
,"Census Region 2: Midwest","CENS-R2","2019","2019","30 years","30",1291,898047,143.8
,"Census Region 2: Midwest","CENS-R2","2019","2019","31 years","31",1333,877740,151.9
,"Census Region 2: Midwest","CENS-R2","2019","2019","32 years","32",1323,866089,152.8
,"Census Region 2: Midwest","CENS-R2","2019","2019","33 years","33",1364,879484,155.1
,"Census Region 2: Midwest","CENS-R2","2019","2019","34 years","34",1460,893960,163.3
,"Census Region 2: Midwest","CENS-R2","2019","2019","35 years","35",1441,863451,166.9
,"Census Region 2: Midwest","CENS-R2","2019","2019","36 years","36",1574,878528,179.2
,"Census Region 2: Midwest","CENS-R2","2019","2019","37 years","37",1630,881771,184.9
,"Census Region 2: Midwest","CENS-R2","2019","2019","38 years","38",1699,875755,194.0
,"Census Region 2: Midwest","CENS-R2","2019","2019","39 years","39",1782,892180,199.7
,"Census Region 2: Midwest","CENS-R2","2019","2019","40 years","40",1797,836254,214.9
,"Census Region 2: Midwest","CENS-R2","2019","2019","41 years","41",1832,815001,224.8
,"Census Region 2: Midwest","CENS-R2","2019","2019","42 years","42",1796,800835,224.3
,"Census Region 2: Midwest","CENS-R2","2019","2019","43 years","43",1859,771728,240.9
,"Census Region 2: Midwest","CENS-R2","2019","2019","44 years","44",2091,794785,263.1
,"Census Region 2: Midwest","CENS-R2","2019","2019","45 years","45",2107,764808,275.5
,"Census Region 2: Midwest","CENS-R2","2019","2019","46 years","46",2381,775914,306.9
,"Census Region 2: Midwest","CENS-R2","2019","2019","47 years","47",2647,818992,323.2
,"Census Region 2: Midwest","CENS-R2","2019","2019","48 years","48",3033,873620,347.2
,"Census Region 2: Midwest","CENS-R2","2019","2019","49 years","49",3266,878340,371.8
,"Census Region 2: Midwest","CENS-R2","2019","2019","50 years","50",3361,833032,403.5
,"Census Region 2: Midwest","CENS-R2","2019","2019","51 years","51",3577,816290,438.2
,"Census Region 2: Midwest","CENS-R2","2019","2019","52 years","52",3975,826029,481.2
,"Census Region 2: Midwest","CENS-R2","2019","2019","53 years","53",4381,843092,519.6
,"Census Region 2: Midwest","CENS-R2","2019","2019","54 years","54",5157,896817,575.0
,"Census Region 2: Midwest","CENS-R2","2019","2019","55 years","55",5797,920667,629.7
,"Census Region 2: Midwest","CENS-R2","2019","2019","56 years","56",6371,926579,687.6
,"Census Region 2: Midwest","CENS-R2","2019","2019","57 years","57",7031,932969,753.6
,"Census Region 2: Midwest","CENS-R2","2019","2019","58 years","58",7621,952275,800.3
,"Census Region 2: Midwest","CENS-R2","2019","2019","59 years","59",8414,955703,880.4
,"Census Region 2: Midwest","CENS-R2","2019","2019","60 years","60",8508,929003,915.8
,"Census Region 2: Midwest","CENS-R2","2019","2019","61 years","61",9251,925940,999.1
,"Census Region 2: Midwest","CENS-R2","2019","2019","62 years","62",9904,912037,1085.9
,"Census Region 2: Midwest","CENS-R2","2019","2019","63 years","63",10195,872369,1168.7
,"Census Region 2: Midwest","CENS-R2","2019","2019","64 years","64",10421,861082,1210.2
,"Census Region 2: Midwest","CENS-R2","2019","2019","65 years","65",10798,821534,1314.4
,"Census Region 2: Midwest","CENS-R2","2019","2019","66 years","66",11286,783905,1439.7
,"Census Region 2: Midwest","CENS-R2","2019","2019","67 years","67",11531,755388,1526.5
,"Census Region 2: Midwest","CENS-R2","2019","2019","68 years","68",11936,723793,1649.1
,"Census Region 2: Midwest","CENS-R2","2019","2019","69 years","69",12081,692622,1744.2
,"Census Region 2: Midwest","CENS-R2","2019","2019","70 years","70",12863,664802,1934.9
,"Census Region 2: Midwest","CENS-R2","2019","2019","71 years","71",13831,645457,2142.8
,"Census Region 2: Midwest","CENS-R2","2019","2019","72 years","72",14967,667207,2243.2
,"Census Region 2: Midwest","CENS-R2","2019","2019","73 years","73",12371,475640,2600.9
,"Census Region 2: Midwest","CENS-R2","2019","2019","74 years","74",13046,463688,2813.5
,"Census Region 2: Midwest","CENS-R2","2019","2019","75 years","75",13935,452660,3078.5
,"Census Region 2: Midwest","CENS-R2","2019","2019","76 years","76",15555,466450,3334.8
,"Census Region 2: Midwest","CENS-R2","2019","2019","77 years","77",15009,404193,3713.3
,"Census Region 2: Midwest","CENS-R2","2019","2019","78 years","78",14713,362849,4054.9
,"Census Region 2: Midwest","CENS-R2","2019","2019","79 years","79",14937,335300,4454.8
,"Census Region 2: Midwest","CENS-R2","2019","2019","80 years","80",15630,313387,4987.4
,"Census Region 2: Midwest","CENS-R2","2019","2019","81 years","81",16204,296039,5473.6
,"Census Region 2: Midwest","CENS-R2","2019","2019","82 years","82",16316,266593,6120.2
,"Census Region 2: Midwest","CENS-R2","2019","2019","83 years","83",17010,250376,6793.8
,"Census Region 2: Midwest","CENS-R2","2019","2019","84 years","84",17370,231986,7487.5
,"Census Region 2: Midwest","CENS-R2","2019","2019","85 years","85",16866,Not Applicable,Not Applicable
,"Census Region 2: Midwest","CENS-R2","2019","2019","86 years","86",17574,Not Applicable,Not Applicable
,"Census Region 2: Midwest","CENS-R2","2019","2019","87 years","87",18158,Not Applicable,Not Applicable
,"Census Region 2: Midwest","CENS-R2","2019","2019","88 years","88",18325,Not Applicable,Not Applicable
,"Census Region 2: Midwest","CENS-R2","2019","2019","89 years","89",18272,Not Applicable,Not Applicable
,"Census Region 2: Midwest","CENS-R2","2019","2019","90 years","90",17511,Not Applicable,Not Applicable
,"Census Region 2: Midwest","CENS-R2","2019","2019","91 years","91",16670,Not Applicable,Not Applicable
,"Census Region 2: Midwest","CENS-R2","2019","2019","92 years","92",15576,Not Applicable,Not Applicable
,"Census Region 2: Midwest","CENS-R2","2019","2019","93 years","93",14188,Not Applicable,Not Applicable
,"Census Region 2: Midwest","CENS-R2","2019","2019","94 years","94",12546,Not Applicable,Not Applicable
,"Census Region 2: Midwest","CENS-R2","2019","2019","95 years","95",10607,Not Applicable,Not Applicable
,"Census Region 2: Midwest","CENS-R2","2019","2019","96 years","96",8687,Not Applicable,Not Applicable
,"Census Region 2: Midwest","CENS-R2","2019","2019","97 years","97",6994,Not Applicable,Not Applicable
,"Census Region 2: Midwest","CENS-R2","2019","2019","98 years","98",5298,Not Applicable,Not Applicable
,"Census Region 2: Midwest","CENS-R2","2019","2019","99 years","99",3737,Not Applicable,Not Applicable
,"Census Region 2: Midwest","CENS-R2","2020","2020","1 year","1",290,790612,36.7
,"Census Region 2: Midwest","CENS-R2","2020","2020","2 years","2",209,810028,25.8
,"Census Region 2: Midwest","CENS-R2","2020","2020","3 years","3",165,821654,20.1
,"Census Region 2: Midwest","CENS-R2","2020","2020","4 years","4",128,840984,15.2
,"Census Region 2: Midwest","CENS-R2","2020","2020","5 years","5",110,847495,13.0
,"Census Region 2: Midwest","CENS-R2","2020","2020","6 years","6",103,844695,12.2
,"Census Region 2: Midwest","CENS-R2","2020","2020","7 years","7",97,842093,11.5
,"Census Region 2: Midwest","CENS-R2","2020","2020","8 years","8",88,841706,10.5
,"Census Region 2: Midwest","CENS-R2","2020","2020","9 years","9",94,844631,11.1
,"Census Region 2: Midwest","CENS-R2","2020","2020","10 years","10",93,854318,10.9
,"Census Region 2: Midwest","CENS-R2","2020","2020","11 years","11",109,853749,12.8
,"Census Region 2: Midwest","CENS-R2","2020","2020","12 years","12",126,877601,14.4
,"Census Region 2: Midwest","CENS-R2","2020","2020","13 years","13",174,884673,19.7
,"Census Region 2: Midwest","CENS-R2","2020","2020","14 years","14",254,881708,28.8
,"Census Region 2: Midwest","CENS-R2","2020","2020","15 years","15",315,880074,35.8
,"Census Region 2: Midwest","CENS-R2","2020","2020","16 years","16",387,888523,43.6
,"Census Region 2: Midwest","CENS-R2","2020","2020","17 years","17",474,882967,53.7
,"Census Region 2: Midwest","CENS-R2","2020","2020","18 years","18",666,862954,77.2
,"Census Region 2: Midwest","CENS-R2","2020","2020","19 years","19",803,908532,88.4
,"Census Region 2: Midwest","CENS-R2","2020","2020","20 years","20",818,929543,88.0
,"Census Region 2: Midwest","CENS-R2","2020","2020","21 years","21",1009,915656,110.2
,"Census Region 2: Midwest","CENS-R2","2020","2020","22 years","22",976,914972,106.7
,"Census Region 2: Midwest","CENS-R2","2020","2020","23 years","23",1064,901454,118.0
,"Census Region 2: Midwest","CENS-R2","2020","2020","24 years","24",1182,893493,132.3
,"Census Region 2: Midwest","CENS-R2","2020","2020","25 years","25",1206,905646,133.2
,"Census Region 2: Midwest","CENS-R2","2020","2020","26 years","26",1310,917276,142.8
,"Census Region 2: Midwest","CENS-R2","2020","2020","27 years","27",1436,927717,154.8
,"Census Region 2: Midwest","CENS-R2","2020","2020","28 years","28",1517,950839,159.5
,"Census Region 2: Midwest","CENS-R2","2020","2020","29 years","29",1572,948497,165.7
,"Census Region 2: Midwest","CENS-R2","2020","2020","30 years","30",1670,937347,178.2
,"Census Region 2: Midwest","CENS-R2","2020","2020","31 years","31",1701,897659,189.5
,"Census Region 2: Midwest","CENS-R2","2020","2020","32 years","32",1636,876815,186.6
,"Census Region 2: Midwest","CENS-R2","2020","2020","33 years","33",1771,866451,204.4
,"Census Region 2: Midwest","CENS-R2","2020","2020","34 years","34",1750,878903,199.1
,"Census Region 2: Midwest","CENS-R2","2020","2020","35 years","35",1847,892876,206.9
,"Census Region 2: Midwest","CENS-R2","2020","2020","36 years","36",1871,862114,217.0
,"Census Region 2: Midwest","CENS-R2","2020","2020","37 years","37",1987,876780,226.6
,"Census Region 2: Midwest","CENS-R2","2020","2020","38 years","38",1985,879661,225.7
,"Census Region 2: Midwest","CENS-R2","2020","2020","39 years","39",2093,872894,239.8
,"Census Region 2: Midwest","CENS-R2","2020","2020","40 years","40",2233,889189,251.1
,"Census Region 2: Midwest","CENS-R2","2020","2020","41 years","41",2255,833451,270.6
,"Census Region 2: Midwest","CENS-R2","2020","2020","42 years","42",2191,811945,269.8
,"Census Region 2: Midwest","CENS-R2","2020","2020","43 years","43",2326,796969,291.9
,"Census Region 2: Midwest","CENS-R2","2020","2020","44 years","44",2419,767519,315.2
,"Census Region 2: Midwest","CENS-R2","2020","2020","45 years","45",2626,790502,332.2
,"Census Region 2: Midwest","CENS-R2","2020","2020","46 years","46",2719,760667,357.4
,"Census Region 2: Midwest","CENS-R2","2020","2020","47 years","47",3087,771257,400.3
,"Census Region 2: Midwest","CENS-R2","2020","2020","48 years","48",3359,814529,412.4
,"Census Region 2: Midwest","CENS-R2","2020","2020","49 years","49",3883,867884,447.4
,"Census Region 2: Midwest","CENS-R2","2020","2020","50 years","50",4194,871695,481.1
,"Census Region 2: Midwest","CENS-R2","2020","2020","51 years","51",4364,827002,527.7
,"Census Region 2: Midwest","CENS-R2","2020","2020","52 years","52",4533,809822,559.8
,"Census Region 2: Midwest","CENS-R2","2020","2020","53 years","53",5037,819270,614.8
,"Census Region 2: Midwest","CENS-R2","2020","2020","54 years","54",5628,836171,673.1
,"Census Region 2: Midwest","CENS-R2","2020","2020","55 years","55",6286,888099,707.8
,"Census Region 2: Midwest","CENS-R2","2020","2020","56 years","56",7185,911204,788.5
,"Census Region 2: Midwest","CENS-R2","2020","2020","57 years","57",7736,916654,843.9
,"Census Region 2: Midwest","CENS-R2","2020","2020","58 years","58",8398,922643,910.2
,"Census Region 2: Midwest","CENS-R2","2020","2020","59 years","59",9407,941480,999.2
,"Census Region 2: Midwest","CENS-R2","2020","2020","60 years","60",10305,943578,1092.1
,"Census Region 2: Midwest","CENS-R2","2020","2020","61 years","61",10782,916501,1176.4
,"Census Region 2: Midwest","CENS-R2","2020","2020","62 years","62",11242,912015,1232.7
,"Census Region 2: Midwest","CENS-R2","2020","2020","63 years","63",12095,897247,1348.0
,"Census Region 2: Midwest","CENS-R2","2020","2020","64 years","64",12455,857616,1452.3
,"Census Region 2: Midwest","CENS-R2","2020","2020","65 years","65",12979,845641,1534.8
,"Census Region 2: Midwest","CENS-R2","2020","2020","66 years","66",13399,805562,1663.3
,"Census Region 2: Midwest","CENS-R2","2020","2020","67 years","67",13427,768632,1746.9
,"Census Region 2: Midwest","CENS-R2","2020","2020","68 years","68",13992,740475,1889.6
,"Census Region 2: Midwest","CENS-R2","2020","2020","69 years","69",14476,708325,2043.7
,"Census Region 2: Midwest","CENS-R2","2020","2020","70 years","70",15053,677423,2222.1
,"Census Region 2: Midwest","CENS-R2","2020","2020","71 years","71",15860,649528,2441.8
,"Census Region 2: Midwest","CENS-R2","2020","2020","72 years","72",17061,629673,2709.5
,"Census Region 2: Midwest","CENS-R2","2020","2020","73 years","73",18255,649347,2811.3
,"Census Region 2: Midwest","CENS-R2","2020","2020","74 years","74",15684,461556,3398.1
,"Census Region 2: Midwest","CENS-R2","2020","2020","75 years","75",15779,449211,3512.6
,"Census Region 2: Midwest","CENS-R2","2020","2020","76 years","76",17290,437158,3955.1
,"Census Region 2: Midwest","CENS-R2","2020","2020","77 years","77",19125,448658,4262.7
,"Census Region 2: Midwest","CENS-R2","2020","2020","78 years","78",18556,387529,4788.3
,"Census Region 2: Midwest","CENS-R2","2020","2020","79 years","79",18268,346530,5271.7
,"Census Region 2: Midwest","CENS-R2","2020","2020","80 years","80",18417,318588,5780.8
,"Census Region 2: Midwest","CENS-R2","2020","2020","81 years","81",19127,296956,6441.0
,"Census Region 2: Midwest","CENS-R2","2020","2020","82 years","82",19891,278638,7138.7
,"Census Region 2: Midwest","CENS-R2","2020","2020","83 years","83",19663,249652,7876.2
,"Census Region 2: Midwest","CENS-R2","2020","2020","84 years","84",20462,231773,8828.5
,"Census Region 2: Midwest","CENS-R2","2020","2020","85 years","85",20917,Not Applicable,Not Applicable
,"Census Region 2: Midwest","CENS-R2","2020","2020","86 years","86",20321,Not Applicable,Not Applicable
,"Census Region 2: Midwest","CENS-R2","2020","2020","87 years","87",20541,Not Applicable,Not Applicable
,"Census Region 2: Midwest","CENS-R2","2020","2020","88 years","88",20871,Not Applicable,Not Applicable
,"Census Region 2: Midwest","CENS-R2","2020","2020","89 years","89",21024,Not Applicable,Not Applicable
,"Census Region 2: Midwest","CENS-R2","2020","2020","90 years","90",20362,Not Applicable,Not Applicable
,"Census Region 2: Midwest","CENS-R2","2020","2020","91 years","91",19324,Not Applicable,Not Applicable
,"Census Region 2: Midwest","CENS-R2","2020","2020","92 years","92",18226,Not Applicable,Not Applicable
,"Census Region 2: Midwest","CENS-R2","2020","2020","93 years","93",16792,Not Applicable,Not Applicable
,"Census Region 2: Midwest","CENS-R2","2020","2020","94 years","94",14249,Not Applicable,Not Applicable
,"Census Region 2: Midwest","CENS-R2","2020","2020","95 years","95",12324,Not Applicable,Not Applicable
,"Census Region 2: Midwest","CENS-R2","2020","2020","96 years","96",10110,Not Applicable,Not Applicable
,"Census Region 2: Midwest","CENS-R2","2020","2020","97 years","97",8139,Not Applicable,Not Applicable
,"Census Region 2: Midwest","CENS-R2","2020","2020","98 years","98",6279,Not Applicable,Not Applicable
,"Census Region 2: Midwest","CENS-R2","2020","2020","99 years","99",4633,Not Applicable,Not Applicable
,"Census Region 3: South","CENS-R3","1999","1999","1 year","1",822,1356962,60.6
,"Census Region 3: South","CENS-R3","1999","1999","2 years","2",558,1342992,41.5
,"Census Region 3: South","CENS-R3","1999","1999","3 years","3",419,1346021,31.1
,"Census Region 3: South","CENS-R3","1999","1999","4 years","4",331,1378199,24.0
,"Census Region 3: South","CENS-R3","1999","1999","5 years","5",323,1399286,23.1
,"Census Region 3: South","CENS-R3","1999","1999","6 years","6",296,1415511,20.9
,"Census Region 3: South","CENS-R3","1999","1999","7 years","7",280,1458424,19.2
,"Census Region 3: South","CENS-R3","1999","1999","8 years","8",263,1458746,18.0
,"Census Region 3: South","CENS-R3","1999","1999","9 years","9",256,1478219,17.3
,"Census Region 3: South","CENS-R3","1999","1999","10 years","10",277,1457454,19.0
,"Census Region 3: South","CENS-R3","1999","1999","11 years","11",288,1422841,20.2
