Notes,Census Region,Census Region Code,Year,Year Code,Month,Month Code,Deaths,Population,Crude Rate
,Census Region 1: Northeast,CENS-R1,2019,2019,"Aug., 2019",2019/08,1481,Not Applicable,Not Applicable
,Census Region 1: Northeast,CENS-R1,2019,2019,"Sep., 2019",2019/09,1252,Not Applicable,Not Applicable
,Census Region 1: Northeast,CENS-R1,2019,2019,"Oct., 2019",2019/10,1383,Not Applicable,Not Applicable
,Census Region 1: Northeast,CENS-R1,2019,2019,"Nov., 2019",2019/11,1369,Not Applicable,Not Applicable
,Census Region 1: Northeast,CENS-R1,2019,2019,"Dec., 2019",2019/12,1467,Not Applicable,Not Applicable
,Census Region 1: Northeast,CENS-R1,2020,2020,"Jan., 2020",2020/01,1440,Not Applicable,Not Applicable
,Census Region 1: Northeast,CENS-R1,2020,2020,"Feb., 2020",2020/02,1391,Not Applicable,Not Applicable
,Census Region 1: Northeast,CENS-R1,2020,2020,"Mar., 2020",2020/03,1548,Not Applicable,Not Applicable
,Census Region 1: Northeast,CENS-R1,2020,2020,"Apr., 2020",2020/04,1634,Not Applicable,Not Applicable
,Census Region 1: Northeast,CENS-R1,2020,2020,"May, 2020",2020/05,1821,Not Applicable,Not Applicable
,Census Region 1: Northeast,CENS-R1,2020,2020,"Jun., 2020",2020/06,1604,Not Applicable,Not Applicable
,Census Region 1: Northeast,CENS-R1,2020,2020,"Jul., 2020",2020/07,1701,Not Applicable,Not Applicable
,Census Region 1: Northeast,CENS-R1,2020,2020,"Aug., 2020",2020/08,1563,Not Applicable,Not Applicable
,Census Region 1: Northeast,CENS-R1,2020,2020,"Sep., 2020",2020/09,1506,Not Applicable,Not Applicable
,Census Region 1: Northeast,CENS-R1,2020,2020,"Oct., 2020",2020/10,1471,Not Applicable,Not Applicable
,Census Region 1: Northeast,CENS-R1,2020,2020,"Nov., 2020",2020/11,1502,Not Applicable,Not Applicable
,Census Region 1: Northeast,CENS-R1,2020,2020,"Dec., 2020",2020/12,1540,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,1999,1999,"Jan., 1999",1999/01,258,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,1999,1999,"Feb., 1999",1999/02,249,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,1999,1999,"Mar., 1999",1999/03,273,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,1999,1999,"Apr., 1999",1999/04,283,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,1999,1999,"May, 1999",1999/05,251,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,1999,1999,"Jun., 1999",1999/06,278,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,1999,1999,"Jul., 1999",1999/07,314,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,1999,1999,"Aug., 1999",1999/08,268,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,1999,1999,"Sep., 1999",1999/09,286,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,1999,1999,"Oct., 1999",1999/10,325,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,1999,1999,"Nov., 1999",1999/11,304,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,1999,1999,"Dec., 1999",1999/12,301,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2000,2000,"Jan., 2000",2000/01,332,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2000,2000,"Feb., 2000",2000/02,290,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2000,2000,"Mar., 2000",2000/03,301,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2000,2000,"Apr., 2000",2000/04,321,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2000,2000,"May, 2000",2000/05,336,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2000,2000,"Jun., 2000",2000/06,290,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2000,2000,"Jul., 2000",2000/07,351,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2000,2000,"Aug., 2000",2000/08,339,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2000,2000,"Sep., 2000",2000/09,275,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2000,2000,"Oct., 2000",2000/10,315,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2000,2000,"Nov., 2000",2000/11,299,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2000,2000,"Dec., 2000",2000/12,312,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2001,2001,"Jan., 2001",2001/01,339,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2001,2001,"Feb., 2001",2001/02,300,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2001,2001,"Mar., 2001",2001/03,365,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2001,2001,"Apr., 2001",2001/04,391,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2001,2001,"May, 2001",2001/05,394,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2001,2001,"Jun., 2001",2001/06,354,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2001,2001,"Jul., 2001",2001/07,372,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2001,2001,"Aug., 2001",2001/08,381,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2001,2001,"Sep., 2001",2001/09,362,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2001,2001,"Oct., 2001",2001/10,369,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2001,2001,"Nov., 2001",2001/11,360,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2001,2001,"Dec., 2001",2001/12,327,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2002,2002,"Jan., 2002",2002/01,436,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2002,2002,"Feb., 2002",2002/02,379,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2002,2002,"Mar., 2002",2002/03,429,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2002,2002,"Apr., 2002",2002/04,425,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2002,2002,"May, 2002",2002/05,404,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2002,2002,"Jun., 2002",2002/06,381,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2002,2002,"Jul., 2002",2002/07,453,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2002,2002,"Aug., 2002",2002/08,427,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2002,2002,"Sep., 2002",2002/09,397,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2002,2002,"Oct., 2002",2002/10,435,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2002,2002,"Nov., 2002",2002/11,401,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2002,2002,"Dec., 2002",2002/12,392,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2003,2003,"Jan., 2003",2003/01,435,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2003,2003,"Feb., 2003",2003/02,418,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2003,2003,"Mar., 2003",2003/03,468,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2003,2003,"Apr., 2003",2003/04,381,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2003,2003,"May, 2003",2003/05,427,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2003,2003,"Jun., 2003",2003/06,404,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2003,2003,"Jul., 2003",2003/07,471,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2003,2003,"Aug., 2003",2003/08,408,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2003,2003,"Sep., 2003",2003/09,358,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2003,2003,"Oct., 2003",2003/10,433,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2003,2003,"Nov., 2003",2003/11,367,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2003,2003,"Dec., 2003",2003/12,415,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2004,2004,"Jan., 2004",2004/01,492,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2004,2004,"Feb., 2004",2004/02,504,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2004,2004,"Mar., 2004",2004/03,537,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2004,2004,"Apr., 2004",2004/04,485,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2004,2004,"May, 2004",2004/05,492,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2004,2004,"Jun., 2004",2004/06,509,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2004,2004,"Jul., 2004",2004/07,541,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2004,2004,"Aug., 2004",2004/08,476,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2004,2004,"Sep., 2004",2004/09,452,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2004,2004,"Oct., 2004",2004/10,494,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2004,2004,"Nov., 2004",2004/11,482,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2004,2004,"Dec., 2004",2004/12,521,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2005,2005,"Jan., 2005",2005/01,552,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2005,2005,"Feb., 2005",2005/02,510,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2005,2005,"Mar., 2005",2005/03,538,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2005,2005,"Apr., 2005",2005/04,521,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2005,2005,"May, 2005",2005/05,576,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2005,2005,"Jun., 2005",2005/06,514,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2005,2005,"Jul., 2005",2005/07,539,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2005,2005,"Aug., 2005",2005/08,522,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2005,2005,"Sep., 2005",2005/09,544,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2005,2005,"Oct., 2005",2005/10,563,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2005,2005,"Nov., 2005",2005/11,591,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2005,2005,"Dec., 2005",2005/12,636,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2006,2006,"Jan., 2006",2006/01,565,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2006,2006,"Feb., 2006",2006/02,600,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2006,2006,"Mar., 2006",2006/03,653,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2006,2006,"Apr., 2006",2006/04,675,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2006,2006,"May, 2006",2006/05,733,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2006,2006,"Jun., 2006",2006/06,692,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2006,2006,"Jul., 2006",2006/07,674,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2006,2006,"Aug., 2006",2006/08,626,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2006,2006,"Sep., 2006",2006/09,636,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2006,2006,"Oct., 2006",2006/10,663,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2006,2006,"Nov., 2006",2006/11,651,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2006,2006,"Dec., 2006",2006/12,651,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2007,2007,"Jan., 2007",2007/01,662,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2007,2007,"Feb., 2007",2007/02,640,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2007,2007,"Mar., 2007",2007/03,724,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2007,2007,"Apr., 2007",2007/04,656,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2007,2007,"May, 2007",2007/05,580,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2007,2007,"Jun., 2007",2007/06,615,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2007,2007,"Jul., 2007",2007/07,613,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2007,2007,"Aug., 2007",2007/08,655,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2007,2007,"Sep., 2007",2007/09,684,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2007,2007,"Oct., 2007",2007/10,662,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2007,2007,"Nov., 2007",2007/11,640,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2007,2007,"Dec., 2007",2007/12,711,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2008,2008,"Jan., 2008",2008/01,664,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2008,2008,"Feb., 2008",2008/02,701,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2008,2008,"Mar., 2008",2008/03,673,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2008,2008,"Apr., 2008",2008/04,659,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2008,2008,"May, 2008",2008/05,763,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2008,2008,"Jun., 2008",2008/06,662,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2008,2008,"Jul., 2008",2008/07,696,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2008,2008,"Aug., 2008",2008/08,657,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2008,2008,"Sep., 2008",2008/09,645,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2008,2008,"Oct., 2008",2008/10,646,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2008,2008,"Nov., 2008",2008/11,696,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2008,2008,"Dec., 2008",2008/12,720,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2009,2009,"Jan., 2009",2009/01,646,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2009,2009,"Feb., 2009",2009/02,643,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2009,2009,"Mar., 2009",2009/03,731,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2009,2009,"Apr., 2009",2009/04,634,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2009,2009,"May, 2009",2009/05,707,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2009,2009,"Jun., 2009",2009/06,643,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2009,2009,"Jul., 2009",2009/07,706,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2009,2009,"Aug., 2009",2009/08,698,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2009,2009,"Sep., 2009",2009/09,691,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2009,2009,"Oct., 2009",2009/10,730,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2009,2009,"Nov., 2009",2009/11,686,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2009,2009,"Dec., 2009",2009/12,680,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2010,2010,"Jan., 2010",2010/01,762,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2010,2010,"Feb., 2010",2010/02,673,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2010,2010,"Mar., 2010",2010/03,750,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2010,2010,"Apr., 2010",2010/04,750,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2010,2010,"May, 2010",2010/05,772,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2010,2010,"Jun., 2010",2010/06,674,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2010,2010,"Jul., 2010",2010/07,779,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2010,2010,"Aug., 2010",2010/08,738,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2010,2010,"Sep., 2010",2010/09,711,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2010,2010,"Oct., 2010",2010/10,814,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2010,2010,"Nov., 2010",2010/11,783,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2010,2010,"Dec., 2010",2010/12,710,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2011,2011,"Jan., 2011",2011/01,746,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2011,2011,"Feb., 2011",2011/02,805,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2011,2011,"Mar., 2011",2011/03,775,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2011,2011,"Apr., 2011",2011/04,820,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2011,2011,"May, 2011",2011/05,821,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2011,2011,"Jun., 2011",2011/06,753,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2011,2011,"Jul., 2011",2011/07,832,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2011,2011,"Aug., 2011",2011/08,776,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2011,2011,"Sep., 2011",2011/09,763,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2011,2011,"Oct., 2011",2011/10,776,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2011,2011,"Nov., 2011",2011/11,791,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2011,2011,"Dec., 2011",2011/12,815,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2012,2012,"Jan., 2012",2012/01,835,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2012,2012,"Feb., 2012",2012/02,861,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2012,2012,"Mar., 2012",2012/03,876,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2012,2012,"Apr., 2012",2012/04,762,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2012,2012,"May, 2012",2012/05,810,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2012,2012,"Jun., 2012",2012/06,796,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2012,2012,"Jul., 2012",2012/07,841,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2012,2012,"Aug., 2012",2012/08,880,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2012,2012,"Sep., 2012",2012/09,762,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2012,2012,"Oct., 2012",2012/10,780,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2012,2012,"Nov., 2012",2012/11,745,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2012,2012,"Dec., 2012",2012/12,742,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2013,2013,"Jan., 2013",2013/01,895,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2013,2013,"Feb., 2013",2013/02,887,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2013,2013,"Mar., 2013",2013/03,917,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2013,2013,"Apr., 2013",2013/04,905,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2013,2013,"May, 2013",2013/05,922,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2013,2013,"Jun., 2013",2013/06,876,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2013,2013,"Jul., 2013",2013/07,885,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2013,2013,"Aug., 2013",2013/08,892,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2013,2013,"Sep., 2013",2013/09,836,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2013,2013,"Oct., 2013",2013/10,836,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2013,2013,"Nov., 2013",2013/11,859,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2013,2013,"Dec., 2013",2013/12,857,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2014,2014,"Jan., 2014",2014/01,940,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2014,2014,"Feb., 2014",2014/02,932,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2014,2014,"Mar., 2014",2014/03,1001,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2014,2014,"Apr., 2014",2014/04,872,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2014,2014,"May, 2014",2014/05,895,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2014,2014,"Jun., 2014",2014/06,910,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2014,2014,"Jul., 2014",2014/07,970,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2014,2014,"Aug., 2014",2014/08,968,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2014,2014,"Sep., 2014",2014/09,959,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2014,2014,"Oct., 2014",2014/10,1043,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2014,2014,"Nov., 2014",2014/11,975,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2014,2014,"Dec., 2014",2014/12,984,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2015,2015,"Jan., 2015",2015/01,1049,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2015,2015,"Feb., 2015",2015/02,962,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2015,2015,"Mar., 2015",2015/03,1129,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2015,2015,"Apr., 2015",2015/04,1112,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2015,2015,"May, 2015",2015/05,1106,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2015,2015,"Jun., 2015",2015/06,991,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2015,2015,"Jul., 2015",2015/07,1016,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2015,2015,"Aug., 2015",2015/08,1026,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2015,2015,"Sep., 2015",2015/09,1085,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2015,2015,"Oct., 2015",2015/10,1077,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2015,2015,"Nov., 2015",2015/11,1030,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2015,2015,"Dec., 2015",2015/12,1022,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2016,2016,"Jan., 2016",2016/01,1135,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2016,2016,"Feb., 2016",2016/02,1256,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2016,2016,"Mar., 2016",2016/03,1329,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2016,2016,"Apr., 2016",2016/04,1246,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2016,2016,"May, 2016",2016/05,1233,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2016,2016,"Jun., 2016",2016/06,1200,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2016,2016,"Jul., 2016",2016/07,1330,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2016,2016,"Aug., 2016",2016/08,1314,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2016,2016,"Sep., 2016",2016/09,1359,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2016,2016,"Oct., 2016",2016/10,1337,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2016,2016,"Nov., 2016",2016/11,1376,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2016,2016,"Dec., 2016",2016/12,1494,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2017,2017,"Jan., 2017",2017/01,1650,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2017,2017,"Feb., 2017",2017/02,1552,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2017,2017,"Mar., 2017",2017/03,1508,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2017,2017,"Apr., 2017",2017/04,1451,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2017,2017,"May, 2017",2017/05,1474,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2017,2017,"Jun., 2017",2017/06,1449,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2017,2017,"Jul., 2017",2017/07,1464,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2017,2017,"Aug., 2017",2017/08,1415,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2017,2017,"Sep., 2017",2017/09,1554,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2017,2017,"Oct., 2017",2017/10,1462,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2017,2017,"Nov., 2017",2017/11,1434,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2017,2017,"Dec., 2017",2017/12,1354,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2018,2018,"Jan., 2018",2018/01,1365,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2018,2018,"Feb., 2018",2018/02,1291,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2018,2018,"Mar., 2018",2018/03,1425,Not Applicable,Not Applicable
