Notes,Census Region,Census Region Code,Year,Year Code,Month,Month Code,Five-Year Age Groups,Five-Year Age Groups Code,Deaths,Population,Crude Rate
NA,Census Region 4: West,CENS-R4,2011,2011,"Jan., 2011",2011/01,100+ years,100+,0,Not Applicable,Not Applicable
NA,Census Region 4: West,CENS-R4,2011,2011,"Jan., 2011",2011/01,Not Stated,NS,0,Not Applicable,Not Applicable
NA,Census Region 4: West,CENS-R4,2011,2011,"Feb., 2011",2011/02,< 1 year,1,Suppressed,Not Applicable,Not Applicable
NA,Census Region 4: West,CENS-R4,2011,2011,"Feb., 2011",2011/02,1-4 years,1-4,Suppressed,Not Applicable,Not Applicable
NA,Census Region 4: West,CENS-R4,2011,2011,"Feb., 2011",2011/02,5-9 years,5-9,0,Not Applicable,Not Applicable
NA,Census Region 4: West,CENS-R4,2011,2011,"Feb., 2011",2011/02,10-14 years,10-14,0,Not Applicable,Not Applicable
NA,Census Region 4: West,CENS-R4,2011,2011,"Feb., 2011",2011/02,15-19 years,15-19,15,Not Applicable,Not Applicable
NA,Census Region 4: West,CENS-R4,2011,2011,"Feb., 2011",2011/02,20-24 years,20-24,59,Not Applicable,Not Applicable
NA,Census Region 4: West,CENS-R4,2011,2011,"Feb., 2011",2011/02,25-29 years,25-29,65,Not Applicable,Not Applicable
NA,Census Region 4: West,CENS-R4,2011,2011,"Feb., 2011",2011/02,30-34 years,30-34,83,Not Applicable,Not Applicable
NA,Census Region 4: West,CENS-R4,2011,2011,"Feb., 2011",2011/02,35-39 years,35-39,78,Not Applicable,Not Applicable
NA,Census Region 4: West,CENS-R4,2011,2011,"Feb., 2011",2011/02,40-44 years,40-44,104,Not Applicable,Not Applicable
NA,Census Region 4: West,CENS-R4,2011,2011,"Feb., 2011",2011/02,45-49 years,45-49,129,Not Applicable,Not Applicable
NA,Census Region 4: West,CENS-R4,2011,2011,"Feb., 2011",2011/02,50-54 years,50-54,143,Not Applicable,Not Applicable
NA,Census Region 4: West,CENS-R4,2011,2011,"Feb., 2011",2011/02,55-59 years,55-59,94,Not Applicable,Not Applicable
NA,Census Region 4: West,CENS-R4,2011,2011,"Feb., 2011",2011/02,60-64 years,60-64,53,Not Applicable,Not Applicable
NA,Census Region 4: West,CENS-R4,2011,2011,"Feb., 2011",2011/02,65-69 years,65-69,24,Not Applicable,Not Applicable
NA,Census Region 4: West,CENS-R4,2011,2011,"Feb., 2011",2011/02,70-74 years,70-74,15,Not Applicable,Not Applicable
NA,Census Region 4: West,CENS-R4,2011,2011,"Feb., 2011",2011/02,75-79 years,75-79,Suppressed,Not Applicable,Not Applicable
NA,Census Region 4: West,CENS-R4,2011,2011,"Feb., 2011",2011/02,80-84 years,80-84,Suppressed,Not Applicable,Not Applicable
NA,Census Region 4: West,CENS-R4,2011,2011,"Feb., 2011",2011/02,85-89 years,85-89,Suppressed,Not Applicable,Not Applicable
NA,Census Region 4: West,CENS-R4,2011,2011,"Feb., 2011",2011/02,90-94 years,90-94,Suppressed,Not Applicable,Not Applicable
NA,Census Region 4: West,CENS-R4,2011,2011,"Feb., 2011",2011/02,95-99 years,95-99,Suppressed,Not Applicable,Not Applicable
NA,Census Region 4: West,CENS-R4,2011,2011,"Feb., 2011",2011/02,100+ years,100+,0,Not Applicable,Not Applicable
NA,Census Region 4: West,CENS-R4,2011,2011,"Feb., 2011",2011/02,Not Stated,NS,0,Not Applicable,Not Applicable
NA,Census Region 4: West,CENS-R4,2011,2011,"Mar., 2011",2011/03,< 1 year,1,Suppressed,Not Applicable,Not Applicable
NA,Census Region 4: West,CENS-R4,2011,2011,"Mar., 2011",2011/03,1-4 years,1-4,Suppressed,Not Applicable,Not Applicable
NA,Census Region 4: West,CENS-R4,2011,2011,"Mar., 2011",2011/03,5-9 years,5-9,Suppressed,Not Applicable,Not Applicable
NA,Census Region 4: West,CENS-R4,2011,2011,"Mar., 2011",2011/03,10-14 years,10-14,Suppressed,Not Applicable,Not Applicable
NA,Census Region 4: West,CENS-R4,2011,2011,"Mar., 2011",2011/03,15-19 years,15-19,16,Not Applicable,Not Applicable
NA,Census Region 4: West,CENS-R4,2011,2011,"Mar., 2011",2011/03,20-24 years,20-24,65,Not Applicable,Not Applicable
NA,Census Region 4: West,CENS-R4,2011,2011,"Mar., 2011",2011/03,25-29 years,25-29,69,Not Applicable,Not Applicable
NA,Census Region 4: West,CENS-R4,2011,2011,"Mar., 2011",2011/03,30-34 years,30-34,70,Not Applicable,Not Applicable
NA,Census Region 4: West,CENS-R4,2011,2011,"Mar., 2011",2011/03,35-39 years,35-39,107,Not Applicable,Not Applicable
NA,Census Region 4: West,CENS-R4,2011,2011,"Mar., 2011",2011/03,40-44 years,40-44,119,Not Applicable,Not Applicable
NA,Census Region 4: West,CENS-R4,2011,2011,"Mar., 2011",2011/03,45-49 years,45-49,164,Not Applicable,Not Applicable
NA,Census Region 4: West,CENS-R4,2011,2011,"Mar., 2011",2011/03,50-54 years,50-54,156,Not Applicable,Not Applicable
NA,Census Region 4: West,CENS-R4,2011,2011,"Mar., 2011",2011/03,55-59 years,55-59,122,Not Applicable,Not Applicable
NA,Census Region 4: West,CENS-R4,2011,2011,"Mar., 2011",2011/03,60-64 years,60-64,76,Not Applicable,Not Applicable
NA,Census Region 4: West,CENS-R4,2011,2011,"Mar., 2011",2011/03,65-69 years,65-69,36,Not Applicable,Not Applicable
NA,Census Region 4: West,CENS-R4,2011,2011,"Mar., 2011",2011/03,70-74 years,70-74,Suppressed,Not Applicable,Not Applicable
NA,Census Region 4: West,CENS-R4,2011,2011,"Mar., 2011",2011/03,75-79 years,75-79,Suppressed,Not Applicable,Not Applicable
NA,Census Region 4: West,CENS-R4,2011,2011,"Mar., 2011",2011/03,80-84 years,80-84,Suppressed,Not Applicable,Not Applicable
NA,Census Region 4: West,CENS-R4,2011,2011,"Mar., 2011",2011/03,85-89 years,85-89,Suppressed,Not Applicable,Not Applicable
NA,Census Region 4: West,CENS-R4,2011,2011,"Mar., 2011",2011/03,90-94 years,90-94,Suppressed,Not Applicable,Not Applicable
NA,Census Region 4: West,CENS-R4,2011,2011,"Mar., 2011",2011/03,95-99 years,95-99,Suppressed,Not Applicable,Not Applicable
NA,Census Region 4: West,CENS-R4,2011,2011,"Mar., 2011",2011/03,100+ years,100+,Suppressed,Not Applicable,Not Applicable
NA,Census Region 4: West,CENS-R4,2011,2011,"Mar., 2011",2011/03,Not Stated,NS,0,Not Applicable,Not Applicable
NA,Census Region 4: West,CENS-R4,2011,2011,"Apr., 2011",2011/04,< 1 year,1,Suppressed,Not Applicable,Not Applicable
NA,Census Region 4: West,CENS-R4,2011,2011,"Apr., 2011",2011/04,1-4 years,1-4,0,Not Applicable,Not Applicable
NA,Census Region 4: West,CENS-R4,2011,2011,"Apr., 2011",2011/04,5-9 years,5-9,0,Not Applicable,Not Applicable
NA,Census Region 4: West,CENS-R4,2011,2011,"Apr., 2011",2011/04,10-14 years,10-14,Suppressed,Not Applicable,Not Applicable
NA,Census Region 4: West,CENS-R4,2011,2011,"Apr., 2011",2011/04,15-19 years,15-19,18,Not Applicable,Not Applicable
NA,Census Region 4: West,CENS-R4,2011,2011,"Apr., 2011",2011/04,20-24 years,20-24,67,Not Applicable,Not Applicable
NA,Census Region 4: West,CENS-R4,2011,2011,"Apr., 2011",2011/04,25-29 years,25-29,81,Not Applicable,Not Applicable
NA,Census Region 4: West,CENS-R4,2011,2011,"Apr., 2011",2011/04,30-34 years,30-34,85,Not Applicable,Not Applicable
NA,Census Region 4: West,CENS-R4,2011,2011,"Apr., 2011",2011/04,35-39 years,35-39,88,Not Applicable,Not Applicable
NA,Census Region 4: West,CENS-R4,2011,2011,"Apr., 2011",2011/04,40-44 years,40-44,100,Not Applicable,Not Applicable
NA,Census Region 4: West,CENS-R4,2011,2011,"Apr., 2011",2011/04,45-49 years,45-49,127,Not Applicable,Not Applicable
NA,Census Region 4: West,CENS-R4,2011,2011,"Apr., 2011",2011/04,50-54 years,50-54,137,Not Applicable,Not Applicable
NA,Census Region 4: West,CENS-R4,2011,2011,"Apr., 2011",2011/04,55-59 years,55-59,108,Not Applicable,Not Applicable
NA,Census Region 4: West,CENS-R4,2011,2011,"Apr., 2011",2011/04,60-64 years,60-64,52,Not Applicable,Not Applicable
NA,Census Region 4: West,CENS-R4,2011,2011,"Apr., 2011",2011/04,65-69 years,65-69,35,Not Applicable,Not Applicable
NA,Census Region 4: West,CENS-R4,2011,2011,"Apr., 2011",2011/04,70-74 years,70-74,Suppressed,Not Applicable,Not Applicable
NA,Census Region 4: West,CENS-R4,2011,2011,"Apr., 2011",2011/04,75-79 years,75-79,10,Not Applicable,Not Applicable
NA,Census Region 4: West,CENS-R4,2011,2011,"Apr., 2011",2011/04,80-84 years,80-84,Suppressed,Not Applicable,Not Applicable
NA,Census Region 4: West,CENS-R4,2011,2011,"Apr., 2011",2011/04,85-89 years,85-89,Suppressed,Not Applicable,Not Applicable
NA,Census Region 4: West,CENS-R4,2011,2011,"Apr., 2011",2011/04,90-94 years,90-94,Suppressed,Not Applicable,Not Applicable
NA,Census Region 4: West,CENS-R4,2011,2011,"Apr., 2011",2011/04,95-99 years,95-99,0,Not Applicable,Not Applicable
NA,Census Region 4: West,CENS-R4,2011,2011,"Apr., 2011",2011/04,100+ years,100+,0,Not Applicable,Not Applicable
NA,Census Region 4: West,CENS-R4,2011,2011,"Apr., 2011",2011/04,Not Stated,NS,0,Not Applicable,Not Applicable
NA,Census Region 4: West,CENS-R4,2011,2011,"May, 2011",2011/05,< 1 year,1,0,Not Applicable,Not Applicable
NA,Census Region 4: West,CENS-R4,2011,2011,"May, 2011",2011/05,1-4 years,1-4,Suppressed,Not Applicable,Not Applicable
NA,Census Region 4: West,CENS-R4,2011,2011,"May, 2011",2011/05,5-9 years,5-9,0,Not Applicable,Not Applicable
NA,Census Region 4: West,CENS-R4,2011,2011,"May, 2011",2011/05,10-14 years,10-14,Suppressed,Not Applicable,Not Applicable
NA,Census Region 4: West,CENS-R4,2011,2011,"May, 2011",2011/05,15-19 years,15-19,16,Not Applicable,Not Applicable
NA,Census Region 4: West,CENS-R4,2011,2011,"May, 2011",2011/05,20-24 years,20-24,65,Not Applicable,Not Applicable
NA,Census Region 4: West,CENS-R4,2011,2011,"May, 2011",2011/05,25-29 years,25-29,70,Not Applicable,Not Applicable
NA,Census Region 4: West,CENS-R4,2011,2011,"May, 2011",2011/05,30-34 years,30-34,100,Not Applicable,Not Applicable
NA,Census Region 4: West,CENS-R4,2011,2011,"May, 2011",2011/05,35-39 years,35-39,87,Not Applicable,Not Applicable
NA,Census Region 4: West,CENS-R4,2011,2011,"May, 2011",2011/05,40-44 years,40-44,116,Not Applicable,Not Applicable
NA,Census Region 4: West,CENS-R4,2011,2011,"May, 2011",2011/05,45-49 years,45-49,119,Not Applicable,Not Applicable
NA,Census Region 4: West,CENS-R4,2011,2011,"May, 2011",2011/05,50-54 years,50-54,139,Not Applicable,Not Applicable
NA,Census Region 4: West,CENS-R4,2011,2011,"May, 2011",2011/05,55-59 years,55-59,112,Not Applicable,Not Applicable
NA,Census Region 4: West,CENS-R4,2011,2011,"May, 2011",2011/05,60-64 years,60-64,54,Not Applicable,Not Applicable
NA,Census Region 4: West,CENS-R4,2011,2011,"May, 2011",2011/05,65-69 years,65-69,23,Not Applicable,Not Applicable
NA,Census Region 4: West,CENS-R4,2011,2011,"May, 2011",2011/05,70-74 years,70-74,12,Not Applicable,Not Applicable
NA,Census Region 4: West,CENS-R4,2011,2011,"May, 2011",2011/05,75-79 years,75-79,10,Not Applicable,Not Applicable
NA,Census Region 4: West,CENS-R4,2011,2011,"May, 2011",2011/05,80-84 years,80-84,Suppressed,Not Applicable,Not Applicable
NA,Census Region 4: West,CENS-R4,2011,2011,"May, 2011",2011/05,85-89 years,85-89,Suppressed,Not Applicable,Not Applicable
NA,Census Region 4: West,CENS-R4,2011,2011,"May, 2011",2011/05,90-94 years,90-94,Suppressed,Not Applicable,Not Applicable
NA,Census Region 4: West,CENS-R4,2011,2011,"May, 2011",2011/05,95-99 years,95-99,Suppressed,Not Applicable,Not Applicable
NA,Census Region 4: West,CENS-R4,2011,2011,"May, 2011",2011/05,100+ years,100+,0,Not Applicable,Not Applicable
NA,Census Region 4: West,CENS-R4,2011,2011,"May, 2011",2011/05,Not Stated,NS,0,Not Applicable,Not Applicable
NA,Census Region 4: West,CENS-R4,2011,2011,"Jun., 2011",2011/06,< 1 year,1,0,Not Applicable,Not Applicable
NA,Census Region 4: West,CENS-R4,2011,2011,"Jun., 2011",2011/06,1-4 years,1-4,Suppressed,Not Applicable,Not Applicable
NA,Census Region 4: West,CENS-R4,2011,2011,"Jun., 2011",2011/06,5-9 years,5-9,Suppressed,Not Applicable,Not Applicable
NA,Census Region 4: West,CENS-R4,2011,2011,"Jun., 2011",2011/06,10-14 years,10-14,0,Not Applicable,Not Applicable
NA,Census Region 4: West,CENS-R4,2011,2011,"Jun., 2011",2011/06,15-19 years,15-19,17,Not Applicable,Not Applicable
NA,Census Region 4: West,CENS-R4,2011,2011,"Jun., 2011",2011/06,20-24 years,20-24,54,Not Applicable,Not Applicable
NA,Census Region 4: West,CENS-R4,2011,2011,"Jun., 2011",2011/06,25-29 years,25-29,66,Not Applicable,Not Applicable
NA,Census Region 4: West,CENS-R4,2011,2011,"Jun., 2011",2011/06,30-34 years,30-34,88,Not Applicable,Not Applicable
NA,Census Region 4: West,CENS-R4,2011,2011,"Jun., 2011",2011/06,35-39 years,35-39,62,Not Applicable,Not Applicable
NA,Census Region 4: West,CENS-R4,2011,2011,"Jun., 2011",2011/06,40-44 years,40-44,89,Not Applicable,Not Applicable
NA,Census Region 4: West,CENS-R4,2011,2011,"Jun., 2011",2011/06,45-49 years,45-49,125,Not Applicable,Not Applicable
NA,Census Region 4: West,CENS-R4,2011,2011,"Jun., 2011",2011/06,50-54 years,50-54,135,Not Applicable,Not Applicable
NA,Census Region 4: West,CENS-R4,2011,2011,"Jun., 2011",2011/06,55-59 years,55-59,121,Not Applicable,Not Applicable
NA,Census Region 4: West,CENS-R4,2011,2011,"Jun., 2011",2011/06,60-64 years,60-64,64,Not Applicable,Not Applicable
NA,Census Region 4: West,CENS-R4,2011,2011,"Jun., 2011",2011/06,65-69 years,65-69,35,Not Applicable,Not Applicable
NA,Census Region 4: West,CENS-R4,2011,2011,"Jun., 2011",2011/06,70-74 years,70-74,16,Not Applicable,Not Applicable
NA,Census Region 4: West,CENS-R4,2011,2011,"Jun., 2011",2011/06,75-79 years,75-79,Suppressed,Not Applicable,Not Applicable
NA,Census Region 4: West,CENS-R4,2011,2011,"Jun., 2011",2011/06,80-84 years,80-84,Suppressed,Not Applicable,Not Applicable
NA,Census Region 4: West,CENS-R4,2011,2011,"Jun., 2011",2011/06,85-89 years,85-89,Suppressed,Not Applicable,Not Applicable
NA,Census Region 4: West,CENS-R4,2011,2011,"Jun., 2011",2011/06,90-94 years,90-94,0,Not Applicable,Not Applicable
NA,Census Region 4: West,CENS-R4,2011,2011,"Jun., 2011",2011/06,95-99 years,95-99,0,Not Applicable,Not Applicable
NA,Census Region 4: West,CENS-R4,2011,2011,"Jun., 2011",2011/06,100+ years,100+,0,Not Applicable,Not Applicable
NA,Census Region 4: West,CENS-R4,2011,2011,"Jun., 2011",2011/06,Not Stated,NS,Suppressed,Not Applicable,Not Applicable
NA,Census Region 4: West,CENS-R4,2011,2011,"Jul., 2011",2011/07,< 1 year,1,0,Not Applicable,Not Applicable
NA,Census Region 4: West,CENS-R4,2011,2011,"Jul., 2011",2011/07,1-4 years,1-4,Suppressed,Not Applicable,Not Applicable
NA,Census Region 4: West,CENS-R4,2011,2011,"Jul., 2011",2011/07,5-9 years,5-9,Suppressed,Not Applicable,Not Applicable
NA,Census Region 4: West,CENS-R4,2011,2011,"Jul., 2011",2011/07,10-14 years,10-14,Suppressed,Not Applicable,Not Applicable
NA,Census Region 4: West,CENS-R4,2011,2011,"Jul., 2011",2011/07,15-19 years,15-19,19,Not Applicable,Not Applicable
NA,Census Region 4: West,CENS-R4,2011,2011,"Jul., 2011",2011/07,20-24 years,20-24,49,Not Applicable,Not Applicable
NA,Census Region 4: West,CENS-R4,2011,2011,"Jul., 2011",2011/07,25-29 years,25-29,75,Not Applicable,Not Applicable
NA,Census Region 4: West,CENS-R4,2011,2011,"Jul., 2011",2011/07,30-34 years,30-34,60,Not Applicable,Not Applicable
NA,Census Region 4: West,CENS-R4,2011,2011,"Jul., 2011",2011/07,35-39 years,35-39,83,Not Applicable,Not Applicable
NA,Census Region 4: West,CENS-R4,2011,2011,"Jul., 2011",2011/07,40-44 years,40-44,101,Not Applicable,Not Applicable
NA,Census Region 4: West,CENS-R4,2011,2011,"Jul., 2011",2011/07,45-49 years,45-49,134,Not Applicable,Not Applicable
NA,Census Region 4: West,CENS-R4,2011,2011,"Jul., 2011",2011/07,50-54 years,50-54,153,Not Applicable,Not Applicable
NA,Census Region 4: West,CENS-R4,2011,2011,"Jul., 2011",2011/07,55-59 years,55-59,131,Not Applicable,Not Applicable
NA,Census Region 4: West,CENS-R4,2011,2011,"Jul., 2011",2011/07,60-64 years,60-64,74,Not Applicable,Not Applicable
NA,Census Region 4: West,CENS-R4,2011,2011,"Jul., 2011",2011/07,65-69 years,65-69,33,Not Applicable,Not Applicable
NA,Census Region 4: West,CENS-R4,2011,2011,"Jul., 2011",2011/07,70-74 years,70-74,14,Not Applicable,Not Applicable
NA,Census Region 4: West,CENS-R4,2011,2011,"Jul., 2011",2011/07,75-79 years,75-79,Suppressed,Not Applicable,Not Applicable
NA,Census Region 4: West,CENS-R4,2011,2011,"Jul., 2011",2011/07,80-84 years,80-84,Suppressed,Not Applicable,Not Applicable
NA,Census Region 4: West,CENS-R4,2011,2011,"Jul., 2011",2011/07,85-89 years,85-89,Suppressed,Not Applicable,Not Applicable
NA,Census Region 4: West,CENS-R4,2011,2011,"Jul., 2011",2011/07,90-94 years,90-94,Suppressed,Not Applicable,Not Applicable
NA,Census Region 4: West,CENS-R4,2011,2011,"Jul., 2011",2011/07,95-99 years,95-99,Suppressed,Not Applicable,Not Applicable
NA,Census Region 4: West,CENS-R4,2011,2011,"Jul., 2011",2011/07,100+ years,100+,0,Not Applicable,Not Applicable
NA,Census Region 4: West,CENS-R4,2011,2011,"Jul., 2011",2011/07,Not Stated,NS,Suppressed,Not Applicable,Not Applicable
NA,Census Region 4: West,CENS-R4,2011,2011,"Aug., 2011",2011/08,< 1 year,1,Suppressed,Not Applicable,Not Applicable
NA,Census Region 4: West,CENS-R4,2011,2011,"Aug., 2011",2011/08,1-4 years,1-4,Suppressed,Not Applicable,Not Applicable
NA,Census Region 4: West,CENS-R4,2011,2011,"Aug., 2011",2011/08,5-9 years,5-9,0,Not Applicable,Not Applicable
NA,Census Region 4: West,CENS-R4,2011,2011,"Aug., 2011",2011/08,10-14 years,10-14,0,Not Applicable,Not Applicable
NA,Census Region 4: West,CENS-R4,2011,2011,"Aug., 2011",2011/08,15-19 years,15-19,15,Not Applicable,Not Applicable
NA,Census Region 4: West,CENS-R4,2011,2011,"Aug., 2011",2011/08,20-24 years,20-24,70,Not Applicable,Not Applicable
NA,Census Region 4: West,CENS-R4,2011,2011,"Aug., 2011",2011/08,25-29 years,25-29,75,Not Applicable,Not Applicable
NA,Census Region 4: West,CENS-R4,2011,2011,"Aug., 2011",2011/08,30-34 years,30-34,82,Not Applicable,Not Applicable
NA,Census Region 4: West,CENS-R4,2011,2011,"Aug., 2011",2011/08,35-39 years,35-39,86,Not Applicable,Not Applicable
NA,Census Region 4: West,CENS-R4,2011,2011,"Aug., 2011",2011/08,40-44 years,40-44,112,Not Applicable,Not Applicable
NA,Census Region 4: West,CENS-R4,2011,2011,"Aug., 2011",2011/08,45-49 years,45-49,118,Not Applicable,Not Applicable
NA,Census Region 4: West,CENS-R4,2011,2011,"Aug., 2011",2011/08,50-54 years,50-54,151,Not Applicable,Not Applicable
NA,Census Region 4: West,CENS-R4,2011,2011,"Aug., 2011",2011/08,55-59 years,55-59,116,Not Applicable,Not Applicable
NA,Census Region 4: West,CENS-R4,2011,2011,"Aug., 2011",2011/08,60-64 years,60-64,62,Not Applicable,Not Applicable
NA,Census Region 4: West,CENS-R4,2011,2011,"Aug., 2011",2011/08,65-69 years,65-69,42,Not Applicable,Not Applicable
NA,Census Region 4: West,CENS-R4,2011,2011,"Aug., 2011",2011/08,70-74 years,70-74,Suppressed,Not Applicable,Not Applicable
NA,Census Region 4: West,CENS-R4,2011,2011,"Aug., 2011",2011/08,75-79 years,75-79,Suppressed,Not Applicable,Not Applicable
NA,Census Region 4: West,CENS-R4,2011,2011,"Aug., 2011",2011/08,80-84 years,80-84,11,Not Applicable,Not Applicable
NA,Census Region 4: West,CENS-R4,2011,2011,"Aug., 2011",2011/08,85-89 years,85-89,Suppressed,Not Applicable,Not Applicable
NA,Census Region 4: West,CENS-R4,2011,2011,"Aug., 2011",2011/08,90-94 years,90-94,Suppressed,Not Applicable,Not Applicable
NA,Census Region 4: West,CENS-R4,2011,2011,"Aug., 2011",2011/08,95-99 years,95-99,0,Not Applicable,Not Applicable
NA,Census Region 4: West,CENS-R4,2011,2011,"Aug., 2011",2011/08,100+ years,100+,0,Not Applicable,Not Applicable
NA,Census Region 4: West,CENS-R4,2011,2011,"Aug., 2011",2011/08,Not Stated,NS,0,Not Applicable,Not Applicable
NA,Census Region 4: West,CENS-R4,2011,2011,"Sep., 2011",2011/09,< 1 year,1,Suppressed,Not Applicable,Not Applicable
NA,Census Region 4: West,CENS-R4,2011,2011,"Sep., 2011",2011/09,1-4 years,1-4,0,Not Applicable,Not Applicable
NA,Census Region 4: West,CENS-R4,2011,2011,"Sep., 2011",2011/09,5-9 years,5-9,0,Not Applicable,Not Applicable
NA,Census Region 4: West,CENS-R4,2011,2011,"Sep., 2011",2011/09,10-14 years,10-14,Suppressed,Not Applicable,Not Applicable
NA,Census Region 4: West,CENS-R4,2011,2011,"Sep., 2011",2011/09,15-19 years,15-19,19,Not Applicable,Not Applicable
NA,Census Region 4: West,CENS-R4,2011,2011,"Sep., 2011",2011/09,20-24 years,20-24,62,Not Applicable,Not Applicable
NA,Census Region 4: West,CENS-R4,2011,2011,"Sep., 2011",2011/09,25-29 years,25-29,64,Not Applicable,Not Applicable
NA,Census Region 4: West,CENS-R4,2011,2011,"Sep., 2011",2011/09,30-34 years,30-34,67,Not Applicable,Not Applicable
NA,Census Region 4: West,CENS-R4,2011,2011,"Sep., 2011",2011/09,35-39 years,35-39,81,Not Applicable,Not Applicable
NA,Census Region 4: West,CENS-R4,2011,2011,"Sep., 2011",2011/09,40-44 years,40-44,105,Not Applicable,Not Applicable
NA,Census Region 4: West,CENS-R4,2011,2011,"Sep., 2011",2011/09,45-49 years,45-49,124,Not Applicable,Not Applicable
NA,Census Region 4: West,CENS-R4,2011,2011,"Sep., 2011",2011/09,50-54 years,50-54,128,Not Applicable,Not Applicable
NA,Census Region 4: West,CENS-R4,2011,2011,"Sep., 2011",2011/09,55-59 years,55-59,118,Not Applicable,Not Applicable
NA,Census Region 4: West,CENS-R4,2011,2011,"Sep., 2011",2011/09,60-64 years,60-64,77,Not Applicable,Not Applicable
NA,Census Region 4: West,CENS-R4,2011,2011,"Sep., 2011",2011/09,65-69 years,65-69,26,Not Applicable,Not Applicable
NA,Census Region 4: West,CENS-R4,2011,2011,"Sep., 2011",2011/09,70-74 years,70-74,15,Not Applicable,Not Applicable
NA,Census Region 4: West,CENS-R4,2011,2011,"Sep., 2011",2011/09,75-79 years,75-79,Suppressed,Not Applicable,Not Applicable
NA,Census Region 4: West,CENS-R4,2011,2011,"Sep., 2011",2011/09,80-84 years,80-84,Suppressed,Not Applicable,Not Applicable
NA,Census Region 4: West,CENS-R4,2011,2011,"Sep., 2011",2011/09,85-89 years,85-89,Suppressed,Not Applicable,Not Applicable
NA,Census Region 4: West,CENS-R4,2011,2011,"Sep., 2011",2011/09,90-94 years,90-94,Suppressed,Not Applicable,Not Applicable
NA,Census Region 4: West,CENS-R4,2011,2011,"Sep., 2011",2011/09,95-99 years,95-99,0,Not Applicable,Not Applicable
NA,Census Region 4: West,CENS-R4,2011,2011,"Sep., 2011",2011/09,100+ years,100+,0,Not Applicable,Not Applicable
NA,Census Region 4: West,CENS-R4,2011,2011,"Sep., 2011",2011/09,Not Stated,NS,0,Not Applicable,Not Applicable
NA,Census Region 4: West,CENS-R4,2011,2011,"Oct., 2011",2011/10,< 1 year,1,0,Not Applicable,Not Applicable
NA,Census Region 4: West,CENS-R4,2011,2011,"Oct., 2011",2011/10,1-4 years,1-4,0,Not Applicable,Not Applicable
NA,Census Region 4: West,CENS-R4,2011,2011,"Oct., 2011",2011/10,5-9 years,5-9,0,Not Applicable,Not Applicable
NA,Census Region 4: West,CENS-R4,2011,2011,"Oct., 2011",2011/10,10-14 years,10-14,0,Not Applicable,Not Applicable
NA,Census Region 4: West,CENS-R4,2011,2011,"Oct., 2011",2011/10,15-19 years,15-19,14,Not Applicable,Not Applicable
NA,Census Region 4: West,CENS-R4,2011,2011,"Oct., 2011",2011/10,20-24 years,20-24,56,Not Applicable,Not Applicable
NA,Census Region 4: West,CENS-R4,2011,2011,"Oct., 2011",2011/10,25-29 years,25-29,75,Not Applicable,Not Applicable
NA,Census Region 4: West,CENS-R4,2011,2011,"Oct., 2011",2011/10,30-34 years,30-34,70,Not Applicable,Not Applicable
NA,Census Region 4: West,CENS-R4,2011,2011,"Oct., 2011",2011/10,35-39 years,35-39,87,Not Applicable,Not Applicable
NA,Census Region 4: West,CENS-R4,2011,2011,"Oct., 2011",2011/10,40-44 years,40-44,96,Not Applicable,Not Applicable
NA,Census Region 4: West,CENS-R4,2011,2011,"Oct., 2011",2011/10,45-49 years,45-49,109,Not Applicable,Not Applicable
NA,Census Region 4: West,CENS-R4,2011,2011,"Oct., 2011",2011/10,50-54 years,50-54,135,Not Applicable,Not Applicable
NA,Census Region 4: West,CENS-R4,2011,2011,"Oct., 2011",2011/10,55-59 years,55-59,97,Not Applicable,Not Applicable
NA,Census Region 4: West,CENS-R4,2011,2011,"Oct., 2011",2011/10,60-64 years,60-64,61,Not Applicable,Not Applicable
NA,Census Region 4: West,CENS-R4,2011,2011,"Oct., 2011",2011/10,65-69 years,65-69,24,Not Applicable,Not Applicable
NA,Census Region 4: West,CENS-R4,2011,2011,"Oct., 2011",2011/10,70-74 years,70-74,Suppressed,Not Applicable,Not Applicable
NA,Census Region 4: West,CENS-R4,2011,2011,"Oct., 2011",2011/10,75-79 years,75-79,11,Not Applicable,Not Applicable
NA,Census Region 4: West,CENS-R4,2011,2011,"Oct., 2011",2011/10,80-84 years,80-84,Suppressed,Not Applicable,Not Applicable
NA,Census Region 4: West,CENS-R4,2011,2011,"Oct., 2011",2011/10,85-89 years,85-89,Suppressed,Not Applicable,Not Applicable
NA,Census Region 4: West,CENS-R4,2011,2011,"Oct., 2011",2011/10,90-94 years,90-94,Suppressed,Not Applicable,Not Applicable
NA,Census Region 4: West,CENS-R4,2011,2011,"Oct., 2011",2011/10,95-99 years,95-99,0,Not Applicable,Not Applicable
NA,Census Region 4: West,CENS-R4,2011,2011,"Oct., 2011",2011/10,100+ years,100+,0,Not Applicable,Not Applicable
NA,Census Region 4: West,CENS-R4,2011,2011,"Oct., 2011",2011/10,Not Stated,NS,0,Not Applicable,Not Applicable
NA,Census Region 4: West,CENS-R4,2011,2011,"Nov., 2011",2011/11,< 1 year,1,Suppressed,Not Applicable,Not Applicable
NA,Census Region 4: West,CENS-R4,2011,2011,"Nov., 2011",2011/11,1-4 years,1-4,0,Not Applicable,Not Applicable
