Notes,Census Region,Census Region Code,Year,Year Code,Month,Month Code,Five-Year Age Groups,Five-Year Age Groups Code,Deaths,Population,Crude Rate
NA,Census Region 1: Northeast,CENS-R1,2003,2003,"May, 2003",2003/05,80-84 years,80-84,Suppressed,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2003,2003,"May, 2003",2003/05,85-89 years,85-89,Suppressed,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2003,2003,"May, 2003",2003/05,90-94 years,90-94,Suppressed,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2003,2003,"May, 2003",2003/05,95-99 years,95-99,0,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2003,2003,"May, 2003",2003/05,100+ years,100+,0,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2003,2003,"May, 2003",2003/05,Not Stated,NS,0,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2003,2003,"Jun., 2003",2003/06,< 1 year,1,0,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2003,2003,"Jun., 2003",2003/06,1-4 years,1-4,Suppressed,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2003,2003,"Jun., 2003",2003/06,5-9 years,5-9,0,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2003,2003,"Jun., 2003",2003/06,10-14 years,10-14,0,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2003,2003,"Jun., 2003",2003/06,15-19 years,15-19,12,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2003,2003,"Jun., 2003",2003/06,20-24 years,20-24,41,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2003,2003,"Jun., 2003",2003/06,25-29 years,25-29,29,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2003,2003,"Jun., 2003",2003/06,30-34 years,30-34,49,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2003,2003,"Jun., 2003",2003/06,35-39 years,35-39,68,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2003,2003,"Jun., 2003",2003/06,40-44 years,40-44,80,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2003,2003,"Jun., 2003",2003/06,45-49 years,45-49,73,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2003,2003,"Jun., 2003",2003/06,50-54 years,50-54,46,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2003,2003,"Jun., 2003",2003/06,55-59 years,55-59,14,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2003,2003,"Jun., 2003",2003/06,60-64 years,60-64,Suppressed,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2003,2003,"Jun., 2003",2003/06,65-69 years,65-69,Suppressed,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2003,2003,"Jun., 2003",2003/06,70-74 years,70-74,Suppressed,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2003,2003,"Jun., 2003",2003/06,75-79 years,75-79,Suppressed,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2003,2003,"Jun., 2003",2003/06,80-84 years,80-84,Suppressed,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2003,2003,"Jun., 2003",2003/06,85-89 years,85-89,Suppressed,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2003,2003,"Jun., 2003",2003/06,90-94 years,90-94,0,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2003,2003,"Jun., 2003",2003/06,95-99 years,95-99,0,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2003,2003,"Jun., 2003",2003/06,100+ years,100+,0,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2003,2003,"Jun., 2003",2003/06,Not Stated,NS,0,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2003,2003,"Jul., 2003",2003/07,< 1 year,1,Suppressed,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2003,2003,"Jul., 2003",2003/07,1-4 years,1-4,0,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2003,2003,"Jul., 2003",2003/07,5-9 years,5-9,0,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2003,2003,"Jul., 2003",2003/07,10-14 years,10-14,0,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2003,2003,"Jul., 2003",2003/07,15-19 years,15-19,10,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2003,2003,"Jul., 2003",2003/07,20-24 years,20-24,31,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2003,2003,"Jul., 2003",2003/07,25-29 years,25-29,29,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2003,2003,"Jul., 2003",2003/07,30-34 years,30-34,36,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2003,2003,"Jul., 2003",2003/07,35-39 years,35-39,56,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2003,2003,"Jul., 2003",2003/07,40-44 years,40-44,80,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2003,2003,"Jul., 2003",2003/07,45-49 years,45-49,69,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2003,2003,"Jul., 2003",2003/07,50-54 years,50-54,34,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2003,2003,"Jul., 2003",2003/07,55-59 years,55-59,18,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2003,2003,"Jul., 2003",2003/07,60-64 years,60-64,10,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2003,2003,"Jul., 2003",2003/07,65-69 years,65-69,Suppressed,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2003,2003,"Jul., 2003",2003/07,70-74 years,70-74,Suppressed,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2003,2003,"Jul., 2003",2003/07,75-79 years,75-79,Suppressed,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2003,2003,"Jul., 2003",2003/07,80-84 years,80-84,Suppressed,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2003,2003,"Jul., 2003",2003/07,85-89 years,85-89,Suppressed,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2003,2003,"Jul., 2003",2003/07,90-94 years,90-94,Suppressed,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2003,2003,"Jul., 2003",2003/07,95-99 years,95-99,0,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2003,2003,"Jul., 2003",2003/07,100+ years,100+,Suppressed,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2003,2003,"Jul., 2003",2003/07,Not Stated,NS,Suppressed,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2003,2003,"Aug., 2003",2003/08,< 1 year,1,0,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2003,2003,"Aug., 2003",2003/08,1-4 years,1-4,0,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2003,2003,"Aug., 2003",2003/08,5-9 years,5-9,0,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2003,2003,"Aug., 2003",2003/08,10-14 years,10-14,0,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2003,2003,"Aug., 2003",2003/08,15-19 years,15-19,Suppressed,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2003,2003,"Aug., 2003",2003/08,20-24 years,20-24,36,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2003,2003,"Aug., 2003",2003/08,25-29 years,25-29,29,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2003,2003,"Aug., 2003",2003/08,30-34 years,30-34,33,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2003,2003,"Aug., 2003",2003/08,35-39 years,35-39,55,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2003,2003,"Aug., 2003",2003/08,40-44 years,40-44,72,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2003,2003,"Aug., 2003",2003/08,45-49 years,45-49,69,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2003,2003,"Aug., 2003",2003/08,50-54 years,50-54,43,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2003,2003,"Aug., 2003",2003/08,55-59 years,55-59,19,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2003,2003,"Aug., 2003",2003/08,60-64 years,60-64,Suppressed,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2003,2003,"Aug., 2003",2003/08,65-69 years,65-69,Suppressed,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2003,2003,"Aug., 2003",2003/08,70-74 years,70-74,Suppressed,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2003,2003,"Aug., 2003",2003/08,75-79 years,75-79,Suppressed,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2003,2003,"Aug., 2003",2003/08,80-84 years,80-84,Suppressed,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2003,2003,"Aug., 2003",2003/08,85-89 years,85-89,Suppressed,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2003,2003,"Aug., 2003",2003/08,90-94 years,90-94,0,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2003,2003,"Aug., 2003",2003/08,95-99 years,95-99,0,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2003,2003,"Aug., 2003",2003/08,100+ years,100+,0,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2003,2003,"Aug., 2003",2003/08,Not Stated,NS,0,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2003,2003,"Sep., 2003",2003/09,< 1 year,1,0,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2003,2003,"Sep., 2003",2003/09,1-4 years,1-4,0,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2003,2003,"Sep., 2003",2003/09,5-9 years,5-9,0,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2003,2003,"Sep., 2003",2003/09,10-14 years,10-14,0,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2003,2003,"Sep., 2003",2003/09,15-19 years,15-19,Suppressed,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2003,2003,"Sep., 2003",2003/09,20-24 years,20-24,38,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2003,2003,"Sep., 2003",2003/09,25-29 years,25-29,34,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2003,2003,"Sep., 2003",2003/09,30-34 years,30-34,38,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2003,2003,"Sep., 2003",2003/09,35-39 years,35-39,58,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2003,2003,"Sep., 2003",2003/09,40-44 years,40-44,72,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2003,2003,"Sep., 2003",2003/09,45-49 years,45-49,69,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2003,2003,"Sep., 2003",2003/09,50-54 years,50-54,48,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2003,2003,"Sep., 2003",2003/09,55-59 years,55-59,17,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2003,2003,"Sep., 2003",2003/09,60-64 years,60-64,Suppressed,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2003,2003,"Sep., 2003",2003/09,65-69 years,65-69,Suppressed,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2003,2003,"Sep., 2003",2003/09,70-74 years,70-74,Suppressed,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2003,2003,"Sep., 2003",2003/09,75-79 years,75-79,Suppressed,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2003,2003,"Sep., 2003",2003/09,80-84 years,80-84,Suppressed,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2003,2003,"Sep., 2003",2003/09,85-89 years,85-89,Suppressed,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2003,2003,"Sep., 2003",2003/09,90-94 years,90-94,Suppressed,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2003,2003,"Sep., 2003",2003/09,95-99 years,95-99,0,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2003,2003,"Sep., 2003",2003/09,100+ years,100+,0,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2003,2003,"Sep., 2003",2003/09,Not Stated,NS,0,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2003,2003,"Oct., 2003",2003/10,< 1 year,1,0,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2003,2003,"Oct., 2003",2003/10,1-4 years,1-4,0,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2003,2003,"Oct., 2003",2003/10,5-9 years,5-9,0,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2003,2003,"Oct., 2003",2003/10,10-14 years,10-14,Suppressed,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2003,2003,"Oct., 2003",2003/10,15-19 years,15-19,11,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2003,2003,"Oct., 2003",2003/10,20-24 years,20-24,34,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2003,2003,"Oct., 2003",2003/10,25-29 years,25-29,31,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2003,2003,"Oct., 2003",2003/10,30-34 years,30-34,48,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2003,2003,"Oct., 2003",2003/10,35-39 years,35-39,60,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2003,2003,"Oct., 2003",2003/10,40-44 years,40-44,64,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2003,2003,"Oct., 2003",2003/10,45-49 years,45-49,62,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2003,2003,"Oct., 2003",2003/10,50-54 years,50-54,28,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2003,2003,"Oct., 2003",2003/10,55-59 years,55-59,14,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2003,2003,"Oct., 2003",2003/10,60-64 years,60-64,13,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2003,2003,"Oct., 2003",2003/10,65-69 years,65-69,Suppressed,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2003,2003,"Oct., 2003",2003/10,70-74 years,70-74,Suppressed,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2003,2003,"Oct., 2003",2003/10,75-79 years,75-79,Suppressed,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2003,2003,"Oct., 2003",2003/10,80-84 years,80-84,Suppressed,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2003,2003,"Oct., 2003",2003/10,85-89 years,85-89,Suppressed,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2003,2003,"Oct., 2003",2003/10,90-94 years,90-94,0,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2003,2003,"Oct., 2003",2003/10,95-99 years,95-99,Suppressed,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2003,2003,"Oct., 2003",2003/10,100+ years,100+,0,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2003,2003,"Oct., 2003",2003/10,Not Stated,NS,0,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2003,2003,"Nov., 2003",2003/11,< 1 year,1,Suppressed,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2003,2003,"Nov., 2003",2003/11,1-4 years,1-4,0,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2003,2003,"Nov., 2003",2003/11,5-9 years,5-9,0,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2003,2003,"Nov., 2003",2003/11,10-14 years,10-14,0,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2003,2003,"Nov., 2003",2003/11,15-19 years,15-19,11,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2003,2003,"Nov., 2003",2003/11,20-24 years,20-24,24,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2003,2003,"Nov., 2003",2003/11,25-29 years,25-29,32,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2003,2003,"Nov., 2003",2003/11,30-34 years,30-34,38,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2003,2003,"Nov., 2003",2003/11,35-39 years,35-39,57,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2003,2003,"Nov., 2003",2003/11,40-44 years,40-44,80,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2003,2003,"Nov., 2003",2003/11,45-49 years,45-49,68,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2003,2003,"Nov., 2003",2003/11,50-54 years,50-54,38,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2003,2003,"Nov., 2003",2003/11,55-59 years,55-59,21,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2003,2003,"Nov., 2003",2003/11,60-64 years,60-64,10,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2003,2003,"Nov., 2003",2003/11,65-69 years,65-69,Suppressed,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2003,2003,"Nov., 2003",2003/11,70-74 years,70-74,Suppressed,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2003,2003,"Nov., 2003",2003/11,75-79 years,75-79,Suppressed,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2003,2003,"Nov., 2003",2003/11,80-84 years,80-84,Suppressed,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2003,2003,"Nov., 2003",2003/11,85-89 years,85-89,0,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2003,2003,"Nov., 2003",2003/11,90-94 years,90-94,0,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2003,2003,"Nov., 2003",2003/11,95-99 years,95-99,0,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2003,2003,"Nov., 2003",2003/11,100+ years,100+,0,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2003,2003,"Nov., 2003",2003/11,Not Stated,NS,0,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2003,2003,"Dec., 2003",2003/12,< 1 year,1,0,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2003,2003,"Dec., 2003",2003/12,1-4 years,1-4,0,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2003,2003,"Dec., 2003",2003/12,5-9 years,5-9,0,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2003,2003,"Dec., 2003",2003/12,10-14 years,10-14,0,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2003,2003,"Dec., 2003",2003/12,15-19 years,15-19,Suppressed,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2003,2003,"Dec., 2003",2003/12,20-24 years,20-24,31,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2003,2003,"Dec., 2003",2003/12,25-29 years,25-29,35,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2003,2003,"Dec., 2003",2003/12,30-34 years,30-34,35,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2003,2003,"Dec., 2003",2003/12,35-39 years,35-39,61,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2003,2003,"Dec., 2003",2003/12,40-44 years,40-44,71,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2003,2003,"Dec., 2003",2003/12,45-49 years,45-49,63,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2003,2003,"Dec., 2003",2003/12,50-54 years,50-54,53,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2003,2003,"Dec., 2003",2003/12,55-59 years,55-59,20,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2003,2003,"Dec., 2003",2003/12,60-64 years,60-64,Suppressed,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2003,2003,"Dec., 2003",2003/12,65-69 years,65-69,Suppressed,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2003,2003,"Dec., 2003",2003/12,70-74 years,70-74,0,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2003,2003,"Dec., 2003",2003/12,75-79 years,75-79,Suppressed,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2003,2003,"Dec., 2003",2003/12,80-84 years,80-84,Suppressed,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2003,2003,"Dec., 2003",2003/12,85-89 years,85-89,Suppressed,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2003,2003,"Dec., 2003",2003/12,90-94 years,90-94,Suppressed,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2003,2003,"Dec., 2003",2003/12,95-99 years,95-99,0,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2003,2003,"Dec., 2003",2003/12,100+ years,100+,0,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2003,2003,"Dec., 2003",2003/12,Not Stated,NS,0,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2004,2004,"Jan., 2004",2004/01,< 1 year,1,Suppressed,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2004,2004,"Jan., 2004",2004/01,1-4 years,1-4,Suppressed,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2004,2004,"Jan., 2004",2004/01,5-9 years,5-9,0,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2004,2004,"Jan., 2004",2004/01,10-14 years,10-14,Suppressed,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2004,2004,"Jan., 2004",2004/01,15-19 years,15-19,12,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2004,2004,"Jan., 2004",2004/01,20-24 years,20-24,34,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2004,2004,"Jan., 2004",2004/01,25-29 years,25-29,40,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2004,2004,"Jan., 2004",2004/01,30-34 years,30-34,42,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2004,2004,"Jan., 2004",2004/01,35-39 years,35-39,68,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2004,2004,"Jan., 2004",2004/01,40-44 years,40-44,81,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2004,2004,"Jan., 2004",2004/01,45-49 years,45-49,71,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2004,2004,"Jan., 2004",2004/01,50-54 years,50-54,42,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2004,2004,"Jan., 2004",2004/01,55-59 years,55-59,28,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2004,2004,"Jan., 2004",2004/01,60-64 years,60-64,Suppressed,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2004,2004,"Jan., 2004",2004/01,65-69 years,65-69,Suppressed,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2004,2004,"Jan., 2004",2004/01,70-74 years,70-74,Suppressed,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2004,2004,"Jan., 2004",2004/01,75-79 years,75-79,Suppressed,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2004,2004,"Jan., 2004",2004/01,80-84 years,80-84,Suppressed,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2004,2004,"Jan., 2004",2004/01,85-89 years,85-89,Suppressed,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2004,2004,"Jan., 2004",2004/01,90-94 years,90-94,Suppressed,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2004,2004,"Jan., 2004",2004/01,95-99 years,95-99,0,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2004,2004,"Jan., 2004",2004/01,100+ years,100+,0,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2004,2004,"Jan., 2004",2004/01,Not Stated,NS,0,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2004,2004,"Feb., 2004",2004/02,< 1 year,1,0,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2004,2004,"Feb., 2004",2004/02,1-4 years,1-4,0,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2004,2004,"Feb., 2004",2004/02,5-9 years,5-9,0,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2004,2004,"Feb., 2004",2004/02,10-14 years,10-14,0,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2004,2004,"Feb., 2004",2004/02,15-19 years,15-19,10,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2004,2004,"Feb., 2004",2004/02,20-24 years,20-24,29,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2004,2004,"Feb., 2004",2004/02,25-29 years,25-29,33,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2004,2004,"Feb., 2004",2004/02,30-34 years,30-34,38,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2004,2004,"Feb., 2004",2004/02,35-39 years,35-39,69,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2004,2004,"Feb., 2004",2004/02,40-44 years,40-44,80,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2004,2004,"Feb., 2004",2004/02,45-49 years,45-49,58,Not Applicable,Not Applicable
