Notes,Census Division,Census Division Code,Year,Year Code,Month,Month Code,Ten-Year Age Groups,Ten-Year Age Groups Code,Deaths,Population,Crude Rate
,Division 3: East North Central,CENS-D3,2013,2013,"Jan., 2013",2013/01,1-4 years,1-4,0,Not Applicable,Not Applicable
,Division 3: East North Central,CENS-D3,2013,2013,"Jan., 2013",2013/01,5-14 years,5-14,0,Not Applicable,Not Applicable
,Division 3: East North Central,CENS-D3,2013,2013,"Jan., 2013",2013/01,15-24 years,15-24,55,Not Applicable,Not Applicable
,Division 3: East North Central,CENS-D3,2013,2013,"Jan., 2013",2013/01,25-34 years,25-34,150,Not Applicable,Not Applicable
,Division 3: East North Central,CENS-D3,2013,2013,"Jan., 2013",2013/01,35-44 years,35-44,147,Not Applicable,Not Applicable
,Division 3: East North Central,CENS-D3,2013,2013,"Jan., 2013",2013/01,45-54 years,45-54,189,Not Applicable,Not Applicable
,Division 3: East North Central,CENS-D3,2013,2013,"Jan., 2013",2013/01,55-64 years,55-64,105,Not Applicable,Not Applicable
,Division 3: East North Central,CENS-D3,2013,2013,"Jan., 2013",2013/01,65-74 years,65-74,19,Not Applicable,Not Applicable
,Division 3: East North Central,CENS-D3,2013,2013,"Jan., 2013",2013/01,75-84 years,75-84,Suppressed,Not Applicable,Not Applicable
,Division 3: East North Central,CENS-D3,2013,2013,"Jan., 2013",2013/01,85+ years,85+,Suppressed,Not Applicable,Not Applicable
,Division 3: East North Central,CENS-D3,2013,2013,"Jan., 2013",2013/01,Not Stated,NS,0,Not Applicable,Not Applicable
,Division 3: East North Central,CENS-D3,2013,2013,"Feb., 2013",2013/02,< 1 year,1,Suppressed,Not Applicable,Not Applicable
,Division 3: East North Central,CENS-D3,2013,2013,"Feb., 2013",2013/02,1-4 years,1-4,Suppressed,Not Applicable,Not Applicable
,Division 3: East North Central,CENS-D3,2013,2013,"Feb., 2013",2013/02,5-14 years,5-14,0,Not Applicable,Not Applicable
,Division 3: East North Central,CENS-D3,2013,2013,"Feb., 2013",2013/02,15-24 years,15-24,59,Not Applicable,Not Applicable
,Division 3: East North Central,CENS-D3,2013,2013,"Feb., 2013",2013/02,25-34 years,25-34,156,Not Applicable,Not Applicable
,Division 3: East North Central,CENS-D3,2013,2013,"Feb., 2013",2013/02,35-44 years,35-44,128,Not Applicable,Not Applicable
,Division 3: East North Central,CENS-D3,2013,2013,"Feb., 2013",2013/02,45-54 years,45-54,193,Not Applicable,Not Applicable
,Division 3: East North Central,CENS-D3,2013,2013,"Feb., 2013",2013/02,55-64 years,55-64,102,Not Applicable,Not Applicable
,Division 3: East North Central,CENS-D3,2013,2013,"Feb., 2013",2013/02,65-74 years,65-74,17,Not Applicable,Not Applicable
,Division 3: East North Central,CENS-D3,2013,2013,"Feb., 2013",2013/02,75-84 years,75-84,Suppressed,Not Applicable,Not Applicable
,Division 3: East North Central,CENS-D3,2013,2013,"Feb., 2013",2013/02,85+ years,85+,Suppressed,Not Applicable,Not Applicable
,Division 3: East North Central,CENS-D3,2013,2013,"Feb., 2013",2013/02,Not Stated,NS,0,Not Applicable,Not Applicable
,Division 3: East North Central,CENS-D3,2013,2013,"Mar., 2013",2013/03,< 1 year,1,Suppressed,Not Applicable,Not Applicable
,Division 3: East North Central,CENS-D3,2013,2013,"Mar., 2013",2013/03,1-4 years,1-4,Suppressed,Not Applicable,Not Applicable
,Division 3: East North Central,CENS-D3,2013,2013,"Mar., 2013",2013/03,5-14 years,5-14,Suppressed,Not Applicable,Not Applicable
,Division 3: East North Central,CENS-D3,2013,2013,"Mar., 2013",2013/03,15-24 years,15-24,71,Not Applicable,Not Applicable
,Division 3: East North Central,CENS-D3,2013,2013,"Mar., 2013",2013/03,25-34 years,25-34,142,Not Applicable,Not Applicable
,Division 3: East North Central,CENS-D3,2013,2013,"Mar., 2013",2013/03,35-44 years,35-44,130,Not Applicable,Not Applicable
,Division 3: East North Central,CENS-D3,2013,2013,"Mar., 2013",2013/03,45-54 years,45-54,226,Not Applicable,Not Applicable
,Division 3: East North Central,CENS-D3,2013,2013,"Mar., 2013",2013/03,55-64 years,55-64,91,Not Applicable,Not Applicable
,Division 3: East North Central,CENS-D3,2013,2013,"Mar., 2013",2013/03,65-74 years,65-74,19,Not Applicable,Not Applicable
,Division 3: East North Central,CENS-D3,2013,2013,"Mar., 2013",2013/03,75-84 years,75-84,Suppressed,Not Applicable,Not Applicable
,Division 3: East North Central,CENS-D3,2013,2013,"Mar., 2013",2013/03,85+ years,85+,Suppressed,Not Applicable,Not Applicable
,Division 3: East North Central,CENS-D3,2013,2013,"Mar., 2013",2013/03,Not Stated,NS,0,Not Applicable,Not Applicable
,Division 3: East North Central,CENS-D3,2013,2013,"Apr., 2013",2013/04,< 1 year,1,0,Not Applicable,Not Applicable
,Division 3: East North Central,CENS-D3,2013,2013,"Apr., 2013",2013/04,1-4 years,1-4,0,Not Applicable,Not Applicable
,Division 3: East North Central,CENS-D3,2013,2013,"Apr., 2013",2013/04,5-14 years,5-14,Suppressed,Not Applicable,Not Applicable
,Division 3: East North Central,CENS-D3,2013,2013,"Apr., 2013",2013/04,15-24 years,15-24,53,Not Applicable,Not Applicable
,Division 3: East North Central,CENS-D3,2013,2013,"Apr., 2013",2013/04,25-34 years,25-34,155,Not Applicable,Not Applicable
,Division 3: East North Central,CENS-D3,2013,2013,"Apr., 2013",2013/04,35-44 years,35-44,140,Not Applicable,Not Applicable
,Division 3: East North Central,CENS-D3,2013,2013,"Apr., 2013",2013/04,45-54 years,45-54,197,Not Applicable,Not Applicable
,Division 3: East North Central,CENS-D3,2013,2013,"Apr., 2013",2013/04,55-64 years,55-64,118,Not Applicable,Not Applicable
,Division 3: East North Central,CENS-D3,2013,2013,"Apr., 2013",2013/04,65-74 years,65-74,13,Not Applicable,Not Applicable
,Division 3: East North Central,CENS-D3,2013,2013,"Apr., 2013",2013/04,75-84 years,75-84,Suppressed,Not Applicable,Not Applicable
,Division 3: East North Central,CENS-D3,2013,2013,"Apr., 2013",2013/04,85+ years,85+,Suppressed,Not Applicable,Not Applicable
,Division 3: East North Central,CENS-D3,2013,2013,"Apr., 2013",2013/04,Not Stated,NS,0,Not Applicable,Not Applicable
,Division 3: East North Central,CENS-D3,2013,2013,"May, 2013",2013/05,< 1 year,1,0,Not Applicable,Not Applicable
,Division 3: East North Central,CENS-D3,2013,2013,"May, 2013",2013/05,1-4 years,1-4,0,Not Applicable,Not Applicable
,Division 3: East North Central,CENS-D3,2013,2013,"May, 2013",2013/05,5-14 years,5-14,Suppressed,Not Applicable,Not Applicable
,Division 3: East North Central,CENS-D3,2013,2013,"May, 2013",2013/05,15-24 years,15-24,66,Not Applicable,Not Applicable
,Division 3: East North Central,CENS-D3,2013,2013,"May, 2013",2013/05,25-34 years,25-34,147,Not Applicable,Not Applicable
,Division 3: East North Central,CENS-D3,2013,2013,"May, 2013",2013/05,35-44 years,35-44,139,Not Applicable,Not Applicable
,Division 3: East North Central,CENS-D3,2013,2013,"May, 2013",2013/05,45-54 years,45-54,195,Not Applicable,Not Applicable
,Division 3: East North Central,CENS-D3,2013,2013,"May, 2013",2013/05,55-64 years,55-64,91,Not Applicable,Not Applicable
,Division 3: East North Central,CENS-D3,2013,2013,"May, 2013",2013/05,65-74 years,65-74,16,Not Applicable,Not Applicable
,Division 3: East North Central,CENS-D3,2013,2013,"May, 2013",2013/05,75-84 years,75-84,10,Not Applicable,Not Applicable
,Division 3: East North Central,CENS-D3,2013,2013,"May, 2013",2013/05,85+ years,85+,Suppressed,Not Applicable,Not Applicable
,Division 3: East North Central,CENS-D3,2013,2013,"May, 2013",2013/05,Not Stated,NS,0,Not Applicable,Not Applicable
,Division 3: East North Central,CENS-D3,2013,2013,"Jun., 2013",2013/06,< 1 year,1,0,Not Applicable,Not Applicable
,Division 3: East North Central,CENS-D3,2013,2013,"Jun., 2013",2013/06,1-4 years,1-4,0,Not Applicable,Not Applicable
,Division 3: East North Central,CENS-D3,2013,2013,"Jun., 2013",2013/06,5-14 years,5-14,Suppressed,Not Applicable,Not Applicable
,Division 3: East North Central,CENS-D3,2013,2013,"Jun., 2013",2013/06,15-24 years,15-24,68,Not Applicable,Not Applicable
,Division 3: East North Central,CENS-D3,2013,2013,"Jun., 2013",2013/06,25-34 years,25-34,161,Not Applicable,Not Applicable
,Division 3: East North Central,CENS-D3,2013,2013,"Jun., 2013",2013/06,35-44 years,35-44,142,Not Applicable,Not Applicable
,Division 3: East North Central,CENS-D3,2013,2013,"Jun., 2013",2013/06,45-54 years,45-54,160,Not Applicable,Not Applicable
,Division 3: East North Central,CENS-D3,2013,2013,"Jun., 2013",2013/06,55-64 years,55-64,99,Not Applicable,Not Applicable
,Division 3: East North Central,CENS-D3,2013,2013,"Jun., 2013",2013/06,65-74 years,65-74,14,Not Applicable,Not Applicable
,Division 3: East North Central,CENS-D3,2013,2013,"Jun., 2013",2013/06,75-84 years,75-84,Suppressed,Not Applicable,Not Applicable
,Division 3: East North Central,CENS-D3,2013,2013,"Jun., 2013",2013/06,85+ years,85+,Suppressed,Not Applicable,Not Applicable
,Division 3: East North Central,CENS-D3,2013,2013,"Jun., 2013",2013/06,Not Stated,NS,0,Not Applicable,Not Applicable
,Division 3: East North Central,CENS-D3,2013,2013,"Jul., 2013",2013/07,< 1 year,1,Suppressed,Not Applicable,Not Applicable
,Division 3: East North Central,CENS-D3,2013,2013,"Jul., 2013",2013/07,1-4 years,1-4,0,Not Applicable,Not Applicable
,Division 3: East North Central,CENS-D3,2013,2013,"Jul., 2013",2013/07,5-14 years,5-14,Suppressed,Not Applicable,Not Applicable
,Division 3: East North Central,CENS-D3,2013,2013,"Jul., 2013",2013/07,15-24 years,15-24,55,Not Applicable,Not Applicable
,Division 3: East North Central,CENS-D3,2013,2013,"Jul., 2013",2013/07,25-34 years,25-34,148,Not Applicable,Not Applicable
,Division 3: East North Central,CENS-D3,2013,2013,"Jul., 2013",2013/07,35-44 years,35-44,150,Not Applicable,Not Applicable
,Division 3: East North Central,CENS-D3,2013,2013,"Jul., 2013",2013/07,45-54 years,45-54,178,Not Applicable,Not Applicable
,Division 3: East North Central,CENS-D3,2013,2013,"Jul., 2013",2013/07,55-64 years,55-64,112,Not Applicable,Not Applicable
,Division 3: East North Central,CENS-D3,2013,2013,"Jul., 2013",2013/07,65-74 years,65-74,28,Not Applicable,Not Applicable
,Division 3: East North Central,CENS-D3,2013,2013,"Jul., 2013",2013/07,75-84 years,75-84,11,Not Applicable,Not Applicable
,Division 3: East North Central,CENS-D3,2013,2013,"Jul., 2013",2013/07,85+ years,85+,Suppressed,Not Applicable,Not Applicable
,Division 3: East North Central,CENS-D3,2013,2013,"Jul., 2013",2013/07,Not Stated,NS,0,Not Applicable,Not Applicable
,Division 3: East North Central,CENS-D3,2013,2013,"Aug., 2013",2013/08,< 1 year,1,Suppressed,Not Applicable,Not Applicable
,Division 3: East North Central,CENS-D3,2013,2013,"Aug., 2013",2013/08,1-4 years,1-4,Suppressed,Not Applicable,Not Applicable
,Division 3: East North Central,CENS-D3,2013,2013,"Aug., 2013",2013/08,5-14 years,5-14,0,Not Applicable,Not Applicable
,Division 3: East North Central,CENS-D3,2013,2013,"Aug., 2013",2013/08,15-24 years,15-24,54,Not Applicable,Not Applicable
,Division 3: East North Central,CENS-D3,2013,2013,"Aug., 2013",2013/08,25-34 years,25-34,145,Not Applicable,Not Applicable
,Division 3: East North Central,CENS-D3,2013,2013,"Aug., 2013",2013/08,35-44 years,35-44,152,Not Applicable,Not Applicable
,Division 3: East North Central,CENS-D3,2013,2013,"Aug., 2013",2013/08,45-54 years,45-54,189,Not Applicable,Not Applicable
,Division 3: East North Central,CENS-D3,2013,2013,"Aug., 2013",2013/08,55-64 years,55-64,110,Not Applicable,Not Applicable
,Division 3: East North Central,CENS-D3,2013,2013,"Aug., 2013",2013/08,65-74 years,65-74,15,Not Applicable,Not Applicable
,Division 3: East North Central,CENS-D3,2013,2013,"Aug., 2013",2013/08,75-84 years,75-84,Suppressed,Not Applicable,Not Applicable
,Division 3: East North Central,CENS-D3,2013,2013,"Aug., 2013",2013/08,85+ years,85+,Suppressed,Not Applicable,Not Applicable
,Division 3: East North Central,CENS-D3,2013,2013,"Aug., 2013",2013/08,Not Stated,NS,0,Not Applicable,Not Applicable
,Division 3: East North Central,CENS-D3,2013,2013,"Sep., 2013",2013/09,< 1 year,1,Suppressed,Not Applicable,Not Applicable
,Division 3: East North Central,CENS-D3,2013,2013,"Sep., 2013",2013/09,1-4 years,1-4,Suppressed,Not Applicable,Not Applicable
,Division 3: East North Central,CENS-D3,2013,2013,"Sep., 2013",2013/09,5-14 years,5-14,0,Not Applicable,Not Applicable
,Division 3: East North Central,CENS-D3,2013,2013,"Sep., 2013",2013/09,15-24 years,15-24,59,Not Applicable,Not Applicable
,Division 3: East North Central,CENS-D3,2013,2013,"Sep., 2013",2013/09,25-34 years,25-34,149,Not Applicable,Not Applicable
,Division 3: East North Central,CENS-D3,2013,2013,"Sep., 2013",2013/09,35-44 years,35-44,130,Not Applicable,Not Applicable
,Division 3: East North Central,CENS-D3,2013,2013,"Sep., 2013",2013/09,45-54 years,45-54,153,Not Applicable,Not Applicable
,Division 3: East North Central,CENS-D3,2013,2013,"Sep., 2013",2013/09,55-64 years,55-64,106,Not Applicable,Not Applicable
,Division 3: East North Central,CENS-D3,2013,2013,"Sep., 2013",2013/09,65-74 years,65-74,13,Not Applicable,Not Applicable
,Division 3: East North Central,CENS-D3,2013,2013,"Sep., 2013",2013/09,75-84 years,75-84,14,Not Applicable,Not Applicable
,Division 3: East North Central,CENS-D3,2013,2013,"Sep., 2013",2013/09,85+ years,85+,Suppressed,Not Applicable,Not Applicable
,Division 3: East North Central,CENS-D3,2013,2013,"Sep., 2013",2013/09,Not Stated,NS,0,Not Applicable,Not Applicable
,Division 3: East North Central,CENS-D3,2013,2013,"Oct., 2013",2013/10,< 1 year,1,Suppressed,Not Applicable,Not Applicable
,Division 3: East North Central,CENS-D3,2013,2013,"Oct., 2013",2013/10,1-4 years,1-4,0,Not Applicable,Not Applicable
,Division 3: East North Central,CENS-D3,2013,2013,"Oct., 2013",2013/10,5-14 years,5-14,0,Not Applicable,Not Applicable
,Division 3: East North Central,CENS-D3,2013,2013,"Oct., 2013",2013/10,15-24 years,15-24,64,Not Applicable,Not Applicable
,Division 3: East North Central,CENS-D3,2013,2013,"Oct., 2013",2013/10,25-34 years,25-34,132,Not Applicable,Not Applicable
,Division 3: East North Central,CENS-D3,2013,2013,"Oct., 2013",2013/10,35-44 years,35-44,145,Not Applicable,Not Applicable
,Division 3: East North Central,CENS-D3,2013,2013,"Oct., 2013",2013/10,45-54 years,45-54,166,Not Applicable,Not Applicable
,Division 3: East North Central,CENS-D3,2013,2013,"Oct., 2013",2013/10,55-64 years,55-64,98,Not Applicable,Not Applicable
,Division 3: East North Central,CENS-D3,2013,2013,"Oct., 2013",2013/10,65-74 years,65-74,19,Not Applicable,Not Applicable
,Division 3: East North Central,CENS-D3,2013,2013,"Oct., 2013",2013/10,75-84 years,75-84,Suppressed,Not Applicable,Not Applicable
,Division 3: East North Central,CENS-D3,2013,2013,"Oct., 2013",2013/10,85+ years,85+,Suppressed,Not Applicable,Not Applicable
,Division 3: East North Central,CENS-D3,2013,2013,"Oct., 2013",2013/10,Not Stated,NS,0,Not Applicable,Not Applicable
,Division 3: East North Central,CENS-D3,2013,2013,"Nov., 2013",2013/11,< 1 year,1,0,Not Applicable,Not Applicable
,Division 3: East North Central,CENS-D3,2013,2013,"Nov., 2013",2013/11,1-4 years,1-4,0,Not Applicable,Not Applicable
,Division 3: East North Central,CENS-D3,2013,2013,"Nov., 2013",2013/11,5-14 years,5-14,0,Not Applicable,Not Applicable
,Division 3: East North Central,CENS-D3,2013,2013,"Nov., 2013",2013/11,15-24 years,15-24,63,Not Applicable,Not Applicable
,Division 3: East North Central,CENS-D3,2013,2013,"Nov., 2013",2013/11,25-34 years,25-34,136,Not Applicable,Not Applicable
,Division 3: East North Central,CENS-D3,2013,2013,"Nov., 2013",2013/11,35-44 years,35-44,157,Not Applicable,Not Applicable
,Division 3: East North Central,CENS-D3,2013,2013,"Nov., 2013",2013/11,45-54 years,45-54,160,Not Applicable,Not Applicable
,Division 3: East North Central,CENS-D3,2013,2013,"Nov., 2013",2013/11,55-64 years,55-64,108,Not Applicable,Not Applicable
,Division 3: East North Central,CENS-D3,2013,2013,"Nov., 2013",2013/11,65-74 years,65-74,29,Not Applicable,Not Applicable
,Division 3: East North Central,CENS-D3,2013,2013,"Nov., 2013",2013/11,75-84 years,75-84,10,Not Applicable,Not Applicable
,Division 3: East North Central,CENS-D3,2013,2013,"Nov., 2013",2013/11,85+ years,85+,Suppressed,Not Applicable,Not Applicable
,Division 3: East North Central,CENS-D3,2013,2013,"Nov., 2013",2013/11,Not Stated,NS,0,Not Applicable,Not Applicable
,Division 3: East North Central,CENS-D3,2013,2013,"Dec., 2013",2013/12,< 1 year,1,0,Not Applicable,Not Applicable
,Division 3: East North Central,CENS-D3,2013,2013,"Dec., 2013",2013/12,1-4 years,1-4,Suppressed,Not Applicable,Not Applicable
,Division 3: East North Central,CENS-D3,2013,2013,"Dec., 2013",2013/12,5-14 years,5-14,0,Not Applicable,Not Applicable
,Division 3: East North Central,CENS-D3,2013,2013,"Dec., 2013",2013/12,15-24 years,15-24,46,Not Applicable,Not Applicable
,Division 3: East North Central,CENS-D3,2013,2013,"Dec., 2013",2013/12,25-34 years,25-34,148,Not Applicable,Not Applicable
,Division 3: East North Central,CENS-D3,2013,2013,"Dec., 2013",2013/12,35-44 years,35-44,124,Not Applicable,Not Applicable
,Division 3: East North Central,CENS-D3,2013,2013,"Dec., 2013",2013/12,45-54 years,45-54,179,Not Applicable,Not Applicable
,Division 3: East North Central,CENS-D3,2013,2013,"Dec., 2013",2013/12,55-64 years,55-64,113,Not Applicable,Not Applicable
,Division 3: East North Central,CENS-D3,2013,2013,"Dec., 2013",2013/12,65-74 years,65-74,25,Not Applicable,Not Applicable
,Division 3: East North Central,CENS-D3,2013,2013,"Dec., 2013",2013/12,75-84 years,75-84,Suppressed,Not Applicable,Not Applicable
,Division 3: East North Central,CENS-D3,2013,2013,"Dec., 2013",2013/12,85+ years,85+,Suppressed,Not Applicable,Not Applicable
,Division 3: East North Central,CENS-D3,2013,2013,"Dec., 2013",2013/12,Not Stated,NS,0,Not Applicable,Not Applicable
,Division 3: East North Central,CENS-D3,2014,2014,"Jan., 2014",2014/01,< 1 year,1,0,Not Applicable,Not Applicable
,Division 3: East North Central,CENS-D3,2014,2014,"Jan., 2014",2014/01,1-4 years,1-4,0,Not Applicable,Not Applicable
,Division 3: East North Central,CENS-D3,2014,2014,"Jan., 2014",2014/01,5-14 years,5-14,0,Not Applicable,Not Applicable
,Division 3: East North Central,CENS-D3,2014,2014,"Jan., 2014",2014/01,15-24 years,15-24,63,Not Applicable,Not Applicable
,Division 3: East North Central,CENS-D3,2014,2014,"Jan., 2014",2014/01,25-34 years,25-34,144,Not Applicable,Not Applicable
,Division 3: East North Central,CENS-D3,2014,2014,"Jan., 2014",2014/01,35-44 years,35-44,152,Not Applicable,Not Applicable
,Division 3: East North Central,CENS-D3,2014,2014,"Jan., 2014",2014/01,45-54 years,45-54,190,Not Applicable,Not Applicable
,Division 3: East North Central,CENS-D3,2014,2014,"Jan., 2014",2014/01,55-64 years,55-64,127,Not Applicable,Not Applicable
,Division 3: East North Central,CENS-D3,2014,2014,"Jan., 2014",2014/01,65-74 years,65-74,21,Not Applicable,Not Applicable
,Division 3: East North Central,CENS-D3,2014,2014,"Jan., 2014",2014/01,75-84 years,75-84,10,Not Applicable,Not Applicable
,Division 3: East North Central,CENS-D3,2014,2014,"Jan., 2014",2014/01,85+ years,85+,Suppressed,Not Applicable,Not Applicable
,Division 3: East North Central,CENS-D3,2014,2014,"Jan., 2014",2014/01,Not Stated,NS,0,Not Applicable,Not Applicable
,Division 3: East North Central,CENS-D3,2014,2014,"Feb., 2014",2014/02,< 1 year,1,0,Not Applicable,Not Applicable
,Division 3: East North Central,CENS-D3,2014,2014,"Feb., 2014",2014/02,1-4 years,1-4,Suppressed,Not Applicable,Not Applicable
,Division 3: East North Central,CENS-D3,2014,2014,"Feb., 2014",2014/02,5-14 years,5-14,Suppressed,Not Applicable,Not Applicable
,Division 3: East North Central,CENS-D3,2014,2014,"Feb., 2014",2014/02,15-24 years,15-24,50,Not Applicable,Not Applicable
,Division 3: East North Central,CENS-D3,2014,2014,"Feb., 2014",2014/02,25-34 years,25-34,160,Not Applicable,Not Applicable
,Division 3: East North Central,CENS-D3,2014,2014,"Feb., 2014",2014/02,35-44 years,35-44,168,Not Applicable,Not Applicable
,Division 3: East North Central,CENS-D3,2014,2014,"Feb., 2014",2014/02,45-54 years,45-54,192,Not Applicable,Not Applicable
,Division 3: East North Central,CENS-D3,2014,2014,"Feb., 2014",2014/02,55-64 years,55-64,106,Not Applicable,Not Applicable
,Division 3: East North Central,CENS-D3,2014,2014,"Feb., 2014",2014/02,65-74 years,65-74,23,Not Applicable,Not Applicable
,Division 3: East North Central,CENS-D3,2014,2014,"Feb., 2014",2014/02,75-84 years,75-84,Suppressed,Not Applicable,Not Applicable
,Division 3: East North Central,CENS-D3,2014,2014,"Feb., 2014",2014/02,85+ years,85+,Suppressed,Not Applicable,Not Applicable
,Division 3: East North Central,CENS-D3,2014,2014,"Feb., 2014",2014/02,Not Stated,NS,0,Not Applicable,Not Applicable
,Division 3: East North Central,CENS-D3,2014,2014,"Mar., 2014",2014/03,< 1 year,1,0,Not Applicable,Not Applicable
,Division 3: East North Central,CENS-D3,2014,2014,"Mar., 2014",2014/03,1-4 years,1-4,Suppressed,Not Applicable,Not Applicable
,Division 3: East North Central,CENS-D3,2014,2014,"Mar., 2014",2014/03,5-14 years,5-14,Suppressed,Not Applicable,Not Applicable
,Division 3: East North Central,CENS-D3,2014,2014,"Mar., 2014",2014/03,15-24 years,15-24,59,Not Applicable,Not Applicable
,Division 3: East North Central,CENS-D3,2014,2014,"Mar., 2014",2014/03,25-34 years,25-34,186,Not Applicable,Not Applicable
,Division 3: East North Central,CENS-D3,2014,2014,"Mar., 2014",2014/03,35-44 years,35-44,177,Not Applicable,Not Applicable
,Division 3: East North Central,CENS-D3,2014,2014,"Mar., 2014",2014/03,45-54 years,45-54,188,Not Applicable,Not Applicable
,Division 3: East North Central,CENS-D3,2014,2014,"Mar., 2014",2014/03,55-64 years,55-64,117,Not Applicable,Not Applicable
,Division 3: East North Central,CENS-D3,2014,2014,"Mar., 2014",2014/03,65-74 years,65-74,22,Not Applicable,Not Applicable
,Division 3: East North Central,CENS-D3,2014,2014,"Mar., 2014",2014/03,75-84 years,75-84,Suppressed,Not Applicable,Not Applicable
,Division 3: East North Central,CENS-D3,2014,2014,"Mar., 2014",2014/03,85+ years,85+,Suppressed,Not Applicable,Not Applicable
,Division 3: East North Central,CENS-D3,2014,2014,"Mar., 2014",2014/03,Not Stated,NS,0,Not Applicable,Not Applicable
,Division 3: East North Central,CENS-D3,2014,2014,"Apr., 2014",2014/04,< 1 year,1,0,Not Applicable,Not Applicable
,Division 3: East North Central,CENS-D3,2014,2014,"Apr., 2014",2014/04,1-4 years,1-4,Suppressed,Not Applicable,Not Applicable
,Division 3: East North Central,CENS-D3,2014,2014,"Apr., 2014",2014/04,5-14 years,5-14,0,Not Applicable,Not Applicable
,Division 3: East North Central,CENS-D3,2014,2014,"Apr., 2014",2014/04,15-24 years,15-24,61,Not Applicable,Not Applicable
,Division 3: East North Central,CENS-D3,2014,2014,"Apr., 2014",2014/04,25-34 years,25-34,121,Not Applicable,Not Applicable
,Division 3: East North Central,CENS-D3,2014,2014,"Apr., 2014",2014/04,35-44 years,35-44,160,Not Applicable,Not Applicable
,Division 3: East North Central,CENS-D3,2014,2014,"Apr., 2014",2014/04,45-54 years,45-54,147,Not Applicable,Not Applicable
,Division 3: East North Central,CENS-D3,2014,2014,"Apr., 2014",2014/04,55-64 years,55-64,123,Not Applicable,Not Applicable
,Division 3: East North Central,CENS-D3,2014,2014,"Apr., 2014",2014/04,65-74 years,65-74,19,Not Applicable,Not Applicable
,Division 3: East North Central,CENS-D3,2014,2014,"Apr., 2014",2014/04,75-84 years,75-84,Suppressed,Not Applicable,Not Applicable
,Division 3: East North Central,CENS-D3,2014,2014,"Apr., 2014",2014/04,85+ years,85+,Suppressed,Not Applicable,Not Applicable
,Division 3: East North Central,CENS-D3,2014,2014,"Apr., 2014",2014/04,Not Stated,NS,0,Not Applicable,Not Applicable
,Division 3: East North Central,CENS-D3,2014,2014,"May, 2014",2014/05,< 1 year,1,0,Not Applicable,Not Applicable
,Division 3: East North Central,CENS-D3,2014,2014,"May, 2014",2014/05,1-4 years,1-4,0,Not Applicable,Not Applicable
,Division 3: East North Central,CENS-D3,2014,2014,"May, 2014",2014/05,5-14 years,5-14,Suppressed,Not Applicable,Not Applicable
,Division 3: East North Central,CENS-D3,2014,2014,"May, 2014",2014/05,15-24 years,15-24,45,Not Applicable,Not Applicable
,Division 3: East North Central,CENS-D3,2014,2014,"May, 2014",2014/05,25-34 years,25-34,141,Not Applicable,Not Applicable
,Division 3: East North Central,CENS-D3,2014,2014,"May, 2014",2014/05,35-44 years,35-44,149,Not Applicable,Not Applicable
,Division 3: East North Central,CENS-D3,2014,2014,"May, 2014",2014/05,45-54 years,45-54,181,Not Applicable,Not Applicable
,Division 3: East North Central,CENS-D3,2014,2014,"May, 2014",2014/05,55-64 years,55-64,118,Not Applicable,Not Applicable
,Division 3: East North Central,CENS-D3,2014,2014,"May, 2014",2014/05,65-74 years,65-74,24,Not Applicable,Not Applicable
,Division 3: East North Central,CENS-D3,2014,2014,"May, 2014",2014/05,75-84 years,75-84,Suppressed,Not Applicable,Not Applicable
,Division 3: East North Central,CENS-D3,2014,2014,"May, 2014",2014/05,85+ years,85+,Suppressed,Not Applicable,Not Applicable
,Division 3: East North Central,CENS-D3,2014,2014,"May, 2014",2014/05,Not Stated,NS,0,Not Applicable,Not Applicable
,Division 3: East North Central,CENS-D3,2014,2014,"Jun., 2014",2014/06,< 1 year,1,0,Not Applicable,Not Applicable
,Division 3: East North Central,CENS-D3,2014,2014,"Jun., 2014",2014/06,1-4 years,1-4,Suppressed,Not Applicable,Not Applicable
,Division 3: East North Central,CENS-D3,2014,2014,"Jun., 2014",2014/06,5-14 years,5-14,Suppressed,Not Applicable,Not Applicable
,Division 3: East North Central,CENS-D3,2014,2014,"Jun., 2014",2014/06,15-24 years,15-24,55,Not Applicable,Not Applicable
,Division 3: East North Central,CENS-D3,2014,2014,"Jun., 2014",2014/06,25-34 years,25-34,189,Not Applicable,Not Applicable
,Division 3: East North Central,CENS-D3,2014,2014,"Jun., 2014",2014/06,35-44 years,35-44,161,Not Applicable,Not Applicable
,Division 3: East North Central,CENS-D3,2014,2014,"Jun., 2014",2014/06,45-54 years,45-54,173,Not Applicable,Not Applicable
,Division 3: East North Central,CENS-D3,2014,2014,"Jun., 2014",2014/06,55-64 years,55-64,108,Not Applicable,Not Applicable
,Division 3: East North Central,CENS-D3,2014,2014,"Jun., 2014",2014/06,65-74 years,65-74,27,Not Applicable,Not Applicable
,Division 3: East North Central,CENS-D3,2014,2014,"Jun., 2014",2014/06,75-84 years,75-84,Suppressed,Not Applicable,Not Applicable
,Division 3: East North Central,CENS-D3,2014,2014,"Jun., 2014",2014/06,85+ years,85+,Suppressed,Not Applicable,Not Applicable
,Division 3: East North Central,CENS-D3,2014,2014,"Jun., 2014",2014/06,Not Stated,NS,0,Not Applicable,Not Applicable
,Division 3: East North Central,CENS-D3,2014,2014,"Jul., 2014",2014/07,< 1 year,1,0,Not Applicable,Not Applicable
