Notes,Census Division,Census Division Code,Year,Year Code,Month,Month Code,Ten-Year Age Groups,Ten-Year Age Groups Code,Deaths,Population,Crude Rate
,Division 6: East South Central,CENS-D6,2011,2011,"Sep., 2011",2011/09,1-4 years,1-4,0,Not Applicable,Not Applicable
,Division 6: East South Central,CENS-D6,2011,2011,"Sep., 2011",2011/09,5-14 years,5-14,0,Not Applicable,Not Applicable
,Division 6: East South Central,CENS-D6,2011,2011,"Sep., 2011",2011/09,15-24 years,15-24,23,Not Applicable,Not Applicable
,Division 6: East South Central,CENS-D6,2011,2011,"Sep., 2011",2011/09,25-34 years,25-34,55,Not Applicable,Not Applicable
,Division 6: East South Central,CENS-D6,2011,2011,"Sep., 2011",2011/09,35-44 years,35-44,70,Not Applicable,Not Applicable
,Division 6: East South Central,CENS-D6,2011,2011,"Sep., 2011",2011/09,45-54 years,45-54,77,Not Applicable,Not Applicable
,Division 6: East South Central,CENS-D6,2011,2011,"Sep., 2011",2011/09,55-64 years,55-64,30,Not Applicable,Not Applicable
,Division 6: East South Central,CENS-D6,2011,2011,"Sep., 2011",2011/09,65-74 years,65-74,Suppressed,Not Applicable,Not Applicable
,Division 6: East South Central,CENS-D6,2011,2011,"Sep., 2011",2011/09,75-84 years,75-84,Suppressed,Not Applicable,Not Applicable
,Division 6: East South Central,CENS-D6,2011,2011,"Sep., 2011",2011/09,85+ years,85+,Suppressed,Not Applicable,Not Applicable
,Division 6: East South Central,CENS-D6,2011,2011,"Sep., 2011",2011/09,Not Stated,NS,0,Not Applicable,Not Applicable
,Division 6: East South Central,CENS-D6,2011,2011,"Oct., 2011",2011/10,< 1 year,1,0,Not Applicable,Not Applicable
,Division 6: East South Central,CENS-D6,2011,2011,"Oct., 2011",2011/10,1-4 years,1-4,Suppressed,Not Applicable,Not Applicable
,Division 6: East South Central,CENS-D6,2011,2011,"Oct., 2011",2011/10,5-14 years,5-14,0,Not Applicable,Not Applicable
,Division 6: East South Central,CENS-D6,2011,2011,"Oct., 2011",2011/10,15-24 years,15-24,15,Not Applicable,Not Applicable
,Division 6: East South Central,CENS-D6,2011,2011,"Oct., 2011",2011/10,25-34 years,25-34,49,Not Applicable,Not Applicable
,Division 6: East South Central,CENS-D6,2011,2011,"Oct., 2011",2011/10,35-44 years,35-44,71,Not Applicable,Not Applicable
,Division 6: East South Central,CENS-D6,2011,2011,"Oct., 2011",2011/10,45-54 years,45-54,67,Not Applicable,Not Applicable
,Division 6: East South Central,CENS-D6,2011,2011,"Oct., 2011",2011/10,55-64 years,55-64,32,Not Applicable,Not Applicable
,Division 6: East South Central,CENS-D6,2011,2011,"Oct., 2011",2011/10,65-74 years,65-74,Suppressed,Not Applicable,Not Applicable
,Division 6: East South Central,CENS-D6,2011,2011,"Oct., 2011",2011/10,75-84 years,75-84,Suppressed,Not Applicable,Not Applicable
,Division 6: East South Central,CENS-D6,2011,2011,"Oct., 2011",2011/10,85+ years,85+,Suppressed,Not Applicable,Not Applicable
,Division 6: East South Central,CENS-D6,2011,2011,"Oct., 2011",2011/10,Not Stated,NS,0,Not Applicable,Not Applicable
,Division 6: East South Central,CENS-D6,2011,2011,"Nov., 2011",2011/11,< 1 year,1,0,Not Applicable,Not Applicable
,Division 6: East South Central,CENS-D6,2011,2011,"Nov., 2011",2011/11,1-4 years,1-4,0,Not Applicable,Not Applicable
,Division 6: East South Central,CENS-D6,2011,2011,"Nov., 2011",2011/11,5-14 years,5-14,0,Not Applicable,Not Applicable
,Division 6: East South Central,CENS-D6,2011,2011,"Nov., 2011",2011/11,15-24 years,15-24,26,Not Applicable,Not Applicable
,Division 6: East South Central,CENS-D6,2011,2011,"Nov., 2011",2011/11,25-34 years,25-34,44,Not Applicable,Not Applicable
,Division 6: East South Central,CENS-D6,2011,2011,"Nov., 2011",2011/11,35-44 years,35-44,65,Not Applicable,Not Applicable
,Division 6: East South Central,CENS-D6,2011,2011,"Nov., 2011",2011/11,45-54 years,45-54,72,Not Applicable,Not Applicable
,Division 6: East South Central,CENS-D6,2011,2011,"Nov., 2011",2011/11,55-64 years,55-64,19,Not Applicable,Not Applicable
,Division 6: East South Central,CENS-D6,2011,2011,"Nov., 2011",2011/11,65-74 years,65-74,13,Not Applicable,Not Applicable
,Division 6: East South Central,CENS-D6,2011,2011,"Nov., 2011",2011/11,75-84 years,75-84,Suppressed,Not Applicable,Not Applicable
,Division 6: East South Central,CENS-D6,2011,2011,"Nov., 2011",2011/11,85+ years,85+,Suppressed,Not Applicable,Not Applicable
,Division 6: East South Central,CENS-D6,2011,2011,"Nov., 2011",2011/11,Not Stated,NS,0,Not Applicable,Not Applicable
,Division 6: East South Central,CENS-D6,2011,2011,"Dec., 2011",2011/12,< 1 year,1,0,Not Applicable,Not Applicable
,Division 6: East South Central,CENS-D6,2011,2011,"Dec., 2011",2011/12,1-4 years,1-4,0,Not Applicable,Not Applicable
,Division 6: East South Central,CENS-D6,2011,2011,"Dec., 2011",2011/12,5-14 years,5-14,Suppressed,Not Applicable,Not Applicable
,Division 6: East South Central,CENS-D6,2011,2011,"Dec., 2011",2011/12,15-24 years,15-24,14,Not Applicable,Not Applicable
,Division 6: East South Central,CENS-D6,2011,2011,"Dec., 2011",2011/12,25-34 years,25-34,61,Not Applicable,Not Applicable
,Division 6: East South Central,CENS-D6,2011,2011,"Dec., 2011",2011/12,35-44 years,35-44,67,Not Applicable,Not Applicable
,Division 6: East South Central,CENS-D6,2011,2011,"Dec., 2011",2011/12,45-54 years,45-54,65,Not Applicable,Not Applicable
,Division 6: East South Central,CENS-D6,2011,2011,"Dec., 2011",2011/12,55-64 years,55-64,27,Not Applicable,Not Applicable
,Division 6: East South Central,CENS-D6,2011,2011,"Dec., 2011",2011/12,65-74 years,65-74,Suppressed,Not Applicable,Not Applicable
,Division 6: East South Central,CENS-D6,2011,2011,"Dec., 2011",2011/12,75-84 years,75-84,Suppressed,Not Applicable,Not Applicable
,Division 6: East South Central,CENS-D6,2011,2011,"Dec., 2011",2011/12,85+ years,85+,Suppressed,Not Applicable,Not Applicable
,Division 6: East South Central,CENS-D6,2011,2011,"Dec., 2011",2011/12,Not Stated,NS,Suppressed,Not Applicable,Not Applicable
,Division 6: East South Central,CENS-D6,2012,2012,"Jan., 2012",2012/01,< 1 year,1,0,Not Applicable,Not Applicable
,Division 6: East South Central,CENS-D6,2012,2012,"Jan., 2012",2012/01,1-4 years,1-4,0,Not Applicable,Not Applicable
,Division 6: East South Central,CENS-D6,2012,2012,"Jan., 2012",2012/01,5-14 years,5-14,Suppressed,Not Applicable,Not Applicable
,Division 6: East South Central,CENS-D6,2012,2012,"Jan., 2012",2012/01,15-24 years,15-24,20,Not Applicable,Not Applicable
,Division 6: East South Central,CENS-D6,2012,2012,"Jan., 2012",2012/01,25-34 years,25-34,51,Not Applicable,Not Applicable
,Division 6: East South Central,CENS-D6,2012,2012,"Jan., 2012",2012/01,35-44 years,35-44,74,Not Applicable,Not Applicable
,Division 6: East South Central,CENS-D6,2012,2012,"Jan., 2012",2012/01,45-54 years,45-54,94,Not Applicable,Not Applicable
,Division 6: East South Central,CENS-D6,2012,2012,"Jan., 2012",2012/01,55-64 years,55-64,39,Not Applicable,Not Applicable
,Division 6: East South Central,CENS-D6,2012,2012,"Jan., 2012",2012/01,65-74 years,65-74,12,Not Applicable,Not Applicable
,Division 6: East South Central,CENS-D6,2012,2012,"Jan., 2012",2012/01,75-84 years,75-84,Suppressed,Not Applicable,Not Applicable
,Division 6: East South Central,CENS-D6,2012,2012,"Jan., 2012",2012/01,85+ years,85+,Suppressed,Not Applicable,Not Applicable
,Division 6: East South Central,CENS-D6,2012,2012,"Jan., 2012",2012/01,Not Stated,NS,0,Not Applicable,Not Applicable
,Division 6: East South Central,CENS-D6,2012,2012,"Feb., 2012",2012/02,< 1 year,1,0,Not Applicable,Not Applicable
,Division 6: East South Central,CENS-D6,2012,2012,"Feb., 2012",2012/02,1-4 years,1-4,0,Not Applicable,Not Applicable
,Division 6: East South Central,CENS-D6,2012,2012,"Feb., 2012",2012/02,5-14 years,5-14,0,Not Applicable,Not Applicable
,Division 6: East South Central,CENS-D6,2012,2012,"Feb., 2012",2012/02,15-24 years,15-24,26,Not Applicable,Not Applicable
,Division 6: East South Central,CENS-D6,2012,2012,"Feb., 2012",2012/02,25-34 years,25-34,60,Not Applicable,Not Applicable
,Division 6: East South Central,CENS-D6,2012,2012,"Feb., 2012",2012/02,35-44 years,35-44,68,Not Applicable,Not Applicable
,Division 6: East South Central,CENS-D6,2012,2012,"Feb., 2012",2012/02,45-54 years,45-54,84,Not Applicable,Not Applicable
,Division 6: East South Central,CENS-D6,2012,2012,"Feb., 2012",2012/02,55-64 years,55-64,42,Not Applicable,Not Applicable
,Division 6: East South Central,CENS-D6,2012,2012,"Feb., 2012",2012/02,65-74 years,65-74,Suppressed,Not Applicable,Not Applicable
,Division 6: East South Central,CENS-D6,2012,2012,"Feb., 2012",2012/02,75-84 years,75-84,Suppressed,Not Applicable,Not Applicable
,Division 6: East South Central,CENS-D6,2012,2012,"Feb., 2012",2012/02,85+ years,85+,Suppressed,Not Applicable,Not Applicable
,Division 6: East South Central,CENS-D6,2012,2012,"Feb., 2012",2012/02,Not Stated,NS,0,Not Applicable,Not Applicable
,Division 6: East South Central,CENS-D6,2012,2012,"Mar., 2012",2012/03,< 1 year,1,0,Not Applicable,Not Applicable
,Division 6: East South Central,CENS-D6,2012,2012,"Mar., 2012",2012/03,1-4 years,1-4,0,Not Applicable,Not Applicable
,Division 6: East South Central,CENS-D6,2012,2012,"Mar., 2012",2012/03,5-14 years,5-14,0,Not Applicable,Not Applicable
,Division 6: East South Central,CENS-D6,2012,2012,"Mar., 2012",2012/03,15-24 years,15-24,16,Not Applicable,Not Applicable
,Division 6: East South Central,CENS-D6,2012,2012,"Mar., 2012",2012/03,25-34 years,25-34,66,Not Applicable,Not Applicable
,Division 6: East South Central,CENS-D6,2012,2012,"Mar., 2012",2012/03,35-44 years,35-44,83,Not Applicable,Not Applicable
,Division 6: East South Central,CENS-D6,2012,2012,"Mar., 2012",2012/03,45-54 years,45-54,96,Not Applicable,Not Applicable
,Division 6: East South Central,CENS-D6,2012,2012,"Mar., 2012",2012/03,55-64 years,55-64,41,Not Applicable,Not Applicable
,Division 6: East South Central,CENS-D6,2012,2012,"Mar., 2012",2012/03,65-74 years,65-74,13,Not Applicable,Not Applicable
,Division 6: East South Central,CENS-D6,2012,2012,"Mar., 2012",2012/03,75-84 years,75-84,Suppressed,Not Applicable,Not Applicable
,Division 6: East South Central,CENS-D6,2012,2012,"Mar., 2012",2012/03,85+ years,85+,Suppressed,Not Applicable,Not Applicable
,Division 6: East South Central,CENS-D6,2012,2012,"Mar., 2012",2012/03,Not Stated,NS,0,Not Applicable,Not Applicable
,Division 6: East South Central,CENS-D6,2012,2012,"Apr., 2012",2012/04,< 1 year,1,0,Not Applicable,Not Applicable
,Division 6: East South Central,CENS-D6,2012,2012,"Apr., 2012",2012/04,1-4 years,1-4,Suppressed,Not Applicable,Not Applicable
,Division 6: East South Central,CENS-D6,2012,2012,"Apr., 2012",2012/04,5-14 years,5-14,Suppressed,Not Applicable,Not Applicable
,Division 6: East South Central,CENS-D6,2012,2012,"Apr., 2012",2012/04,15-24 years,15-24,23,Not Applicable,Not Applicable
,Division 6: East South Central,CENS-D6,2012,2012,"Apr., 2012",2012/04,25-34 years,25-34,49,Not Applicable,Not Applicable
,Division 6: East South Central,CENS-D6,2012,2012,"Apr., 2012",2012/04,35-44 years,35-44,65,Not Applicable,Not Applicable
,Division 6: East South Central,CENS-D6,2012,2012,"Apr., 2012",2012/04,45-54 years,45-54,94,Not Applicable,Not Applicable
,Division 6: East South Central,CENS-D6,2012,2012,"Apr., 2012",2012/04,55-64 years,55-64,39,Not Applicable,Not Applicable
,Division 6: East South Central,CENS-D6,2012,2012,"Apr., 2012",2012/04,65-74 years,65-74,Suppressed,Not Applicable,Not Applicable
,Division 6: East South Central,CENS-D6,2012,2012,"Apr., 2012",2012/04,75-84 years,75-84,Suppressed,Not Applicable,Not Applicable
,Division 6: East South Central,CENS-D6,2012,2012,"Apr., 2012",2012/04,85+ years,85+,Suppressed,Not Applicable,Not Applicable
,Division 6: East South Central,CENS-D6,2012,2012,"Apr., 2012",2012/04,Not Stated,NS,0,Not Applicable,Not Applicable
,Division 6: East South Central,CENS-D6,2012,2012,"May, 2012",2012/05,< 1 year,1,Suppressed,Not Applicable,Not Applicable
,Division 6: East South Central,CENS-D6,2012,2012,"May, 2012",2012/05,1-4 years,1-4,0,Not Applicable,Not Applicable
,Division 6: East South Central,CENS-D6,2012,2012,"May, 2012",2012/05,5-14 years,5-14,0,Not Applicable,Not Applicable
,Division 6: East South Central,CENS-D6,2012,2012,"May, 2012",2012/05,15-24 years,15-24,21,Not Applicable,Not Applicable
,Division 6: East South Central,CENS-D6,2012,2012,"May, 2012",2012/05,25-34 years,25-34,58,Not Applicable,Not Applicable
,Division 6: East South Central,CENS-D6,2012,2012,"May, 2012",2012/05,35-44 years,35-44,51,Not Applicable,Not Applicable
,Division 6: East South Central,CENS-D6,2012,2012,"May, 2012",2012/05,45-54 years,45-54,89,Not Applicable,Not Applicable
,Division 6: East South Central,CENS-D6,2012,2012,"May, 2012",2012/05,55-64 years,55-64,26,Not Applicable,Not Applicable
,Division 6: East South Central,CENS-D6,2012,2012,"May, 2012",2012/05,65-74 years,65-74,Suppressed,Not Applicable,Not Applicable
,Division 6: East South Central,CENS-D6,2012,2012,"May, 2012",2012/05,75-84 years,75-84,Suppressed,Not Applicable,Not Applicable
,Division 6: East South Central,CENS-D6,2012,2012,"May, 2012",2012/05,85+ years,85+,Suppressed,Not Applicable,Not Applicable
,Division 6: East South Central,CENS-D6,2012,2012,"May, 2012",2012/05,Not Stated,NS,0,Not Applicable,Not Applicable
,Division 6: East South Central,CENS-D6,2012,2012,"Jun., 2012",2012/06,< 1 year,1,0,Not Applicable,Not Applicable
,Division 6: East South Central,CENS-D6,2012,2012,"Jun., 2012",2012/06,1-4 years,1-4,0,Not Applicable,Not Applicable
,Division 6: East South Central,CENS-D6,2012,2012,"Jun., 2012",2012/06,5-14 years,5-14,0,Not Applicable,Not Applicable
,Division 6: East South Central,CENS-D6,2012,2012,"Jun., 2012",2012/06,15-24 years,15-24,18,Not Applicable,Not Applicable
,Division 6: East South Central,CENS-D6,2012,2012,"Jun., 2012",2012/06,25-34 years,25-34,63,Not Applicable,Not Applicable
,Division 6: East South Central,CENS-D6,2012,2012,"Jun., 2012",2012/06,35-44 years,35-44,64,Not Applicable,Not Applicable
,Division 6: East South Central,CENS-D6,2012,2012,"Jun., 2012",2012/06,45-54 years,45-54,69,Not Applicable,Not Applicable
,Division 6: East South Central,CENS-D6,2012,2012,"Jun., 2012",2012/06,55-64 years,55-64,41,Not Applicable,Not Applicable
,Division 6: East South Central,CENS-D6,2012,2012,"Jun., 2012",2012/06,65-74 years,65-74,Suppressed,Not Applicable,Not Applicable
,Division 6: East South Central,CENS-D6,2012,2012,"Jun., 2012",2012/06,75-84 years,75-84,Suppressed,Not Applicable,Not Applicable
,Division 6: East South Central,CENS-D6,2012,2012,"Jun., 2012",2012/06,85+ years,85+,Suppressed,Not Applicable,Not Applicable
,Division 6: East South Central,CENS-D6,2012,2012,"Jun., 2012",2012/06,Not Stated,NS,0,Not Applicable,Not Applicable
,Division 6: East South Central,CENS-D6,2012,2012,"Jul., 2012",2012/07,< 1 year,1,0,Not Applicable,Not Applicable
,Division 6: East South Central,CENS-D6,2012,2012,"Jul., 2012",2012/07,1-4 years,1-4,0,Not Applicable,Not Applicable
,Division 6: East South Central,CENS-D6,2012,2012,"Jul., 2012",2012/07,5-14 years,5-14,Suppressed,Not Applicable,Not Applicable
,Division 6: East South Central,CENS-D6,2012,2012,"Jul., 2012",2012/07,15-24 years,15-24,19,Not Applicable,Not Applicable
,Division 6: East South Central,CENS-D6,2012,2012,"Jul., 2012",2012/07,25-34 years,25-34,58,Not Applicable,Not Applicable
,Division 6: East South Central,CENS-D6,2012,2012,"Jul., 2012",2012/07,35-44 years,35-44,79,Not Applicable,Not Applicable
,Division 6: East South Central,CENS-D6,2012,2012,"Jul., 2012",2012/07,45-54 years,45-54,86,Not Applicable,Not Applicable
,Division 6: East South Central,CENS-D6,2012,2012,"Jul., 2012",2012/07,55-64 years,55-64,45,Not Applicable,Not Applicable
,Division 6: East South Central,CENS-D6,2012,2012,"Jul., 2012",2012/07,65-74 years,65-74,10,Not Applicable,Not Applicable
,Division 6: East South Central,CENS-D6,2012,2012,"Jul., 2012",2012/07,75-84 years,75-84,Suppressed,Not Applicable,Not Applicable
,Division 6: East South Central,CENS-D6,2012,2012,"Jul., 2012",2012/07,85+ years,85+,Suppressed,Not Applicable,Not Applicable
,Division 6: East South Central,CENS-D6,2012,2012,"Jul., 2012",2012/07,Not Stated,NS,0,Not Applicable,Not Applicable
,Division 6: East South Central,CENS-D6,2012,2012,"Aug., 2012",2012/08,< 1 year,1,0,Not Applicable,Not Applicable
,Division 6: East South Central,CENS-D6,2012,2012,"Aug., 2012",2012/08,1-4 years,1-4,0,Not Applicable,Not Applicable
,Division 6: East South Central,CENS-D6,2012,2012,"Aug., 2012",2012/08,5-14 years,5-14,0,Not Applicable,Not Applicable
,Division 6: East South Central,CENS-D6,2012,2012,"Aug., 2012",2012/08,15-24 years,15-24,17,Not Applicable,Not Applicable
,Division 6: East South Central,CENS-D6,2012,2012,"Aug., 2012",2012/08,25-34 years,25-34,54,Not Applicable,Not Applicable
,Division 6: East South Central,CENS-D6,2012,2012,"Aug., 2012",2012/08,35-44 years,35-44,54,Not Applicable,Not Applicable
,Division 6: East South Central,CENS-D6,2012,2012,"Aug., 2012",2012/08,45-54 years,45-54,90,Not Applicable,Not Applicable
,Division 6: East South Central,CENS-D6,2012,2012,"Aug., 2012",2012/08,55-64 years,55-64,37,Not Applicable,Not Applicable
,Division 6: East South Central,CENS-D6,2012,2012,"Aug., 2012",2012/08,65-74 years,65-74,Suppressed,Not Applicable,Not Applicable
,Division 6: East South Central,CENS-D6,2012,2012,"Aug., 2012",2012/08,75-84 years,75-84,Suppressed,Not Applicable,Not Applicable
,Division 6: East South Central,CENS-D6,2012,2012,"Aug., 2012",2012/08,85+ years,85+,Suppressed,Not Applicable,Not Applicable
,Division 6: East South Central,CENS-D6,2012,2012,"Aug., 2012",2012/08,Not Stated,NS,0,Not Applicable,Not Applicable
,Division 6: East South Central,CENS-D6,2012,2012,"Sep., 2012",2012/09,< 1 year,1,0,Not Applicable,Not Applicable
,Division 6: East South Central,CENS-D6,2012,2012,"Sep., 2012",2012/09,1-4 years,1-4,0,Not Applicable,Not Applicable
,Division 6: East South Central,CENS-D6,2012,2012,"Sep., 2012",2012/09,5-14 years,5-14,Suppressed,Not Applicable,Not Applicable
,Division 6: East South Central,CENS-D6,2012,2012,"Sep., 2012",2012/09,15-24 years,15-24,20,Not Applicable,Not Applicable
,Division 6: East South Central,CENS-D6,2012,2012,"Sep., 2012",2012/09,25-34 years,25-34,64,Not Applicable,Not Applicable
,Division 6: East South Central,CENS-D6,2012,2012,"Sep., 2012",2012/09,35-44 years,35-44,70,Not Applicable,Not Applicable
,Division 6: East South Central,CENS-D6,2012,2012,"Sep., 2012",2012/09,45-54 years,45-54,71,Not Applicable,Not Applicable
,Division 6: East South Central,CENS-D6,2012,2012,"Sep., 2012",2012/09,55-64 years,55-64,32,Not Applicable,Not Applicable
,Division 6: East South Central,CENS-D6,2012,2012,"Sep., 2012",2012/09,65-74 years,65-74,Suppressed,Not Applicable,Not Applicable
,Division 6: East South Central,CENS-D6,2012,2012,"Sep., 2012",2012/09,75-84 years,75-84,Suppressed,Not Applicable,Not Applicable
,Division 6: East South Central,CENS-D6,2012,2012,"Sep., 2012",2012/09,85+ years,85+,Suppressed,Not Applicable,Not Applicable
,Division 6: East South Central,CENS-D6,2012,2012,"Sep., 2012",2012/09,Not Stated,NS,0,Not Applicable,Not Applicable
,Division 6: East South Central,CENS-D6,2012,2012,"Oct., 2012",2012/10,< 1 year,1,0,Not Applicable,Not Applicable
,Division 6: East South Central,CENS-D6,2012,2012,"Oct., 2012",2012/10,1-4 years,1-4,0,Not Applicable,Not Applicable
,Division 6: East South Central,CENS-D6,2012,2012,"Oct., 2012",2012/10,5-14 years,5-14,0,Not Applicable,Not Applicable
,Division 6: East South Central,CENS-D6,2012,2012,"Oct., 2012",2012/10,15-24 years,15-24,16,Not Applicable,Not Applicable
,Division 6: East South Central,CENS-D6,2012,2012,"Oct., 2012",2012/10,25-34 years,25-34,50,Not Applicable,Not Applicable
,Division 6: East South Central,CENS-D6,2012,2012,"Oct., 2012",2012/10,35-44 years,35-44,73,Not Applicable,Not Applicable
,Division 6: East South Central,CENS-D6,2012,2012,"Oct., 2012",2012/10,45-54 years,45-54,70,Not Applicable,Not Applicable
,Division 6: East South Central,CENS-D6,2012,2012,"Oct., 2012",2012/10,55-64 years,55-64,40,Not Applicable,Not Applicable
,Division 6: East South Central,CENS-D6,2012,2012,"Oct., 2012",2012/10,65-74 years,65-74,Suppressed,Not Applicable,Not Applicable
,Division 6: East South Central,CENS-D6,2012,2012,"Oct., 2012",2012/10,75-84 years,75-84,Suppressed,Not Applicable,Not Applicable
,Division 6: East South Central,CENS-D6,2012,2012,"Oct., 2012",2012/10,85+ years,85+,Suppressed,Not Applicable,Not Applicable
,Division 6: East South Central,CENS-D6,2012,2012,"Oct., 2012",2012/10,Not Stated,NS,0,Not Applicable,Not Applicable
,Division 6: East South Central,CENS-D6,2012,2012,"Nov., 2012",2012/11,< 1 year,1,0,Not Applicable,Not Applicable
,Division 6: East South Central,CENS-D6,2012,2012,"Nov., 2012",2012/11,1-4 years,1-4,0,Not Applicable,Not Applicable
,Division 6: East South Central,CENS-D6,2012,2012,"Nov., 2012",2012/11,5-14 years,5-14,0,Not Applicable,Not Applicable
,Division 6: East South Central,CENS-D6,2012,2012,"Nov., 2012",2012/11,15-24 years,15-24,17,Not Applicable,Not Applicable
,Division 6: East South Central,CENS-D6,2012,2012,"Nov., 2012",2012/11,25-34 years,25-34,39,Not Applicable,Not Applicable
,Division 6: East South Central,CENS-D6,2012,2012,"Nov., 2012",2012/11,35-44 years,35-44,60,Not Applicable,Not Applicable
,Division 6: East South Central,CENS-D6,2012,2012,"Nov., 2012",2012/11,45-54 years,45-54,67,Not Applicable,Not Applicable
,Division 6: East South Central,CENS-D6,2012,2012,"Nov., 2012",2012/11,55-64 years,55-64,28,Not Applicable,Not Applicable
,Division 6: East South Central,CENS-D6,2012,2012,"Nov., 2012",2012/11,65-74 years,65-74,Suppressed,Not Applicable,Not Applicable
,Division 6: East South Central,CENS-D6,2012,2012,"Nov., 2012",2012/11,75-84 years,75-84,Suppressed,Not Applicable,Not Applicable
,Division 6: East South Central,CENS-D6,2012,2012,"Nov., 2012",2012/11,85+ years,85+,Suppressed,Not Applicable,Not Applicable
,Division 6: East South Central,CENS-D6,2012,2012,"Nov., 2012",2012/11,Not Stated,NS,0,Not Applicable,Not Applicable
,Division 6: East South Central,CENS-D6,2012,2012,"Dec., 2012",2012/12,< 1 year,1,Suppressed,Not Applicable,Not Applicable
,Division 6: East South Central,CENS-D6,2012,2012,"Dec., 2012",2012/12,1-4 years,1-4,0,Not Applicable,Not Applicable
,Division 6: East South Central,CENS-D6,2012,2012,"Dec., 2012",2012/12,5-14 years,5-14,0,Not Applicable,Not Applicable
,Division 6: East South Central,CENS-D6,2012,2012,"Dec., 2012",2012/12,15-24 years,15-24,12,Not Applicable,Not Applicable
,Division 6: East South Central,CENS-D6,2012,2012,"Dec., 2012",2012/12,25-34 years,25-34,50,Not Applicable,Not Applicable
,Division 6: East South Central,CENS-D6,2012,2012,"Dec., 2012",2012/12,35-44 years,35-44,62,Not Applicable,Not Applicable
,Division 6: East South Central,CENS-D6,2012,2012,"Dec., 2012",2012/12,45-54 years,45-54,72,Not Applicable,Not Applicable
,Division 6: East South Central,CENS-D6,2012,2012,"Dec., 2012",2012/12,55-64 years,55-64,33,Not Applicable,Not Applicable
,Division 6: East South Central,CENS-D6,2012,2012,"Dec., 2012",2012/12,65-74 years,65-74,Suppressed,Not Applicable,Not Applicable
,Division 6: East South Central,CENS-D6,2012,2012,"Dec., 2012",2012/12,75-84 years,75-84,Suppressed,Not Applicable,Not Applicable
,Division 6: East South Central,CENS-D6,2012,2012,"Dec., 2012",2012/12,85+ years,85+,Suppressed,Not Applicable,Not Applicable
,Division 6: East South Central,CENS-D6,2012,2012,"Dec., 2012",2012/12,Not Stated,NS,0,Not Applicable,Not Applicable
,Division 6: East South Central,CENS-D6,2013,2013,"Jan., 2013",2013/01,< 1 year,1,0,Not Applicable,Not Applicable
,Division 6: East South Central,CENS-D6,2013,2013,"Jan., 2013",2013/01,1-4 years,1-4,0,Not Applicable,Not Applicable
,Division 6: East South Central,CENS-D6,2013,2013,"Jan., 2013",2013/01,5-14 years,5-14,0,Not Applicable,Not Applicable
,Division 6: East South Central,CENS-D6,2013,2013,"Jan., 2013",2013/01,15-24 years,15-24,18,Not Applicable,Not Applicable
,Division 6: East South Central,CENS-D6,2013,2013,"Jan., 2013",2013/01,25-34 years,25-34,54,Not Applicable,Not Applicable
,Division 6: East South Central,CENS-D6,2013,2013,"Jan., 2013",2013/01,35-44 years,35-44,64,Not Applicable,Not Applicable
,Division 6: East South Central,CENS-D6,2013,2013,"Jan., 2013",2013/01,45-54 years,45-54,71,Not Applicable,Not Applicable
,Division 6: East South Central,CENS-D6,2013,2013,"Jan., 2013",2013/01,55-64 years,55-64,58,Not Applicable,Not Applicable
,Division 6: East South Central,CENS-D6,2013,2013,"Jan., 2013",2013/01,65-74 years,65-74,Suppressed,Not Applicable,Not Applicable
,Division 6: East South Central,CENS-D6,2013,2013,"Jan., 2013",2013/01,75-84 years,75-84,10,Not Applicable,Not Applicable
,Division 6: East South Central,CENS-D6,2013,2013,"Jan., 2013",2013/01,85+ years,85+,Suppressed,Not Applicable,Not Applicable
,Division 6: East South Central,CENS-D6,2013,2013,"Jan., 2013",2013/01,Not Stated,NS,0,Not Applicable,Not Applicable
,Division 6: East South Central,CENS-D6,2013,2013,"Feb., 2013",2013/02,< 1 year,1,0,Not Applicable,Not Applicable
,Division 6: East South Central,CENS-D6,2013,2013,"Feb., 2013",2013/02,1-4 years,1-4,0,Not Applicable,Not Applicable
,Division 6: East South Central,CENS-D6,2013,2013,"Feb., 2013",2013/02,5-14 years,5-14,0,Not Applicable,Not Applicable
,Division 6: East South Central,CENS-D6,2013,2013,"Feb., 2013",2013/02,15-24 years,15-24,18,Not Applicable,Not Applicable
,Division 6: East South Central,CENS-D6,2013,2013,"Feb., 2013",2013/02,25-34 years,25-34,65,Not Applicable,Not Applicable
,Division 6: East South Central,CENS-D6,2013,2013,"Feb., 2013",2013/02,35-44 years,35-44,65,Not Applicable,Not Applicable
,Division 6: East South Central,CENS-D6,2013,2013,"Feb., 2013",2013/02,45-54 years,45-54,95,Not Applicable,Not Applicable
,Division 6: East South Central,CENS-D6,2013,2013,"Feb., 2013",2013/02,55-64 years,55-64,42,Not Applicable,Not Applicable
,Division 6: East South Central,CENS-D6,2013,2013,"Feb., 2013",2013/02,65-74 years,65-74,Suppressed,Not Applicable,Not Applicable
,Division 6: East South Central,CENS-D6,2013,2013,"Feb., 2013",2013/02,75-84 years,75-84,Suppressed,Not Applicable,Not Applicable
,Division 6: East South Central,CENS-D6,2013,2013,"Feb., 2013",2013/02,85+ years,85+,Suppressed,Not Applicable,Not Applicable
,Division 6: East South Central,CENS-D6,2013,2013,"Feb., 2013",2013/02,Not Stated,NS,0,Not Applicable,Not Applicable
