"Notes","Census Division","Census Division Code","Year","Year Code","Month","Month Code","Five-Year Age Groups","Five-Year Age Groups Code",Deaths,Population,Crude Rate
,"Division 2: Middle Atlantic","CENS-D2","2012","2012","Mar., 2012","2012/03","15-19 years","15-19",Suppressed,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2012","2012","Mar., 2012","2012/03","20-24 years","20-24",44,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2012","2012","Mar., 2012","2012/03","25-29 years","25-29",42,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2012","2012","Mar., 2012","2012/03","30-34 years","30-34",64,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2012","2012","Mar., 2012","2012/03","35-39 years","35-39",60,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2012","2012","Mar., 2012","2012/03","40-44 years","40-44",62,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2012","2012","Mar., 2012","2012/03","45-49 years","45-49",64,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2012","2012","Mar., 2012","2012/03","50-54 years","50-54",67,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2012","2012","Mar., 2012","2012/03","55-59 years","55-59",46,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2012","2012","Mar., 2012","2012/03","60-64 years ","60-64",13,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2012","2012","Mar., 2012","2012/03","65-69 years","65-69",13,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2012","2012","Mar., 2012","2012/03","70-74 years","70-74",Suppressed,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2012","2012","Mar., 2012","2012/03","75-79 years","75-79",Suppressed,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2012","2012","Mar., 2012","2012/03","80-84 years","80-84",Suppressed,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2012","2012","Mar., 2012","2012/03","85-89 years","85-89",Suppressed,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2012","2012","Mar., 2012","2012/03","90-94 years","90-94",Suppressed,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2012","2012","Mar., 2012","2012/03","95-99 years","95-99",0,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2012","2012","Mar., 2012","2012/03","100+ years","100+",0,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2012","2012","Mar., 2012","2012/03","Not Stated","NS",0,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2012","2012","Apr., 2012","2012/04","< 1 year","1",0,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2012","2012","Apr., 2012","2012/04","1-4 years","1-4",0,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2012","2012","Apr., 2012","2012/04","5-9 years","5-9",0,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2012","2012","Apr., 2012","2012/04","10-14 years","10-14",Suppressed,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2012","2012","Apr., 2012","2012/04","15-19 years","15-19",Suppressed,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2012","2012","Apr., 2012","2012/04","20-24 years","20-24",37,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2012","2012","Apr., 2012","2012/04","25-29 years","25-29",44,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2012","2012","Apr., 2012","2012/04","30-34 years","30-34",54,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2012","2012","Apr., 2012","2012/04","35-39 years","35-39",47,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2012","2012","Apr., 2012","2012/04","40-44 years","40-44",41,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2012","2012","Apr., 2012","2012/04","45-49 years","45-49",65,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2012","2012","Apr., 2012","2012/04","50-54 years","50-54",61,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2012","2012","Apr., 2012","2012/04","55-59 years","55-59",41,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2012","2012","Apr., 2012","2012/04","60-64 years ","60-64",20,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2012","2012","Apr., 2012","2012/04","65-69 years","65-69",14,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2012","2012","Apr., 2012","2012/04","70-74 years","70-74",Suppressed,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2012","2012","Apr., 2012","2012/04","75-79 years","75-79",Suppressed,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2012","2012","Apr., 2012","2012/04","80-84 years","80-84",Suppressed,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2012","2012","Apr., 2012","2012/04","85-89 years","85-89",Suppressed,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2012","2012","Apr., 2012","2012/04","90-94 years","90-94",0,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2012","2012","Apr., 2012","2012/04","95-99 years","95-99",0,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2012","2012","Apr., 2012","2012/04","100+ years","100+",Suppressed,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2012","2012","Apr., 2012","2012/04","Not Stated","NS",0,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2012","2012","May, 2012","2012/05","< 1 year","1",Suppressed,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2012","2012","May, 2012","2012/05","1-4 years","1-4",Suppressed,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2012","2012","May, 2012","2012/05","5-9 years","5-9",0,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2012","2012","May, 2012","2012/05","10-14 years","10-14",0,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2012","2012","May, 2012","2012/05","15-19 years","15-19",Suppressed,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2012","2012","May, 2012","2012/05","20-24 years","20-24",36,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2012","2012","May, 2012","2012/05","25-29 years","25-29",63,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2012","2012","May, 2012","2012/05","30-34 years","30-34",61,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2012","2012","May, 2012","2012/05","35-39 years","35-39",35,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2012","2012","May, 2012","2012/05","40-44 years","40-44",54,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2012","2012","May, 2012","2012/05","45-49 years","45-49",74,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2012","2012","May, 2012","2012/05","50-54 years","50-54",66,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2012","2012","May, 2012","2012/05","55-59 years","55-59",46,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2012","2012","May, 2012","2012/05","60-64 years ","60-64",22,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2012","2012","May, 2012","2012/05","65-69 years","65-69",Suppressed,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2012","2012","May, 2012","2012/05","70-74 years","70-74",Suppressed,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2012","2012","May, 2012","2012/05","75-79 years","75-79",Suppressed,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2012","2012","May, 2012","2012/05","80-84 years","80-84",Suppressed,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2012","2012","May, 2012","2012/05","85-89 years","85-89",Suppressed,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2012","2012","May, 2012","2012/05","90-94 years","90-94",0,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2012","2012","May, 2012","2012/05","95-99 years","95-99",0,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2012","2012","May, 2012","2012/05","100+ years","100+",0,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2012","2012","May, 2012","2012/05","Not Stated","NS",0,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2012","2012","Jun., 2012","2012/06","< 1 year","1",Suppressed,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2012","2012","Jun., 2012","2012/06","1-4 years","1-4",0,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2012","2012","Jun., 2012","2012/06","5-9 years","5-9",0,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2012","2012","Jun., 2012","2012/06","10-14 years","10-14",0,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2012","2012","Jun., 2012","2012/06","15-19 years","15-19",10,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2012","2012","Jun., 2012","2012/06","20-24 years","20-24",40,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2012","2012","Jun., 2012","2012/06","25-29 years","25-29",63,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2012","2012","Jun., 2012","2012/06","30-34 years","30-34",59,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2012","2012","Jun., 2012","2012/06","35-39 years","35-39",50,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2012","2012","Jun., 2012","2012/06","40-44 years","40-44",59,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2012","2012","Jun., 2012","2012/06","45-49 years","45-49",75,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2012","2012","Jun., 2012","2012/06","50-54 years","50-54",70,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2012","2012","Jun., 2012","2012/06","55-59 years","55-59",53,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2012","2012","Jun., 2012","2012/06","60-64 years ","60-64",30,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2012","2012","Jun., 2012","2012/06","65-69 years","65-69",Suppressed,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2012","2012","Jun., 2012","2012/06","70-74 years","70-74",Suppressed,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2012","2012","Jun., 2012","2012/06","75-79 years","75-79",Suppressed,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2012","2012","Jun., 2012","2012/06","80-84 years","80-84",Suppressed,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2012","2012","Jun., 2012","2012/06","85-89 years","85-89",Suppressed,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2012","2012","Jun., 2012","2012/06","90-94 years","90-94",Suppressed,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2012","2012","Jun., 2012","2012/06","95-99 years","95-99",Suppressed,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2012","2012","Jun., 2012","2012/06","100+ years","100+",0,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2012","2012","Jun., 2012","2012/06","Not Stated","NS",0,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2012","2012","Jul., 2012","2012/07","< 1 year","1",Suppressed,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2012","2012","Jul., 2012","2012/07","1-4 years","1-4",0,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2012","2012","Jul., 2012","2012/07","5-9 years","5-9",0,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2012","2012","Jul., 2012","2012/07","10-14 years","10-14",0,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2012","2012","Jul., 2012","2012/07","15-19 years","15-19",Suppressed,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2012","2012","Jul., 2012","2012/07","20-24 years","20-24",40,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2012","2012","Jul., 2012","2012/07","25-29 years","25-29",64,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2012","2012","Jul., 2012","2012/07","30-34 years","30-34",56,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2012","2012","Jul., 2012","2012/07","35-39 years","35-39",39,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2012","2012","Jul., 2012","2012/07","40-44 years","40-44",58,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2012","2012","Jul., 2012","2012/07","45-49 years","45-49",61,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2012","2012","Jul., 2012","2012/07","50-54 years","50-54",71,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2012","2012","Jul., 2012","2012/07","55-59 years","55-59",48,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2012","2012","Jul., 2012","2012/07","60-64 years ","60-64",39,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2012","2012","Jul., 2012","2012/07","65-69 years","65-69",11,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2012","2012","Jul., 2012","2012/07","70-74 years","70-74",Suppressed,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2012","2012","Jul., 2012","2012/07","75-79 years","75-79",Suppressed,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2012","2012","Jul., 2012","2012/07","80-84 years","80-84",Suppressed,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2012","2012","Jul., 2012","2012/07","85-89 years","85-89",0,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2012","2012","Jul., 2012","2012/07","90-94 years","90-94",Suppressed,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2012","2012","Jul., 2012","2012/07","95-99 years","95-99",0,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2012","2012","Jul., 2012","2012/07","100+ years","100+",0,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2012","2012","Jul., 2012","2012/07","Not Stated","NS",Suppressed,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2012","2012","Aug., 2012","2012/08","< 1 year","1",0,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2012","2012","Aug., 2012","2012/08","1-4 years","1-4",0,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2012","2012","Aug., 2012","2012/08","5-9 years","5-9",0,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2012","2012","Aug., 2012","2012/08","10-14 years","10-14",Suppressed,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2012","2012","Aug., 2012","2012/08","15-19 years","15-19",Suppressed,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2012","2012","Aug., 2012","2012/08","20-24 years","20-24",42,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2012","2012","Aug., 2012","2012/08","25-29 years","25-29",58,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2012","2012","Aug., 2012","2012/08","30-34 years","30-34",59,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2012","2012","Aug., 2012","2012/08","35-39 years","35-39",56,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2012","2012","Aug., 2012","2012/08","40-44 years","40-44",50,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2012","2012","Aug., 2012","2012/08","45-49 years","45-49",78,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2012","2012","Aug., 2012","2012/08","50-54 years","50-54",81,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2012","2012","Aug., 2012","2012/08","55-59 years","55-59",41,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2012","2012","Aug., 2012","2012/08","60-64 years ","60-64",21,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2012","2012","Aug., 2012","2012/08","65-69 years","65-69",Suppressed,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2012","2012","Aug., 2012","2012/08","70-74 years","70-74",Suppressed,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2012","2012","Aug., 2012","2012/08","75-79 years","75-79",Suppressed,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2012","2012","Aug., 2012","2012/08","80-84 years","80-84",Suppressed,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2012","2012","Aug., 2012","2012/08","85-89 years","85-89",Suppressed,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2012","2012","Aug., 2012","2012/08","90-94 years","90-94",Suppressed,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2012","2012","Aug., 2012","2012/08","95-99 years","95-99",Suppressed,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2012","2012","Aug., 2012","2012/08","100+ years","100+",0,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2012","2012","Aug., 2012","2012/08","Not Stated","NS",0,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2012","2012","Sep., 2012","2012/09","< 1 year","1",0,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2012","2012","Sep., 2012","2012/09","1-4 years","1-4",Suppressed,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2012","2012","Sep., 2012","2012/09","5-9 years","5-9",0,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2012","2012","Sep., 2012","2012/09","10-14 years","10-14",0,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2012","2012","Sep., 2012","2012/09","15-19 years","15-19",Suppressed,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2012","2012","Sep., 2012","2012/09","20-24 years","20-24",45,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2012","2012","Sep., 2012","2012/09","25-29 years","25-29",58,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2012","2012","Sep., 2012","2012/09","30-34 years","30-34",54,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2012","2012","Sep., 2012","2012/09","35-39 years","35-39",39,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2012","2012","Sep., 2012","2012/09","40-44 years","40-44",48,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2012","2012","Sep., 2012","2012/09","45-49 years","45-49",65,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2012","2012","Sep., 2012","2012/09","50-54 years","50-54",56,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2012","2012","Sep., 2012","2012/09","55-59 years","55-59",51,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2012","2012","Sep., 2012","2012/09","60-64 years ","60-64",23,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2012","2012","Sep., 2012","2012/09","65-69 years","65-69",12,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2012","2012","Sep., 2012","2012/09","70-74 years","70-74",Suppressed,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2012","2012","Sep., 2012","2012/09","75-79 years","75-79",Suppressed,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2012","2012","Sep., 2012","2012/09","80-84 years","80-84",Suppressed,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2012","2012","Sep., 2012","2012/09","85-89 years","85-89",Suppressed,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2012","2012","Sep., 2012","2012/09","90-94 years","90-94",Suppressed,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2012","2012","Sep., 2012","2012/09","95-99 years","95-99",0,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2012","2012","Sep., 2012","2012/09","100+ years","100+",0,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2012","2012","Sep., 2012","2012/09","Not Stated","NS",0,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2012","2012","Oct., 2012","2012/10","< 1 year","1",Suppressed,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2012","2012","Oct., 2012","2012/10","1-4 years","1-4",0,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2012","2012","Oct., 2012","2012/10","5-9 years","5-9",0,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2012","2012","Oct., 2012","2012/10","10-14 years","10-14",0,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2012","2012","Oct., 2012","2012/10","15-19 years","15-19",10,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2012","2012","Oct., 2012","2012/10","20-24 years","20-24",47,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2012","2012","Oct., 2012","2012/10","25-29 years","25-29",64,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2012","2012","Oct., 2012","2012/10","30-34 years","30-34",72,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2012","2012","Oct., 2012","2012/10","35-39 years","35-39",56,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2012","2012","Oct., 2012","2012/10","40-44 years","40-44",68,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2012","2012","Oct., 2012","2012/10","45-49 years","45-49",74,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2012","2012","Oct., 2012","2012/10","50-54 years","50-54",68,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2012","2012","Oct., 2012","2012/10","55-59 years","55-59",43,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2012","2012","Oct., 2012","2012/10","60-64 years ","60-64",17,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2012","2012","Oct., 2012","2012/10","65-69 years","65-69",10,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2012","2012","Oct., 2012","2012/10","70-74 years","70-74",Suppressed,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2012","2012","Oct., 2012","2012/10","75-79 years","75-79",Suppressed,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2012","2012","Oct., 2012","2012/10","80-84 years","80-84",Suppressed,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2012","2012","Oct., 2012","2012/10","85-89 years","85-89",0,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2012","2012","Oct., 2012","2012/10","90-94 years","90-94",Suppressed,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2012","2012","Oct., 2012","2012/10","95-99 years","95-99",0,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2012","2012","Oct., 2012","2012/10","100+ years","100+",0,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2012","2012","Oct., 2012","2012/10","Not Stated","NS",0,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2012","2012","Nov., 2012","2012/11","< 1 year","1",Suppressed,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2012","2012","Nov., 2012","2012/11","1-4 years","1-4",0,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2012","2012","Nov., 2012","2012/11","5-9 years","5-9",Suppressed,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2012","2012","Nov., 2012","2012/11","10-14 years","10-14",0,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2012","2012","Nov., 2012","2012/11","15-19 years","15-19",Suppressed,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2012","2012","Nov., 2012","2012/11","20-24 years","20-24",49,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2012","2012","Nov., 2012","2012/11","25-29 years","25-29",54,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2012","2012","Nov., 2012","2012/11","30-34 years","30-34",48,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2012","2012","Nov., 2012","2012/11","35-39 years","35-39",59,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2012","2012","Nov., 2012","2012/11","40-44 years","40-44",48,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2012","2012","Nov., 2012","2012/11","45-49 years","45-49",67,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2012","2012","Nov., 2012","2012/11","50-54 years","50-54",72,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2012","2012","Nov., 2012","2012/11","55-59 years","55-59",51,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2012","2012","Nov., 2012","2012/11","60-64 years ","60-64",22,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2012","2012","Nov., 2012","2012/11","65-69 years","65-69",12,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2012","2012","Nov., 2012","2012/11","70-74 years","70-74",Suppressed,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2012","2012","Nov., 2012","2012/11","75-79 years","75-79",Suppressed,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2012","2012","Nov., 2012","2012/11","80-84 years","80-84",Suppressed,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2012","2012","Nov., 2012","2012/11","85-89 years","85-89",Suppressed,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2012","2012","Nov., 2012","2012/11","90-94 years","90-94",Suppressed,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2012","2012","Nov., 2012","2012/11","95-99 years","95-99",0,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2012","2012","Nov., 2012","2012/11","100+ years","100+",0,Not Applicable,Not Applicable
