"Notes","Census Division","Census Division Code","Year","Year Code","Month","Month Code","Five-Year Age Groups","Five-Year Age Groups Code",Deaths,Population,Crude Rate
,"Division 1: New England","CENS-D1","2010","2010","Sep., 2010","2010/09","35-39 years","35-39",11,Not Applicable,Not Applicable
,"Division 1: New England","CENS-D1","2010","2010","Sep., 2010","2010/09","40-44 years","40-44",16,Not Applicable,Not Applicable
,"Division 1: New England","CENS-D1","2010","2010","Sep., 2010","2010/09","45-49 years","45-49",25,Not Applicable,Not Applicable
,"Division 1: New England","CENS-D1","2010","2010","Sep., 2010","2010/09","50-54 years","50-54",16,Not Applicable,Not Applicable
,"Division 1: New England","CENS-D1","2010","2010","Sep., 2010","2010/09","55-59 years","55-59",10,Not Applicable,Not Applicable
,"Division 1: New England","CENS-D1","2010","2010","Sep., 2010","2010/09","60-64 years ","60-64",Suppressed,Not Applicable,Not Applicable
,"Division 1: New England","CENS-D1","2010","2010","Sep., 2010","2010/09","65-69 years","65-69",Suppressed,Not Applicable,Not Applicable
,"Division 1: New England","CENS-D1","2010","2010","Sep., 2010","2010/09","70-74 years","70-74",0,Not Applicable,Not Applicable
,"Division 1: New England","CENS-D1","2010","2010","Sep., 2010","2010/09","75-79 years","75-79",Suppressed,Not Applicable,Not Applicable
,"Division 1: New England","CENS-D1","2010","2010","Sep., 2010","2010/09","80-84 years","80-84",Suppressed,Not Applicable,Not Applicable
,"Division 1: New England","CENS-D1","2010","2010","Sep., 2010","2010/09","85-89 years","85-89",0,Not Applicable,Not Applicable
,"Division 1: New England","CENS-D1","2010","2010","Sep., 2010","2010/09","90-94 years","90-94",Suppressed,Not Applicable,Not Applicable
,"Division 1: New England","CENS-D1","2010","2010","Sep., 2010","2010/09","95-99 years","95-99",Suppressed,Not Applicable,Not Applicable
,"Division 1: New England","CENS-D1","2010","2010","Sep., 2010","2010/09","100+ years","100+",0,Not Applicable,Not Applicable
,"Division 1: New England","CENS-D1","2010","2010","Sep., 2010","2010/09","Not Stated","NS",0,Not Applicable,Not Applicable
,"Division 1: New England","CENS-D1","2010","2010","Oct., 2010","2010/10","< 1 year","1",0,Not Applicable,Not Applicable
,"Division 1: New England","CENS-D1","2010","2010","Oct., 2010","2010/10","1-4 years","1-4",0,Not Applicable,Not Applicable
,"Division 1: New England","CENS-D1","2010","2010","Oct., 2010","2010/10","5-9 years","5-9",0,Not Applicable,Not Applicable
,"Division 1: New England","CENS-D1","2010","2010","Oct., 2010","2010/10","10-14 years","10-14",0,Not Applicable,Not Applicable
,"Division 1: New England","CENS-D1","2010","2010","Oct., 2010","2010/10","15-19 years","15-19",Suppressed,Not Applicable,Not Applicable
,"Division 1: New England","CENS-D1","2010","2010","Oct., 2010","2010/10","20-24 years","20-24",12,Not Applicable,Not Applicable
,"Division 1: New England","CENS-D1","2010","2010","Oct., 2010","2010/10","25-29 years","25-29",11,Not Applicable,Not Applicable
,"Division 1: New England","CENS-D1","2010","2010","Oct., 2010","2010/10","30-34 years","30-34",15,Not Applicable,Not Applicable
,"Division 1: New England","CENS-D1","2010","2010","Oct., 2010","2010/10","35-39 years","35-39",13,Not Applicable,Not Applicable
