Census Division Code,Month Code,Sex Code,Age Group Code,Deaths,Year,Census Division,Age Groups
CENS-D3,2013/07,F,45-54,79,2013,Division 3: East North Central,45-54 years
CENS-D3,2013/08,F,45-54,70,2013,Division 3: East North Central,45-54 years
CENS-D3,2013/09,F,45-54,61,2013,Division 3: East North Central,45-54 years
CENS-D3,2013/10,F,45-54,70,2013,Division 3: East North Central,45-54 years
CENS-D3,2013/11,F,45-54,56,2013,Division 3: East North Central,45-54 years
CENS-D3,2013/12,F,45-54,79,2013,Division 3: East North Central,45-54 years
CENS-D3,2014/01,F,45-54,84,2014,Division 3: East North Central,45-54 years
CENS-D3,2014/02,F,45-54,88,2014,Division 3: East North Central,45-54 years
CENS-D3,2014/03,F,45-54,76,2014,Division 3: East North Central,45-54 years
CENS-D3,2014/04,F,45-54,62,2014,Division 3: East North Central,45-54 years
CENS-D3,2014/05,F,45-54,77,2014,Division 3: East North Central,45-54 years
CENS-D3,2014/06,F,45-54,69,2014,Division 3: East North Central,45-54 years
CENS-D3,2014/07,F,45-54,74,2014,Division 3: East North Central,45-54 years
CENS-D3,2014/08,F,45-54,79,2014,Division 3: East North Central,45-54 years
CENS-D3,2014/09,F,45-54,68,2014,Division 3: East North Central,45-54 years
CENS-D3,2014/10,F,45-54,80,2014,Division 3: East North Central,45-54 years
CENS-D3,2014/11,F,45-54,86,2014,Division 3: East North Central,45-54 years
CENS-D3,2014/12,F,45-54,79,2014,Division 3: East North Central,45-54 years
CENS-D3,2015/01,F,45-54,85,2015,Division 3: East North Central,45-54 years
CENS-D3,2015/02,F,45-54,80,2015,Division 3: East North Central,45-54 years
CENS-D3,2015/03,F,45-54,85,2015,Division 3: East North Central,45-54 years
CENS-D3,2015/04,F,45-54,85,2015,Division 3: East North Central,45-54 years
CENS-D3,2015/05,F,45-54,94,2015,Division 3: East North Central,45-54 years
CENS-D3,2015/06,F,45-54,76,2015,Division 3: East North Central,45-54 years
CENS-D3,2015/07,F,45-54,78,2015,Division 3: East North Central,45-54 years
CENS-D3,2015/08,F,45-54,70,2015,Division 3: East North Central,45-54 years
CENS-D3,2015/09,F,45-54,85,2015,Division 3: East North Central,45-54 years
CENS-D3,2015/10,F,45-54,92,2015,Division 3: East North Central,45-54 years
CENS-D3,2015/11,F,45-54,87,2015,Division 3: East North Central,45-54 years
CENS-D3,2015/12,F,45-54,73,2015,Division 3: East North Central,45-54 years
CENS-D3,2016/01,F,45-54,71,2016,Division 3: East North Central,45-54 years
CENS-D3,2016/02,F,45-54,86,2016,Division 3: East North Central,45-54 years
CENS-D3,2016/03,F,45-54,87,2016,Division 3: East North Central,45-54 years
CENS-D3,2016/04,F,45-54,94,2016,Division 3: East North Central,45-54 years
CENS-D3,2016/05,F,45-54,86,2016,Division 3: East North Central,45-54 years
CENS-D3,2016/06,F,45-54,81,2016,Division 3: East North Central,45-54 years
CENS-D3,2016/07,F,45-54,98,2016,Division 3: East North Central,45-54 years
CENS-D3,2016/08,F,45-54,78,2016,Division 3: East North Central,45-54 years
CENS-D3,2016/09,F,45-54,97,2016,Division 3: East North Central,45-54 years
CENS-D3,2016/10,F,45-54,110,2016,Division 3: East North Central,45-54 years
CENS-D3,2016/11,F,45-54,106,2016,Division 3: East North Central,45-54 years
CENS-D3,2016/12,F,45-54,91,2016,Division 3: East North Central,45-54 years
CENS-D3,2017/01,F,45-54,118,2017,Division 3: East North Central,45-54 years
CENS-D3,2017/02,F,45-54,103,2017,Division 3: East North Central,45-54 years
CENS-D3,2017/03,F,45-54,86,2017,Division 3: East North Central,45-54 years
CENS-D3,2017/04,F,45-54,99,2017,Division 3: East North Central,45-54 years
CENS-D3,2017/05,F,45-54,102,2017,Division 3: East North Central,45-54 years
CENS-D3,2017/06,F,45-54,103,2017,Division 3: East North Central,45-54 years
CENS-D3,2017/07,F,45-54,100,2017,Division 3: East North Central,45-54 years
CENS-D3,2017/08,F,45-54,99,2017,Division 3: East North Central,45-54 years
CENS-D3,2017/09,F,45-54,100,2017,Division 3: East North Central,45-54 years
CENS-D3,2017/10,F,45-54,91,2017,Division 3: East North Central,45-54 years
CENS-D3,2017/11,F,45-54,89,2017,Division 3: East North Central,45-54 years
CENS-D3,2017/12,F,45-54,88,2017,Division 3: East North Central,45-54 years
CENS-D3,2018/01,F,45-54,87,2018,Division 3: East North Central,45-54 years
CENS-D3,2018/02,F,45-54,80,2018,Division 3: East North Central,45-54 years
CENS-D3,2018/03,F,45-54,111,2018,Division 3: East North Central,45-54 years
CENS-D3,2018/04,F,45-54,83,2018,Division 3: East North Central,45-54 years
CENS-D3,2018/05,F,45-54,87,2018,Division 3: East North Central,45-54 years
CENS-D3,2018/06,F,45-54,102,2018,Division 3: East North Central,45-54 years
CENS-D3,2018/07,F,45-54,71,2018,Division 3: East North Central,45-54 years
CENS-D3,2018/08,F,45-54,74,2018,Division 3: East North Central,45-54 years
CENS-D3,2018/09,F,45-54,102,2018,Division 3: East North Central,45-54 years
CENS-D3,2018/10,F,45-54,53,2018,Division 3: East North Central,45-54 years
CENS-D3,2018/11,F,45-54,73,2018,Division 3: East North Central,45-54 years
CENS-D3,2018/12,F,45-54,76,2018,Division 3: East North Central,45-54 years
CENS-D3,2019/01,F,45-54,91,2019,Division 3: East North Central,45-54 years
CENS-D3,2019/02,F,45-54,73,2019,Division 3: East North Central,45-54 years
CENS-D3,2019/03,F,45-54,87,2019,Division 3: East North Central,45-54 years
CENS-D3,2019/04,F,45-54,77,2019,Division 3: East North Central,45-54 years
CENS-D3,2019/05,F,45-54,79,2019,Division 3: East North Central,45-54 years
CENS-D3,2019/06,F,45-54,65,2019,Division 3: East North Central,45-54 years
CENS-D3,2019/07,F,45-54,82,2019,Division 3: East North Central,45-54 years
CENS-D3,2019/08,F,45-54,81,2019,Division 3: East North Central,45-54 years
CENS-D3,2019/09,F,45-54,65,2019,Division 3: East North Central,45-54 years
CENS-D3,2019/10,F,45-54,95,2019,Division 3: East North Central,45-54 years
CENS-D3,2019/11,F,45-54,77,2019,Division 3: East North Central,45-54 years
CENS-D3,2019/12,F,45-54,81,2019,Division 3: East North Central,45-54 years
CENS-D3,2020/01,F,45-54,75,2020,Division 3: East North Central,45-54 years
CENS-D3,2020/02,F,45-54,99,2020,Division 3: East North Central,45-54 years
CENS-D3,2020/03,F,45-54,88,2020,Division 3: East North Central,45-54 years
CENS-D3,2020/04,F,45-54,80,2020,Division 3: East North Central,45-54 years
CENS-D3,2020/05,F,45-54,118,2020,Division 3: East North Central,45-54 years
CENS-D3,2020/06,F,45-54,93,2020,Division 3: East North Central,45-54 years
CENS-D3,2020/07,F,45-54,90,2020,Division 3: East North Central,45-54 years
CENS-D3,2020/08,F,45-54,78,2020,Division 3: East North Central,45-54 years
CENS-D3,2020/09,F,45-54,90,2020,Division 3: East North Central,45-54 years
CENS-D3,2020/10,F,45-54,91,2020,Division 3: East North Central,45-54 years
CENS-D3,2020/11,F,45-54,77,2020,Division 3: East North Central,45-54 years
CENS-D3,2020/12,F,45-54,86,2020,Division 3: East North Central,45-54 years
CENS-D3,1999/01,F,55-64,2,1999,Division 3: East North Central,55-64 years
CENS-D3,1999/02,F,55-64,Suppressed,1999,Division 3: East North Central,55-64 years
CENS-D3,1999/03,F,55-64,Suppressed,1999,Division 3: East North Central,55-64 years
CENS-D3,1999/04,F,55-64,5,1999,Division 3: East North Central,55-64 years
CENS-D3,1999/05,F,55-64,Suppressed,1999,Division 3: East North Central,55-64 years
CENS-D3,1999/06,F,55-64,Suppressed,1999,Division 3: East North Central,55-64 years
CENS-D3,1999/07,F,55-64,10,1999,Division 3: East North Central,55-64 years
CENS-D3,1999/08,F,55-64,Suppressed,1999,Division 3: East North Central,55-64 years
CENS-D3,1999/09,F,55-64,Suppressed,1999,Division 3: East North Central,55-64 years
CENS-D3,1999/10,F,55-64,Suppressed,1999,Division 3: East North Central,55-64 years
CENS-D3,1999/11,F,55-64,Suppressed,1999,Division 3: East North Central,55-64 years
CENS-D3,1999/12,F,55-64,Suppressed,1999,Division 3: East North Central,55-64 years
CENS-D3,2000/01,F,55-64,Suppressed,2000,Division 3: East North Central,55-64 years
CENS-D3,2000/02,F,55-64,Suppressed,2000,Division 3: East North Central,55-64 years
CENS-D3,2000/03,F,55-64,Suppressed,2000,Division 3: East North Central,55-64 years
CENS-D3,2000/04,F,55-64,4,2000,Division 3: East North Central,55-64 years
CENS-D3,2000/05,F,55-64,11,2000,Division 3: East North Central,55-64 years
CENS-D3,2000/06,F,55-64,8,2000,Division 3: East North Central,55-64 years
CENS-D3,2000/07,F,55-64,5,2000,Division 3: East North Central,55-64 years
CENS-D3,2000/08,F,55-64,7,2000,Division 3: East North Central,55-64 years
CENS-D3,2000/09,F,55-64,Suppressed,2000,Division 3: East North Central,55-64 years
CENS-D3,2000/10,F,55-64,Suppressed,2000,Division 3: East North Central,55-64 years
CENS-D3,2000/11,F,55-64,Suppressed,2000,Division 3: East North Central,55-64 years
CENS-D3,2000/12,F,55-64,Suppressed,2000,Division 3: East North Central,55-64 years
CENS-D3,2001/01,F,55-64,Suppressed,2001,Division 3: East North Central,55-64 years
CENS-D3,2001/02,F,55-64,Suppressed,2001,Division 3: East North Central,55-64 years
CENS-D3,2001/03,F,55-64,9,2001,Division 3: East North Central,55-64 years
CENS-D3,2001/04,F,55-64,10,2001,Division 3: East North Central,55-64 years
CENS-D3,2001/05,F,55-64,Suppressed,2001,Division 3: East North Central,55-64 years
CENS-D3,2001/06,F,55-64,Suppressed,2001,Division 3: East North Central,55-64 years
CENS-D3,2001/07,F,55-64,12,2001,Division 3: East North Central,55-64 years
CENS-D3,2001/08,F,55-64,8,2001,Division 3: East North Central,55-64 years
CENS-D3,2001/09,F,55-64,Suppressed,2001,Division 3: East North Central,55-64 years
CENS-D3,2001/10,F,55-64,11,2001,Division 3: East North Central,55-64 years
CENS-D3,2001/11,F,55-64,8,2001,Division 3: East North Central,55-64 years
CENS-D3,2001/12,F,55-64,Suppressed,2001,Division 3: East North Central,55-64 years
CENS-D3,2002/01,F,55-64,7,2002,Division 3: East North Central,55-64 years
CENS-D3,2002/02,F,55-64,11,2002,Division 3: East North Central,55-64 years
CENS-D3,2002/03,F,55-64,12,2002,Division 3: East North Central,55-64 years
CENS-D3,2002/04,F,55-64,13,2002,Division 3: East North Central,55-64 years
CENS-D3,2002/05,F,55-64,11,2002,Division 3: East North Central,55-64 years
CENS-D3,2002/06,F,55-64,16,2002,Division 3: East North Central,55-64 years
CENS-D3,2002/07,F,55-64,15,2002,Division 3: East North Central,55-64 years
CENS-D3,2002/08,F,55-64,Suppressed,2002,Division 3: East North Central,55-64 years
CENS-D3,2002/09,F,55-64,12,2002,Division 3: East North Central,55-64 years
CENS-D3,2002/10,F,55-64,8,2002,Division 3: East North Central,55-64 years
CENS-D3,2002/11,F,55-64,8,2002,Division 3: East North Central,55-64 years
CENS-D3,2002/12,F,55-64,10,2002,Division 3: East North Central,55-64 years
CENS-D3,2003/01,F,55-64,11,2003,Division 3: East North Central,55-64 years
CENS-D3,2003/02,F,55-64,9,2003,Division 3: East North Central,55-64 years
CENS-D3,2003/03,F,55-64,15,2003,Division 3: East North Central,55-64 years
CENS-D3,2003/04,F,55-64,10,2003,Division 3: East North Central,55-64 years
CENS-D3,2003/05,F,55-64,11,2003,Division 3: East North Central,55-64 years
CENS-D3,2003/06,F,55-64,7,2003,Division 3: East North Central,55-64 years
CENS-D3,2003/07,F,55-64,8,2003,Division 3: East North Central,55-64 years
CENS-D3,2003/08,F,55-64,Suppressed,2003,Division 3: East North Central,55-64 years
CENS-D3,2003/09,F,55-64,Suppressed,2003,Division 3: East North Central,55-64 years
CENS-D3,2003/10,F,55-64,8,2003,Division 3: East North Central,55-64 years
CENS-D3,2003/11,F,55-64,Suppressed,2003,Division 3: East North Central,55-64 years
CENS-D3,2003/12,F,55-64,10,2003,Division 3: East North Central,55-64 years
CENS-D3,2004/01,F,55-64,15,2004,Division 3: East North Central,55-64 years
CENS-D3,2004/02,F,55-64,21,2004,Division 3: East North Central,55-64 years
CENS-D3,2004/03,F,55-64,17,2004,Division 3: East North Central,55-64 years
CENS-D3,2004/04,F,55-64,10,2004,Division 3: East North Central,55-64 years
CENS-D3,2004/05,F,55-64,19,2004,Division 3: East North Central,55-64 years
CENS-D3,2004/06,F,55-64,12,2004,Division 3: East North Central,55-64 years
CENS-D3,2004/07,F,55-64,15,2004,Division 3: East North Central,55-64 years
CENS-D3,2004/08,F,55-64,11,2004,Division 3: East North Central,55-64 years
CENS-D3,2004/09,F,55-64,9,2004,Division 3: East North Central,55-64 years
CENS-D3,2004/10,F,55-64,14,2004,Division 3: East North Central,55-64 years
CENS-D3,2004/11,F,55-64,21,2004,Division 3: East North Central,55-64 years
CENS-D3,2004/12,F,55-64,13,2004,Division 3: East North Central,55-64 years
CENS-D3,2005/01,F,55-64,14,2005,Division 3: East North Central,55-64 years
CENS-D3,2005/02,F,55-64,15,2005,Division 3: East North Central,55-64 years
CENS-D3,2005/03,F,55-64,16,2005,Division 3: East North Central,55-64 years
CENS-D3,2005/04,F,55-64,20,2005,Division 3: East North Central,55-64 years
CENS-D3,2005/05,F,55-64,11,2005,Division 3: East North Central,55-64 years
CENS-D3,2005/06,F,55-64,8,2005,Division 3: East North Central,55-64 years
CENS-D3,2005/07,F,55-64,12,2005,Division 3: East North Central,55-64 years
CENS-D3,2005/08,F,55-64,13,2005,Division 3: East North Central,55-64 years
CENS-D3,2005/09,F,55-64,14,2005,Division 3: East North Central,55-64 years
CENS-D3,2005/10,F,55-64,15,2005,Division 3: East North Central,55-64 years
CENS-D3,2005/11,F,55-64,13,2005,Division 3: East North Central,55-64 years
CENS-D3,2005/12,F,55-64,18,2005,Division 3: East North Central,55-64 years
CENS-D3,2006/01,F,55-64,24,2006,Division 3: East North Central,55-64 years
CENS-D3,2006/02,F,55-64,15,2006,Division 3: East North Central,55-64 years
CENS-D3,2006/03,F,55-64,23,2006,Division 3: East North Central,55-64 years
CENS-D3,2006/04,F,55-64,13,2006,Division 3: East North Central,55-64 years
CENS-D3,2006/05,F,55-64,17,2006,Division 3: East North Central,55-64 years
CENS-D3,2006/06,F,55-64,9,2006,Division 3: East North Central,55-64 years
CENS-D3,2006/07,F,55-64,13,2006,Division 3: East North Central,55-64 years
CENS-D3,2006/08,F,55-64,18,2006,Division 3: East North Central,55-64 years
CENS-D3,2006/09,F,55-64,29,2006,Division 3: East North Central,55-64 years
CENS-D3,2006/10,F,55-64,26,2006,Division 3: East North Central,55-64 years
CENS-D3,2006/11,F,55-64,25,2006,Division 3: East North Central,55-64 years
CENS-D3,2006/12,F,55-64,8,2006,Division 3: East North Central,55-64 years
CENS-D3,2007/01,F,55-64,22,2007,Division 3: East North Central,55-64 years
CENS-D3,2007/02,F,55-64,16,2007,Division 3: East North Central,55-64 years
CENS-D3,2007/03,F,55-64,27,2007,Division 3: East North Central,55-64 years
CENS-D3,2007/04,F,55-64,21,2007,Division 3: East North Central,55-64 years
CENS-D3,2007/05,F,55-64,15,2007,Division 3: East North Central,55-64 years
CENS-D3,2007/06,F,55-64,21,2007,Division 3: East North Central,55-64 years
CENS-D3,2007/07,F,55-64,18,2007,Division 3: East North Central,55-64 years
CENS-D3,2007/08,F,55-64,22,2007,Division 3: East North Central,55-64 years
CENS-D3,2007/09,F,55-64,27,2007,Division 3: East North Central,55-64 years
CENS-D3,2007/10,F,55-64,22,2007,Division 3: East North Central,55-64 years
CENS-D3,2007/11,F,55-64,32,2007,Division 3: East North Central,55-64 years
CENS-D3,2007/12,F,55-64,22,2007,Division 3: East North Central,55-64 years
CENS-D3,2008/01,F,55-64,43,2008,Division 3: East North Central,55-64 years
CENS-D3,2008/02,F,55-64,18,2008,Division 3: East North Central,55-64 years
CENS-D3,2008/03,F,55-64,30,2008,Division 3: East North Central,55-64 years
CENS-D3,2008/04,F,55-64,22,2008,Division 3: East North Central,55-64 years
CENS-D3,2008/05,F,55-64,26,2008,Division 3: East North Central,55-64 years
CENS-D3,2008/06,F,55-64,27,2008,Division 3: East North Central,55-64 years
CENS-D3,2008/07,F,55-64,27,2008,Division 3: East North Central,55-64 years
CENS-D3,2008/08,F,55-64,25,2008,Division 3: East North Central,55-64 years
CENS-D3,2008/09,F,55-64,29,2008,Division 3: East North Central,55-64 years
CENS-D3,2008/10,F,55-64,24,2008,Division 3: East North Central,55-64 years
CENS-D3,2008/11,F,55-64,26,2008,Division 3: East North Central,55-64 years
CENS-D3,2008/12,F,55-64,33,2008,Division 3: East North Central,55-64 years
CENS-D3,2009/01,F,55-64,17,2009,Division 3: East North Central,55-64 years
CENS-D3,2009/02,F,55-64,28,2009,Division 3: East North Central,55-64 years
CENS-D3,2009/03,F,55-64,25,2009,Division 3: East North Central,55-64 years
CENS-D3,2009/04,F,55-64,25,2009,Division 3: East North Central,55-64 years
CENS-D3,2009/05,F,55-64,26,2009,Division 3: East North Central,55-64 years
CENS-D3,2009/06,F,55-64,18,2009,Division 3: East North Central,55-64 years
CENS-D3,2009/07,F,55-64,21,2009,Division 3: East North Central,55-64 years
CENS-D3,2009/08,F,55-64,24,2009,Division 3: East North Central,55-64 years
CENS-D3,2009/09,F,55-64,29,2009,Division 3: East North Central,55-64 years
CENS-D3,2009/10,F,55-64,38,2009,Division 3: East North Central,55-64 years
CENS-D3,2009/11,F,55-64,16,2009,Division 3: East North Central,55-64 years
CENS-D3,2009/12,F,55-64,24,2009,Division 3: East North Central,55-64 years
CENS-D3,2010/01,F,55-64,32,2010,Division 3: East North Central,55-64 years
CENS-D3,2010/02,F,55-64,32,2010,Division 3: East North Central,55-64 years
CENS-D3,2010/03,F,55-64,36,2010,Division 3: East North Central,55-64 years
CENS-D3,2010/04,F,55-64,49,2010,Division 3: East North Central,55-64 years
CENS-D3,2010/05,F,55-64,32,2010,Division 3: East North Central,55-64 years
CENS-D3,2010/06,F,55-64,31,2010,Division 3: East North Central,55-64 years
CENS-D3,2010/07,F,55-64,35,2010,Division 3: East North Central,55-64 years
CENS-D3,2010/08,F,55-64,27,2010,Division 3: East North Central,55-64 years
CENS-D3,2010/09,F,55-64,27,2010,Division 3: East North Central,55-64 years
CENS-D3,2010/10,F,55-64,36,2010,Division 3: East North Central,55-64 years
CENS-D3,2010/11,F,55-64,30,2010,Division 3: East North Central,55-64 years
CENS-D3,2010/12,F,55-64,32,2010,Division 3: East North Central,55-64 years
CENS-D3,2011/01,F,55-64,30,2011,Division 3: East North Central,55-64 years
CENS-D3,2011/02,F,55-64,35,2011,Division 3: East North Central,55-64 years
CENS-D3,2011/03,F,55-64,41,2011,Division 3: East North Central,55-64 years
CENS-D3,2011/04,F,55-64,42,2011,Division 3: East North Central,55-64 years
CENS-D3,2011/05,F,55-64,39,2011,Division 3: East North Central,55-64 years
CENS-D3,2011/06,F,55-64,31,2011,Division 3: East North Central,55-64 years
CENS-D3,2011/07,F,55-64,24,2011,Division 3: East North Central,55-64 years
CENS-D3,2011/08,F,55-64,42,2011,Division 3: East North Central,55-64 years
CENS-D3,2011/09,F,55-64,27,2011,Division 3: East North Central,55-64 years
CENS-D3,2011/10,F,55-64,33,2011,Division 3: East North Central,55-64 years
CENS-D3,2011/11,F,55-64,34,2011,Division 3: East North Central,55-64 years
CENS-D3,2011/12,F,55-64,37,2011,Division 3: East North Central,55-64 years
CENS-D3,2012/01,F,55-64,33,2012,Division 3: East North Central,55-64 years
CENS-D3,2012/02,F,55-64,42,2012,Division 3: East North Central,55-64 years
CENS-D3,2012/03,F,55-64,31,2012,Division 3: East North Central,55-64 years
CENS-D3,2012/04,F,55-64,33,2012,Division 3: East North Central,55-64 years
CENS-D3,2012/05,F,55-64,34,2012,Division 3: East North Central,55-64 years
CENS-D3,2012/06,F,55-64,33,2012,Division 3: East North Central,55-64 years
CENS-D3,2012/07,F,55-64,45,2012,Division 3: East North Central,55-64 years
CENS-D3,2012/08,F,55-64,45,2012,Division 3: East North Central,55-64 years
CENS-D3,2012/09,F,55-64,34,2012,Division 3: East North Central,55-64 years
CENS-D3,2012/10,F,55-64,39,2012,Division 3: East North Central,55-64 years
CENS-D3,2012/11,F,55-64,34,2012,Division 3: East North Central,55-64 years
CENS-D3,2012/12,F,55-64,29,2012,Division 3: East North Central,55-64 years
CENS-D3,2013/01,F,55-64,46,2013,Division 3: East North Central,55-64 years
CENS-D3,2013/02,F,55-64,36,2013,Division 3: East North Central,55-64 years
CENS-D3,2013/03,F,55-64,33,2013,Division 3: East North Central,55-64 years
CENS-D3,2013/04,F,55-64,48,2013,Division 3: East North Central,55-64 years
CENS-D3,2013/05,F,55-64,39,2013,Division 3: East North Central,55-64 years
CENS-D3,2013/06,F,55-64,44,2013,Division 3: East North Central,55-64 years
CENS-D3,2013/07,F,55-64,50,2013,Division 3: East North Central,55-64 years
CENS-D3,2013/08,F,55-64,44,2013,Division 3: East North Central,55-64 years
CENS-D3,2013/09,F,55-64,42,2013,Division 3: East North Central,55-64 years
CENS-D3,2013/10,F,55-64,40,2013,Division 3: East North Central,55-64 years
CENS-D3,2013/11,F,55-64,41,2013,Division 3: East North Central,55-64 years
CENS-D3,2013/12,F,55-64,46,2013,Division 3: East North Central,55-64 years
CENS-D3,2014/01,F,55-64,55,2014,Division 3: East North Central,55-64 years
CENS-D3,2014/02,F,55-64,42,2014,Division 3: East North Central,55-64 years
CENS-D3,2014/03,F,55-64,54,2014,Division 3: East North Central,55-64 years
CENS-D3,2014/04,F,55-64,53,2014,Division 3: East North Central,55-64 years
CENS-D3,2014/05,F,55-64,48,2014,Division 3: East North Central,55-64 years
CENS-D3,2014/06,F,55-64,48,2014,Division 3: East North Central,55-64 years
CENS-D3,2014/07,F,55-64,48,2014,Division 3: East North Central,55-64 years
CENS-D3,2014/08,F,55-64,43,2014,Division 3: East North Central,55-64 years
CENS-D3,2014/09,F,55-64,58,2014,Division 3: East North Central,55-64 years
CENS-D3,2014/10,F,55-64,51,2014,Division 3: East North Central,55-64 years
CENS-D3,2014/11,F,55-64,64,2014,Division 3: East North Central,55-64 years
CENS-D3,2014/12,F,55-64,42,2014,Division 3: East North Central,55-64 years
CENS-D3,2015/01,F,55-64,59,2015,Division 3: East North Central,55-64 years
CENS-D3,2015/02,F,55-64,56,2015,Division 3: East North Central,55-64 years
CENS-D3,2015/03,F,55-64,58,2015,Division 3: East North Central,55-64 years
CENS-D3,2015/04,F,55-64,62,2015,Division 3: East North Central,55-64 years
CENS-D3,2015/05,F,55-64,54,2015,Division 3: East North Central,55-64 years
CENS-D3,2015/06,F,55-64,43,2015,Division 3: East North Central,55-64 years
CENS-D3,2015/07,F,55-64,42,2015,Division 3: East North Central,55-64 years
CENS-D3,2015/08,F,55-64,42,2015,Division 3: East North Central,55-64 years
CENS-D3,2015/09,F,55-64,46,2015,Division 3: East North Central,55-64 years
CENS-D3,2015/10,F,55-64,49,2015,Division 3: East North Central,55-64 years
CENS-D3,2015/11,F,55-64,36,2015,Division 3: East North Central,55-64 years
CENS-D3,2015/12,F,55-64,48,2015,Division 3: East North Central,55-64 years
CENS-D3,2016/01,F,55-64,56,2016,Division 3: East North Central,55-64 years
CENS-D3,2016/02,F,55-64,59,2016,Division 3: East North Central,55-64 years
CENS-D3,2016/03,F,55-64,66,2016,Division 3: East North Central,55-64 years
CENS-D3,2016/04,F,55-64,68,2016,Division 3: East North Central,55-64 years
CENS-D3,2016/05,F,55-64,55,2016,Division 3: East North Central,55-64 years
CENS-D3,2016/06,F,55-64,60,2016,Division 3: East North Central,55-64 years
CENS-D3,2016/07,F,55-64,65,2016,Division 3: East North Central,55-64 years
CENS-D3,2016/08,F,55-64,55,2016,Division 3: East North Central,55-64 years
CENS-D3,2016/09,F,55-64,56,2016,Division 3: East North Central,55-64 years
CENS-D3,2016/10,F,55-64,59,2016,Division 3: East North Central,55-64 years
CENS-D3,2016/11,F,55-64,59,2016,Division 3: East North Central,55-64 years
CENS-D3,2016/12,F,55-64,79,2016,Division 3: East North Central,55-64 years
CENS-D3,2017/01,F,55-64,59,2017,Division 3: East North Central,55-64 years
CENS-D3,2017/02,F,55-64,57,2017,Division 3: East North Central,55-64 years
CENS-D3,2017/03,F,55-64,70,2017,Division 3: East North Central,55-64 years
CENS-D3,2017/04,F,55-64,77,2017,Division 3: East North Central,55-64 years
CENS-D3,2017/05,F,55-64,63,2017,Division 3: East North Central,55-64 years
CENS-D3,2017/06,F,55-64,78,2017,Division 3: East North Central,55-64 years
CENS-D3,2017/07,F,55-64,64,2017,Division 3: East North Central,55-64 years
CENS-D3,2017/08,F,55-64,60,2017,Division 3: East North Central,55-64 years
CENS-D3,2017/09,F,55-64,77,2017,Division 3: East North Central,55-64 years
CENS-D3,2017/10,F,55-64,61,2017,Division 3: East North Central,55-64 years
CENS-D3,2017/11,F,55-64,67,2017,Division 3: East North Central,55-64 years
CENS-D3,2017/12,F,55-64,59,2017,Division 3: East North Central,55-64 years
CENS-D3,2018/01,F,55-64,70,2018,Division 3: East North Central,55-64 years
CENS-D3,2018/02,F,55-64,56,2018,Division 3: East North Central,55-64 years
CENS-D3,2018/03,F,55-64,55,2018,Division 3: East North Central,55-64 years
CENS-D3,2018/04,F,55-64,57,2018,Division 3: East North Central,55-64 years
CENS-D3,2018/05,F,55-64,59,2018,Division 3: East North Central,55-64 years
CENS-D3,2018/06,F,55-64,68,2018,Division 3: East North Central,55-64 years
CENS-D3,2018/07,F,55-64,61,2018,Division 3: East North Central,55-64 years
CENS-D3,2018/08,F,55-64,70,2018,Division 3: East North Central,55-64 years
CENS-D3,2018/09,F,55-64,52,2018,Division 3: East North Central,55-64 years
CENS-D3,2018/10,F,55-64,73,2018,Division 3: East North Central,55-64 years
CENS-D3,2018/11,F,55-64,46,2018,Division 3: East North Central,55-64 years
CENS-D3,2018/12,F,55-64,75,2018,Division 3: East North Central,55-64 years
CENS-D3,2019/01,F,55-64,61,2019,Division 3: East North Central,55-64 years
CENS-D3,2019/02,F,55-64,50,2019,Division 3: East North Central,55-64 years
CENS-D3,2019/03,F,55-64,72,2019,Division 3: East North Central,55-64 years
CENS-D3,2019/04,F,55-64,75,2019,Division 3: East North Central,55-64 years
CENS-D3,2019/05,F,55-64,85,2019,Division 3: East North Central,55-64 years
CENS-D3,2019/06,F,55-64,62,2019,Division 3: East North Central,55-64 years
CENS-D3,2019/07,F,55-64,66,2019,Division 3: East North Central,55-64 years
CENS-D3,2019/08,F,55-64,68,2019,Division 3: East North Central,55-64 years
CENS-D3,2019/09,F,55-64,54,2019,Division 3: East North Central,55-64 years
CENS-D3,2019/10,F,55-64,83,2019,Division 3: East North Central,55-64 years
CENS-D3,2019/11,F,55-64,65,2019,Division 3: East North Central,55-64 years
CENS-D3,2019/12,F,55-64,67,2019,Division 3: East North Central,55-64 years
CENS-D3,2020/01,F,55-64,70,2020,Division 3: East North Central,55-64 years
CENS-D3,2020/02,F,55-64,80,2020,Division 3: East North Central,55-64 years
CENS-D3,2020/03,F,55-64,71,2020,Division 3: East North Central,55-64 years
CENS-D3,2020/04,F,55-64,65,2020,Division 3: East North Central,55-64 years
CENS-D3,2020/05,F,55-64,86,2020,Division 3: East North Central,55-64 years
CENS-D3,2020/06,F,55-64,61,2020,Division 3: East North Central,55-64 years
CENS-D3,2020/07,F,55-64,66,2020,Division 3: East North Central,55-64 years
CENS-D3,2020/08,F,55-64,79,2020,Division 3: East North Central,55-64 years
CENS-D3,2020/09,F,55-64,82,2020,Division 3: East North Central,55-64 years
CENS-D3,2020/10,F,55-64,64,2020,Division 3: East North Central,55-64 years
CENS-D3,2020/11,F,55-64,68,2020,Division 3: East North Central,55-64 years
CENS-D3,2020/12,F,55-64,70,2020,Division 3: East North Central,55-64 years
CENS-D3,1999/01,F,65-74,Suppressed,1999,Division 3: East North Central,65-74 years
