"Year","Locationabbr","Locationdesc","Class","Topic","Question","Response","Break_Out","Break_Out_Category","Sample_Size","Data_value","Confidence_limit_Low","Confidence_limit_High","Display_order","Data_value_unit","Data_value_type","Data_Value_Footnote_Symbol","Data_Value_Footnote","DataSource","ClassId","TopicId","LocationID","BreakoutID","BreakOutCategoryID","QuestionID","ResponseID","GeoLocation"
"2024","DE","Delaware","Days of Poor Health","Healthy Days","Days when mental health status not good (variable calculated from one or more BRFSS questions)","Zero days when mental health not good","Overall","Overall","2,824","58.7","56.5","60.9","3,607","%","Crude Prevalence",,,"BRFSS","CLASS20","TOPIC71","10","BO1","CAT1","_MENT14D","RESP222","    (39.008830667000495, -75.57774116799965)"
"2024","DE","Delaware","Days of Poor Health","Healthy Days","Days when mental health status not good (variable calculated from one or more BRFSS questions)","1-13 days when mental health not good","Overall","Overall","937","25.2","23.2","27.1","3,608","%","Crude Prevalence",,,"BRFSS","CLASS20","TOPIC71","10","BO1","CAT1","_MENT14D","RESP223","    (39.008830667000495, -75.57774116799965)"
"2024","DE","Delaware","Days of Poor Health","Healthy Days","Days when mental health status not good (variable calculated from one or more BRFSS questions)","14+ days when mental health not good","Overall","Overall","532","16.1","14.3","18.0","3,609","%","Crude Prevalence",,,"BRFSS","CLASS20","TOPIC71","10","BO1","CAT1","_MENT14D","RESP224","    (39.008830667000495, -75.57774116799965)"
"2024","FL","Florida","Alcohol Consumption","Alcohol Consumption","Adults who have had at least one drink of alcohol within the past 30 days","Yes","Overall","Overall","5,601","52.6","50.8","54.5","1,169","%","Crude Prevalence",,,"BRFSS","CLASS01","TOPIC03","12","BO1","CAT1","DRNKANY6","RESP046","    (28.932040377000476, -81.92896053899966)"
"2024","FL","Florida","Alcohol Consumption","Alcohol Consumption","Adults who have had at least one drink of alcohol within the past 30 days","No","Overall","Overall","5,926","47.4","45.5","49.2","1,170","%","Crude Prevalence",,,"BRFSS","CLASS01","TOPIC03","12","BO1","CAT1","DRNKANY6","RESP054","    (28.932040377000476, -81.92896053899966)"
"2024","FL","Florida","Days of Poor Health","Healthy Days","Days when mental health status not good (variable calculated from one or more BRFSS questions)","Zero days when mental health not good","Overall","Overall","8,213","59.6","57.9","61.3","3,607","%","Crude Prevalence",,,"BRFSS","CLASS20","TOPIC71","12","BO1","CAT1","_MENT14D","RESP222","    (28.932040377000476, -81.92896053899966)"
"2024","FL","Florida","Days of Poor Health","Healthy Days","Days when mental health status not good (variable calculated from one or more BRFSS questions)","1-13 days when mental health not good","Overall","Overall","2,870","24.8","23.2","26.3","3,608","%","Crude Prevalence",,,"BRFSS","CLASS20","TOPIC71","12","BO1","CAT1","_MENT14D","RESP223","    (28.932040377000476, -81.92896053899966)"
"2024","FL","Florida","Days of Poor Health","Healthy Days","Days when mental health status not good (variable calculated from one or more BRFSS questions)","14+ days when mental health not good","Overall","Overall","1,744","15.6","14.4","16.9","3,609","%","Crude Prevalence",,,"BRFSS","CLASS20","TOPIC71","12","BO1","CAT1","_MENT14D","RESP224","    (28.932040377000476, -81.92896053899966)"
"2024","GA","Georgia","Alcohol Consumption","Alcohol Consumption","Adults who have had at least one drink of alcohol within the past 30 days","Yes","Overall","Overall","2,853","48.7","46.9","50.5","1,169","%","Crude Prevalence",,,"BRFSS","CLASS01","TOPIC03","13","BO1","CAT1","DRNKANY6","RESP046","    (32.83968109300048, -83.62758034599966)"
"2024","GA","Georgia","Alcohol Consumption","Alcohol Consumption","Adults who have had at least one drink of alcohol within the past 30 days","No","Overall","Overall","3,489","51.3","49.5","53.1","1,170","%","Crude Prevalence",,,"BRFSS","CLASS01","TOPIC03","13","BO1","CAT1","DRNKANY6","RESP054","    (32.83968109300048, -83.62758034599966)"
