year,census_region,sex,age5,population
2009,South,Male,25-29,3913684
2009,South,Male,30-34,3639703
2009,South,Male,35-39,3819929
2009,South,Male,40-44,3839558
2009,South,Male,45-49,4121492
2009,South,Male,5-9,3871120
2009,South,Male,50-54,3878057
2009,South,Male,55-59,3352003
2009,South,Male,60-64,2874709
2009,South,Male,65-69,2169634
2009,South,Male,70-74,1594124
2009,South,Male,75-79,1172570
2009,South,Male,80-84,800155
2009,South,Male,85+,572741
2009,West,Female,0-4,2435747
2009,West,Female,10-14,2417214
2009,West,Female,15-19,2557446
2009,West,Female,20-24,2467047
2009,West,Female,25-29,2553406
2009,West,Female,30-34,2375256
2009,West,Female,35-39,2430831
2009,West,Female,40-44,2395476
2009,West,Female,45-49,2571898
2009,West,Female,5-9,2362407
2009,West,Female,50-54,2488122
2009,West,Female,55-59,2225372
2009,West,Female,60-64,1843325
2009,West,Female,65-69,1370111
2009,West,Female,70-74,1034088
2009,West,Female,75-79,839093
2009,West,Female,80-84,690050
2009,West,Female,85+,727941
2009,West,Male,0-4,2552302
2009,West,Male,10-14,2533685
2009,West,Male,15-19,2718711
2009,West,Male,20-24,2666729
2009,West,Male,25-29,2681148
2009,West,Male,30-34,2465085
2009,West,Male,35-39,2486651
2009,West,Male,40-44,2443438
2009,West,Male,45-49,2565683
2009,West,Male,5-9,2469259
2009,West,Male,50-54,2429520
2009,West,Male,55-59,2114084
2009,West,Male,60-64,1732510
2009,West,Male,65-69,1242269
2009,West,Male,70-74,902813
2009,West,Male,75-79,679254
2009,West,Male,80-84,481720
2009,West,Male,85+,391685
2010,North Central,Female,0-4,2117702
2010,North Central,Female,10-14,2208382
2010,North Central,Female,15-19,2335541
2010,North Central,Female,20-24,2262176
2010,North Central,Female,25-29,2192180
2010,North Central,Female,30-34,2086614
2010,North Central,Female,35-39,2080273
2010,North Central,Female,40-44,2197075
2010,North Central,Female,45-49,2484884
2010,North Central,Female,5-9,2162341
2010,North Central,Female,50-54,2537854
2010,North Central,Female,55-59,2268710
2010,North Central,Female,60-64,1910559
2010,North Central,Female,65-69,1421496
2010,North Central,Female,70-74,1110807
2010,North Central,Female,75-79,930792
2010,North Central,Female,80-84,804745
2010,North Central,Female,85+,909215
2010,North Central,Male,0-4,2209614
2010,North Central,Male,10-14,2311842
2010,North Central,Male,15-19,2460517
2010,North Central,Male,20-24,2332068
2010,North Central,Male,25-29,2223286
2010,North Central,Male,30-34,2108941
2010,North Central,Male,35-39,2079605
2010,North Central,Male,40-44,2191454
2010,North Central,Male,45-49,2439793
2010,North Central,Male,5-9,2261086
2010,North Central,Male,50-54,2472558
2010,North Central,Male,55-59,2185150
2010,North Central,Male,60-64,1801419
2010,North Central,Male,65-69,1278602
2010,North Central,Male,70-74,935567
2010,North Central,Male,75-79,707265
2010,North Central,Male,80-84,532478
2010,North Central,Male,85+,421825
2010,Northeast,Female,0-4,1576846
2010,Northeast,Female,10-14,1706291
2010,Northeast,Female,15-19,1897636
2010,Northeast,Female,20-24,1891291
2010,Northeast,Female,25-29,1822700
2010,Northeast,Female,30-34,1732935
2010,Northeast,Female,35-39,1770931
2010,Northeast,Female,40-44,1977095
2010,Northeast,Female,45-49,2180900
2010,Northeast,Female,5-9,1629802
2010,Northeast,Female,50-54,2165918
2010,Northeast,Female,55-59,1910106
2010,Northeast,Female,60-64,1658378
2010,Northeast,Female,65-69,1233582
2010,Northeast,Female,70-74,949712
2010,Northeast,Female,75-79,813574
2010,Northeast,Female,80-84,728354
2010,Northeast,Female,85+,829878
2010,Northeast,Male,0-4,1649551
2010,Northeast,Male,10-14,1786927
2010,Northeast,Male,15-19,1988841
2010,Northeast,Male,20-24,1940328
2010,Northeast,Male,25-29,1809867
2010,Northeast,Male,30-34,1696382
2010,Northeast,Male,35-39,1713203
2010,Northeast,Male,40-44,1902068
2010,Northeast,Male,45-49,2085175
2010,Northeast,Male,5-9,1700655
2010,Northeast,Male,50-54,2059593
2010,Northeast,Male,55-59,1786752
2010,Northeast,Male,60-64,1507055
2010,Northeast,Male,65-69,1067414
2010,Northeast,Male,70-74,767589
2010,Northeast,Male,75-79,599715
2010,Northeast,Male,80-84,463015
2010,Northeast,Male,85+,380075
2010,South,Female,0-4,3755313
2010,South,Female,10-14,3770720
2010,South,Female,15-19,3932166
2010,South,Female,20-24,3961818
2010,South,Female,25-29,3915936
2010,South,Female,30-34,3763978
2010,South,Female,35-39,3838899
2010,South,Female,40-44,3917683
2010,South,Female,45-49,4250120
2010,South,Female,5-9,3758841
2010,South,Female,50-54,4161609
2010,South,Female,55-59,3743634
2010,South,Female,60-64,3309850
2010,South,Female,65-69,2539030
2010,South,Female,70-74,1938443
2010,South,Female,75-79,1545470
2010,South,Female,80-84,1227275
2010,South,Female,85+,1240470
2010,South,Male,0-4,3911550
2010,South,Male,10-14,3946897
2010,South,Male,15-19,4136826
2010,South,Male,20-24,4095979
2010,South,Male,25-29,3939257
2010,South,Male,30-34,3729809
2010,South,Male,35-39,3756369
2010,South,Male,40-44,3842845
2010,South,Male,45-49,4109777
2010,South,Male,5-9,3914410
2010,South,Male,50-54,3956329
2010,South,Male,55-59,3445143
2010,South,Male,60-64,3014531
2010,South,Male,65-69,2248777
2010,South,Male,70-74,1637604
2010,South,Male,75-79,1191744
2010,South,Male,80-84,817816
2010,South,Male,85+,599762
2010,West,Female,0-4,2426337
2010,West,Female,10-14,2417007
2010,West,Female,15-19,2537862
2010,West,Female,20-24,2513931
2010,West,Female,25-29,2551310
2010,West,Female,30-34,2433248
2010,West,Female,35-39,2395341
2010,West,Female,40-44,2412043
2010,West,Female,45-49,2543997
2010,West,Female,5-9,2399946
2010,West,Female,50-54,2526781
2010,West,Female,55-59,2284210
2010,West,Female,60-64,1952345
2010,West,Female,65-69,1431660
2010,West,Female,70-74,1063774
2010,West,Female,75-79,843258
2010,West,Female,80-84,691750
2010,West,Female,85+,753578
2010,West,Male,0-4,2541902
2010,West,Male,10-14,2532540
2010,West,Male,15-19,2691710
2010,West,Male,20-24,2703707
2010,West,Male,25-29,2688341
2010,West,Male,30-34,2516030
2010,West,Male,35-39,2442642
2010,West,Male,40-44,2462946
2010,West,Male,45-49,2540290
2010,West,Male,5-9,2504147
2010,West,Male,50-54,2470814
2010,West,Male,55-59,2169955
2010,West,Male,60-64,1834921
2010,West,Male,65-69,1300018
2010,West,Male,70-74,932354
2010,West,Male,75-79,688000
2010,West,Male,80-84,493037
2010,West,Male,85+,408704
2011,North Central,Female,0-4,2095021
2011,North Central,Female,10-14,2205302
2011,North Central,Female,15-19,2301829
2011,North Central,Female,20-24,2296521
2011,North Central,Female,25-29,2183966
2011,North Central,Female,30-34,2131359
2011,North Central,Female,35-39,2017446
2011,North Central,Female,40-44,2199331
2011,North Central,Female,45-49,2403255
2011,North Central,Female,5-9,2152298
2011,North Central,Female,50-54,2553103
2011,North Central,Female,55-59,2316103
2011,North Central,Female,60-64,2017487
2011,North Central,Female,65-69,1445931
2011,North Central,Female,70-74,1134262
2011,North Central,Female,75-79,927872
2011,North Central,Female,80-84,798853
2011,North Central,Female,85+,922308
2011,North Central,Male,0-4,2188887
2011,North Central,Male,10-14,2306065
2011,North Central,Male,15-19,2428279
2011,North Central,Male,20-24,2372292
2011,North Central,Male,25-29,2217440
2011,North Central,Male,30-34,2151298
2011,North Central,Male,35-39,2018479
2011,North Central,Male,40-44,2193576
2011,North Central,Male,45-49,2364138
2011,North Central,Male,5-9,2250080
2011,North Central,Male,50-54,2484272
2011,North Central,Male,55-59,2231066
2011,North Central,Male,60-64,1900485
2011,North Central,Male,65-69,1308413
2011,North Central,Male,70-74,957551
2011,North Central,Male,75-79,712919
2011,North Central,Male,80-84,533456
2011,North Central,Male,85+,436857
2011,Northeast,Female,0-4,1575964
2011,Northeast,Female,10-14,1694485
2011,Northeast,Female,15-19,1878556
2011,Northeast,Female,20-24,1907696
2011,Northeast,Female,25-29,1846139
2011,Northeast,Female,30-34,1766931
2011,Northeast,Female,35-39,1712164
2011,Northeast,Female,40-44,1959847
2011,Northeast,Female,45-49,2138581
2011,Northeast,Female,5-9,1619782
2011,Northeast,Female,50-54,2183774
2011,Northeast,Female,55-59,1954279
2011,Northeast,Female,60-64,1729958
2011,Northeast,Female,65-69,1265780
2011,Northeast,Female,70-74,968445
2011,Northeast,Female,75-79,806996
2011,Northeast,Female,80-84,719634
2011,Northeast,Female,85+,844863
2011,Northeast,Male,0-4,1648348
2011,Northeast,Male,10-14,1773141
2011,Northeast,Male,15-19,1963346
2011,Northeast,Male,20-24,1964788
2011,Northeast,Male,25-29,1844576
2011,Northeast,Male,30-34,1732001
2011,Northeast,Male,35-39,1661709
2011,Northeast,Male,40-44,1885077
2011,Northeast,Male,45-49,2043379
2011,Northeast,Male,5-9,1691422
2011,Northeast,Male,50-54,2076348
2011,Northeast,Male,55-59,1829588
2011,Northeast,Male,60-64,1574626
2011,Northeast,Male,65-69,1099798
2011,Northeast,Male,70-74,785890
2011,Northeast,Male,75-79,600073
2011,Northeast,Male,80-84,462753
2011,Northeast,Male,85+,393486
2011,South,Female,0-4,3749686
2011,South,Female,10-14,3809303
2011,South,Female,15-19,3868859
2011,South,Female,20-24,4062584
2011,South,Female,25-29,3939939
2011,South,Female,30-34,3853262
2011,South,Female,35-39,3753460
2011,South,Female,40-44,3971924
2011,South,Female,45-49,4178539
2011,South,Female,5-9,3771678
2011,South,Female,50-54,4213051
2011,South,Female,55-59,3833036
2011,South,Female,60-64,3467145
2011,South,Female,65-69,2607511
2011,South,Female,70-74,1998584
2011,South,Female,75-79,1567216
2011,South,Female,80-84,1232014
2011,South,Female,85+,1271595
2011,South,Male,0-4,3906901
2011,South,Male,10-14,3980120
2011,South,Male,15-19,4086068
2011,South,Male,20-24,4192923
2011,South,Male,25-29,3971562
2011,South,Male,30-34,3816089
2011,South,Male,35-39,3671534
2011,South,Male,40-44,3886582
2011,South,Male,45-49,4046883
2011,South,Male,5-9,3926093
2011,South,Male,50-54,4010635
2011,South,Male,55-59,3531981
2011,South,Male,60-64,3143945
2011,South,Male,65-69,2312616
2011,South,Male,70-74,1692267
2011,South,Male,75-79,1218724
2011,South,Male,80-84,834675
2011,South,Male,85+,627538
2011,West,Female,0-4,2422713
2011,West,Female,10-14,2416929
2011,West,Female,15-19,2489768
2011,West,Female,20-24,2588806
2011,West,Female,25-29,2565872
2011,West,Female,30-34,2489015
2011,West,Female,35-39,2359962
2011,West,Female,40-44,2446477
2011,West,Female,45-49,2491348
2011,West,Female,5-9,2407384
2011,West,Female,50-54,2548057
2011,West,Female,55-59,2339068
2011,West,Female,60-64,2054302
2011,West,Female,65-69,1486028
2011,West,Female,70-74,1103205
2011,West,Female,75-79,854169
2011,West,Female,80-84,692745
2011,West,Female,85+,775461
2011,West,Male,0-4,2535583
2011,West,Male,10-14,2527453
2011,West,Male,15-19,2641776
2011,West,Male,20-24,2773588
2011,West,Male,25-29,2711034
2011,West,Male,30-34,2573571
2011,West,Male,35-39,2403278
2011,West,Male,40-44,2492453
2011,West,Male,45-49,2495968
2011,West,Male,5-9,2513761
2011,West,Male,50-54,2494385
2011,West,Male,55-59,2221059
2011,West,Male,60-64,1923584
2011,West,Male,65-69,1352218
2011,West,Male,70-74,967637
2011,West,Male,75-79,701029
2011,West,Male,80-84,503558
2011,West,Male,85+,425085
2012,North Central,Female,0-4,2069784
2012,North Central,Female,10-14,2193120
2012,North Central,Female,15-19,2262237
2012,North Central,Female,20-24,2342008
2012,North Central,Female,25-29,2166093
2012,North Central,Female,30-34,2163653
2012,North Central,Female,35-39,1995910
2012,North Central,Female,40-44,2181844
2012,North Central,Female,45-49,2324796
2012,North Central,Female,5-9,2155662
2012,North Central,Female,50-54,2536370
2012,North Central,Female,55-59,2366845
2012,North Central,Female,60-64,2024878
2012,North Central,Female,65-69,1560512
2012,North Central,Female,70-74,1173117
2012,North Central,Female,75-79,930421
2012,North Central,Female,80-84,788208
2012,North Central,Female,85+,938064
2012,North Central,Male,0-4,2165442
2012,North Central,Male,10-14,2293161
2012,North Central,Male,15-19,2384132
2012,North Central,Male,20-24,2429009
2012,North Central,Male,25-29,2208994
2012,North Central,Male,30-34,2183504
2012,North Central,Male,35-39,2002095
2012,North Central,Male,40-44,2176725
2012,North Central,Male,45-49,2291980
2012,North Central,Male,5-9,2251818
2012,North Central,Male,50-54,2467323
2012,North Central,Male,55-59,2277790
2012,North Central,Male,60-64,1909637
2012,North Central,Male,65-69,1419246
2012,North Central,Male,70-74,996115
2012,North Central,Male,75-79,722143
2012,North Central,Male,80-84,530806
2012,North Central,Male,85+,453301
2012,Northeast,Female,0-4,1567763
2012,Northeast,Female,10-14,1678109
2012,Northeast,Female,15-19,1852628
2012,Northeast,Female,20-24,1915837
2012,Northeast,Female,25-29,1863071
2012,Northeast,Female,30-34,1793624
2012,Northeast,Female,35-39,1690125
2012,Northeast,Female,40-44,1924452
2012,Northeast,Female,45-49,2091867
2012,Northeast,Female,5-9,1615747
2012,Northeast,Female,50-54,2178355
2012,Northeast,Female,55-59,2003594
2012,Northeast,Female,60-64,1719679
2012,Northeast,Female,65-69,1367504
2012,Northeast,Female,70-74,1003174
2012,Northeast,Female,75-79,806630
2012,Northeast,Female,80-84,707963
2012,Northeast,Female,85+,862128
2012,Northeast,Male,0-4,1640145
2012,Northeast,Male,10-14,1755654
2012,Northeast,Male,15-19,1929290
2012,Northeast,Male,20-24,1982786
2012,Northeast,Male,25-29,1872424
2012,Northeast,Male,30-34,1765810
2012,Northeast,Male,35-39,1643277
2012,Northeast,Male,40-44,1854532
2012,Northeast,Male,45-49,1997645
2012,Northeast,Male,5-9,1687257
2012,Northeast,Male,50-54,2070597
2012,Northeast,Male,55-59,1876934
2012,Northeast,Male,60-64,1567920
2012,Northeast,Male,65-69,1196875
2012,Northeast,Male,70-74,818341
2012,Northeast,Male,75-79,604495
2012,Northeast,Male,80-84,460451
2012,Northeast,Male,85+,408533
2012,South,Female,0-4,3733052
2012,South,Female,10-14,3828843
2012,South,Female,15-19,3833886
2012,South,Female,20-24,4144881
2012,South,Female,25-29,3964080
2012,South,Female,30-34,3929995
2012,South,Female,35-39,3734481
2012,South,Female,40-44,4006595
2012,South,Female,45-49,4104244
2012,South,Female,5-9,3811774
2012,South,Female,50-54,4233713
2012,South,Female,55-59,3936479
2012,South,Female,60-64,3463499
2012,South,Female,65-69,2825033
2012,South,Female,70-74,2084039
2012,South,Female,75-79,1592318
2012,South,Female,80-84,1236067
2012,South,Female,85+,1306442
2012,South,Male,0-4,3886417
2012,South,Male,10-14,3994506
2012,South,Male,15-19,4045388
2012,South,Male,20-24,4298705
2012,South,Male,25-29,4010139
2012,South,Male,30-34,3896248
2012,South,Male,35-39,3650790
2012,South,Male,40-44,3914913
2012,South,Male,45-49,3976730
2012,South,Male,5-9,3969567
2012,South,Male,50-54,4034585
2012,South,Male,55-59,3632316
2012,South,Male,60-64,3123109
2012,South,Male,65-69,2511533
2012,South,Male,70-74,1769533
2012,South,Male,75-79,1248176
2012,South,Male,80-84,849700
2012,South,Male,85+,659432
2012,West,Female,0-4,2401126
2012,West,Female,10-14,2409474
2012,West,Female,15-19,2459754
2012,West,Female,20-24,2640507
2012,West,Female,25-29,2569715
2012,West,Female,30-34,2540686
2012,West,Female,35-39,2364570
2012,West,Female,40-44,2459965
2012,West,Female,45-49,2443915
2012,West,Female,5-9,2432249
2012,West,Female,50-54,2550078
2012,West,Female,55-59,2395521
2012,West,Female,60-64,2070061
2012,West,Female,65-69,1619489
2012,West,Female,70-74,1154464
2012,West,Female,75-79,871468
2012,West,Female,80-84,692917
2012,West,Female,85+,795441
2012,West,Male,0-4,2512336
2012,West,Male,10-14,2516878
2012,West,Male,15-19,2601899
2012,West,Male,20-24,2832227
2012,West,Male,25-29,2729932
2012,West,Male,30-34,2633031
2012,West,Male,35-39,2408241
2012,West,Male,40-44,2502413
2012,West,Male,45-49,2453508
2012,West,Male,5-9,2543066
2012,West,Male,50-54,2500446
2012,West,Male,55-59,2276196
2012,West,Male,60-64,1929966
2012,West,Male,65-69,1479212
2012,West,Male,70-74,1014028
2012,West,Male,75-79,718748
2012,West,Male,80-84,513000
2012,West,Male,85+,441296
2013,North Central,Female,0-4,2051099
2013,North Central,Female,10-14,2183594
2013,North Central,Female,15-19,2237741
2013,North Central,Female,20-24,2372045
2013,North Central,Female,25-29,2160297
2013,North Central,Female,30-34,2193522
2013,North Central,Female,35-39,2006463
2013,North Central,Female,40-44,2152565
2013,North Central,Female,45-49,2247854
2013,North Central,Female,5-9,2156800
2013,North Central,Female,50-54,2510373
2013,North Central,Female,55-59,2410653
2013,North Central,Female,60-64,2064320
2013,North Central,Female,65-69,1621949
2013,North Central,Female,70-74,1231848
2013,North Central,Female,75-79,944133
2013,North Central,Female,80-84,775148
2013,North Central,Female,85+,947204
2013,North Central,Male,0-4,2147918
2013,North Central,Male,10-14,2283403
2013,North Central,Male,15-19,2352965
2013,North Central,Male,20-24,2469867
2013,North Central,Male,25-29,2217616
2013,North Central,Male,30-34,2212142
2013,North Central,Male,35-39,2018547
2013,North Central,Male,40-44,2144783
2013,North Central,Male,45-49,2222683
2013,North Central,Male,5-9,2251021
2013,North Central,Male,50-54,2442569
2013,North Central,Male,55-59,2319213
2013,North Central,Male,60-64,1946731
2013,North Central,Male,65-69,1479917
2013,North Central,Male,70-74,1051445
2013,North Central,Male,75-79,739290
2013,North Central,Male,80-84,526499
2013,North Central,Male,85+,466162
2013,Northeast,Female,0-4,1559827
2013,Northeast,Female,10-14,1665748
2013,Northeast,Female,15-19,1823222
2013,Northeast,Female,20-24,1921854
2013,Northeast,Female,25-29,1881954
2013,Northeast,Female,30-34,1817492
2013,Northeast,Female,35-39,1689147
2013,Northeast,Female,40-44,1876441
2013,Northeast,Female,45-49,2037388
2013,Northeast,Female,5-9,1607216
2013,Northeast,Female,50-54,2168490
2013,Northeast,Female,55-59,2044318
2013,Northeast,Female,60-64,1741338
2013,Northeast,Female,65-69,1416692
2013,Northeast,Female,70-74,1059103
2013,Northeast,Female,75-79,816536
2013,Northeast,Female,80-84,692118
2013,Northeast,Female,85+,872631
2013,Northeast,Male,0-4,1631832
2013,Northeast,Male,10-14,1741545
2013,Northeast,Male,15-19,1894105
2013,Northeast,Male,20-24,1991911
2013,Northeast,Male,25-29,1901632
2013,Northeast,Male,30-34,1794465
2013,Northeast,Male,35-39,1647987
2013,Northeast,Male,40-44,1808133
2013,Northeast,Male,45-49,1946243
2013,Northeast,Male,5-9,1678594
2013,Northeast,Male,50-54,2059697
2013,Northeast,Male,55-59,1918018
2013,Northeast,Male,60-64,1590979
2013,Northeast,Male,65-69,1245142
2013,Northeast,Male,70-74,869049
2013,Northeast,Male,75-79,615085
2013,Northeast,Male,80-84,455955
2013,Northeast,Male,85+,419919
2013,South,Female,0-4,3711113
2013,South,Female,10-14,3845309
2013,South,Female,15-19,3828199
2013,South,Female,20-24,4178462
2013,South,Female,25-29,3998165
2013,South,Female,30-34,3998345
2013,South,Female,35-39,3749953
2013,South,Female,40-44,4009321
2013,South,Female,45-49,4023953
2013,South,Female,5-9,3849867
2013,South,Female,50-54,4254754
2013,South,Female,55-59,4014707
2013,South,Female,60-64,3518495
2013,South,Female,65-69,2947281
2013,South,Female,70-74,2205365
2013,South,Female,75-79,1633670
2013,South,Female,80-84,1237027
2013,South,Female,85+,1332046
2013,South,Male,0-4,3867460
2013,South,Male,10-14,4003353
2013,South,Male,15-19,4027554
2013,South,Male,20-24,4361889
2013,South,Male,25-29,4052692
2013,South,Male,30-34,3966074
2013,South,Male,35-39,3669905
2013,South,Male,40-44,3906391
2013,South,Male,45-49,3902849
2013,South,Male,5-9,4007297
2013,South,Male,50-54,4055130
2013,South,Male,55-59,3714119
2013,South,Male,60-64,3156867
2013,South,Male,65-69,2619074
2013,South,Male,70-74,1878958
2013,South,Male,75-79,1290567
2013,South,Male,80-84,861752
2013,South,Male,85+,686437
2013,West,Female,0-4,2385598
2013,West,Female,10-14,2412063
2013,West,Female,15-19,2440298
2013,West,Female,20-24,2659133
2013,West,Female,25-29,2594705
2013,West,Female,30-34,2590479
2013,West,Female,35-39,2386011
2013,West,Female,40-44,2455319
2013,West,Female,45-49,2402881
2013,West,Female,5-9,2451062
2013,West,Female,50-54,2551552
2013,West,Female,55-59,2433847
2013,West,Female,60-64,2119788
2013,West,Female,65-69,1703679
2013,West,Female,70-74,1227297
2013,West,Female,75-79,897311
2013,West,Female,80-84,693373
2013,West,Female,85+,812238
2013,West,Male,0-4,2494368
2013,West,Male,10-14,2515875
2013,West,Male,15-19,2573372
2013,West,Male,20-24,2857073
2013,West,Male,25-29,2761986
2013,West,Male,30-34,2692884
2013,West,Male,35-39,2435280
2013,West,Male,40-44,2488715
2013,West,Male,45-49,2419882
2013,West,Male,5-9,2565466
2013,West,Male,50-54,2503630
2013,West,Male,55-59,2316996
2013,West,Male,60-64,1967414
2013,West,Male,65-69,1557126
2013,West,Male,70-74,1078939
2013,West,Male,75-79,745005
2013,West,Male,80-84,520175
2013,West,Male,85+,456310
2014,North Central,Female,0-4,2046417
2014,North Central,Female,10-14,2177079
2014,North Central,Female,15-19,2218755
2014,North Central,Female,20-24,2382478
2014,North Central,Female,25-29,2172148
2014,North Central,Female,30-34,2200776
2014,North Central,Female,35-39,2032955
2014,North Central,Female,40-44,2108206
2014,North Central,Female,45-49,2183692
2014,North Central,Female,5-9,2140949
2014,North Central,Female,50-54,2479808
2014,North Central,Female,55-59,2434833
2014,North Central,Female,60-64,2112765
2014,North Central,Female,65-69,1701324
2014,North Central,Female,70-74,1270055
2014,North Central,Female,75-79,963691
2014,North Central,Female,80-84,762881
2014,North Central,Female,85+,957235
2014,North Central,Male,0-4,2145239
2014,North Central,Male,10-14,2276715
2014,North Central,Male,15-19,2329474
2014,North Central,Male,20-24,2484908
2014,North Central,Male,25-29,2243360
2014,North Central,Male,30-34,2220562
2014,North Central,Male,35-39,2049118
2014,North Central,Male,40-44,2098129
2014,North Central,Male,45-49,2164040
2014,North Central,Male,5-9,2231886
2014,North Central,Male,50-54,2415497
2014,North Central,Male,55-59,2342654
2014,North Central,Male,60-64,1991968
2014,North Central,Male,65-69,1554497
2014,North Central,Male,70-74,1088390
2014,North Central,Male,75-79,760693
2014,North Central,Male,80-84,523056
2014,North Central,Male,85+,478934
2014,Northeast,Female,0-4,1559267
2014,Northeast,Female,10-14,1655433
2014,Northeast,Female,15-19,1797335
2014,Northeast,Female,20-24,1922362
2014,Northeast,Female,25-29,1903874
2014,Northeast,Female,30-34,1828698
2014,Northeast,Female,35-39,1702800
2014,Northeast,Female,40-44,1819314
2014,Northeast,Female,45-49,1981867
2014,Northeast,Female,5-9,1588331
2014,Northeast,Female,50-54,2158479
2014,Northeast,Female,55-59,2072909
2014,Northeast,Female,60-64,1775927
2014,Northeast,Female,65-69,1478123
2014,Northeast,Female,70-74,1098026
2014,Northeast,Female,75-79,831146
2014,Northeast,Female,80-84,678741
2014,Northeast,Female,85+,882723
2014,Northeast,Male,0-4,1630986
2014,Northeast,Male,10-14,1728298
2014,Northeast,Male,15-19,1866117
2014,Northeast,Male,20-24,1987129
2014,Northeast,Male,25-29,1935062
2014,Northeast,Male,30-34,1814185
2014,Northeast,Male,35-39,1661594
2014,Northeast,Male,40-44,1754772
2014,Northeast,Male,45-49,1895254
2014,Northeast,Male,5-9,1659262
2014,Northeast,Male,50-54,2048398
2014,Northeast,Male,55-59,1946022
2014,Northeast,Male,60-64,1625118
2014,Northeast,Male,65-69,1302167
2014,Northeast,Male,70-74,904209
2014,Northeast,Male,75-79,629372
2014,Northeast,Male,80-84,452002
2014,Northeast,Male,85+,430709
2014,South,Female,0-4,3723365
2014,South,Female,10-14,3865524
2014,South,Female,15-19,3836082
2014,South,Female,20-24,4182829
2014,South,Female,25-29,4079311
2014,South,Female,30-34,4046811
2014,South,Female,35-39,3802225
2014,South,Female,40-44,3981629
2014,South,Female,45-49,3961495
2014,South,Female,5-9,3860189
2014,South,Female,50-54,4276867
2014,South,Female,55-59,4075541
2014,South,Female,60-64,3604684
2014,South,Female,65-69,3087350
2014,South,Female,70-74,2306026
2014,South,Female,75-79,1684569
2014,South,Female,80-84,1241503
2014,South,Female,85+,1362968
2014,South,Male,0-4,3886937
2014,South,Male,10-14,4019798
2014,South,Male,15-19,4025048
2014,South,Male,20-24,4385220
2014,South,Male,25-29,4140737
2014,South,Male,30-34,4015362
2014,South,Male,35-39,3724867
2014,South,Male,40-44,3870909
2014,South,Male,45-49,3846658
2014,South,Male,5-9,4017425
2014,South,Male,50-54,4076857
2014,South,Male,55-59,3779990
2014,South,Male,60-64,3222644
2014,South,Male,65-69,2737039
2014,South,Male,70-74,1964067
2014,South,Male,75-79,1341145
2014,South,Male,80-84,874841
2014,South,Male,85+,715525
2014,West,Female,0-4,2383752
2014,West,Female,10-14,2420673
2014,West,Female,15-19,2426102
2014,West,Female,20-24,2659992
2014,West,Female,25-29,2649941
2014,West,Female,30-34,2629843
2014,West,Female,35-39,2420432
2014,West,Female,40-44,2433333
2014,West,Female,45-49,2382740
2014,West,Female,5-9,2451281
2014,West,Female,50-54,2549274
2014,West,Female,55-59,2458355
2014,West,Female,60-64,2177915
2014,West,Female,65-69,1794688
2014,West,Female,70-74,1292657
2014,West,Female,75-79,929413
2014,West,Female,80-84,695654
2014,West,Female,85+,830169
2014,West,Male,0-4,2496386
2014,West,Male,10-14,2522130
2014,West,Male,15-19,2553913
2014,West,Male,20-24,2869021
2014,West,Male,25-29,2826211
2014,West,Male,30-34,2741573
2014,West,Male,35-39,2477224
2014,West,Male,40-44,2463869
2014,West,Male,45-49,2405492
2014,West,Male,5-9,2565708
2014,West,Male,50-54,2504514
2014,West,Male,55-59,2347231
2014,West,Male,60-64,2014879
2014,West,Male,65-69,1640206
2014,West,Male,70-74,1134273
2014,West,Male,75-79,776079
2014,West,Male,80-84,526894
2014,West,Male,85+,473976
2015,North Central,Female,0-4,2041329
2015,North Central,Female,10-14,2160070
2015,North Central,Female,15-19,2212175
2015,North Central,Female,20-24,2364544
2015,North Central,Female,25-29,2190290
2015,North Central,Female,30-34,2192893
2015,North Central,Female,35-39,2072500
2015,North Central,Female,40-44,2052423
2015,North Central,Female,45-49,2154902
2015,North Central,Female,5-9,2125906
2015,North Central,Female,50-54,2422353
2015,North Central,Female,55-59,2451793
2015,North Central,Female,60-64,2164660
2015,North Central,Female,65-69,1787686
2015,North Central,Female,70-74,1298492
2015,North Central,Female,75-79,975004
2015,North Central,Female,80-84,755738
2015,North Central,Female,85+,963095
2015,North Central,Male,0-4,2140425
2015,North Central,Male,10-14,2257498
2015,North Central,Male,15-19,2320809
2015,North Central,Male,20-24,2470919
2015,North Central,Male,25-29,2271099
2015,North Central,Male,30-34,2217340
2015,North Central,Male,35-39,2091407
2015,North Central,Male,40-44,2044660
2015,North Central,Male,45-49,2141280
2015,North Central,Male,5-9,2217021
2015,North Central,Male,50-54,2361955
2015,North Central,Male,55-59,2358675
2015,North Central,Male,60-64,2041045
2015,North Central,Male,65-69,1634938
2015,North Central,Male,70-74,1118986
2015,North Central,Male,75-79,772908
2015,North Central,Male,80-84,525155
2015,North Central,Male,85+,488610
2015,Northeast,Female,0-4,1555619
2015,Northeast,Female,10-14,1636196
2015,Northeast,Female,15-19,1779753
2015,Northeast,Female,20-24,1901224
2015,Northeast,Female,25-29,1919999
2015,Northeast,Female,30-34,1833995
2015,Northeast,Female,35-39,1724288
2015,Northeast,Female,40-44,1755837
2015,Northeast,Female,45-49,1947201
2015,Northeast,Female,5-9,1575817
2015,Northeast,Female,50-54,2129158
2015,Northeast,Female,55-59,2092759
2015,Northeast,Female,60-64,1817146
2015,Northeast,Female,65-69,1540680
2015,Northeast,Female,70-74,1128886
