"","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023"
"25",0.000900145149072254,0.000920998697339998,0.000962307817987,0.00097394241689347,0.00104134935524418,0.00111083713622665,0.000985664758564123,0.000891617173779298,0.000914950392105144,0.00100519301267457,0.000972514962261209,0.000944298392514483,0.00102225836422264,0.00116914895811764,0.00133151975323826,0.00133265158378524,0.00132776081641497,NA,0.00127313970840305,0.00132864332764718,0.00126868813751995
"26",0.000940465906279927,0.000960489838278213,0.000996284852626433,0.000976267625881947,0.00106168016568247,0.00118931895945117,0.000997545911674697,0.000935756361894932,0.000931605236355967,0.00105227888490726,0.00103881586975803,0.00102866802025501,0.00109025842181386,0.00119872945202687,0.00136542996618867,0.00142854540513664,0.001464826977627,NA,0.00139890019842746,0.00144459749906432,0.00130067221001639
"27",0.000991249983913982,0.000993347581938007,0.000995883509210368,0.000986676909764197,0.00104980739376637,0.00124496787255955,0.000990637071203567,0.0010057374653424,0.000936771148081112,0.00106602249427325,0.00107527033969719,0.00108908093022006,0.0011153255230164,0.00117717275662816,0.00136187433114662,0.00150694133157005,0.0016000228655117,NA,0.00154449526267398,0.001605378390108,0.00129151014071631
"28",0.00102551070661756,0.00105067430553318,0.00102981850847883,0.000998488435638581,0.00109030301877253,0.00121984096969147,0.00104824539911004,0.00100360256164843,0.000983324682921095,0.00108042715224609,0.00110344024224251,0.00114174637710473,0.00116117533196159,0.00124460419944252,0.00139128919837701,0.00154127124245084,0.00168878068147335,NA,0.00166217191651838,0.0017322174030884,0.00137423957904419
"29",0.000978559822488458,0.000992844464841021,0.000982744151969442,0.000994505987139637,0.00102344028819064,0.00122892157065737,0.00102035047602713,0.00101688617646683,0.000956437244179536,0.00108940761227839,0.0011062179248529,0.0011368480263836,0.0012017805660537,0.00126630766686859,0.00144011693633064,0.00155940740448381,0.00171032537788364,NA,0.00176710126906002,0.00187262294625451,0.00145869739537402
"30",0.00107019024044762,0.00105968404902828,0.00102946389018662,0.000995386182433762,0.0010602209133119,0.00123596652656191,0.00106539728615297,0.00105994983298636,0.0010120942398688,0.00112319011754088,0.00115259239949864,0.00117502891806537,0.00122723802259325,0.0013324711626571,0.00144914770354906,0.00160080335399183,0.00175260211568276,NA,0.00190138116228332,0.00202075946084796,0.00159298863037377
"31",0.00115080068764296,0.00115367376103052,0.00109148181959636,0.001041320544628,0.00110300338068538,0.00129537365087213,0.00112125544911718,0.00112995104904153,0.00108803240884821,0.00121895365998257,0.00121631606623516,0.00125735207870177,0.00129117047870322,0.00138788708216388,0.00155630136335228,0.00164739538651974,0.00183145269953626,NA,0.00197036484679927,0.00215385397040278,0.00170490135064708
"32",0.00118903998768694,0.00119628232088439,0.00115214074338538,0.00108132814876162,0.00113415251999626,0.00126280709279104,0.00112646982625652,0.0011388044372288,0.00110764571319881,0.00124519472951275,0.00124199733753557,0.00125748869802805,0.00131917144539108,0.00138681915209426,0.0015476510724643,0.00169065039479359,0.00180070419315339,NA,0.0020011770118511,0.00222560959654783,0.00181492150162361
"33",0.00123725426438702,0.00126691271773349,0.00123072991606482,0.00115952094779227,0.00117193210351122,0.0013143885457016,0.00115211783409623,0.00117647198697932,0.00114894869491643,0.0012997701002985,0.00130713892675096,0.00133158052873885,0.00137235363956063,0.00147704182038547,0.00160348239830604,0.00174189358781162,0.00189496645265234,NA,0.00210285173139011,0.00234333770565633,0.00193629417009135
"34",0.00127531416819421,0.00127933251938586,0.00125146045189039,0.0012308398771796,0.00121304165954538,0.00133514072795249,0.00117168660464057,0.0011769546229423,0.00115467695075955,0.00132778697917406,0.00135346868423425,0.00138916026411049,0.0014404336889545,0.00152700634484203,0.00169752039535265,0.0018195104332562,0.00196908002584959,NA,0.00215024794275508,0.00246888052813411,0.00203375368967016
